"COUSE","TERM1","TERM2","TERM3","TERM4","TERM5","TERM6","TERM7","TERM8"
"ENGL 101","-0.6913600000000122","-0.39499999999999885","-0.1727799999999826","0.012360000000038554","0.02470000000000056","0.03702000000001249","0.0123400000000089","0.0"
"MATH 162","-0.11108000000000615","-0.333319999999967","-0.7653799999999749","0.02467999999999762","-0.19744000000003895","-0.2593599999999688","-0.20993999999995366","-0.12347999999998592"
"ECE 101","-0.3580400000000114","0.012360000000025195","8.810729923425242e-15","0.0","0.0","0.0","0.0","0.0"
"ECE 131","-0.6296999999999977","0.18521999999995017","-0.012479999999983137","0.09874000000002753","2.4442670110147446e-14","-0.024679999999991365","0.0","0.0"
"PHYC 160","-0.48152000000000655","-0.14815999999996735","0.5186599999999791","0.493859999999969","0.06171999999997212","0.012320000000018467","0.07404000000002099","0.024600000000040437"
"ENGL 102","0.0","-1.061779999999998","0.3333400000000077","0.012319999999990046","-0.04929999999999751","0.012380000000040354","-0.012339999999979057","0.0123400000000089"
"MATH 163","0.0","0.5680000000000021","-0.629639999999971","-1.0987600000000028","-1.0000200000000103","-0.9630199999999957","-0.8765400000000065","-0.4197599999999946"
"PHYC 161","0.0","-0.3332599999999981","0.024700000000001693","-0.4691600000000173","-8.00000000106138e-5","-0.09874000000001075","-0.024720000000033906","0.024680000000003872"
"PHYC 161L","0.0","-0.3827399999999972","-0.19751999999999384","0.4567799999999801","0.4938199999999665","0.08638000000000033","0.024680000000011547","0.11114000000001567"
"ECE 231","0.0","0.08645999999998935","-0.13587999999999084","-0.08647999999999968","0.09874000000002355","-0.012359999999986257","-0.024679999999991365","-0.012340000000000089"
"ECE 203","0.0","0.0","-0.34564000000000183","-0.370320000000019","-0.049479999999997235","-0.30864000000000347","-0.4815400000000119","-0.876420000000008"
"ECE 238L","0.0","0.4938400000000088","0.07411999999998926","-0.08644000000002365","0.1728800000000004","-0.06171999999997439","-0.04935999999999154","0.0"
"CHEM 121","-0.14816000000000756","0.25924000000000547","0.41985999999998","0.5061200000000045","0.14797999999996533","0.33330000000000864","-0.012299999999968917","2.6147972675971688e-14"
"CHEM 123L","-0.29620000000000246","0.30869999999998754","-0.20987999999999005","0.22219999999998608","-0.07409999999999713","-0.13577999999998155","-0.049339999999999974","0.024699999999988335"
"ENGL 219","0.0","0.0","6.913579999999984","4.876580000000005","1.7037400000000287","0.5679800000000106","0.18520000000002768","0.02470000000001136"
"ECON 105","0.0","-0.5184399999999973","-1.1481400000000186","-0.8271200000000485","-0.3827799999999729","-0.18519999999996117","0.012340000000021974","0.012340000000024531"
"ECE 206L","0.0","0.0","0.0","-0.30862000000000067","-0.35800000000000864","-0.012439999999985503","-0.259260000000011","-0.5185799999999869"
"ECE 300","0.0","0.0","0.03709999999999731","-0.5926399999999952","-1.111099999999999","-1.0000200000000103","-0.9630199999999957","-0.8765400000000065"
"ECE 213","0.0","0.0","0.0","0.14818000000000098","-0.6913800000000014","-0.20985999999999863","0.22222000000000464","-0.4196600000000012"
"MATH 264","0.0","0.0","0.580260000000001","0.11115999999999004","-0.1852200000000036","-0.4197200000000055","-0.8765599999999967","-0.9630200000000051"
"ECE 330","0.0","0.0","1.0863999999999918","0.49374000000000934","-0.024679999999996483","0.0987200000000513","-0.012359999999986257","-0.012339999999996678"
"ECE 321L","0.0","0.0","0.0","0.0","0.024719999999997844","-0.790100000000007","-0.43203999999999326","0.2717000000000121"
"MATH 327","0.0","0.0","-0.18520000000000014","0.13581999999999766","-0.7284599999999871","-0.8518799999999987","-1.0740400000000148","-0.9875800000000106"
"ECE 314","0.0","0.0","0.0","0.0","0.2592999999999973","0.1605799999999961","0.2592399999999948","0.4197800000000052"
"ECE 340","0.0","0.0","0.0","0.8518799999999983","-0.5926799999999898","-1.1975200000000048","-0.8765800000000112","-1.2468399999999833"
"SPAN 101","0.0","0.0","-0.22221999999999717","0.9753600000000087","1.123359999999969","0.1729799999999966","-0.17283999999996838","-0.061680000000001484"
"ECE 335","0.0","0.0","0.0","1.2838200000000015","1.4197200000000132","0.1852199999999749","0.11110000000001292","-0.012359999999986257"
"ECE 331","0.0","0.0","0.0","0.0","0.7407199999999989","-0.024740000000007853","-0.9630399999999991","-1.0864199999999948"
"ECE 344L","0.0","0.0","0.0","0.0","0.0","0.18516000000000093","-0.18520000000000286","-0.13563999999999696"
"PSY 105","0.0","0.0","-0.13584000000000004","1.3703799999999993","1.543240000000007","1.7654600000000096","1.1728799999999853","0.5309999999999832"
"ECE 419","0.0","0.0","0.0","0.8394200000000014","1.6050000000000018","2.333279999999973","0.6419599999999867","0.012360000000017522"
"ECE 437","0.0","0.0","0.0","0.18522000000000052","1.5678600000000011","1.5679200000000015","0.9259399999999871","-0.012419999999996491"
"ECE 435","0.0","0.0","0.0","0.0","-0.036960000000000034","0.617299999999998","0.370240000000003","-0.9629600000000047"
"ECE 495","0.0","0.0","0.0","0.12345999999999994","0.9382399999999944","1.1974999999999967","1.50622000000001","0.3580400000000125"
"HIST 101","0.0","0.0","0.0","-0.024680000000000025","0.9135599999999998","1.358000000000001","2.074079999999986","1.5802799999999733"
"ECE 420","0.0","0.0","0.0","0.0","0.8395800000000014","2.037040000000003","1.6665599999999958","0.45673999999996623"
"ECE 440","0.0","0.0","0.0","0.0","0.1110599999999998","1.432","1.83958","0.9135000000000261"
"ECE 412","0.0","0.0","0.0","0.0","0.0","-0.02467999999999997","0.14823999999999973","0.6419800000000044"
"ARTH 101","0.0","0.0","0.0","0.0","2.0000000000006402e-5","0.16044000000000047","1.6419599999999968","1.9506399999999935"
