"COUSE","TERM1","TERM2","TERM3","TERM4","TERM5","TERM6","TERM7","TERM8"
"ENGL 101","-1.8519200000000113","-0.3826799999999986","0.08652000000001664","0.024700000000038642","0.086400000000001","0.03702000000001249","0.0123400000000089","0.0"
"MATH 162","-0.04936000000000547","-0.5678599999999671","-0.1233399999999756","0.024679999999996198","-0.25922000000003803","-0.2963199999999682","-0.19757999999995404","-0.08637999999998641"
"ECE 101","0.049359999999989836","0.012320000000025573","8.810729923425242e-15","0.0","0.0","0.0","0.0","0.0"
"ECE 131","0.14816000000000146","0.012319999999951392","0.12340000000001539","0.08640000000002743","-0.012339999999975646","-0.012339999999991278","-0.012340000000000089","0.0"
"PHYC 160","-0.5431800000000062","0.06168000000003218","0.12355999999997977","0.23451999999996814","-0.09880000000002866","-0.012279999999981328","0.14818000000002057","0.1604600000000403"
"ENGL 102","0.0","-1.6667199999999973","-0.28399999999999437","0.3703399999999897","0.06178000000000338","0.024680000000040822","2.1032064978498965e-14","0.0123400000000089"
"MATH 163","0.0","0.5062600000000025","-0.5801999999999704","-0.5185000000000024","-1.1357600000000092","-1.7655199999999949","-1.2591200000000058","-0.6296199999999956"
"PHYC 161","0.0","0.34584000000000215","-0.11109999999999914","-0.09876000000001625","-0.34574000000001065","-0.17268000000001166","-0.1852000000000345","-0.08643999999999664"
"PHYC 161L","0.0","-0.6666799999999978","0.13586000000000667","0.11107999999997958","0.17277999999996638","-0.11120000000000062","-0.012339999999987583","0.185280000000015"
"ECE 231","0.0","0.2222399999999888","-0.197579999999991","0.11113999999999863","0.04936000000002338","0.01234000000001373","-0.012339999999991278","-0.012340000000000089"
"ECE 203","0.0","0.0","-0.18520000000000172","0.09877999999998081","0.23448000000000208","-0.6665800000000038","-1.3334000000000126","-1.1727200000000073"
"ECE 238L","0.0","0.5062000000000073","0.2592799999999883","0.14815999999997587","0.12352000000000003","-0.024679999999974313","-0.024679999999991365","-0.024680000000000177"
"CHEM 121","-0.3334200000000081","0.07406000000000602","0.9260399999999813","0.9382800000000054","0.5924199999999644","0.22216000000000832","-0.024639999999969006","-0.02469999999997384"
"CHEM 123L","0.09881999999999777","0.555579999999988","-0.08649999999998982","-0.22232000000001478","-0.22221999999999695","-0.11109999999998109","-0.02469999999999942","0.03703999999998842"
"ENGL 219","0.0","0.0","-2.3210600000000228","-0.567859999999994","0.03704000000002537","0.24694000000001096","0.07406000000002763","-0.01233999999998872"
"ECON 105","0.0","-0.13577999999999746","0.20985999999998284","0.2099199999999516","0.03702000000002727","0.09884000000003738","0.08640000000002232","0.0493600000000248"
"ECE 206L","0.0","0.0","0.0","-0.12348000000000049","0.16051999999999125","0.30854000000001347","-0.6295600000000112","-1.3704199999999869"
"ECE 300","0.0","0.0","0.23457999999999765","-0.6667399999999957","-0.5432399999999988","-1.1357600000000092","-1.7655199999999949","-1.2591200000000058"
"ECE 213","0.0","0.0","0.0","0.049400000000000756","-0.11116000000000127","0.3580600000000014","-0.29637999999999537","-0.8518399999999999"
"MATH 264","0.0","0.0","0.33332000000000056","0.24695999999999046","-0.19752000000000408","-0.5308600000000042","-1.4197199999999974","-1.4691800000000055"
"ECE 330","0.0","0.0","0.5926599999999922","-0.13589999999998922","-0.11109999999999787","0.07404000000005112","0.01234000000001373","3.4106051316484808e-15"
"ECE 321L","0.0","0.0","0.0","0.0","0.08647999999999775","-0.2963600000000068","0.185160000000007","-0.27155999999998853"
"MATH 327","0.0","0.0","-0.06180000000000012","-0.3950800000000021","-0.14817999999998732","-0.8641999999999984","-1.9630000000000143","-1.3949600000000106"
"ECE 314","0.0","0.0","0.0","0.0","0.1974799999999974","0.5185399999999964","0.5925799999999951","0.12344000000000534"
"ECE 340","0.0","0.0","0.0","0.06177999999999798","-1.1235799999999905","-0.7530200000000051","-1.012320000000011","-1.7653799999999829"
"SPAN 101","0.0","0.0","-0.17279999999999718","-0.37037999999999127","0.4567799999999679","-0.20986000000000415","-0.2716199999999682","1.999999999895863e-5"
"ECE 335","0.0","0.0","0.0","0.7406800000000036","0.07406000000001342","0.16047999999997473","-0.0494599999999869","1.3642420526593923e-14"
"ECE 331","0.0","0.0","0.0","0.0","0.16047999999999896","0.1482199999999925","-1.0741199999999997","-1.9876199999999946"
"ECE 344L","0.0","0.0","0.0","0.0","0.0","1.1727799999999995","3.4937399999999936","4.790120000000005"
"PSY 105","0.0","0.0","0.037040000000000003","0.09883999999999787","-0.3579599999999931","0.5679000000000084","0.16059999999998553","0.1976199999999841"
"ECE 419","0.0","0.0","0.0","-0.13593999999999976","0.5803200000000023","0.19749999999997128","0.12343999999998659","-0.16045999999998314"
"ECE 437","0.0","0.0","0.0","0.18522000000000055","-0.049380000000001305","-0.24675999999999818","-0.024680000000011547","-0.46919999999999645"
"ECE 435","0.0","0.0","0.0","0.0","-0.07402000000000003","-0.24700000000000166","-0.6543599999999975","-1.9259600000000043"
"ECE 495","0.0","0.0","0.0","0.0740800000000002","0.08641999999999378","0.024739999999995845","0.37036000000001024","2.0000000012316833e-5"
"HIST 101","0.0","0.0","0.0","0.024679999999999987","0.06177999999999969","0.777800000000002","0.1234599999999844","0.7777999999999738"
"ECE 420","0.0","0.0","0.0","0.0","0.24686000000000113","1.1234600000000012","0.962879999999997","-0.09874000000003662"
"ECE 440","0.0","0.0","0.0","0.0","0.06159999999999978","0.6296200000000002","1.6173400000000004","0.8024000000000274"
"ECE 412","0.0","0.0","0.0","0.0","0.0","-0.04937999999999998","0.41977999999999954","0.3332800000000053"
