"combinations","coefs","n","pMax","pAvg","r2"
"blocking","0.9905158651082583,0.0003853611803027393","1","0.33181584662006386","0.16590792331003193","0.024184761354256956"
"delay","0.9873602335679,0.0010860308429404273","1","0.11470393786615739","0.057351968933078694","0.06145459389676866"
"centrality","0.9908947494869613,0.0001018469392862504","1","0.6189562854843502","0.3094781427421751","0.006466783082479388"
"reachability","0.9907583758700697,0.0004009280742459398","1","0.5193202617937644","0.2596601308968822","0.01080933042886767"
"blocking_reachability","0.989532183908046,0.0004590038314176216","1","0.2014110634754928","0.1007055317377464","0.041181575061158715"
"delay_blocking","0.9891462280424695,0.0003716902743020856","1","0.1841383774984085","0.09206918874920425","0.04435941402433874"
"blocking,delay","0.9874259787298902,4.7145365786637386e-5,0.001038017251372839","2","0.9222026042628731","0.38203443586260494","0.06169645800702561"
"blocking,centrality","0.9905304482008086,0.0003904707830498258,-4.883174645146728e-6","2","0.9839943091451949","0.46542402937272476","0.024195375575472577"
"blocking,reachability","0.989481928746165,0.0004400485605525947,0.000514258445989181","2","0.4138608110343949","0.230135295856064","0.041481674236424015"
"delay,centrality","0.9869632854796976,0.0014166984299534306,-0.00015339136085977268","2","0.5501201527083841","0.2202361921437369","0.07042628574798904"
"delay,reachability","0.9872817114454439,0.0011758022340032266,-0.0001487799307462841","2","0.837284847390963","0.33013042770977824","0.0625232134424607"
"delay,blocking_reachability","0.9872927010124598,0.001143006669758957,-3.5131235904731404e-5","2","0.9574794186370439","0.44264643032060097","0.06152669632770591"
"centrality,reachability","0.9905902353309995,5.337205209843181e-5,0.0003277427313452541","2","0.8178717107106389","0.4867376655604942","0.012225061644440594"
"centrality,blocking_reachability","0.9895125960890584,-0.00021082147446400417,0.0007422531176706681","2","0.49298668723188555","0.2231708320758461","0.05320841387304709"
"centrality,delay_blocking","0.9891538539410724,-0.00011106665272181092,0.000469488511089755","2","0.6716086615453686","0.2900098250773638","0.048978964811061454"
"reachability,delay_blocking","0.9886651312685611,0.00032589098463312575,0.00035735895716159196","2","0.5993319228835917","0.26914043755262285","0.05143531406438784"
"blocking_reachability,delay_blocking","0.9891819621095285,0.00013752019318174927,0.00027316515327039786","2","0.8808699825277126","0.5278909242372736","0.04493916054123093"
"blocking,delay,centrality","0.9871016713471303,0.00013643007328769755,0.0013209637124208021,-0.0001734347821754345","3","0.7875125941715753","0.37015491292765684","0.07229851393502607"
"blocking,delay,reachability","0.9872085231017471,-3.784534010656433e-5,0.0012376810949060416,-0.00018745608671790024","3","0.9548034366576033","0.5435531633380497","0.06260685360788076"
"blocking,centrality,reachability","0.9893897628590357,0.0007188525939824677,-0.0002274541944625132,0.0008979537514138616","3","0.4749626710885097","0.23925584345365558","0.05488154058803363"
"delay,centrality,reachability","0.9869366766441284,0.001450902055756256,-0.000148679638735552,-7.351994835771198e-5","3","0.921220693129567","0.4069161241082273","0.07067876313801746"
"delay,centrality,blocking_reachability","0.9873049557829373,0.0011269939100966226,-0.00020577442794710414,0.0002482595908462918","3","0.7527986686637483","0.4096249667430425","0.07298059218161601"
"centrality,reachability,delay_blocking","0.9882534707023263,-0.00024229676739370715,0.000616015701315101,0.0005579516272140308","3","0.42645305356792845","0.2407699247088273","0.06781239225321978"
"centrality,blocking_reachability,delay_blocking","0.9892941106227616,-0.00019411450352715975,0.0005178243604747634,0.00017162450728033568","3","0.8169033227259506","0.5009662917306537","0.054616142887234376"
"blocking,delay,centrality,reachability","0.9872814790954175,0.00024206410808710814,0.001153440862575242,-0.00020181990964895894,0.00020075718977097647","4","0.865465204753611","0.5134187831103179","0.07305870128298331"
