"combinations","coefs","n","pMax","pAvg","r2"
"blocking","0.010910174362904815,0.0006427859743245843","1","0.13452437503692227","0.0672621904678172","0.0556542966673218"
"delay","0.01068165893097773,0.00047770624344961983","1","0.5389859460026984","0.2701794451426672","0.009834491405264378"
"centrality","0.011136793633315024,0.00024292006606937318","1","0.27481233410273065","0.13740617968396115","0.030428402069155647"
"reachability","0.012648631090487285,-9.350348027842231e-5","1","0.89184622434847","0.44592311229889536","0.00048627444253779295"
"blocking_reachability","0.010370785440613069,0.000503384418901661","1","0.20264214963613117","0.10132377476167118","0.04096659844407047"
"delay_blocking","0.009972948808280126,0.00040354236011564987","1","0.18999018717676114","0.09502253755264972","0.043247569048032064"
"blocking,delay","0.011698345534092757,0.0007290583876106128,-0.00026477843277846657","2","0.7782955780537286","0.31645302582438867","0.05767304794830619"
"blocking,centrality","0.010629001658610068,0.0005442690913428304,9.415118335135931e-5","2","0.7201880113299521","0.33669469042572486","0.05891788387575603"
"blocking,reachability","0.010761256687131862,0.0006506625882628278,7.406855521386068e-5","2","0.9141146367758711","0.35149862692971556","0.055951075904529635"
"delay,centrality","0.011345325013533239,-7.514403754055352e-5,0.0002564583294022337","2","0.9399209615488233","0.43814945684090506","0.030577235105271328"
"delay,reachability","0.010448732703507824,0.0007440020439329472,-0.0004413373824883733","2","0.5883530167879836","0.33745074373336204","0.01761191717219668"
"delay,blocking_reachability","0.012591020457126454,-0.0011331827705890855,0.0009932725004398546","2","0.42036279525204195","0.19737030872125708","0.05750611132558492"
"centrality,reachability","0.01163400074353086,0.00032206928821492027,-0.0005351344532134987","2","0.4834927700763309","0.22754001678792216","0.043125731699388825"
"centrality,blocking_reachability","0.01037739426429604,7.11300198455797e-5,0.0004078176489431045","2","0.8343399705849084","0.44543588783112287","0.04209896671805191"
"centrality,delay_blocking","0.009966100405263769,9.974289446222156e-5,0.0003157151052965377","2","0.7295200936626367","0.3872627028521813","0.04632902772918912"
"reachability,delay_blocking","0.010238525092906596,-0.0001798991836694748,0.00041145357084578817","2","0.7926540886658798","0.32724729361901633","0.04503099637637775"
"blocking_reachability,delay_blocking","0.01002010578111139,0.0001814804903938325,0.00027352227457583267","2","0.8573214262019151","0.5285879641010197","0.04408264336034773"
"blocking,delay,centrality","0.012000465995029241,0.0006458819370617529,-0.0005283676070507703,0.00016156954518669703","3","0.6205051240981783","0.36422224090471456","0.06528325956095582"
"blocking,delay,reachability","0.012354878265723632,0.0009856586916805123,-0.0008675949692920915,0.0005659593992781749","3","0.6072887276245397","0.33810512812587445","0.06453680095500669"
"blocking,centrality,reachability","0.010814036986752146,0.0004910009078073346,0.00013025535702541994,-0.00014566082421208602","3","0.8729646913015091","0.5023564796462244","0.05958573588917715"
"delay,centrality,reachability","0.011131678403535785,0.00019948236177789043,0.0002942895023025133,-0.000590303461157843","3","0.8528235380303388","0.41226482097455475","0.044039644718064874"
"delay,centrality,blocking_reachability","0.012587085205175862,-0.0011280407531346045,6.607828522392522e-5,0.0009022700368844121","3","0.8467486642918916","0.39438821870741747","0.058483006553362804"
"centrality,reachability,delay_blocking","0.01055342492162435,0.00018534495846662805,-0.0004018301410734126,0.00025801016960070396","3","0.6157015497972481","0.43497619736358784","0.05295715524441058"
"centrality,blocking_reachability,delay_blocking","0.009960597380498442,0.00010300130877934566,-2.0317037630281383e-5,0.0003274019138672156","3","0.9868670329308893","0.6116767387009319","0.0463362053019698"
"blocking,delay,centrality,reachability","0.012314386678717194,0.0008303050708854235,-0.0008208404735303971,0.00011201284527845926,0.000350495653654496","4","0.7885773222977305","0.49711971111420594","0.06719973708866844"
