"combinations","n","pMax","pAvg","r2","rse1","rse2"
"complexity","1","5.7e-321","2.85e-321","0.44917911281043177","0.198044852644454","0.19809991864097054"
"blocking","1","3.429571566191129e-279","1.7147857830955645e-279","0.4147259896187423","0.20414463860795606","0.20420140063841707"
"delay","1","0.0","0.0","0.4741432884002479","0.19350494579657426","0.1935587494805826"
"inverseBlocking","1","3.429571566191129e-279","1.7147857830955645e-279","0.4147259896187423","0.20414463860795606","0.20420140063841707"
"centrality","1","0.0","0.0","0.4627944226623042","0.1955818795792865","0.19563626075080295"
"creditHours","1","0.999988423617709","0.9999780841762589","0.0","0.2668445633646766","0.2669187589905689"
"free","1","8.674391696635023e-95","4.3371958483175113e-95","0.19169978241002317","0.23990798708217667","0.2399746930440058"
"timeComp1","1","0.0","0.0","0.5392181141143795","0.1811365359101803","0.18118690058122455"
"timeComp2","1","5.7e-321","2.85e-321","0.44917911281043177","0.198044852644454","0.19809991864097054"
"complexity,blocking","2","8.699601517045041e-24","2.899867172348347e-24","0.47850533362384284","0.1927542810602329","0.1928079058438716"
"complexity,delay","2","0.00010529095159981277","3.509698386660426e-5","0.47850533362384295","0.19275428106023287","0.19280790584387159"
"complexity,inverseBlocking","2","8.699601517045041e-24","2.899867172348347e-24","0.47850533362384284","0.1927542810602329","0.1928079058438716"
"complexity,inverseDelay","2","1.3955794844966614e-7","4.651931614988871e-8","0.5506645093815865","0.17892229422293965","0.1789720709089"
"complexity,centrality","2","0.8513469371393323","0.28378231238459795","0.46280491523583145","0.19563435018065944","0.1956887762076355"
"complexity,creditHours","2","0.9999826894247129","0.6666464125400354","0.44917911281043177","0.19809991864097054","0.19815503059603343"
"complexity,free","2","1.8164966987557643e-43","6.054988995852547e-44","0.502101892233344","0.18834293543160915","0.188395332966475"
"complexity,timeComp1","2","8.81349869106166e-61","2.9378328970205534e-61","0.5994757641532676","0.1689248326043211","0.16897182796831398"
"complexity,timeComp2","2","0.9999878364628776","0.99995590003516","0.449179112810432","0.19809991864097048","0.19815503059603337"
"blocking,delay","2","0.00010529095159986033","3.509698386662011e-5","0.4785053336238426","0.19275428106023293","0.19280790584387167"
"blocking,inverseDelay","2","8.62935582986373e-8","2.8764519432879098e-8","0.5508933895146593","0.1788767191730686","0.17892648317992177"
"blocking,centrality","2","3.5524362028205156e-45","1.1841454009401719e-45","0.5163128365122643","0.1856356478040259","0.18568729216385213"
"blocking,creditHours","2","0.999983810093273","0.6666472268061382","0.4147259896187425","0.20420140063841702","0.20425821004294867"
"blocking,free","2","9.025520721485765e-19","3.008506907161922e-19","0.4391386478535735","0.19989726600348312","0.1999528779856422"
"blocking,timeComp1","2","1.824213804686529e-68","6.08071268228843e-69","0.606189616485037","0.1675030342180146","0.16754963403369372"
"blocking,timeComp2","2","8.699601514180561e-24","2.8998671713935205e-24","0.47850533362384307","0.19275428106023287","0.19280790584387159"
"delay,inverseBlocking","2","0.00010529095159773418","3.5096983865911394e-5","0.47850533362384307","0.19275428106023287","0.19280790584387159"
"delay,inverseDelay","2","3.573044846436898e-5","1.1910149488122992e-5","0.5480297046978324","0.17944610799220942","0.17949603040463502"
"delay,centrality","2","5.554578434257069e-6","1.8515261481044167e-6","0.4801101275043954","0.19245747147303657","0.19251101368341253"
