"name","cruciality","blocking","delay","difference","difference_norm","ediff"
"ECE 340, MATH 264","13","3","10","0.0385","0.004277777777777778","151.4499999999999"
"ECE 340, ECE 330","15","5","10","0.021","0.0023333333333333335","43.54999999999994"
"ECE 340, ECE 321L","15","3","12","0.0325","0.0032500000000000003","40.54999999999996"
"ECE 340, MATH 327","15","4","11","0.0265","0.00265","104.0999999999999"
"ECE 340, ECE 314","13","2","11","0.026","0.0026","86.49999999999997"
"ECE 340, ECE 340","16","4","12","0","0.0","12.749999999999925"
"ECE 340, Second Language","9","2","7","0.0255","0.0025499999999999997","142.84999999999994"
"ECE 340, ECE 335","12","2","10","0.0075","0.0006818181818181818","22.599999999999916"
"ECE 340, ECE 331","15","3","12","0.0235","0.0021363636363636363","84.99999999999997"
"ECE 340, ECE 344L","14","2","12","0.041","0.0037272727272727275","105.75000000000003"
"ECE 340, Social Sciences","9","2","7","0.0175","0.001590909090909091","80.24999999999993"
"ECE 340, ECE 419","11","3","8","0.029","0.002416666666666667","57.949999999999896"
"ECE 340, ECE 437","12","2","10","0.0115","0.0009583333333333333","53.69999999999996"
"ECE 340, ECE 435","14","2","12","0.0145","0.0012083333333333334","57.449999999999896"
"ECE 340, Tech Elective","9","2","7","0.0235","0.0018076923076923077","61.2"
"ECE 340, Humanities","9","2","7","0.0325","0.0025","108.79999999999998"
"ECE 340, ECE 420","10","2","8","0.0145","0.0011153846153846155","38.25"
"ECE 340, ECE 440","12","2","10","0.023","0.0017692307692307693","42.09999999999998"
"ECE 340, Tech Elective","9","2","7","0.0595","0.0045769230769230765","54.39999999999995"
"ECE 340, Fine Arts","9","2","7","0.0595","0.0045769230769230765","43.949999999999996"
"ECE 340, Humanities","9","2","7","0.0685","0.00526923076923077","64.9"
"Second Language, ENGL 110","15","8","7","0.0485","0.008083333333333333","169.64999999999998"
"Second Language, MATH 162","20","13","7","0.087","0.014499999999999999","291.25"
"Second Language, ECE 101","2","0","2","0.0435","0.0072499999999999995","141.85"
"Second Language, ECE 131","14","9","5","0.0475","0.007916666666666667","158.59999999999997"
"Second Language, PHYC 160","15","8","7","0.052","0.008666666666666666","280.54999999999995"
"Second Language, ENGL 120","14","7","7","0.036","0.005142857142857143","103.59999999999988"
"Second Language, MATH 163","19","12","7","0.077","0.011","301.44999999999993"
"Second Language, PHYC 161","14","7","7","0.0185","0.0026428571428571425","159.69999999999996"
"Second Language, PHYC 161L","4","0","4","0.026","0.0037142857142857142","80.94999999999993"
"Second Language, ECE 231","11","6","5","0.0355","0.005071428571428571","137.15"
"Second Language, ECE 203","12","5","7","0.017","0.002125","89.94999999999997"
"Second Language, ECE 238L","5","1","4","0.0245","0.0030625","142.75"
"Second Language, Basic Science","2","0","2","0.029","0.003625","165.95"
"Second Language, Basic Science Lab","2","0","2","0.026","0.00325","84.79999999999993"
"Second Language, ENGL 219","4","0","4","0.0235","0.0029375","126.39999999999992"
"Second Language, ECON 105","2","0","2","0.067","0.008375","219.95"
"Second Language, ECE 206L","7","1","6","0.0335","0.0037222222222222223","81.4"
"Second Language, ECE 300","14","7","7","0.043","0.0047777777777777775","155.89999999999992"
"Second Language, ECE 213","10","3","7","0.0225","0.0025","61.95"
"Second Language, MATH 264","6","1","5","0.03","0.003333333333333333","142.94999999999982"
"Second Language, ECE 330","8","3","5","0.0185","0.0020555555555555553","37.95000000000004"
"Second Language, ECE 321L","8","1","7","0.036","0.0036","86.29999999999993"
"Second Language, MATH 327","8","2","6","0.026","0.0026","138.45"
"Second Language, ECE 314","6","0","6","0.0495","0.00495","112.35000000000002"
"Second Language, ECE 340","9","2","7","0.0475","0.00475","134.14999999999992"
"Second Language, Second Language","2","0","2","0.006","0.0006000000000000001","39.75"
"Second Language, ECE 335","5","0","5","0.014","0.0012727272727272728","41.29999999999987"
"Second Language, ECE 331","8","1","7","0.02","0.0018181818181818182","92.69999999999986"
"Second Language, ECE 344L","7","0","7","0.0345","0.003136363636363637","113.24999999999986"
"Second Language, Social Sciences","2","0","2","0.039","0.0035454545454545456","134.29999999999993"
"Second Language, ECE 419","4","1","3","0.0275","0.0022916666666666667","66.55000000000004"
"Second Language, ECE 437","5","0","5","0.021","0.00175","97.15"
"Second Language, ECE 435","7","0","7","0.0285","0.002375","73.89999999999995"
"Second Language, Tech Elective","2","0","2","0.027","0.002076923076923077","119.25000000000001"
"Second Language, Humanities","2","0","2","0.015","0.0011538461538461537","50.14999999999991"
"Second Language, ECE 420","3","0","3","0.012","0.0009230769230769231","74.85"
"Second Language, ECE 440","5","0","5","0.001","7.692307692307693e-5","75.4499999999999"
"Second Language, Tech Elective","2","0","2","0.0755","0.005807692307692307","130.1499999999999"
"Second Language, Fine Arts","2","0","2","0.073","0.005615384615384615","103.44999999999993"
"Second Language, Humanities","2","0","2","0.072","0.005538461538461538","68.64999999999999"
"ECE 335, ENGL 110","18","8","10","0.0125","0.0017857142857142859","106.99999999999994"
"ECE 335, MATH 162","23","13","10","0.063","0.009","292.8999999999999"
"ECE 335, ECE 101","5","0","5","0.005","0.0007142857142857143","68.39999999999993"
"ECE 335, ECE 131","17","9","8","0.018","0.0025714285714285713","165.94999999999985"
"ECE 335, PHYC 160","18","8","10","0.0545","0.007785714285714286","236.4999999999999"
"ECE 335, ENGL 120","17","7","10","0.0315","0.0039375","127.04999999999994"
"ECE 335, MATH 163","22","12","10","0.061","0.007625","220.0"
"ECE 335, PHYC 161","17","7","10","0.0285","0.0035625","115.44999999999993"
"ECE 335, PHYC 161L","7","0","7","0.0055","0.0006875","26.900000000000034"
"ECE 335, ECE 231","14","6","8","0.047","0.005875","100.29999999999991"
"ECE 335, ECE 203","15","5","10","0.022","0.0024444444444444444","135.59999999999997"
"ECE 335, ECE 238L","8","1","7","0.0345","0.0038333333333333336","103.89999999999995"
"ECE 335, Basic Science","5","0","5","0.004","0.00044444444444444447","107.59999999999991"
"ECE 335, Basic Science Lab","5","0","5","0.005","0.0005555555555555556","32.249999999999886"
"ECE 335, ENGL 219","7","0","7","0.0105","0.0011666666666666668","55.30000000000002"
"ECE 335, ECON 105","5","0","5","0.028","0.0031111111111111114","130.9"
"ECE 335, ECE 206L","10","1","9","0.0265","0.00265","75.1499999999999"
"ECE 335, ECE 300","17","7","10","0.021","0.0021000000000000003","71.34999999999991"
"ECE 335, ECE 213","13","3","10","0.008","0.0008","20.450000000000045"
"ECE 335, MATH 264","9","1","8","0.041","0.0041","150.79999999999993"
"ECE 335, ECE 330","11","3","8","0.013","0.0013","36.84999999999995"
"ECE 335, ECE 321L","11","1","10","0.0245","0.0022272727272727275","60.99999999999991"
"ECE 335, MATH 327","11","2","9","0.021","0.0019090909090909091","85.54999999999995"
"ECE 335, ECE 314","9","0","9","0.0225","0.002045454545454545","54.499999999999915"
"ECE 335, ECE 340","12","2","10","0.0255","0.002318181818181818","77.2999999999999"
"ECE 335, Second Language","5","0","5","0.0455","0.004136363636363636","91.1999999999999"
"ECE 335, ECE 335","8","0","8","0.021","0.00175","46.799999999999976"
"ECE 335, ECE 331","11","1","10","0.005","0.0004166666666666667","34.949999999999875"
"ECE 335, ECE 344L","10","0","10","0.0385","0.0032083333333333334","63.09999999999997"
"ECE 335, Social Sciences","5","0","5","0.0245","0.002041666666666667","80.24999999999989"
"ECE 335, ECE 419","7","1","6","0.002","0.00015384615384615385","68.79999999999988"
"ECE 335, ECE 437","8","0","8","0.0095","0.0007307692307692308","26.85000000000006"
"ECE 335, ECE 435","10","0","10","0.005","0.0003846153846153846","-20.449999999999985"
"ECE 335, Tech Elective","5","0","5","0.0045","0.0003214285714285714","6.500000000000053"
"ECE 335, Humanities","5","0","5","0.0345","0.0024642857142857144","57.99999999999998"
"ECE 335, ECE 420","6","0","6","0","0.0","8.199999999999962"
"ECE 335, ECE 440","8","0","8","0.021","0.0015","32.35000000000005"
"ECE 335, Tech Elective","5","0","5","0.0525","0.00375","42.449999999999974"
"ECE 335, Fine Arts","5","0","5","0.08","0.005714285714285714","138.79999999999995"
"ECE 335, Humanities","5","0","5","0.0615","0.004392857142857143","61.24999999999989"
"ECE 331, ENGL 110","21","9","12","0.024","0.003428571428571429","104.89999999999993"
"ECE 331, MATH 162","26","14","12","0.0665","0.0095","290.1"
"ECE 331, ECE 101","8","1","7","0.027","0.003857142857142857","61.84999999999995"
"ECE 331, ECE 131","20","10","10","0.012","0.0017142857142857144","162.34999999999994"
"ECE 331, PHYC 160","21","9","12","0.0375","0.005357142857142857","302.05"
"ECE 331, ENGL 120","20","8","12","0.022","0.00275","68.8"
"ECE 331, MATH 163","25","13","12","0.074","0.00925","272.45"
"ECE 331, PHYC 161","20","8","12","0.0095","0.0011875","116.5499999999999"
"ECE 331, PHYC 161L","10","1","9","0.006","0.00075","49.400000000000055"
"ECE 331, ECE 231","17","7","10","0.039","0.004875","123.49999999999994"
"ECE 331, ECE 203","18","6","12","0.0125","0.001388888888888889","58.34999999999991"
"ECE 331, ECE 238L","11","2","9","0.025","0.002777777777777778","94.29999999999997"
"ECE 331, Basic Science","8","1","7","0.017","0.001888888888888889","123.5499999999999"
"ECE 331, Basic Science Lab","8","1","7","0.011","0.0012222222222222222","22.849999999999948"
"ECE 331, ENGL 219","10","1","9","0.0235","0.002611111111111111","116.44999999999993"
"ECE 331, ECON 105","8","1","7","0.0275","0.0030555555555555557","178.74999999999994"
"ECE 331, ECE 206L","13","2","11","0","0.0","-53.50000000000011"
"ECE 331, ECE 300","20","8","12","0.031","0.0031","88.09999999999988"
"ECE 331, ECE 213","16","4","12","0.0195","0.00195","97.65000000000002"
"ECE 331, MATH 264","12","2","10","0.036","0.0036","117.24999999999989"
"ECE 331, ECE 330","14","4","10","0.022","0.0021999999999999997","94.8"
"ECE 331, ECE 321L","14","2","12","0.024","0.002181818181818182","45.89999999999993"
"ECE 331, MATH 327","14","3","11","0.023","0.0020909090909090908","85.40000000000003"
"ECE 331, ECE 314","12","1","11","0.0195","0.0017727272727272728","47.74999999999988"
"ECE 331, ECE 340","15","3","12","0.011","0.001","43.69999999999994"
"ECE 331, Second Language","8","1","7","0.0125","0.0011363636363636365","60.54999999999997"
"ECE 331, ECE 335","11","1","10","0.0125","0.0010416666666666667","29.199999999999935"
"ECE 331, ECE 331","14","2","12","0.02","0.0016666666666666668","89.59999999999994"
"ECE 331, ECE 344L","13","1","12","0.0475","0.003958333333333334","65.64999999999998"
"ECE 331, Social Sciences","8","1","7","0.0105","0.000875","58.049999999999905"
"ECE 331, ECE 419","10","2","8","0.004","0.0003076923076923077","56.39999999999992"
"ECE 331, ECE 437","11","1","10","0","0.0","8.74999999999994"
"ECE 331, ECE 435","13","1","12","0.026","0.002","45.149999999999956"
"ECE 331, Tech Elective","8","1","7","0.0135","0.0009642857142857143","18.54999999999995"
"ECE 331, Humanities","8","1","7","0.0185","0.0013214285714285713","66.09999999999997"
"ECE 331, ECE 420","9","1","8","0.009","0.0006428571428571428","28.549999999999947"
"ECE 331, ECE 440","11","1","10","0.0205","0.0014642857142857144","40.40000000000003"
"ECE 331, Tech Elective","8","1","7","0.037","0.0026428571428571425","-11.700000000000063"
"ECE 331, Fine Arts","8","1","7","0.04","0.002857142857142857","27.39999999999995"
"ECE 331, Humanities","8","1","7","0.0835","0.0059642857142857145","52.60000000000003"
"ECE 344L, ENGL 110","20","8","12","0.0445","0.006357142857142857","164.00000000000006"
"ECE 344L, MATH 162","25","13","12","0.104","0.014857142857142857","320.05000000000007"
"ECE 344L, ECE 101","7","0","7","0.025","0.0035714285714285718","61.49999999999985"
"ECE 344L, ECE 131","19","9","10","0.0555","0.007928571428571429","226.09999999999997"
"ECE 344L, PHYC 160","20","8","12","0.04","0.005714285714285714","238.19999999999993"
"ECE 344L, ENGL 120","19","7","12","0.0345","0.0043125","117.34999999999992"
"ECE 344L, MATH 163","24","12","12","0.095","0.011875","274.54999999999995"
"ECE 344L, PHYC 161","19","7","12","0.0405","0.0050625","134.54999999999993"
"ECE 344L, PHYC 161L","9","0","9","0.024","0.003","80.2499999999999"
"ECE 344L, ECE 231","16","6","10","0.0405","0.0050625","107.49999999999994"
"ECE 344L, ECE 203","17","5","12","0.0645","0.007166666666666667","89.69999999999997"
"ECE 344L, ECE 238L","10","1","9","0.0405","0.0045000000000000005","122.49999999999997"
"ECE 344L, Basic Science","7","0","7","0.023","0.0025555555555555557","136.54999999999995"
"ECE 344L, Basic Science Lab","7","0","7","0.0505","0.005611111111111112","107.39999999999998"
"ECE 344L, ENGL 219","9","0","9","0.0355","0.003944444444444444","69.89999999999999"
"ECE 344L, ECON 105","7","0","7","0.066","0.007333333333333334","160.54999999999995"
"ECE 344L, ECE 206L","12","1","11","0.025","0.0025","38.649999999999864"
"ECE 344L, ECE 300","19","7","12","0.0445","0.00445","107.49999999999999"
"ECE 344L, ECE 213","15","3","12","0.035","0.0035000000000000005","66.19999999999995"
"ECE 344L, MATH 264","11","1","10","0.041","0.0041","132.09999999999988"
"ECE 344L, ECE 330","13","3","10","0.036","0.0036","83.29999999999993"
"ECE 344L, ECE 321L","13","1","12","0.0425","0.003863636363636364","55.89999999999991"
"ECE 344L, MATH 327","13","2","11","0.05","0.004545454545454546","151.69999999999987"
"ECE 344L, ECE 314","11","0","11","0.027","0.0024545454545454545","55.800000000000026"
"ECE 344L, ECE 340","14","2","12","0.032","0.0029090909090909093","100.20000000000002"
"ECE 344L, Second Language","7","0","7","0.0405","0.003681818181818182","103.6999999999999"
"ECE 344L, ECE 335","10","0","10","0.0355","0.002958333333333333","53.74999999999997"
"ECE 344L, ECE 331","13","1","12","0.0475","0.003958333333333334","89.69999999999992"
"ECE 344L, ECE 344L","12","0","12","0.021","0.00175","36.84999999999998"
"ECE 344L, Social Sciences","7","0","7","0.0385","0.0032083333333333334","92.0499999999999"
"ECE 344L, ECE 419","9","1","8","0.0295","0.002269230769230769","22.649999999999974"
"ECE 344L, ECE 437","10","0","10","0.034","0.0026153846153846158","39.30000000000002"
"ECE 344L, ECE 435","12","0","12","0.017","0.0013076923076923079","13.699999999999953"
"ECE 344L, Tech Elective","7","0","7","0.0425","0.003035714285714286","102.34999999999988"
"ECE 344L, Humanities","7","0","7","0.0505","0.0036071428571428574","56.79999999999992"
"ECE 344L, ECE 420","8","0","8","0.0445","0.0031785714285714286","83.19999999999999"
"ECE 344L, ECE 440","10","0","10","0.046","0.0032857142857142855","106.0"
"ECE 344L, Tech Elective","7","0","7","0.0775","0.005535714285714285","63.449999999999974"
"ECE 344L, Fine Arts","7","0","7","0.076","0.0054285714285714284","39.699999999999925"
"ECE 344L, Humanities","7","0","7","0.0935","0.006678571428571429","79.4499999999999"
"Social Sciences, ENGL 110","15","8","7","0.0185","0.0026428571428571425","92.1999999999999"
"Social Sciences, MATH 162","20","13","7","0.0855","0.012214285714285716","351.79999999999995"
"Social Sciences, ECE 101","2","0","2","0.0025","0.00035714285714285714","21.99999999999995"
"Social Sciences, ECE 131","14","9","5","0.036","0.005142857142857143","171.89999999999998"
"Social Sciences, PHYC 160","15","8","7","0.0485","0.006928571428571429","286.4999999999999"
"Social Sciences, ENGL 120","14","7","7","0.0495","0.0061875","127.34999999999997"
"Social Sciences, MATH 163","19","12","7","0.078","0.00975","308.65"
"Social Sciences, PHYC 161","14","7","7","0.0385","0.0048125","168.69999999999996"
"Social Sciences, PHYC 161L","4","0","4","0.0205","0.0025625","45.699999999999974"
"Social Sciences, ECE 231","11","6","5","0.0335","0.0041875","104.80000000000001"
"Social Sciences, ECE 203","12","5","7","0.0565","0.006277777777777778","114.69999999999992"
"Social Sciences, ECE 238L","5","1","4","0.059","0.006555555555555555","149.70000000000002"
"Social Sciences, Basic Science","2","0","2","0.03","0.003333333333333333","155.95000000000002"
"Social Sciences, Basic Science Lab","2","0","2","0","0.0","46.59999999999988"
"Social Sciences, ENGL 219","4","0","4","0.047","0.005222222222222222","157.94999999999993"
"Social Sciences, ECON 105","2","0","2","0.0625","0.006944444444444444","212.09999999999997"
"Social Sciences, ECE 206L","7","1","6","0.0315","0.00315","57.799999999999855"
"Social Sciences, ECE 300","14","7","7","0.0595","0.0059499999999999996","168.24999999999994"
"Social Sciences, ECE 213","10","3","7","0.0245","0.00245","84.19999999999983"
"Social Sciences, MATH 264","6","1","5","0.041","0.0041","104.44999999999996"
"Social Sciences, ECE 330","8","3","5","0.0385","0.00385","113.39999999999998"
"Social Sciences, ECE 321L","8","1","7","0.0295","0.0026818181818181815","88.39999999999996"
"Social Sciences, MATH 327","8","2","6","0.0145","0.0013181818181818182","102.54999999999998"
"Social Sciences, ECE 314","6","0","6","0.022","0.002","102.00000000000001"
"Social Sciences, ECE 340","9","2","7","0.039","0.0035454545454545456","104.79999999999994"
"Social Sciences, Second Language","2","0","2","0.023","0.0020909090909090908","72.04999999999998"
"Social Sciences, ECE 335","5","0","5","0.0165","0.0013750000000000001","69.39999999999995"
"Social Sciences, ECE 331","8","1","7","0.0275","0.0022916666666666667","57.150000000000006"
"Social Sciences, ECE 344L","7","0","7","0.0435","0.0036249999999999998","51.749999999999964"
"Social Sciences, Social Sciences","2","0","2","0.0075","0.000625","91.50000000000003"
"Social Sciences, ECE 419","4","1","3","0.004","0.0003076923076923077","38.24999999999995"
"Social Sciences, ECE 437","5","0","5","0.029","0.002230769230769231","76.84999999999994"
"Social Sciences, ECE 435","7","0","7","0.024","0.0018461538461538461","87.65"
"Social Sciences, Tech Elective","2","0","2","0.031","0.002214285714285714","85.44999999999996"
"Social Sciences, Humanities","2","0","2","0.029","0.0020714285714285717","77.84999999999987"
"Social Sciences, ECE 420","3","0","3","0.028","0.002","88.39999999999989"
"Social Sciences, ECE 440","5","0","5","0.031","0.002214285714285714","87.09999999999991"
"Social Sciences, Tech Elective","2","0","2","0.0705","0.005035714285714285","100.9"
"Social Sciences, Fine Arts","2","0","2","0.0745","0.005321428571428572","113.60000000000002"
"Social Sciences, Humanities","2","0","2","0.075","0.005357142857142857","46.94999999999997"
"ECE 419, ENGL 110","17","9","8","0.0135","0.0016875","78.34999999999997"
"ECE 419, MATH 162","22","14","8","0.0645","0.0080625","258.3999999999999"
"ECE 419, ECE 101","4","1","3","0.0225","0.0028125","66.34999999999995"
"ECE 419, ECE 131","16","10","6","0.033","0.004125","155.2"
"ECE 419, PHYC 160","17","9","8","0.0415","0.0051875","233.4"
"ECE 419, ENGL 120","16","8","8","0.0215","0.0023888888888888887","48.699999999999925"
"ECE 419, MATH 163","21","13","8","0.063","0.007","254.39999999999995"
"ECE 419, PHYC 161","16","8","8","0.028","0.0031111111111111114","113.69999999999993"
"ECE 419, PHYC 161L","6","1","5","0","0.0","3.349999999999952"
"ECE 419, ECE 231","13","7","6","0.022","0.0024444444444444444","97.19999999999996"
"ECE 419, ECE 203","14","6","8","0.0295","0.00295","81.09999999999985"
"ECE 419, ECE 238L","7","2","5","0.01","0.001","91.10000000000004"
"ECE 419, Basic Science","4","1","3","0.022","0.0021999999999999997","113.89999999999992"
"ECE 419, Basic Science Lab","4","1","3","0.007","0.0007","21.599999999999884"
"ECE 419, ENGL 219","6","1","5","0.008","0.0008","36.349999999999966"
"ECE 419, ECON 105","4","1","3","0.0575","0.00575","239.15"
"ECE 419, ECE 206L","9","2","7","0.008","0.0007272727272727273","26.149999999999956"
"ECE 419, ECE 300","16","8","8","0.014","0.0012727272727272728","69.89999999999999"
"ECE 419, ECE 213","12","4","8","0.0025","0.00022727272727272727","20.949999999999825"
"ECE 419, MATH 264","8","2","6","0.0275","0.0025","98.04999999999991"
"ECE 419, ECE 330","10","4","6","0.007","0.0006363636363636364","24.999999999999872"
"ECE 419, ECE 321L","10","2","8","0.0205","0.0017083333333333334","39.99999999999991"
"ECE 419, MATH 327","10","3","7","0.0155","0.0012916666666666667","79.84999999999994"
"ECE 419, ECE 314","8","1","7","0.0255","0.0021249999999999997","64.29999999999998"
"ECE 419, ECE 340","11","3","8","0","0.0","21.199999999999935"
"ECE 419, Second Language","4","1","3","0.016","0.0013333333333333333","71.6999999999999"
"ECE 419, ECE 335","7","1","6","0.014","0.0010769230769230769","34.749999999999886"
"ECE 419, ECE 331","10","2","8","0.0115","0.0008846153846153846","66.09999999999988"
"ECE 419, ECE 344L","9","1","8","0.0415","0.0031923076923076926","76.89999999999998"
"ECE 419, Social Sciences","4","1","3","0.0205","0.0015769230769230769","74.55000000000004"
"ECE 419, ECE 419","6","2","4","0.018","0.0012857142857142856","54.94999999999991"
"ECE 419, ECE 437","7","1","6","0.0145","0.0010357142857142859","33.250000000000014"
"ECE 419, ECE 435","9","1","8","0","0.0","-15.050000000000153"
"ECE 419, Tech Elective","4","1","3","0.0205","0.0013666666666666666","29.04999999999992"
"ECE 419, Humanities","4","1","3","0.0305","0.002033333333333333","58.14999999999997"
"ECE 419, ECE 420","5","1","4","0.0075","0.0005","17.599999999999923"
"ECE 419, ECE 440","7","1","6","0.014","0.0009333333333333333","-0.20000000000003082"
"ECE 419, Tech Elective","4","1","3","0.0505","0.0033666666666666667","44.149999999999935"
"ECE 419, Fine Arts","4","1","3","0.0445","0.0029666666666666665","1.799999999999958"
"ECE 419, Humanities","4","1","3","0.0795","0.0053","62.199999999999925"
"ECE 437, ENGL 110","18","8","10","0.022","0.00275","141.09999999999997"
"ECE 437, MATH 162","23","13","10","0.078","0.00975","289.65"
"ECE 437, ECE 101","5","0","5","0.018","0.00225","47.59999999999986"
"ECE 437, ECE 131","17","9","8","0.02","0.0025","150.7"
"ECE 437, PHYC 160","18","8","10","0.0385","0.0048125","247.99999999999991"
"ECE 437, ENGL 120","17","7","10","0.031","0.0034444444444444444","85.7999999999999"
"ECE 437, MATH 163","22","12","10","0.06","0.006666666666666666","204.45000000000005"
"ECE 437, PHYC 161","17","7","10","0.0265","0.0029444444444444444","150.34999999999997"
"ECE 437, PHYC 161L","7","0","7","0.011","0.0012222222222222222","52.449999999999925"
"ECE 437, ECE 231","14","6","8","0.012","0.0013333333333333333","54.399999999999885"
"ECE 437, ECE 203","15","5","10","0.0245","0.00245","38.44999999999997"
"ECE 437, ECE 238L","8","1","7","0.039","0.0039","140.29999999999995"
"ECE 437, Basic Science","5","0","5","0.036","0.0036","107.84999999999997"
"ECE 437, Basic Science Lab","5","0","5","0.018","0.0018","45.300000000000004"
"ECE 437, ENGL 219","7","0","7","0.0225","0.00225","83.2999999999999"
"ECE 437, ECON 105","5","0","5","0.0365","0.0036499999999999996","175.50000000000006"
"ECE 437, ECE 206L","10","1","9","0.0155","0.001409090909090909","23.94999999999995"
"ECE 437, ECE 300","17","7","10","0.041","0.0037272727272727275","122.84999999999997"
"ECE 437, ECE 213","13","3","10","0.01","0.0009090909090909091","21.349999999999948"
"ECE 437, MATH 264","9","1","8","0.0205","0.0018636363636363638","128.40000000000003"
"ECE 437, ECE 330","11","3","8","0","0.0","4.89999999999992"
"ECE 437, ECE 321L","11","1","10","0.029","0.002416666666666667","41.14999999999998"
"ECE 437, MATH 327","11","2","9","0.04","0.0033333333333333335","126.94999999999987"
"ECE 437, ECE 314","9","0","9","0.0105","0.000875","51.399999999999984"
"ECE 437, ECE 340","12","2","10","0.0","0.0","44.09999999999992"
"ECE 437, Second Language","5","0","5","0.0135","0.001125","67.39999999999989"
"ECE 437, ECE 335","8","0","8","0.033","0.0025384615384615385","88.89999999999995"
"ECE 437, ECE 331","11","1","10","0.0175","0.0013461538461538463","13.349999999999945"
"ECE 437, ECE 344L","10","0","10","0.029","0.002230769230769231","67.99999999999989"
"ECE 437, Social Sciences","5","0","5","0.0165","0.0012692307692307692","48.64999999999985"
"ECE 437, ECE 419","7","1","6","0.0165","0.0011785714285714286","10.299999999999983"
"ECE 437, ECE 437","8","0","8","0.0255","0.0018214285714285713","53.6999999999999"
"ECE 437, ECE 435","10","0","10","0.023","0.0016428571428571427","33.949999999999946"
"ECE 437, Tech Elective","5","0","5","0.0255","0.0017","69.19999999999992"
"ECE 437, Humanities","5","0","5","0.013","0.0008666666666666666","15.699999999999921"
"ECE 437, ECE 420","6","0","6","0.0025","0.00016666666666666666","-1.6999999999999815"
"ECE 437, ECE 440","8","0","8","0.01","0.0006666666666666666","34.35000000000001"
"ECE 437, Tech Elective","5","0","5","0.0595","0.003966666666666666","72.59999999999997"
"ECE 437, Fine Arts","5","0","5","0.069","0.004600000000000001","42.39999999999994"
"ECE 437, Humanities","5","0","5","0.0715","0.0047666666666666664","84.10000000000007"
"ECE 435, ENGL 110","20","8","12","0.0235","0.0029375","74.79999999999998"
"ECE 435, MATH 162","25","13","12","0.0715","0.0089375","259.2499999999999"
"ECE 435, ECE 101","7","0","7","0.0175","0.0021875","70.89999999999998"
"ECE 435, ECE 131","19","9","10","0.0345","0.0043125","170.59999999999994"
"ECE 435, PHYC 160","20","8","12","0.0425","0.0053125","304.5499999999999"
"ECE 435, ENGL 120","19","7","12","0.0265","0.0029444444444444444","67.69999999999993"
"ECE 435, MATH 163","24","12","12","0.046","0.005111111111111111","182.6"
"ECE 435, PHYC 161","19","7","12","0.0345","0.0038333333333333336","156.24999999999997"
"ECE 435, PHYC 161L","9","0","9","0.007","0.0007777777777777778","34.09999999999992"
"ECE 435, ECE 231","16","6","10","0.0305","0.0033888888888888888","79.19999999999993"
"ECE 435, ECE 203","17","5","12","0.016","0.0016","53.24999999999996"
"ECE 435, ECE 238L","10","1","9","0.038","0.0038","103.44999999999996"
"ECE 435, Basic Science","7","0","7","0.035","0.0035000000000000005","144.00000000000003"
"ECE 435, Basic Science Lab","7","0","7","0.0045","0.00045","43.89999999999998"
"ECE 435, ENGL 219","9","0","9","0.0105","0.0010500000000000002","80.34999999999994"
"ECE 435, ECON 105","7","0","7","0.045","0.0045","199.59999999999997"
"ECE 435, ECE 206L","12","1","11","0.001","9.090909090909092e-5","39.14999999999989"
"ECE 435, ECE 300","19","7","12","0.029","0.0026363636363636363","127.39999999999992"
"ECE 435, ECE 213","15","3","12","0.0365","0.0033181818181818178","56.399999999999906"
"ECE 435, MATH 264","11","1","10","0.0125","0.0011363636363636365","104.89999999999992"
"ECE 435, ECE 330","13","3","10","0.036","0.0032727272727272726","27.89999999999997"
"ECE 435, ECE 321L","13","1","12","0.022","0.0018333333333333333","38.14999999999997"
"ECE 435, MATH 327","13","2","11","0.026","0.0021666666666666666","57.39999999999999"
"ECE 435, ECE 314","11","0","11","0.0195","0.001625","85.24999999999997"
"ECE 435, ECE 340","14","2","12","0.018","0.0014999999999999998","57.49999999999996"
"ECE 435, Second Language","7","0","7","0.0115","0.0009583333333333333","48.79999999999987"
"ECE 435, ECE 335","10","0","10","0.005","0.0003846153846153846","3.949999999999857"
"ECE 435, ECE 331","13","1","12","0.0045","0.00034615384615384613","69.19999999999982"
"ECE 435, ECE 344L","12","0","12","0.033","0.0025384615384615385","82.24999999999991"
"ECE 435, Social Sciences","7","0","7","0.0155","0.0011923076923076924","70.45000000000002"
"ECE 435, ECE 419","9","1","8","0.0095","0.0006785714285714286","-3.750000000000065"
"ECE 435, ECE 437","10","0","10","0.0245","0.00175","85.49999999999996"
"ECE 435, ECE 435","12","0","12","0","0.0","16.09999999999991"
"ECE 435, Tech Elective","7","0","7","0.019","0.0012666666666666666","60.699999999999925"
"ECE 435, Humanities","7","0","7","0.0165","0.0011","72.34999999999998"
"ECE 435, ECE 420","8","0","8","0.014","0.0009333333333333333","3.5499999999999434"
"ECE 435, ECE 440","10","0","10","0.026","0.0017333333333333333","32.39999999999992"
"ECE 435, Tech Elective","7","0","7","0.0495","0.0033","17.80000000000004"
"ECE 435, Fine Arts","7","0","7","0.0645","0.0043","61.69999999999998"
"ECE 435, Humanities","7","0","7","0.065","0.004333333333333333","29.34999999999996"
"Tech Elective, ENGL 110","15","8","7","0.048","0.005333333333333333","91.94999999999993"
"Tech Elective, MATH 162","20","13","7","0.0825","0.009166666666666667","317.65"
