"name","cruciality","blocking","delay","difference","difference_norm","ediff"
"ENGL 110, ENGL 110","28","16","12","0.0385","0.01925","120.14999999999986"
"ENGL 110, MATH 162","33","21","12","0.098","0.049","336.75"
"ENGL 110, ECE 101","15","8","7","0.018","0.009","136.85"
"ENGL 110, ECE 131","27","17","10","0.0425","0.02125","263.3499999999999"
"ENGL 110, PHYC 160","28","16","12","0.0575","0.02875","315.1999999999999"
"ENGL 110, ENGL 120","27","15","12","0.03","0.01","153.29999999999984"
"ENGL 110, MATH 163","32","20","12","0.067","0.022333333333333334","286.4999999999999"
"ENGL 110, PHYC 161","27","15","12","0.023","0.007666666666666666","186.49999999999994"
"ENGL 110, PHYC 161L","17","8","9","0.0115","0.003833333333333333","82.75000000000001"
"ENGL 110, ECE 231","24","14","10","0.057","0.019","187.24999999999994"
"ENGL 110, ECE 203","25","13","12","0.0395","0.009875","127.04999999999995"
"ENGL 110, ECE 238L","18","9","9","0.0295","0.007375","152.39999999999992"
"ENGL 110, Basic Science","15","8","7","0.027","0.00675","142.8"
"ENGL 110, Basic Science Lab","15","8","7","0.0215","0.005375","109.05000000000001"
"ENGL 110, ENGL 219","17","8","9","0.032","0.008","158.2"
"ENGL 110, ECON 105","15","8","7","0.0505","0.012625","275.39999999999986"
"ENGL 110, ECE 206L","20","9","11","0.006","0.0012000000000000001","121.19999999999996"
"ENGL 110, ECE 300","27","15","12","0.0155","0.0031","99.99999999999997"
"ENGL 110, ECE 213","23","11","12","0.036","0.0072","138.39999999999992"
"ENGL 110, MATH 264","19","9","10","0.0375","0.0075","178.95000000000002"
"ENGL 110, ECE 330","21","11","10","0.028","0.0056","106.94999999999999"
"ENGL 110, ECE 321L","21","9","12","0.0265","0.004416666666666667","77.45"
"ENGL 110, MATH 327","21","10","11","0.0395","0.006583333333333333","176.19999999999996"
"ENGL 110, ECE 314","19","8","11","0.029","0.004833333333333334","144.7999999999999"
"ENGL 110, ECE 340","22","10","12","0.0155","0.0025833333333333333","95.74999999999994"
"ENGL 110, Second Language","15","8","7","0.0295","0.004916666666666666","154.99999999999994"
"ENGL 110, ECE 335","18","8","10","0.023","0.0032857142857142855","86.74999999999994"
"ENGL 110, ECE 331","21","9","12","0.0165","0.002357142857142857","83.4"
"ENGL 110, ECE 344L","20","8","12","0.041","0.005857142857142858","143.09999999999988"
"ENGL 110, Social Sciences","15","8","7","0.033","0.004714285714285714","126.40000000000006"
"ENGL 110, ECE 419","17","9","8","0.0275","0.0034375","134.64999999999992"
"ENGL 110, ECE 437","18","8","10","0.0335","0.0041875","99.74999999999994"
"ENGL 110, ECE 435","20","8","12","0","0.0","27.0999999999999"
"ENGL 110, Tech Elective","15","8","7","0.0235","0.002611111111111111","146.49999999999997"
"ENGL 110, Humanities","15","8","7","0.04","0.0044444444444444444","155.04999999999993"
"ENGL 110, ECE 420","16","8","8","0.0375","0.004166666666666667","89.29999999999998"
"ENGL 110, ECE 440","18","8","10","0.0415","0.004611111111111111","154.3499999999999"
"ENGL 110, Tech Elective","15","8","7","0.0735","0.008166666666666666","132.99999999999994"
"ENGL 110, Fine Arts","15","8","7","0.068","0.007555555555555556","125.54999999999995"
"ENGL 110, Humanities","15","8","7","0.0975","0.010833333333333334","128.4999999999999"
"MATH 162, ENGL 110","33","21","12","0.069","0.0345","346.5"
"MATH 162, MATH 162","38","26","12","0.0625","0.03125","296.29999999999995"
"MATH 162, ECE 101","20","13","7","0.0455","0.02275","259.69999999999993"
"MATH 162, ECE 131","32","22","10","0.09","0.045","403.74999999999994"
"MATH 162, PHYC 160","33","21","12","0.089","0.0445","491.79999999999995"
"MATH 162, ENGL 120","32","20","12","0.083","0.02766666666666667","325.2"
"MATH 162, MATH 163","37","25","12","0.099","0.033","485.6499999999999"
"MATH 162, PHYC 161","32","20","12","0.0875","0.029166666666666664","374.99999999999994"
"MATH 162, PHYC 161L","22","13","9","0.0555","0.0185","263.3499999999999"
"MATH 162, ECE 231","29","19","10","0.0865","0.028833333333333332","337.95"
"MATH 162, ECE 203","30","18","12","0.0835","0.020875","306.54999999999995"
"MATH 162, ECE 238L","23","14","9","0.092","0.023","367.95"
"MATH 162, Basic Science","20","13","7","0.081","0.02025","340.55"
"MATH 162, Basic Science Lab","20","13","7","0.0585","0.014625","302.94999999999993"
"MATH 162, ENGL 219","22","13","9","0.055","0.01375","283.35"
"MATH 162, ECON 105","20","13","7","0.098","0.0245","415.9"
"MATH 162, ECE 206L","25","14","11","0.076","0.0152","286.09999999999997"
"MATH 162, ECE 300","32","20","12","0.092","0.0184","320.75"
"MATH 162, ECE 213","28","16","12","0.0665","0.013300000000000001","271.9"
"MATH 162, MATH 264","24","14","10","0.093","0.0186","376.84999999999997"
"MATH 162, ECE 330","26","16","10","0.0865","0.0173","311.09999999999997"
"MATH 162, ECE 321L","26","14","12","0.0645","0.010750000000000001","273.49999999999994"
"MATH 162, MATH 327","26","15","11","0.083","0.013833333333333335","356.7499999999999"
"MATH 162, ECE 314","24","13","11","0.0815","0.013583333333333334","296.05"
"MATH 162, ECE 340","27","15","12","0.079","0.013166666666666667","311.49999999999994"
"MATH 162, Second Language","20","13","7","0.0825","0.01375","353.15"
"MATH 162, ECE 335","23","13","10","0.062","0.008857142857142857","255.85000000000005"
"MATH 162, ECE 331","26","14","12","0.0635","0.009071428571428572","259.9"
"MATH 162, ECE 344L","25","13","12","0.081","0.011571428571428571","287.8499999999999"
"MATH 162, Social Sciences","20","13","7","0.0815","0.011642857142857144","321.35"
"MATH 162, ECE 419","22","14","8","0.078","0.00975","293.19999999999993"
"MATH 162, ECE 437","23","13","10","0.0645","0.0080625","261.95"
"MATH 162, ECE 435","25","13","12","0.072","0.009","299.6500000000001"
"MATH 162, Tech Elective","20","13","7","0.0825","0.009166666666666667","303.8999999999999"
"MATH 162, Humanities","20","13","7","0.0575","0.006388888888888889","269.4"
"MATH 162, ECE 420","21","13","8","0.066","0.007333333333333334","253.89999999999992"
"MATH 162, ECE 440","23","13","10","0.0605","0.006722222222222222","279.2999999999999"
"MATH 162, Tech Elective","20","13","7","0.094","0.010444444444444444","263.79999999999984"
"MATH 162, Fine Arts","20","13","7","0.11","0.012222222222222223","264.1499999999999"
"MATH 162, Humanities","20","13","7","0.1375","0.015277777777777779","339.4999999999999"
"ECE 101, ENGL 110","15","8","7","0.036","0.018","121.44999999999999"
"ECE 101, MATH 162","20","13","7","0.0635","0.03175","286.04999999999995"
"ECE 101, ECE 101","2","0","2","0.03","0.015","95.44999999999995"
"ECE 101, ECE 131","14","9","5","0.038","0.019","177.65"
"ECE 101, PHYC 160","15","8","7","0.047","0.0235","254.54999999999998"
"ECE 101, ENGL 120","14","7","7","0.0275","0.009166666666666667","108.84999999999987"
"ECE 101, MATH 163","19","12","7","0.0745","0.024833333333333332","276.04999999999984"
"ECE 101, PHYC 161","14","7","7","0.046","0.015333333333333332","145.8499999999999"
"ECE 101, PHYC 161L","4","0","4","0","0.0","36.74999999999992"
"ECE 101, ECE 231","11","6","5","0.0235","0.007833333333333333","89.74999999999994"
"ECE 101, ECE 203","12","5","7","0.03","0.0075","94.84999999999991"
"ECE 101, ECE 238L","5","1","4","0.0255","0.006375","139.59999999999994"
"ECE 101, Basic Science","2","0","2","0.0395","0.009875","172.95"
"ECE 101, Basic Science Lab","2","0","2","0.013","0.00325","65.4"
"ECE 101, ENGL 219","4","0","4","0.0235","0.005875","89.04999999999987"
"ECE 101, ECON 105","2","0","2","0.031","0.00775","169.04999999999995"
"ECE 101, ECE 206L","7","1","6","0.0075","0.0015","47.79999999999993"
"ECE 101, ECE 300","14","7","7","0.0295","0.0059","117.69999999999995"
"ECE 101, ECE 213","10","3","7","0.0115","0.0023","81.39999999999996"
"ECE 101, MATH 264","6","1","5","0.016","0.0032","82.0"
"ECE 101, ECE 330","8","3","5","0.0105","0.0021000000000000003","36.39999999999999"
"ECE 101, ECE 321L","8","1","7","0.0205","0.003416666666666667","40.45000000000003"
"ECE 101, MATH 327","8","2","6","0.0225","0.00375","130.45000000000002"
"ECE 101, ECE 314","6","0","6","0.0095","0.0015833333333333333","73.0999999999999"
"ECE 101, ECE 340","9","2","7","0.0035","0.0005833333333333334","56.499999999999936"
"ECE 101, Second Language","2","0","2","0.0105","0.00175","60.49999999999994"
"ECE 101, ECE 335","5","0","5","0.0075","0.0010714285714285715","26.34999999999986"
"ECE 101, ECE 331","8","1","7","0.0165","0.002357142857142857","43.05"
"ECE 101, ECE 344L","7","0","7","0.027","0.003857142857142857","25.249999999999964"
"ECE 101, Social Sciences","2","0","2","0.016","0.002285714285714286","54.250000000000014"
"ECE 101, ECE 419","4","1","3","0.014","0.00175","31.29999999999999"
"ECE 101, ECE 437","5","0","5","0.017","0.002125","40.74999999999994"
"ECE 101, ECE 435","7","0","7","0.0155","0.0019375","20.74999999999993"
"ECE 101, Tech Elective","2","0","2","0.015","0.0016666666666666666","35.599999999999945"
"ECE 101, Humanities","2","0","2","0.023","0.0025555555555555557","53.199999999999996"
"ECE 101, ECE 420","3","0","3","0.0095","0.0010555555555555555","71.14999999999996"
"ECE 101, ECE 440","5","0","5","0.011","0.0012222222222222222","56.04999999999996"
"ECE 101, Tech Elective","2","0","2","0.0615","0.006833333333333334","102.64999999999985"
"ECE 101, Fine Arts","2","0","2","0.077","0.008555555555555556","57.60000000000001"
"ECE 101, Humanities","2","0","2","0.0585","0.006500000000000001","49.399999999999906"
"ECE 131, ENGL 110","27","17","10","0.042","0.021","248.15000000000003"
"ECE 131, MATH 162","32","22","10","0.095","0.0475","435.65000000000003"
"ECE 131, ECE 101","14","9","5","0.022","0.011","116.59999999999997"
"ECE 131, ECE 131","26","18","8","0.023","0.0115","181.44999999999993"
"ECE 131, PHYC 160","27","17","10","0.0485","0.02425","349.1999999999999"
"ECE 131, ENGL 120","26","16","10","0.049","0.016333333333333335","215.84999999999985"
"ECE 131, MATH 163","31","21","10","0.092","0.030666666666666665","360.00000000000006"
"ECE 131, PHYC 161","26","16","10","0.0415","0.013833333333333335","243.7"
"ECE 131, PHYC 161L","16","9","7","0.0175","0.005833333333333334","148.3499999999999"
"ECE 131, ECE 231","23","15","8","0.044","0.014666666666666666","230.19999999999993"
"ECE 131, ECE 203","24","14","10","0.041","0.01025","228.39999999999995"
"ECE 131, ECE 238L","17","10","7","0.0345","0.008625","260.44999999999993"
"ECE 131, Basic Science","14","9","5","0.071","0.01775","271.80000000000007"
"ECE 131, Basic Science Lab","14","9","5","0.0385","0.009625","167.5999999999999"
"ECE 131, ENGL 219","16","9","7","0.0275","0.006875","197.59999999999994"
"ECE 131, ECON 105","14","9","5","0.0565","0.014125","289.5499999999999"
"ECE 131, ECE 206L","19","10","9","0.0325","0.006500000000000001","186.64999999999986"
"ECE 131, ECE 300","26","16","10","0.0295","0.0059","202.84999999999997"
"ECE 131, ECE 213","22","12","10","0.0495","0.0099","182.74999999999994"
"ECE 131, MATH 264","18","10","8","0.0575","0.0115","256.5999999999999"
"ECE 131, ECE 330","20","12","8","0.013","0.0026","136.59999999999982"
"ECE 131, ECE 321L","20","10","10","0.028","0.004666666666666667","202.29999999999993"
"ECE 131, MATH 327","20","11","9","0.043","0.007166666666666666","205.1"
"ECE 131, ECE 314","18","9","9","0.029","0.004833333333333334","177.89999999999992"
"ECE 131, ECE 340","21","11","10","0.051","0.008499999999999999","166.09999999999994"
"ECE 131, Second Language","14","9","5","0.0305","0.005083333333333333","188.69999999999987"
"ECE 131, ECE 335","17","9","8","0.0265","0.0037857142857142855","143.59999999999997"
"ECE 131, ECE 331","20","10","10","0.048","0.006857142857142858","202.69999999999996"
"ECE 131, ECE 344L","19","9","10","0.0675","0.009642857142857144","193.69999999999996"
"ECE 131, Social Sciences","14","9","5","0.0425","0.006071428571428572","251.0999999999999"
"ECE 131, ECE 419","16","10","6","0.036","0.0045","138.94999999999996"
"ECE 131, ECE 437","17","9","8","0.0345","0.0043125","164.5499999999999"
"ECE 131, ECE 435","19","9","10","0.055","0.006875","196.99999999999994"
"ECE 131, Tech Elective","14","9","5","0.0335","0.0037222222222222223","184.64999999999995"
"ECE 131, Humanities","14","9","5","0.0385","0.004277777777777778","169.89999999999998"
"ECE 131, ECE 420","15","9","6","0.0435","0.004833333333333333","202.80000000000004"
"ECE 131, ECE 440","17","9","8","0.0375","0.004166666666666667","217.7"
"ECE 131, Tech Elective","14","9","5","0.074","0.008222222222222221","163.69999999999996"
"ECE 131, Fine Arts","14","9","5","0.083","0.009222222222222222","181.44999999999987"
"ECE 131, Humanities","14","9","5","0.087","0.009666666666666665","173.45"
"PHYC 160, ENGL 110","28","16","12","0.0345","0.01725","275.0499999999999"
"PHYC 160, MATH 162","33","21","12","0.091","0.0455","499.94999999999993"
"PHYC 160, ECE 101","15","8","7","0.033","0.0165","227.80000000000004"
"PHYC 160, ECE 131","27","17","10","0.055","0.0275","396.09999999999997"
"PHYC 160, PHYC 160","28","16","12","0.0265","0.01325","205.19999999999985"
"PHYC 160, ENGL 120","27","15","12","0.0545","0.018166666666666668","314.70000000000005"
"PHYC 160, MATH 163","32","20","12","0.0905","0.030166666666666665","424.5"
"PHYC 160, PHYC 161","27","15","12","0.058","0.019333333333333334","339.6499999999999"
"PHYC 160, PHYC 161L","17","8","9","0.0275","0.009166666666666667","217.34999999999997"
"PHYC 160, ECE 231","24","14","10","0.02","0.006666666666666667","245.7"
"PHYC 160, ECE 203","25","13","12","0.0505","0.012625","275.99999999999994"
"PHYC 160, ECE 238L","18","9","9","0.0535","0.013375","344.25"
"PHYC 160, Basic Science","15","8","7","0.0625","0.015625","333.8499999999999"
"PHYC 160, Basic Science Lab","15","8","7","0.0285","0.007125","274.09999999999985"
"PHYC 160, ENGL 219","17","8","9","0.0375","0.009375","262.05"
"PHYC 160, ECON 105","15","8","7","0.045","0.01125","330.6999999999998"
"PHYC 160, ECE 206L","20","9","11","0.033","0.0066","236.09999999999997"
"PHYC 160, ECE 300","27","15","12","0.038","0.0076","295.25"
"PHYC 160, ECE 213","23","11","12","0.056","0.0112","283.04999999999995"
"PHYC 160, MATH 264","19","9","10","0.0595","0.011899999999999999","301.89999999999986"
"PHYC 160, ECE 330","21","11","10","0.0555","0.0111","270.6000000000001"
"PHYC 160, ECE 321L","21","9","12","0.0405","0.00675","231.85000000000002"
"PHYC 160, MATH 327","21","10","11","0.0545","0.009083333333333334","325.8499999999999"
"PHYC 160, ECE 314","19","8","11","0.0605","0.010083333333333333","245.7499999999999"
"PHYC 160, ECE 340","22","10","12","0.0445","0.007416666666666666","251.65"
"PHYC 160, Second Language","15","8","7","0.059","0.009833333333333333","290.6999999999999"
"PHYC 160, ECE 335","18","8","10","0.0355","0.005071428571428571","288.8"
"PHYC 160, ECE 331","21","9","12","0.038","0.0054285714285714284","226.20000000000005"
"PHYC 160, ECE 344L","20","8","12","0.063","0.009","267.34999999999997"
"PHYC 160, Social Sciences","15","8","7","0.05","0.0071428571428571435","264.0"
"PHYC 160, ECE 419","17","9","8","0.0375","0.0046875","242.80000000000004"
"PHYC 160, ECE 437","18","8","10","0.0415","0.0051875","262.54999999999995"
"PHYC 160, ECE 435","20","8","12","0.0405","0.0050625","266.59999999999997"
"PHYC 160, Tech Elective","15","8","7","0.0645","0.007166666666666667","293.7"
"PHYC 160, Humanities","15","8","7","0.0435","0.004833333333333333","272.55"
"PHYC 160, ECE 420","16","8","8","0.0475","0.005277777777777778","222.14999999999992"
"PHYC 160, ECE 440","18","8","10","0.055","0.006111111111111111","269.29999999999984"
"PHYC 160, Tech Elective","15","8","7","0.076","0.008444444444444444","231.49999999999997"
"PHYC 160, Fine Arts","15","8","7","0.0975","0.010833333333333334","275.29999999999995"
"PHYC 160, Humanities","15","8","7","0.125","0.013888888888888888","293.74999999999994"
"ENGL 120, ENGL 110","27","15","12","0.0145","0.004833333333333334","142.1999999999999"
"ENGL 120, MATH 162","32","20","12","0.0625","0.020833333333333332","319.4000000000001"
"ENGL 120, ECE 101","14","7","7","0.013","0.004333333333333333","73.79999999999987"
"ENGL 120, ECE 131","26","16","10","0.048","0.016","230.79999999999998"
"ENGL 120, PHYC 160","27","15","12","0.036","0.011999999999999999","294.95"
"ENGL 120, ENGL 120","26","14","12","0","0.0","19.35000000000001"
"ENGL 120, MATH 163","31","19","12","0.079","0.01975","243.34999999999997"
"ENGL 120, PHYC 161","26","14","12","0.0335","0.008375","107.44999999999993"
"ENGL 120, PHYC 161L","16","7","9","0.0105","0.002625","66.74999999999994"
"ENGL 120, ECE 231","23","13","10","0.0225","0.005625","121.79999999999986"
"ENGL 120, ECE 203","24","12","12","0.0215","0.0043","113.89999999999998"
"ENGL 120, ECE 238L","17","8","9","0.016","0.0032","124.64999999999995"
"ENGL 120, Basic Science","14","7","7","0.0185","0.0036999999999999997","128.04999999999998"
"ENGL 120, Basic Science Lab","14","7","7","0.008","0.0016","98.69999999999982"
"ENGL 120, ENGL 219","16","7","9","0.0045","0.0009","123.55"
"ENGL 120, ECON 105","14","7","7","0.064","0.0128","238.39999999999992"
"ENGL 120, ECE 206L","19","8","11","0.0385","0.006416666666666667","105.44999999999996"
"ENGL 120, ECE 300","26","14","12","0.0305","0.005083333333333333","158.94999999999987"
"ENGL 120, ECE 213","22","10","12","0.0435","0.0072499999999999995","134.6999999999999"
"ENGL 120, MATH 264","18","8","10","0.0285","0.00475","174.24999999999986"
"ENGL 120, ECE 330","20","10","10","0.0175","0.002916666666666667","79.3499999999999"
"ENGL 120, ECE 321L","20","8","12","0.003","0.0004285714285714286","57.95000000000007"
"ENGL 120, MATH 327","20","9","11","0.028","0.004","121.89999999999995"
"ENGL 120, ECE 314","18","7","11","0.0305","0.004357142857142857","79.69999999999999"
"ENGL 120, ECE 340","21","9","12","0.028","0.004","119.09999999999991"
"ENGL 120, Second Language","14","7","7","0.032","0.004571428571428572","127.05000000000001"
"ENGL 120, ECE 335","17","7","10","0.028","0.0035","83.59999999999994"
"ENGL 120, ECE 331","20","8","12","0.026","0.00325","133.84999999999997"
"ENGL 120, ECE 344L","19","7","12","0.039","0.004875","99.35000000000002"
"ENGL 120, Social Sciences","14","7","7","0.022","0.00275","100.44999999999989"
"ENGL 120, ECE 419","16","8","8","0.0205","0.002277777777777778","54.84999999999992"
"ENGL 120, ECE 437","17","7","10","0.0055","0.0006111111111111111","80.19999999999996"
"ENGL 120, ECE 435","19","7","12","0.028","0.0031111111111111114","79.29999999999995"
"ENGL 120, Tech Elective","14","7","7","0.0445","0.00445","86.5999999999999"
"ENGL 120, Humanities","14","7","7","0.0335","0.00335","86.74999999999997"
"ENGL 120, ECE 420","15","7","8","0.0345","0.0034500000000000004","74.99999999999994"
"ENGL 120, ECE 440","17","7","10","0.036","0.0036","82.04999999999998"
"ENGL 120, Tech Elective","14","7","7","0.049","0.0049","56.39999999999987"
"ENGL 120, Fine Arts","14","7","7","0.0705","0.007049999999999999","123.59999999999997"
"ENGL 120, Humanities","14","7","7","0.0945","0.00945","142.94999999999982"
"MATH 163, ENGL 110","32","20","12","0.0835","0.027833333333333335","295.5999999999999"
"MATH 163, MATH 162","37","25","12","0.126","0.042","500.79999999999995"
"MATH 163, ECE 101","19","12","7","0.071","0.023666666666666666","266.30000000000007"
"MATH 163, ECE 131","31","21","10","0.0875","0.029166666666666664","400.29999999999995"
"MATH 163, PHYC 160","32","20","12","0.0875","0.029166666666666664","452.0499999999999"
"MATH 163, ENGL 120","31","19","12","0.0775","0.019375","269.70000000000005"
"MATH 163, MATH 163","36","24","12","0.0715","0.017875","249.39999999999998"
"MATH 163, PHYC 161","31","19","12","0.0865","0.021625","348.3"
"MATH 163, PHYC 161L","21","12","9","0.0735","0.018375","251.84999999999994"
"MATH 163, ECE 231","28","18","10","0.0735","0.018375","291.29999999999995"
"MATH 163, ECE 203","29","17","12","0.0625","0.0125","274.9499999999999"
"MATH 163, ECE 238L","22","13","9","0.0755","0.015099999999999999","339.69999999999993"
"MATH 163, Basic Science","19","12","7","0.056","0.0112","337.7499999999999"
"MATH 163, Basic Science Lab","19","12","7","0.07","0.014000000000000002","238.6999999999999"
"MATH 163, ENGL 219","21","12","9","0.066","0.0132","263.89999999999986"
"MATH 163, ECON 105","19","12","7","0.0815","0.016300000000000002","387.6499999999999"
"MATH 163, ECE 206L","24","13","11","0.062","0.010333333333333333","250.44999999999987"
"MATH 163, ECE 300","31","19","12","0.0945","0.01575","336.5000000000001"
"MATH 163, ECE 213","27","15","12","0.072","0.011999999999999999","260.29999999999995"
"MATH 163, MATH 264","23","13","10","0.086","0.014333333333333332","329.74999999999983"
"MATH 163, ECE 330","25","15","10","0.0545","0.009083333333333334","261.04999999999995"
"MATH 163, ECE 321L","25","13","12","0.071","0.010142857142857143","242.0"
"MATH 163, MATH 327","25","14","11","0.0795","0.011357142857142857","324.4499999999999"
"MATH 163, ECE 314","23","12","11","0.0795","0.011357142857142857","287.49999999999994"
"MATH 163, ECE 340","26","14","12","0.0715","0.010214285714285714","266.04999999999995"
"MATH 163, Second Language","19","12","7","0.072","0.010285714285714285","268.8999999999999"
"MATH 163, ECE 335","22","12","10","0.0655","0.0081875","247.20000000000005"
"MATH 163, ECE 331","25","13","12","0.0695","0.0086875","238.4"
"MATH 163, ECE 344L","24","12","12","0.09","0.01125","254.69999999999993"
"MATH 163, Social Sciences","19","12","7","0.0545","0.0068125","242.15000000000003"
"MATH 163, ECE 419","21","13","8","0.0655","0.007277777777777778","250.59999999999997"
"MATH 163, ECE 437","22","12","10","0.0705","0.007833333333333333","239.2499999999998"
"MATH 163, ECE 435","24","12","12","0.058","0.0064444444444444445","251.95"
"MATH 163, Tech Elective","19","12","7","0.093","0.0093","270.14999999999986"
"MATH 163, Humanities","19","12","7","0.074","0.0073999999999999995","272.29999999999995"
"MATH 163, ECE 420","20","12","8","0.065","0.006500000000000001","238.7499999999999"
"MATH 163, ECE 440","22","12","10","0.0655","0.00655","253.94999999999993"
"MATH 163, Tech Elective","19","12","7","0.1015","0.010150000000000001","219.14999999999992"
"MATH 163, Fine Arts","19","12","7","0.128","0.0128","265.2"
"MATH 163, Humanities","19","12","7","0.132","0.0132","252.44999999999993"
"PHYC 161, ENGL 110","27","15","12","0.0525","0.017499999999999998","218.65000000000003"
"PHYC 161, MATH 162","32","20","12","0.0785","0.026166666666666668","341.25"
"PHYC 161, ECE 101","14","7","7","0.02","0.006666666666666667","138.85000000000002"
"PHYC 161, ECE 131","26","16","10","0.056","0.018666666666666668","297.6499999999999"
"PHYC 161, PHYC 160","27","15","12","0.0475","0.015833333333333335","330.5999999999999"
"PHYC 161, ENGL 120","26","14","12","0.0145","0.003625","152.09999999999997"
"PHYC 161, MATH 163","31","19","12","0.0845","0.021125","371.84999999999997"
"PHYC 161, PHYC 161","26","14","12","0.034","0.0085","129.35000000000002"
"PHYC 161, PHYC 161L","16","7","9","0.015","0.00375","143.14999999999992"
"PHYC 161, ECE 231","23","13","10","0.0455","0.011375","181.29999999999993"
"PHYC 161, ECE 203","24","12","12","0.02","0.004","121.99999999999987"
"PHYC 161, ECE 238L","17","8","9","0.048","0.009600000000000001","182.19999999999993"
"PHYC 161, Basic Science","14","7","7","0.0335","0.0067","226.34999999999994"
"PHYC 161, Basic Science Lab","14","7","7","0.032","0.0064","160.5999999999998"
"PHYC 161, ENGL 219","16","7","9","0.032","0.0064","163.5999999999999"
"PHYC 161, ECON 105","14","7","7","0.0605","0.0121","294.8499999999999"
"PHYC 161, ECE 206L","19","8","11","0.027","0.0045","156.59999999999994"
"PHYC 161, ECE 300","26","14","12","0.0415","0.006916666666666667","210.39999999999992"
"PHYC 161, ECE 213","22","10","12","0.0145","0.002416666666666667","132.5"
"PHYC 161, MATH 264","18","8","10","0.0315","0.00525","189.95"
"PHYC 161, ECE 330","20","10","10","0.0325","0.005416666666666667","161.89999999999998"
"PHYC 161, ECE 321L","20","8","12","0.044","0.006285714285714285","166.29999999999995"
"PHYC 161, MATH 327","20","9","11","0.0445","0.006357142857142857","233.84999999999985"
"PHYC 161, ECE 314","18","7","11","0.046","0.006571428571428571","194.04999999999984"
"PHYC 161, ECE 340","21","9","12","0.035","0.005","149.19999999999993"
"PHYC 161, Second Language","14","7","7","0.029","0.0041428571428571434","193.0"
"PHYC 161, ECE 335","17","7","10","0.021","0.002625","119.69999999999993"
"PHYC 161, ECE 331","20","8","12","0.024","0.003","141.74999999999991"
"PHYC 161, ECE 344L","19","7","12","0.0585","0.0073125","166.5"
"PHYC 161, Social Sciences","14","7","7","0.0295","0.0036875","174.90000000000003"
"PHYC 161, ECE 419","16","8","8","0.0325","0.0036111111111111114","180.99999999999991"
"PHYC 161, ECE 437","17","7","10","0.0375","0.004166666666666667","146.64999999999998"
"PHYC 161, ECE 435","19","7","12","0.016","0.0017777777777777779","119.14999999999995"
"PHYC 161, Tech Elective","14","7","7","0.0445","0.00445","152.24999999999994"
"PHYC 161, Humanities","14","7","7","0.0225","0.00225","113.4499999999999"
"PHYC 161, ECE 420","15","7","8","0.0255","0.0025499999999999997","117.19999999999999"
"PHYC 161, ECE 440","17","7","10","0.0265","0.00265","140.69999999999996"
"PHYC 161, Tech Elective","14","7","7","0.0675","0.006750000000000001","131.55000000000007"
"PHYC 161, Fine Arts","14","7","7","0.08","0.008","150.2499999999999"
"PHYC 161, Humanities","14","7","7","0.071","0.0070999999999999995","107.64999999999999"
"PHYC 161L, ENGL 110","17","8","9","0.024","0.008","83.79999999999994"
"PHYC 161L, MATH 162","22","13","9","0.0705","0.023499999999999997","296.0999999999999"
"PHYC 161L, ECE 101","4","0","4","0.01","0.0033333333333333335","58.19999999999992"
"PHYC 161L, ECE 131","16","9","7","0.0445","0.014833333333333332","203.29999999999998"
"PHYC 161L, PHYC 160","17","8","9","0.0365","0.012166666666666666","268.04999999999995"
"PHYC 161L, ENGL 120","16","7","9","0.0175","0.004375","87.29999999999988"
"PHYC 161L, MATH 163","21","12","9","0.0675","0.016875","251.54999999999984"
"PHYC 161L, PHYC 161","16","7","9","0.0405","0.010125","118.74999999999994"
"PHYC 161L, PHYC 161L","6","0","6","0","0.0","-11.400000000000048"
"PHYC 161L, ECE 231","13","6","7","0","0.0","56.74999999999998"
"PHYC 161L, ECE 203","14","5","9","0.0275","0.0055","58.349999999999966"
"PHYC 161L, ECE 238L","7","1","6","0.023","0.0046","100.70000000000005"
"PHYC 161L, Basic Science","4","0","4","0.0045","0.0009","72.79999999999995"
"PHYC 161L, Basic Science Lab","4","0","4","0.0155","0.0031","23.34999999999992"
"PHYC 161L, ENGL 219","6","0","6","0","0.0","42.09999999999988"
"PHYC 161L, ECON 105","4","0","4","0.0425","0.0085","227.2"
"PHYC 161L, ECE 206L","9","1","8","0.0085","0.0014166666666666668","33.54999999999997"
"PHYC 161L, ECE 300","16","7","9","0.0265","0.004416666666666667","64.75000000000003"
"PHYC 161L, ECE 213","12","3","9","0.0075","0.00125","-2.6500000000000803"
"PHYC 161L, MATH 264","8","1","7","0.026","0.004333333333333333","114.04999999999993"
"PHYC 161L, ECE 330","10","3","7","0.014","0.0023333333333333335","56.7499999999999"
"PHYC 161L, ECE 321L","10","1","9","0.0055","0.0007857142857142856","23.84999999999992"
"PHYC 161L, MATH 327","10","2","8","0.02","0.002857142857142857","57.649999999999935"
"PHYC 161L, ECE 314","8","0","8","0.026","0.0037142857142857142","37.4499999999999"
"PHYC 161L, ECE 340","11","2","9","0.023","0.0032857142857142855","76.59999999999997"
"PHYC 161L, Second Language","4","0","4","0.0385","0.0055","54.04999999999993"
"PHYC 161L, ECE 335","7","0","7","0","0.0","-20.000000000000092"
"PHYC 161L, ECE 331","10","1","9","0","0.0","-33.44999999999993"
"PHYC 161L, ECE 344L","9","0","9","0.0435","0.0054375","66.0"
"PHYC 161L, Social Sciences","4","0","4","0.0055","0.0006875","14.649999999999993"
