"name","complexity","blocking","delay","between","free","timeComp1","timeComp2","edges","gradRate3","gradRate4","gradRate5","gradRate6","gradRate7"
"231595.json","38","13","25","4.0","3","70","56","9","0.003833333333333333","0.034166666666666665","0.12416666666666666","0.279","0.44866666666666666"
"231608.json","36","12","24","4.0","3","66","54","8","0.004666666666666667","0.042166666666666665","0.1455","0.2931666666666667","0.472"
"231632.json","33","11","22","4.0","4","58","51","7","0.009833333333333333","0.06183333333333333","0.18516666666666667","0.3411666666666667","0.5053333333333333"
"231718.json","34","11","23","3.0","4","61","52","8","0.0065","0.04666666666666667","0.16116666666666668","0.324","0.494"
"231767.json","40","15","25","5.0","3","73","58","10","0.0045","0.029666666666666668","0.11483333333333333","0.244","0.4041666666666667"
"231785.json","36","13","23","3.9999999999999996","4","64","54","9","0.007166666666666667","0.04466666666666667","0.144","0.2926666666666667","0.461"
"231802.json","40","15","25","5.0","3","73","58","10","0.0033333333333333335","0.026833333333333334","0.10516666666666667","0.23783333333333334","0.38866666666666666"
"231858.json","36","13","23","3.9999999999999996","4","64","54","9","0.0055","0.0425","0.135","0.2826666666666667","0.455"
"231876.json","38","14","24","6.0","3","68","56","8","0.0055","0.043","0.1345","0.285","0.4385"
"231905.json","40","15","25","6.0","3","72","58","9","0.004333333333333333","0.033666666666666664","0.11716666666666667","0.256","0.4111666666666667"
"231920.json","39","15","24","6.0","3","70","57","9","0.004666666666666667","0.039","0.1235","0.25383333333333336","0.4171666666666667"
"232115.json","40","15","25","5.0","3","72","58","10","0.0021666666666666666","0.033","0.12116666666666667","0.25283333333333335","0.4201666666666667"
"232140.json","40","15","25","6.0","3","71","58","9","0.0036666666666666666","0.0325","0.1165","0.2623333333333333","0.42383333333333334"
"232147.json","37","14","23","4.0","4","65","55","10","0.003833333333333333","0.0395","0.13666666666666666","0.2743333333333333","0.43766666666666665"
"232158.json","42","17","25","5.999999999999999","3","75","60","11","0.0035","0.028333333333333332","0.10666666666666667","0.23633333333333334","0.3905"
"232215.json","41","16","25","6.0","3","73","59","10","0.0023333333333333335","0.033166666666666664","0.118","0.24183333333333334","0.4053333333333333"
"232277.json","40","15","25","5.0","3","72","58","10","0.0028333333333333335","0.03233333333333333","0.11516666666666667","0.24783333333333332","0.4043333333333333"
"23230.json","37","14","23","4.0","4","67","55","10","0.008333333333333333","0.051","0.15366666666666667","0.311","0.4815"
"232396.json","41","16","25","6.0","3","73","59","10","0.003","0.0345","0.113","0.2425","0.4013333333333333"
"232409.json","42","17","25","5.999999999999999","3","75","60","11","0.0045","0.033","0.11016666666666666","0.23383333333333334","0.3955"
"232449.json","25","7","18","1.0","5","43","43","6","0.017333333333333333","0.11133333333333334","0.2806666666666667","0.472","0.6405"
"232469.json","36","12","24","4.0","3","65","54","8","0.006333333333333333","0.049666666666666665","0.15316666666666667","0.31533333333333335","0.4841666666666667"
"232474.json","34","12","22","4.0","4","59","52","8","0.006","0.05483333333333333","0.17416666666666666","0.3335","0.5003333333333333"
"232493.json","35","13","22","4.0","4","61","53","9","0.008166666666666666","0.05483333333333333","0.16533333333333333","0.31683333333333336","0.4765"
"232515.json","33","11","22","3.0","4","58","51","8","0.007333333333333333","0.06166666666666667","0.18466666666666667","0.3476666666666667","0.5148333333333334"
"232553.json","36","13","23","3.9999999999999996","4","63","54","9","0.004166666666666667","0.03833333333333333","0.138","0.28783333333333333","0.4528333333333333"
"232680.json","39","15","24","6.0","3","69","57","9","0.005833333333333334","0.0395","0.13116666666666665","0.2665","0.418"
"232765.json","42","17","25","5.999999999999999","3","75","60","11","0.0021666666666666666","0.029666666666666668","0.10616666666666667","0.2385","0.39466666666666667"
"232840.json","38","14","24","6.0","3","67","56","8","0.0036666666666666666","0.03816666666666667","0.138","0.2915","0.4523333333333333"
"232849.json","39","14","25","5.0","3","70","57","9","0.0026666666666666666","0.033","0.123","0.266","0.428"
"23288.json","35","13","22","4.0","4","63","53","9","0.009833333333333333","0.07283333333333333","0.1895","0.3478333333333333","0.5198333333333334"
"232944.json","40","16","24","6.0","3","71","58","10","0.005","0.034666666666666665","0.12066666666666667","0.25633333333333336","0.4135"
"233069.json","38","15","23","3.9999999999999996","4","66","56","11","0.005833333333333334","0.042333333333333334","0.13766666666666666","0.2668333333333333","0.425"
"233144.json","40","16","24","6.0","3","70","58","10","0.0036666666666666666","0.037","0.12716666666666668","0.26266666666666666","0.42"
"233174.json","42","17","25","6.0","3","74","60","11","0.005","0.031166666666666665","0.11033333333333334","0.23833333333333334","0.39366666666666666"
"233234.json","36","13","23","4.0","4","62","54","9","0.005666666666666667","0.043","0.14033333333333334","0.2901666666666667","0.4545"
"233314.json","41","16","25","6.0","3","72","59","10","0.003","0.032","0.11533333333333333","0.24933333333333332","0.4096666666666667"
"233365.json","42","17","25","6.0","3","74","60","11","0.0026666666666666666","0.0305","0.105","0.23133333333333334","0.37833333333333335"
"233425.json","42","17","25","6.0","3","74","60","11","0.0026666666666666666","0.0285","0.11366666666666667","0.244","0.39516666666666667"
"233442.json","42","17","25","6.0","3","74","60","11","0.003833333333333333","0.030333333333333334","0.107","0.238","0.39816666666666667"
"233472.json","18","4","14","0.0","6","30","36","4","0.03216666666666667","0.17","0.38","0.5871666666666666","0.754"
"233523.json","37","13","24","5.0","3","67","55","8","0.004","0.0425","0.13866666666666666","0.2823333333333333","0.44616666666666666"
"233524.json","32","10","22","3.0","4","57","50","7","0.007666666666666666","0.06133333333333333","0.1805","0.3501666666666667","0.5165"
"233548.json","33","10","23","3.0","4","59","51","7","0.005333333333333333","0.05216666666666667","0.16766666666666666","0.3283333333333333","0.4955"
"23365.json","33","12","21","4.0","5","58","51","8","0.009666666666666667","0.05366666666666667","0.16666666666666666","0.31533333333333335","0.471"
"23369.json","34","12","22","4.0","5","60","52","8","0.004833333333333334","0.0485","0.155","0.3135","0.47933333333333333"
"233730.json","31","9","22","3.0","4","55","49","6","0.008333333333333333","0.068","0.19183333333333333","0.357","0.5296666666666666"
"233818.json","38","13","25","4.0","3","70","56","9","0.004","0.0355","0.12516666666666668","0.2635","0.4325"
"233925.json","38","14","24","5.0","3","69","56","9","0.0036666666666666666","0.03933333333333333","0.125","0.2575","0.42583333333333334"
"233990.json","36","13","23","6.0","4","59","54","7","0.005333333333333333","0.0495","0.16683333333333333","0.32816666666666666","0.49566666666666664"
"233998.json","41","15","26","7.0","3","70","59","8","0.004333333333333333","0.029166666666666667","0.10866666666666666","0.24466666666666667","0.4048333333333333"
"234101.json","44","17","27","7.0","3","76","62","10","0.003","0.022","0.09233333333333334","0.218","0.3775"
"23425.json","36","13","23","6.0","4","64","54","7","0.004833333333333334","0.0455","0.147","0.286","0.44666666666666666"
"234257.json","40","13","27","5.0","3","70","58","8","0.0028333333333333335","0.027833333333333335","0.10766666666666666","0.24516666666666667","0.412"
"234279.json","46","19","27","8.999999999999998","3","78","64","10","0.0026666666666666666","0.021333333333333333","0.0865","0.21366666666666667","0.36816666666666664"
"234326.json","44","17","27","7.0","3","76","62","10","0.0023333333333333335","0.02666666666666667","0.09533333333333334","0.22383333333333333","0.37516666666666665"
"234341.json","41","16","25","6.0","4","69","59","10","0.0035","0.037","0.12416666666666666","0.25766666666666665","0.4015"
"234344.json","33","11","22","2.0","4","59","51","9","0.008333333333333333","0.06316666666666666","0.1855","0.356","0.5196666666666667"
"23451.json","40","16","24","6.0","4","72","58","10","0.004166666666666667","0.041666666666666664","0.1205","0.26066666666666666","0.4161666666666667"
"234510.json","40","14","26","6.0","3","69","58","8","0.003","0.03283333333333333","0.11383333333333333","0.25483333333333336","0.42233333333333334"
"234524.json","40","14","26","6.0","3","69","58","8","0.0036666666666666666","0.03266666666666666","0.116","0.25633333333333336","0.42583333333333334"
"234543.json","44","18","26","8.0","3","75","62","10","0.0031666666666666666","0.0255","0.09533333333333334","0.22433333333333333","0.37866666666666665"
"234585.json","39","14","25","5.0","4","66","57","9","0.0031666666666666666","0.030333333333333334","0.11233333333333333","0.24366666666666667","0.41433333333333333"
"23484.json","37","14","23","4.0","4","67","55","10","0.006666666666666667","0.047","0.1505","0.29433333333333334","0.4593333333333333"
"234891.json","43","16","27","6.0","3","75","61","10","0.002","0.025833333333333333","0.094","0.222","0.38083333333333336"
"23491.json","38","15","23","6.0","4","68","56","9","0.0055","0.041166666666666664","0.12883333333333333","0.25466666666666665","0.4165"
"234937.json","45","18","27","7.0","3","78","63","11","0.0021666666666666666","0.022333333333333334","0.086","0.2015","0.352"
"234960.json","38","13","25","4.0","3","68","56","9","0.0045","0.041166666666666664","0.13716666666666666","0.2916666666666667","0.46266666666666667"
"234966.json","44","17","27","6.0","3","77","62","11","0.0026666666666666666","0.021","0.0895","0.22666666666666666","0.38366666666666666"
"234988.json","44","17","27","5.999999999999999","3","77","62","11","0.0015","0.021833333333333333","0.0925","0.2195","0.3755"
"235003.json","48","21","27","7.999999999999998","3","83","66","13","0.0018333333333333333","0.02","0.08416666666666667","0.19633333333333333","0.3436666666666667"
"235128.json","41","16","25","6.0","3","71","59","10","0.005666666666666667","0.03833333333333333","0.1235","0.27366666666666667","0.43266666666666664"
"235157.json","45","18","27","8.0","3","76","63","10","0.0018333333333333333","0.021333333333333333","0.08516666666666667","0.20883333333333334","0.36383333333333334"
"235217.json","40","15","25","5.0","4","67","58","10","0.003833333333333333","0.0295","0.11066666666666666","0.2415","0.4095"
"235221.json","46","19","27","8.0","3","78","64","11","0.0018333333333333333","0.02033333333333333","0.08466666666666667","0.2025","0.3556666666666667"
"235270.json","39","15","24","6.0","4","64","57","9","0.004","0.0355","0.12616666666666668","0.26916666666666667","0.43933333333333335"
"235393.json","40","14","26","5.0","3","69","58","9","0.0026666666666666666","0.027833333333333335","0.11366666666666667","0.25683333333333336","0.416"
"235426.json","40","15","25","5.0","4","67","58","10","0.0035","0.03233333333333333","0.1195","0.25883333333333336","0.42233333333333334"
"235440.json","37","14","23","4.0","4","63","55","10","0.005833333333333334","0.04716666666666667","0.148","0.30033333333333334","0.4693333333333333"
"235446.json","43","18","25","6.0","4","72","61","12","0.0035","0.029333333333333333","0.1065","0.22266666666666668","0.37833333333333335"
"235486.json","48","21","27","7.999999999999999","3","82","66","13","0.0021666666666666666","0.018666666666666668","0.07416666666666667","0.18716666666666668","0.331"
"23551.json","43","19","24","6.0","4","78","61","13","0.004333333333333333","0.0325","0.10983333333333334","0.23216666666666666","0.38416666666666666"
"235558.json","35","12","23","4.0","4","60","53","8","0.008","0.05383333333333333","0.15816666666666668","0.307","0.4841666666666667"
"235610.json","38","13","25","4.0","4","65","56","9","0.0025","0.030333333333333334","0.11866666666666667","0.2633333333333333","0.433"
"235632.json","37","12","25","4.0","3","66","55","8","0.004166666666666667","0.04416666666666667","0.14466666666666667","0.29633333333333334","0.45916666666666667"
"235701.json","43","16","27","6.0","3","75","61","10","0.0023333333333333335","0.023666666666666666","0.0985","0.22366666666666668","0.376"
"235848.json","35","12","23","4.0","4","60","53","8","0.008666666666666666","0.05633333333333333","0.16766666666666666","0.32033333333333336","0.4861666666666667"
"23585.json","30","8","22","2.0","4","54","48","6","0.007666666666666666","0.0655","0.2035","0.3863333333333333","0.5635"
"235919.json","46","19","27","8.0","3","79","64","11","0.002","0.0225","0.08566666666666667","0.1995","0.3491666666666667"
"235953.json","43","16","27","6.0","3","75","61","10","0.0026666666666666666","0.025333333333333333","0.09683333333333333","0.21633333333333332","0.38916666666666666"
"235994.json","45","18","27","6.999999999999999","3","78","63","11","0.0023333333333333335","0.025166666666666667","0.0885","0.21266666666666667","0.382"
"236024.json","42","17","25","6.0","3","74","60","11","0.004166666666666667","0.03666666666666667","0.1095","0.24116666666666667","0.3973333333333333"
"236105.json","35","12","23","3.0","5","57","53","9","0.004","0.04416666666666667","0.14716666666666667","0.311","0.47933333333333333"
"236173.json","45","18","27","8.0","3","76","63","10","0.0028333333333333335","0.022333333333333334","0.09016666666666667","0.21266666666666667","0.37266666666666665"
"236234.json","40","15","25","5.0","4","67","58","10","0.003","0.029166666666666667","0.113","0.24","0.3955"
"236261.json","46","19","27","8.0","3","78","64","11","0.0025","0.022333333333333334","0.08433333333333333","0.2045","0.3535"
"236289.json","37","13","24","5.0","4","61","55","8","0.004166666666666667","0.044","0.1465","0.299","0.46216666666666667"
"236310.json","41","16","25","6.0","4","68","59","10","0.0036666666666666666","0.028666666666666667","0.11116666666666666","0.248","0.41083333333333333"
"236363.json","46","19","27","8.0","3","78","64","11","0.0025","0.021833333333333333","0.0855","0.19733333333333333","0.35483333333333333"
"236386.json","44","17","27","7.0","3","75","62","10","0.0023333333333333335","0.021833333333333333","0.08983333333333333","0.21216666666666667","0.38083333333333336"
"236388.json","40","15","25","5.0","4","67","58","10","0.0028333333333333335","0.03133333333333333","0.1165","0.25133333333333335","0.4031666666666667"
"236401.json","44","17","27","6.0","3","76","62","11","0.0015","0.019666666666666666","0.08333333333333333","0.20733333333333334","0.36566666666666664"
"236441.json","45","18","27","7.0","3","77","63","11","0.0021666666666666666","0.022333333333333334","0.09033333333333333","0.21416666666666667","0.37316666666666665"
"236453.json","46","19","27","8.0","3","78","64","11","0.0021666666666666666","0.023166666666666665","0.0845","0.1975","0.34833333333333333"
"236492.json","45","18","27","7.0","3","77","63","11","0.0013333333333333333","0.021666666666666667","0.08333333333333333","0.202","0.36033333333333334"
"236559.json","43","17","26","7.0","3","73","61","10","0.0026666666666666666","0.028333333333333332","0.109","0.24233333333333335","0.39766666666666667"
"236562.json","33","11","22","3.0","5","53","51","8","0.006166666666666667","0.06333333333333334","0.18333333333333332","0.3473333333333333","0.5213333333333333"
"23661.json","36","13","23","4.0","4","64","54","9","0.005333333333333333","0.042166666666666665","0.13383333333333333","0.2833333333333333","0.45566666666666666"
"236679.json","43","17","26","7.0","3","73","61","10","0.003833333333333333","0.027166666666666665","0.09983333333333333","0.23333333333333334","0.3943333333333333"
"236702.json","45","18","27","6.999999999999999","3","77","63","11","0.0016666666666666668","0.020666666666666667","0.0815","0.19733333333333333","0.35283333333333333"
"236754.json","40","15","25","4.999999999999999","4","67","58","10","0.004","0.0295","0.10983333333333334","0.2505","0.4078333333333333"
"236785.json","45","18","27","7.0","3","77","63","11","0.0016666666666666668","0.018","0.082","0.20066666666666666","0.35933333333333334"
"236818.json","39","14","25","5.0","4","65","57","9","0.0028333333333333335","0.035666666666666666","0.12766666666666668","0.26916666666666667","0.42633333333333334"
"236843.json","45","18","27","7.0","3","77","63","11","0.0021666666666666666","0.019833333333333335","0.08383333333333333","0.20033333333333334","0.3576666666666667"
"236880.json","40","15","25","6.0","3","69","58","9","0.004333333333333333","0.03666666666666667","0.11866666666666667","0.26416666666666666","0.43016666666666664"
"237001.json","45","18","27","7.0","3","77","63","11","0.0011666666666666668","0.0205","0.08783333333333333","0.21066666666666667","0.36683333333333334"
"237108.json","39","15","24","5.0","4","64","57","10","0.0055","0.044333333333333336","0.1365","0.2678333333333333","0.437"
"237126.json","44","18","26","8.0","3","73","62","10","0.0028333333333333335","0.0315","0.10733333333333334","0.235","0.3905"
"237140.json","44","17","27","7.0","3","74","62","10","0.0015","0.021666666666666667","0.09116666666666666","0.22533333333333333","0.3785"
"237160.json","37","14","23","4.0","4","62","55","10","0.0065","0.0465","0.14733333333333334","0.298","0.4638333333333333"
"237198.json","46","19","27","8.0","3","77","64","11","0.0016666666666666668","0.020166666666666666","0.08366666666666667","0.21233333333333335","0.358"
"237238.json","43","18","25","5.999999999999999","4","71","61","12","0.0031666666666666666","0.025833333333333333","0.09916666666666667","0.221","0.376"
"237354.json","45","18","27","7.0","3","76","63","11","0.0023333333333333335","0.020166666666666666","0.08333333333333333","0.21216666666666667","0.37366666666666665"
"237487.json","50","23","27","9.0","3","84","68","14","0.0028333333333333335","0.017833333333333333","0.07016666666666667","0.17233333333333334","0.30616666666666664"
"237495.json","50","23","27","8.999999999999998","3","84","68","14","0.0021666666666666666","0.021166666666666667","0.077","0.175","0.31766666666666665"
"237509.json","46","20","26","8.0","3","77","64","12","0.0036666666666666666","0.0265","0.094","0.21466666666666667","0.36433333333333334"
"237526.json","48","21","27","7.999999999999999","3","81","66","13","0.0018333333333333333","0.020166666666666666","0.08","0.18833333333333332","0.327"
"237742.json","39","14","25","5.0","3","71","57","9","0.0018333333333333333","0.03166666666666667","0.11766666666666667","0.25533333333333336","0.42433333333333334"
"237915.json","40","15","25","4.999999999999999","3","73","58","10","0.0031666666666666666","0.0315","0.11516666666666667","0.24916666666666668","0.413"
"237955.json","34","11","23","3.0","3","64","52","8","0.006333333333333333","0.059166666666666666","0.17433333333333334","0.33716666666666667","0.5078333333333334"
"237961.json","37","12","25","4.0","3","68","55","8","0.0036666666666666666","0.03783333333333333","0.135","0.2813333333333333","0.45266666666666666"
"238045.json","41","16","25","4.999999999999999","3","75","59","11","0.0035","0.032","0.10866666666666666","0.24316666666666667","0.4068333333333333"
"238066.json","40","15","25","4.999999999999999","3","73","58","10","0.0033333333333333335","0.03283333333333333","0.11683333333333333","0.26","0.422"
"238334.json","47","20","27","7.999999999999999","3","81","65","12","0.0028333333333333335","0.018833333333333334","0.08066666666666666","0.192","0.3401666666666667"
"238364.json","42","15","27","6.0","3","73","60","9","0.0015","0.0225","0.1035","0.23333333333333334","0.3933333333333333"
"238384.json","35","12","23","4.0","4","60","53","8","0.007833333333333333","0.06","0.17466666666666666","0.3263333333333333","0.48883333333333334"
"238704.json","41","15","26","7.0","3","70","59","8","0.004166666666666667","0.029","0.10383333333333333","0.24716666666666667","0.4111666666666667"
"238800.json","36","12","24","4.0","4","61","54","8","0.006166666666666667","0.04133333333333333","0.14533333333333334","0.30516666666666664","0.476"
"238845.json","48","21","27","9.0","3","82","66","12","0.0016666666666666668","0.016666666666666666","0.079","0.19683333333333333","0.33816666666666667"
"238868.json","37","12","25","4.0","4","63","55","8","0.0018333333333333333","0.03783333333333333","0.1345","0.283","0.44716666666666666"
"238874.json","43","16","27","7.0","3","74","61","9","0.0011666666666666668","0.023666666666666666","0.10016666666666667","0.2245","0.391"
"23889.json","38","13","25","5.0","3","69","56","8","0.003","0.03133333333333333","0.11883333333333333","0.26716666666666666","0.43266666666666664"
"238920.json","36","12","24","4.0","4","61","54","8","0.006166666666666667","0.04733333333333333","0.15066666666666667","0.3055","0.48283333333333334"
"239060.json","42","15","27","5.0","3","74","60","10","0.0018333333333333333","0.026333333333333334","0.10383333333333333","0.23783333333333334","0.4008333333333333"
"23918.json","40","15","25","5.0","3","73","58","10","0.0026666666666666666","0.0315","0.11666666666666667","0.24733333333333332","0.4073333333333333"
"239188.json","42","15","27","6.0","3","72","60","9","0.0023333333333333335","0.0265","0.10333333333333333","0.24016666666666667","0.4066666666666667"
"239207.json","45","18","27","7.0","3","77","63","11","0.002","0.023666666666666666","0.08916666666666667","0.20466666666666666","0.3606666666666667"
"239287.json","47","20","27","7.999999999999999","3","80","65","12","0.002","0.02","0.075","0.187","0.33916666666666667"
"239309.json","44","17","27","6.0","3","76","62","11","0.0015","0.0215","0.087","0.21283333333333335","0.369"
"239333.json","44","17","27","6.0","3","76","62","11","0.0023333333333333335","0.025833333333333333","0.09716666666666667","0.22483333333333333","0.38266666666666665"
"239389.json","46","19","27","8.0","3","78","64","11","0.0013333333333333333","0.021833333333333333","0.07983333333333334","0.20316666666666666","0.3575"
"239451.json","46","19","27","6.999999999999999","3","79","64","12","0.0023333333333333335","0.022333333333333334","0.081","0.19533333333333333","0.34833333333333333"
"239506.json","39","14","25","4.0","4","66","57","10","0.0025","0.034166666666666665","0.1235","0.265","0.424"
"239521.json","43","16","27","6.0","3","74","61","10","0.0015","0.021333333333333333","0.0925","0.22816666666666666","0.3933333333333333"
"239586.json","44","17","27","6.0","3","76","62","11","0.0018333333333333333","0.02","0.0875","0.21883333333333332","0.37333333333333335"
"239725.json","40","15","25","4.999999999999999","4","68","58","10","0.004333333333333333","0.0315","0.10833333333333334","0.25216666666666665","0.4191666666666667"
"239804.json","44","17","27","7.0","3","76","62","10","0.0025","0.026166666666666668","0.09466666666666666","0.21616666666666667","0.37216666666666665"
"239905.json","37","12","25","4.0","4","63","55","8","0.003","0.03916666666666667","0.132","0.28","0.44533333333333336"
"239930.json","44","17","27","7.0","3","76","62","10","0.0015","0.019666666666666666","0.09233333333333334","0.21233333333333335","0.36716666666666664"
"239971.json","43","16","27","6.0","3","75","61","10","0.0013333333333333333","0.022833333333333334","0.095","0.227","0.38133333333333336"
"239991.json","46","19","27","6.999999999999999","3","80","64","12","0.0015","0.020666666666666667","0.08616666666666667","0.20316666666666666","0.35033333333333333"
"240191.json","47","21","26","9.0","3","79","65","12","0.0033333333333333335","0.022","0.09133333333333334","0.21033333333333334","0.3581666666666667"
"240197.json","36","13","23","4.0","4","61","54","9","0.005666666666666667","0.0495","0.14583333333333334","0.2971666666666667","0.45466666666666666"
"240213.json","43","16","27","6.0","3","74","61","10","0.0026666666666666666","0.024666666666666667","0.09483333333333334","0.22266666666666668","0.38383333333333336"
"240252.json","46","19","27","8.0","3","78","64","11","0.0015","0.020666666666666667","0.08433333333333333","0.1945","0.3566666666666667"
"240260.json","35","12","23","4.0","4","59","53","8","0.009333333333333334","0.05616666666666666","0.173","0.32216666666666666","0.48783333333333334"
"2403.json","28","8","20","2.0","5","56","46","6","0.011","0.07633333333333334","0.21933333333333332","0.39316666666666666","0.5751666666666667"
"240303.json","47","20","27","8.0","3","80","65","12","0.0021666666666666666","0.021333333333333333","0.08033333333333334","0.19316666666666665","0.3378333333333333"
"240306.json","40","15","25","4.999999999999999","4","67","58","10","0.004666666666666667","0.03216666666666667","0.11383333333333333","0.24883333333333332","0.4065"
"240418.json","39","14","25","5.0","4","65","57","9","0.0028333333333333335","0.03233333333333333","0.1175","0.26466666666666666","0.42933333333333334"
"240435.json","46","19","27","8.0","3","78","64","11","0.0016666666666666668","0.0185","0.08583333333333333","0.196","0.3501666666666667"
"240462.json","45","18","27","7.0","3","77","63","11","0.0016666666666666668","0.023","0.08533333333333333","0.20633333333333334","0.353"
"240488.json","40","16","24","6.0","4","66","58","10","0.005","0.0415","0.126","0.2618333333333333","0.4176666666666667"
"240535.json","46","19","27","7.0","3","79","64","12","0.0008333333333333334","0.0185","0.08233333333333333","0.19883333333333333","0.3496666666666667"
"240633.json","49","22","27","9.0","3","83","67","13","0.0026666666666666666","0.020833333333333332","0.0755","0.18616666666666667","0.33"
"240664.json","37","14","23","6.0","4","60","55","8","0.008","0.057","0.16933333333333334","0.32616666666666666","0.4881666666666667"
"240799.json","46","19","27","6.999999999999999","3","79","64","12","0.0026666666666666666","0.022","0.0875","0.2105","0.36133333333333334"
"240823.json","46","19","27","6.999999999999999","3","79","64","12","0.0026666666666666666","0.021833333333333333","0.079","0.19583333333333333","0.356"
"240906.json","42","15","27","6.0","3","72","60","9","0.0023333333333333335","0.025666666666666667","0.10533333333333333","0.23083333333333333","0.392"
"240915.json","43","16","27","6.0","3","74","61","10","0.0025","0.024833333333333332","0.09383333333333334","0.22066666666666668","0.38116666666666665"
"240929.json","38","13","25","4.0","4","64","56","9","0.0031666666666666666","0.033166666666666664","0.12516666666666668","0.275","0.4375"
"24094.json","38","14","24","5.0","3","68","56","9","0.004","0.03383333333333333","0.13083333333333333","0.2806666666666667","0.4435"
"241023.json","50","23","27","8.999999999999998","3","85","68","14","0.003","0.018166666666666668","0.07533333333333334","0.18033333333333335","0.32033333333333336"
"241092.json","41","16","25","6.0","3","71","59","10","0.0031666666666666666","0.035166666666666666","0.12183333333333334","0.2615","0.4186666666666667"
"241116.json","47","20","27","8.0","3","80","65","12","0.0016666666666666668","0.020666666666666667","0.08416666666666667","0.20766666666666667","0.3545"
"241259.json","47","20","27","8.0","3","79","65","12","0.0005","0.021","0.0775","0.19516666666666665","0.3555"
"241276.json","48","21","27","9.0","3","80","66","12","0.0026666666666666666","0.0215","0.08016666666666666","0.19233333333333333","0.3385"
"241313.json","44","17","27","7.0","3","74","62","10","0.0016666666666666668","0.024333333333333332","0.091","0.2205","0.382"
"241360.json","39","15","24","5.0","4","64","57","10","0.004333333333333333","0.039","0.13333333333333333","0.273","0.4475"
"241392.json","45","19","26","8.0","3","75","63","11","0.002","0.023833333333333335","0.09083333333333334","0.2225","0.37433333333333335"
"241406.json","50","23","27","8.999999999999998","3","84","68","14","0.001","0.019","0.07333333333333333","0.16866666666666666","0.31083333333333335"
"241431.json","46","19","27","7.0","3","78","64","12","0.002","0.0225","0.08533333333333333","0.20066666666666666","0.35483333333333333"
"241433.json","46","19","27","8.0","3","77","64","11","0.0015","0.022833333333333334","0.085","0.202","0.3566666666666667"
"241456.json","40","16","24","6.0","4","65","58","10","0.006166666666666667","0.04066666666666666","0.12666666666666668","0.2668333333333333","0.428"
"241460.json","42","17","25","6.0","4","69","60","11","0.0026666666666666666","0.030666666666666665","0.10683333333333334","0.23416666666666666","0.3883333333333333"
"241478.json","42","17","25","6.0","3","72","60","11","0.003833333333333333","0.03266666666666666","0.114","0.2445","0.402"
"241524.json","47","20","27","7.999999999999999","3","79","65","12","0.0015","0.0205","0.0795","0.19233333333333333","0.3396666666666667"
"241568.json","39","15","24","5.0","4","64","57","10","0.004666666666666667","0.043333333333333335","0.14016666666666666","0.27566666666666667","0.43766666666666665"
"241581.json","48","21","27","7.999999999999998","3","81","66","13","0.0015","0.0195","0.07566666666666666","0.17883333333333334","0.31916666666666665"
"24161.json","34","11","23","3.0","4","60","52","8","0.0055","0.050333333333333334","0.14533333333333334","0.307","0.4801666666666667"
"241669.json","32","11","21","4.0","4","55","50","7","0.012","0.07716666666666666","0.20483333333333334","0.37716666666666665","0.538"
"241697.json","33","11","22","4.0","4","57","51","7","0.008666666666666666","0.0625","0.1795","0.3441666666666667","0.5111666666666667"
"24178.json","39","14","25","5.0","3","70","57","9","0.0016666666666666668","0.0345","0.12433333333333334","0.2633333333333333","0.42633333333333334"
"241981.json","42","17","25","5.999999999999999","3","75","60","11","0.0036666666666666666","0.028166666666666666","0.11216666666666666","0.2355","0.3898333333333333"
"242141.json","43","18","25","5.999999999999999","3","77","61","12","0.0036666666666666666","0.030833333333333334","0.10383333333333333","0.23033333333333333","0.38"
"242153.json","41","16","25","4.999999999999999","3","74","59","11","0.003833333333333333","0.03333333333333333","0.1105","0.24","0.39966666666666667"
"242219.json","44","18","26","8.0","3","74","62","10","0.0036666666666666666","0.026166666666666668","0.10183333333333333","0.225","0.38166666666666665"
"242273.json","39","14","25","5.0","4","65","57","9","0.003","0.0325","0.11883333333333333","0.26366666666666666","0.43033333333333335"
"242304.json","27","8","19","1.0","5","45","45","7","0.015333333333333332","0.1055","0.2813333333333333","0.4643333333333333","0.6355"
"24232.json","36","12","24","4.0","3","65","54","8","0.004833333333333334","0.048","0.15383333333333332","0.3105","0.4796666666666667"
"242338.json","39","14","25","5.0","4","65","57","9","0.0031666666666666666","0.03383333333333333","0.11366666666666667","0.24866666666666667","0.42733333333333334"
"242437.json","39","15","24","6.0","4","64","57","9","0.005833333333333334","0.0405","0.1375","0.28633333333333333","0.44816666666666666"
"242447.json","47","20","27","9.0","3","79","65","11","0.0023333333333333335","0.02033333333333333","0.08233333333333333","0.195","0.33716666666666667"
"242478.json","46","19","27","8.0","3","78","64","11","0.0031666666666666666","0.02266666666666667","0.0865","0.2045","0.35683333333333334"
"242515.json","45","18","27","7.0","3","77","63","11","0.002","0.023","0.08633333333333333","0.21","0.3601666666666667"
"24256.json","32","11","21","4.0","4","55","50","7","0.010666666666666666","0.0695","0.20066666666666666","0.36783333333333335","0.5386666666666666"
"242754.json","34","11","23","3.0","4","58","52","8","0.006666666666666667","0.060333333333333336","0.175","0.3408333333333333","0.5236666666666666"
"242798.json","46","19","27","8.0","3","78","64","11","0.001","0.019333333333333334","0.08066666666666666","0.2025","0.3496666666666667"
