"name","credits","difficulty","complexity","blocking","delay","centrality","reachability","term_complexity","term_blocking","term_delay","term_centrality","term_reachability","free","edges","gradRate3","gradRate4","gradRate5","gradRate6","gradRate7","averageTTD"
"0.json","18","70.0","6","0","6","0","0","12","0","12","0","0","6","0","0.56","0.83","0.95","0.98","0.99","3.5782380087084986"
"1.json","18","70.0","9","1","8","2","1","19","2","17","5","2","5","1","0.38","0.72","0.89","0.96","0.99","4.0654"
"10.json","18","70.0","11","2","9","4","2","23","4","19","10","4","5","2","0.36","0.7","0.88","0.96","0.98","4.121915647601742"
"100.json","18","70.0","18","4","14","9","4","32","5","27","17","5","3","3","0.25","0.58","0.81","0.92","0.97","4.491044198506009"
"101.json","18","70.0","22","6","16","14","6","38","8","30","28","8","3","4","0.17","0.48","0.73","0.88","0.95","4.8218"
"102.json","18","70.0","24","6","18","14","6","44","8","36","28","8","2","4","0.12","0.42","0.69","0.86","0.94","5.014922224518311"
"103.json","18","70.0","26","8","18","19","8","47","11","36","39","11","2","5","0.11","0.39","0.67","0.84","0.93","5.1043"
"104.json","18","70.0","18","4","14","9","4","32","5","27","17","5","3","3","0.26","0.6","0.81","0.91","0.97","4.470443932116391"
"105.json","18","70.0","24","6","18","14","6","44","8","36","28","8","2","4","0.12","0.42","0.7","0.86","0.94","4.993156471685155"
"106.json","18","70.0","22","6","16","14","6","38","8","30","28","8","3","4","0.16","0.48","0.73","0.88","0.95","4.853307385105134"
"107.json","18","70.0","26","8","18","19","8","47","11","36","39","11","2","5","0.11","0.39","0.66","0.84","0.93","5.116"
"108.json","18","70.0","22","6","16","14","6","41","8","33","28","8","2","4","0.19","0.49","0.75","0.89","0.95","4.77152601168"
"109.json","18","70.0","26","8","18","19","8","47","11","36","39","11","2","5","0.13","0.41","0.68","0.85","0.93","5.04977012"
"11.json","18","70.0","13","3","10","6","3","28","6","22","15","6","4","3","0.29","0.64","0.84","0.94","0.98","4.31567512"
"110.json","18","70.0","26","8","18","19","8","47","11","36","39","11","2","5","0.12","0.41","0.68","0.84","0.93","5.055"
"111.json","18","70.0","28","10","18","24","10","50","14","36","50","14","2","6","0.11","0.39","0.66","0.83","0.92","5.1272"
"112.json","18","70.0","13","3","10","6","3","21","3","18","9","3","4","3","0.49","0.77","0.91","0.97","0.99","3.7574232000000003"
"113.json","18","70.0","21","6","15","14","6","35","7","28","26","7","3","4","0.2","0.52","0.76","0.89","0.95","4.7178"
"114.json","18","70.0","21","6","15","14","6","35","7","28","26","7","3","4","0.22","0.52","0.75","0.88","0.95","4.71795148464"
"115.json","18","70.0","26","9","17","22","9","45","11","34","43","11","2","5","0.15","0.44","0.69","0.85","0.93","4.9826"
"116.json","18","70.0","19","5","14","11","5","33","6","27","20","6","3","4","0.26","0.58","0.8","0.92","0.97","4.492936268208"
"117.json","18","70.0","23","7","16","17","7","39","9","30","33","9","3","5","0.16","0.46","0.71","0.86","0.94","4.9088"
"118.json","18","70.0","26","8","18","19","8","46","10","36","37","10","2","5","0.12","0.41","0.68","0.85","0.94","5.0476"
"119.json","18","70.0","28","10","18","25","10","49","13","36","50","13","2","6","0.12","0.38","0.64","0.82","0.92","5.180047111325908"
"12.json","18","70.0","11","2","9","4","2","24","4","20","10","4","4","2","0.53","0.81","0.94","0.98","0.99","3.6442"
"120.json","18","70.0","19","5","14","11","5","33","6","27","20","6","3","4","0.26","0.59","0.81","0.91","0.97","4.480262020341764"
"121.json","18","70.0","26","8","18","19","8","46","10","36","37","10","2","5","0.13","0.42","0.68","0.85","0.94","5.0256"
"122.json","18","70.0","23","7","16","17","7","39","9","30","33","9","3","5","0.16","0.45","0.7","0.85","0.93","4.9486"
"123.json","18","70.0","28","10","18","25","10","49","13","36","50","13","2","6","0.11","0.38","0.64","0.82","0.92","5.191445853928"
"124.json","18","70.0","23","7","16","16","7","42","9","33","31","9","2","5","0.19","0.5","0.74","0.89","0.95","4.7448"
"125.json","18","70.0","27","9","18","22","9","48","12","36","44","12","2","6","0.12","0.4","0.67","0.84","0.93","5.0925"
"126.json","18","70.0","27","9","18","22","9","48","12","36","44","12","2","6","0.11","0.39","0.66","0.83","0.93","5.133199006184"
"127.json","18","70.0","29","11","18","28","11","51","15","36","57","15","2","7","0.11","0.38","0.63","0.81","0.92","5.20646716"
"128.json","18","70.0","9","1","8","2","1","16","1","15","3","1","5","1","0.52","0.82","0.93","0.98","0.99","3.6466"
"129.json","18","70.0","12","2","10","4","2","23","3","20","8","3","4","2","0.51","0.81","0.92","0.97","0.99","3.683441293432"
"13.json","18","70.0","13","3","10","6","3","28","6","22","15","6","4","3","0.34","0.68","0.87","0.95","0.98","4.1815428"
"130.json","18","70.0","12","2","10","4","2","23","3","20","8","3","4","2","0.5","0.79","0.92","0.97","0.99","3.7097"
"131.json","18","70.0","14","3","11","6","3","28","5","23","13","5","3","3","0.48","0.77","0.91","0.97","0.99","3.76803630856"
"132.json","18","70.0","15","3","12","7","3","28","4","24","14","4","4","2","0.29","0.63","0.82","0.93","0.97","4.3803"
"133.json","18","70.0","17","4","13","9","4","32","6","26","19","6","4","3","0.26","0.61","0.81","0.92","0.97","4.44845284"
"134.json","18","70.0","18","4","14","9","4","35","6","29","19","6","3","3","0.26","0.6","0.81","0.92","0.97","4.47207606"
"135.json","18","70.0","19","5","14","11","5","37","8","29","24","8","3","4","0.26","0.59","0.81","0.92","0.97","4.463089690568"
"136.json","18","70.0","15","3","12","7","3","28","4","24","14","4","4","2","0.28","0.61","0.82","0.92","0.97","4.4112"
"137.json","18","70.0","18","4","14","9","4","35","6","29","19","6","3","3","0.27","0.59","0.8","0.92","0.96","4.475092617938114"
"138.json","18","70.0","17","4","13","9","4","32","6","26","19","6","4","3","0.27","0.59","0.81","0.92","0.97","4.464082240000001"
"139.json","18","70.0","19","5","14","11","5","37","8","29","24","8","3","4","0.25","0.57","0.8","0.91","0.96","4.530495018523588"
"14.json","18","70.0","13","3","10","6","3","28","6","22","15","6","4","3","0.36","0.7","0.89","0.96","0.98","4.1238"
"140.json","18","70.0","19","5","14","12","5","37","7","30","25","7","3","3","0.22","0.53","0.76","0.89","0.95","4.6748"
"141.json","18","70.0","21","6","15","14","6","41","9","32","30","9","3","4","0.21","0.53","0.76","0.89","0.95","4.6932247600000006"
"142.json","18","70.0","21","6","15","14","6","41","9","32","30","9","3","4","0.23","0.53","0.76","0.88","0.95","4.67893496"
"143.json","18","70.0","22","7","15","16","7","43","11","32","35","11","3","5","0.21","0.52","0.75","0.89","0.96","4.7167"
"144.json","18","70.0","12","2","10","4","2","20","2","18","6","2","4","2","0.49","0.79","0.92","0.97","0.99","3.7358958629885914"
"145.json","18","70.0","18","4","14","9","4","32","5","27","17","5","3","3","0.26","0.58","0.8","0.92","0.97","4.496066370058044"
"146.json","18","70.0","18","4","14","9","4","32","5","27","17","5","3","3","0.25","0.6","0.81","0.91","0.97","4.477306099003704"
"147.json","18","70.0","22","6","16","14","6","41","8","33","28","8","2","4","0.2","0.51","0.75","0.88","0.95","4.737935786992"
"148.json","18","70.0","18","4","14","9","4","32","5","27","17","5","3","3","0.26","0.58","0.8","0.91","0.96","4.518354305202337"
"149.json","18","70.0","22","6","16","14","6","38","8","30","28","8","3","4","0.16","0.48","0.73","0.88","0.95","4.8447435599999995"
"15.json","18","70.0","14","4","10","8","4","30","8","22","20","8","4","4","0.29","0.63","0.84","0.93","0.97","4.3508254399999995"
"150.json","18","70.0","24","6","18","14","6","44","8","36","28","8","2","4","0.12","0.43","0.7","0.86","0.94","4.991368948712"
"151.json","18","70.0","26","8","18","19","8","47","11","36","39","11","2","5","0.12","0.41","0.68","0.85","0.94","5.0378"
"152.json","18","70.0","18","4","14","9","4","32","5","27","17","5","3","3","0.26","0.6","0.82","0.92","0.97","4.4444"
"153.json","18","70.0","24","6","18","14","6","44","8","36","28","8","2","4","0.12","0.43","0.71","0.87","0.95","4.951198273789743"
"154.json","18","70.0","22","6","16","14","6","38","8","30","28","8","3","4","0.15","0.47","0.72","0.88","0.95","4.858464543408"
