"name","credits","difficulty","complexity","blocking","delay","centrality","reachability","term_complexity","term_blocking","term_delay","term_centrality","term_reachability","free","edges","gradRate3","gradRate4","gradRate5","gradRate6","gradRate7","averageTTD"
"0.json","18","30.0","6","0","6","0","0","12","0","12","0","0","6","0","0.02","0.07","0.16","0.26","0.38","8.92573303303772"
"1.json","18","30.0","9","1","8","2","1","19","2","17","5","2","5","1","0.01","0.04","0.11","0.21","0.32","9.8096"
"10.json","18","30.0","11","2","9","4","2","23","4","19","10","4","5","2","0.01","0.04","0.1","0.19","0.3","10.046960154964001"
"100.json","18","30.0","18","4","14","9","4","32","5","27","17","5","3","3","0.0","0.02","0.06","0.13","0.22","11.286185146606607"
"101.json","18","30.0","22","6","16","14","6","38","8","30","28","8","3","4","0.0","0.02","0.04","0.09","0.16","12.234712371365903"
"102.json","18","30.0","24","6","18","14","6","44","8","36","28","8","2","4","0.0","0.01","0.03","0.07","0.13","12.642457237029321"
"103.json","18","30.0","26","8","18","19","8","47","11","36","39","11","2","5","0.0","0.01","0.02","0.06","0.12","13.000459087728581"
"104.json","18","30.0","18","4","14","9","4","32","5","27","17","5","3","3","0.0","0.02","0.06","0.13","0.21","11.3324"
"105.json","18","30.0","24","6","18","14","6","44","8","36","28","8","2","4","0.0","0.01","0.03","0.07","0.13","12.5566"
"106.json","18","30.0","22","6","16","14","6","38","8","30","28","8","3","4","0.0","0.01","0.04","0.1","0.17","12.1648"
"107.json","18","30.0","26","8","18","19","8","47","11","36","39","11","2","5","0.0","0.01","0.02","0.06","0.11","13.0834"
"108.json","18","30.0","22","6","16","14","6","41","8","33","28","8","2","4","0.0","0.01","0.04","0.09","0.16","12.0382"
"109.json","18","30.0","26","8","18","19","8","47","11","36","39","11","2","5","0.0","0.01","0.02","0.06","0.11","13.047600091817547"
"11.json","18","30.0","13","3","10","6","3","28","6","22","15","6","4","3","0.01","0.03","0.08","0.16","0.26","10.5788"
"110.json","18","30.0","26","8","18","19","8","47","11","36","39","11","2","5","0.0","0.01","0.02","0.06","0.11","13.04541668"
"111.json","18","30.0","28","10","18","24","10","50","14","36","50","14","2","6","0.0","0.0","0.02","0.05","0.09","13.5282"
"112.json","18","30.0","13","3","10","6","3","21","3","18","9","3","4","3","0.01","0.05","0.11","0.21","0.32","9.8528"
"113.json","18","30.0","21","6","15","14","6","35","7","28","26","7","3","4","0.0","0.02","0.05","0.11","0.18","11.9036"
"114.json","18","30.0","21","6","15","14","6","35","7","28","26","7","3","4","0.0","0.02","0.05","0.11","0.18","11.92777056"
"115.json","18","30.0","26","9","17","22","9","45","11","34","43","11","2","5","0.0","0.01","0.03","0.06","0.12","13.024647919167695"
"116.json","18","30.0","19","5","14","11","5","33","6","27","20","6","3","4","0.0","0.02","0.06","0.13","0.21","11.4276"
"117.json","18","30.0","23","7","16","17","7","39","9","30","33","9","3","5","0.0","0.01","0.03","0.08","0.14","12.493809520018363"
"118.json","18","30.0","26","8","18","19","8","46","10","36","37","10","2","5","0.0","0.01","0.02","0.06","0.11","12.9737718"
"119.json","18","30.0","28","10","18","25","10","49","13","36","50","13","2","6","0.0","0.0","0.02","0.05","0.09","13.5395"
"12.json","18","30.0","11","2","9","4","2","24","4","20","10","4","4","2","0.01","0.06","0.13","0.23","0.34","9.5493"
"120.json","18","30.0","19","5","14","11","5","33","6","27","20","6","3","4","0.0","0.02","0.06","0.13","0.21","11.32717629602525"
"121.json","18","30.0","26","8","18","19","8","46","10","36","37","10","2","5","0.0","0.01","0.02","0.05","0.1","13.132409083335999"
"122.json","18","30.0","23","7","16","17","7","39","9","30","33","9","3","5","0.0","0.01","0.03","0.08","0.15","12.5068"
"123.json","18","30.0","28","10","18","25","10","49","13","36","50","13","2","6","0.0","0.01","0.02","0.05","0.09","13.3826"
"124.json","18","30.0","23","7","16","16","7","42","9","33","31","9","2","5","0.0","0.01","0.04","0.08","0.15","12.2763"
"125.json","18","30.0","27","9","18","22","9","48","12","36","44","12","2","6","0.0","0.01","0.02","0.05","0.1","13.3778"
"126.json","18","30.0","27","9","18","22","9","48","12","36","44","12","2","6","0.0","0.01","0.02","0.06","0.1","13.32045526"
"127.json","18","30.0","29","11","18","28","11","51","15","36","57","15","2","7","0.0","0.01","0.02","0.05","0.09","13.779043561081734"
"128.json","18","30.0","9","1","8","2","1","16","1","15","3","1","5","1","0.01","0.06","0.14","0.25","0.37","9.3144"
