"name","credits","difficulty","complexity","blocking","delay","centrality","reachability","term_complexity","term_blocking","term_delay","term_centrality","term_reachability","free","edges","gradRate3","gradRate4","gradRate5","gradRate6","gradRate7","averageTTD"
"0.json","18","55.0","6","0","6","0","0","12","0","12","0","0","6","0","0.24","0.53","0.75","0.88","0.94","4.676626909810967"
"1.json","18","55.0","9","1","8","2","1","19","2","17","5","2","5","1","0.15","0.42","0.65","0.81","0.91","5.156"
"10.json","18","55.0","11","2","9","4","2","23","4","19","10","4","5","2","0.13","0.37","0.62","0.78","0.88","5.332644286492"
"100.json","18","55.0","18","4","14","9","4","32","5","27","17","5","3","3","0.08","0.29","0.52","0.69","0.82","5.824535325381962"
"101.json","18","55.0","22","6","16","14","6","38","8","30","28","8","3","4","0.04","0.2","0.41","0.6","0.75","6.3593756310232425"
"102.json","18","55.0","24","6","18","14","6","44","8","36","28","8","2","4","0.03","0.15","0.34","0.55","0.72","6.584564907065076"
"103.json","18","55.0","26","8","18","19","8","47","11","36","39","11","2","5","0.03","0.15","0.32","0.52","0.69","6.732623526128725"
"104.json","18","55.0","18","4","14","9","4","32","5","27","17","5","3","3","0.08","0.28","0.51","0.69","0.82","5.8458"
"105.json","18","55.0","24","6","18","14","6","44","8","36","28","8","2","4","0.03","0.15","0.35","0.55","0.71","6.5904"
"106.json","18","55.0","22","6","16","14","6","38","8","30","28","8","3","4","0.04","0.19","0.39","0.58","0.73","6.437002654024"
"107.json","18","55.0","26","8","18","19","8","47","11","36","39","11","2","5","0.03","0.14","0.32","0.53","0.69","6.7398"
"108.json","18","55.0","22","6","16","14","6","41","8","33","28","8","2","4","0.05","0.19","0.41","0.61","0.76","6.303377613647999"
"109.json","18","55.0","26","8","18","19","8","47","11","36","39","11","2","5","0.02","0.14","0.33","0.52","0.68","6.7865465247052255"
"11.json","18","55.0","13","3","10","6","3","28","6","22","15","6","4","3","0.1","0.33","0.56","0.73","0.85","5.5866"
"110.json","18","55.0","26","8","18","19","8","47","11","36","39","11","2","5","0.03","0.14","0.32","0.52","0.69","6.743147959999999"
"111.json","18","55.0","28","10","18","24","10","50","14","36","50","14","2","6","0.03","0.13","0.3","0.49","0.66","6.9056"
"112.json","18","55.0","13","3","10","6","3","21","3","18","9","3","4","3","0.19","0.45","0.67","0.81","0.9","5.0572"
