"name","credits","difficulty","complexity","blocking","delay","centrality","reachability","term_complexity","term_blocking","term_delay","term_centrality","term_reachability","free","edges","gradRate3","gradRate4","gradRate5","gradRate6","gradRate7","averageTTD"
"0.json","18","60.0","6","0","6","0","0","12","0","12","0","0","6","0","0.34","0.64","0.83","0.93","0.97","4.256285773700231"
"1.json","18","60.0","9","1","8","2","1","19","2","17","5","2","5","1","0.22","0.53","0.75","0.88","0.94","4.7231"
"10.json","18","60.0","11","2","9","4","2","23","4","19","10","4","5","2","0.21","0.5","0.73","0.87","0.94","4.819106467248"
"100.json","18","60.0","18","4","14","9","4","32","5","27","17","5","3","3","0.13","0.39","0.63","0.8","0.89","5.25125125715474"
"101.json","18","60.0","22","6","16","14","6","38","8","30","28","8","3","4","0.08","0.28","0.52","0.7","0.84","5.75098376"
"102.json","18","60.0","24","6","18","14","6","44","8","36","28","8","2","4","0.04","0.23","0.47","0.67","0.81","5.962650250251431"
"103.json","18","60.0","26","8","18","19","8","47","11","36","39","11","2","5","0.05","0.2","0.43","0.64","0.79","6.1058449279280005"
"104.json","18","60.0","18","4","14","9","4","32","5","27","17","5","3","3","0.13","0.37","0.61","0.78","0.88","5.348"
"105.json","18","60.0","24","6","18","14","6","44","8","36","28","8","2","4","0.04","0.22","0.46","0.67","0.82","5.99016938"
"106.json","18","60.0","22","6","16","14","6","38","8","30","28","8","3","4","0.07","0.27","0.52","0.71","0.84","5.77027014"
"107.json","18","60.0","26","8","18","19","8","47","11","36","39","11","2","5","0.05","0.21","0.44","0.65","0.79","6.092109338036"
"108.json","18","60.0","22","6","16","14","6","41","8","33","28","8","2","4","0.08","0.29","0.53","0.72","0.85","5.6882"
"109.json","18","60.0","26","8","18","19","8","47","11","36","39","11","2","5","0.05","0.2","0.43","0.65","0.79","6.1219"
"11.json","18","60.0","13","3","10","6","3","28","6","22","15","6","4","3","0.15","0.44","0.68","0.83","0.92","5.0498"
"110.json","18","60.0","26","8","18","19","8","47","11","36","39","11","2","5","0.04","0.21","0.44","0.65","0.79","6.0986"
"111.json","18","60.0","28","10","18","24","10","50","14","36","50","14","2","6","0.04","0.19","0.42","0.62","0.77","6.2182"
"112.json","18","60.0","13","3","10","6","3","21","3","18","9","3","4","3","0.29","0.57","0.77","0.89","0.95","4.53236168"
"113.json","18","60.0","21","6","15","14","6","35","7","28","26","7","3","4","0.1","0.32","0.55","0.73","0.85","5.602166835395256"
"114.json","18","60.0","21","6","15","14","6","35","7","28","26","7","3","4","0.1","0.33","0.55","0.74","0.85","5.5894"
"115.json","18","60.0","26","9","17","22","9","45","11","34","43","11","2","5","0.06","0.24","0.46","0.65","0.79","6.054"
"116.json","18","60.0","19","5","14","11","5","33","6","27","20","6","3","4","0.14","0.38","0.62","0.78","0.88","5.3102970322720005"
"117.json","18","60.0","23","7","16","17","7","39","9","30","33","9","3","5","0.07","0.26","0.49","0.68","0.81","5.9092243799999995"
"118.json","18","60.0","26","8","18","19","8","46","10","36","37","10","2","5","0.04","0.2","0.43","0.64","0.79","6.127418421867607"
"119.json","18","60.0","28","10","18","25","10","49","13","36","50","13","2","6","0.05","0.19","0.41","0.62","0.77","6.22911252"
"12.json","18","60.0","11","2","9","4","2","24","4","20","10","4","4","2","0.31","0.6","0.8","0.9","0.95","4.42616382129345"
"120.json","18","60.0","19","5","14","11","5","33","6","27","20","6","3","4","0.12","0.37","0.6","0.78","0.88","5.369721908277645"
"121.json","18","60.0","26","8","18","19","8","46","10","36","37","10","2","5","0.05","0.22","0.44","0.64","0.79","6.0825"
"122.json","18","60.0","23","7","16","17","7","39","9","30","33","9","3","5","0.07","0.26","0.49","0.68","0.81","5.8852"
"123.json","18","60.0","28","10","18","25","10","49","13","36","50","13","2","6","0.05","0.2","0.4","0.6","0.76","6.2676"
"124.json","18","60.0","23","7","16","16","7","42","9","33","31","9","2","5","0.09","0.28","0.52","0.72","0.84","5.705"
"125.json","18","60.0","27","9","18","22","9","48","12","36","44","12","2","6","0.05","0.2","0.43","0.63","0.78","6.187915466627511"
"126.json","18","60.0","27","9","18","22","9","48","12","36","44","12","2","6","0.05","0.21","0.42","0.63","0.77","6.182741"
"127.json","18","60.0","29","11","18","28","11","51","15","36","57","15","2","7","0.05","0.19","0.39","0.6","0.74","6.3459"
"128.json","18","60.0","9","1","8","2","1","16","1","15","3","1","5","1","0.3","0.61","0.82","0.92","0.96","4.3764"
"129.json","18","60.0","12","2","10","4","2","23","3","20","8","3","4","2","0.3","0.59","0.79","0.9","0.95","4.45732068"
"13.json","18","60.0","13","3","10","6","3","28","6","22","15","6","4","3","0.19","0.49","0.72","0.86","0.93","4.8711"
"130.json","18","60.0","12","2","10","4","2","23","3","20","8","3","4","2","0.29","0.59","0.79","0.9","0.95","4.4799227858808655"
"131.json","18","60.0","14","3","11","6","3","28","5","23","13","5","3","3","0.28","0.56","0.77","0.88","0.94","4.5576"
"132.json","18","60.0","15","3","12","7","3","28","4","24","14","4","4","2","0.15","0.41","0.65","0.8","0.9","5.194262059406454"
"133.json","18","60.0","17","4","13","9","4","32","6","26","19","6","4","3","0.14","0.4","0.62","0.79","0.89","5.26597714684"
"134.json","18","60.0","18","4","14","9","4","35","6","29","19","6","3","3","0.13","0.38","0.62","0.79","0.88","5.3208"
"135.json","18","60.0","19","5","14","11","5","37","8","29","24","8","3","4","0.13","0.38","0.61","0.78","0.88","5.346653195429368"
"136.json","18","60.0","15","3","12","7","3","28","4","24","14","4","4","2","0.15","0.41","0.64","0.8","0.89","5.217712475681871"
"137.json","18","60.0","18","4","14","9","4","35","6","29","19","6","3","3","0.13","0.39","0.61","0.78","0.88","5.324540105414384"
"138.json","18","60.0","17","4","13","9","4","32","6","26","19","6","4","3","0.14","0.39","0.63","0.78","0.88","5.294273944381656"
"139.json","18","60.0","19","5","14","11","5","37","8","29","24","8","3","4","0.13","0.39","0.62","0.79","0.89","5.296264908021083"
"14.json","18","60.0","13","3","10","6","3","28","6","22","15","6","4","3","0.18","0.47","0.71","0.86","0.93","4.924766840267358"
"140.json","18","60.0","19","5","14","12","5","37","7","30","25","7","3","3","0.12","0.35","0.58","0.76","0.86","5.487198033876"
"141.json","18","60.0","21","6","15","14","6","41","9","32","30","9","3","4","0.1","0.32","0.55","0.74","0.85","5.6028"
"142.json","18","60.0","21","6","15","14","6","41","9","32","30","9","3","4","0.11","0.33","0.57","0.74","0.86","5.544497439606775"
"143.json","18","60.0","22","7","15","16","7","43","11","32","35","11","3","5","0.1","0.31","0.54","0.72","0.84","5.6584746"
"144.json","18","60.0","12","2","10","4","2","20","2","18","6","2","4","2","0.29","0.58","0.78","0.9","0.95","4.4830592529816045"
"145.json","18","60.0","18","4","14","9","4","32","5","27","17","5","3","3","0.12","0.38","0.62","0.79","0.89","5.293858854788876"
"146.json","18","60.0","18","4","14","9","4","32","5","27","17","5","3","3","0.13","0.37","0.61","0.78","0.88","5.354496611850597"
"147.json","18","60.0","22","6","16","14","6","41","8","33","28","8","2","4","0.09","0.29","0.52","0.71","0.83","5.736908899487922"
"148.json","18","60.0","18","4","14","9","4","32","5","27","17","5","3","3","0.13","0.37","0.61","0.78","0.89","5.3164"
"149.json","18","60.0","22","6","16","14","6","38","8","30","28","8","3","4","0.07","0.28","0.51","0.7","0.83","5.8113204333670785"
"15.json","18","60.0","14","4","10","8","4","30","8","22","20","8","4","4","0.16","0.44","0.66","0.81","0.91","5.117"
"150.json","18","60.0","24","6","18","14","6","44","8","36","28","8","2","4","0.05","0.23","0.46","0.68","0.82","5.950157191032"
"151.json","18","60.0","26","8","18","19","8","47","11","36","39","11","2","5","0.05","0.22","0.44","0.64","0.78","6.11658858"
"152.json","18","60.0","18","4","14","9","4","32","5","27","17","5","3","3","0.14","0.38","0.62","0.78","0.88","5.315357525456"
"153.json","18","60.0","24","6","18","14","6","44","8","36","28","8","2","4","0.05","0.24","0.47","0.68","0.82","5.946450939999999"
"154.json","18","60.0","22","6","16","14","6","38","8","30","28","8","3","4","0.08","0.28","0.52","0.71","0.84","5.736891937052117"
"155.json","18","60.0","26","8","18","19","8","47","11","36","39","11","2","5","0.05","0.21","0.44","0.65","0.79","6.0849988625760005"
