"name","credits","difficulty","complexity","blocking","delay","centrality","reachability","term_complexity","term_blocking","term_delay","term_centrality","term_reachability","free","edges","gradRate3","gradRate4","gradRate5","gradRate6","gradRate7","averageTTD"
"0.json","18","47.5","6","0","6","0","0","12","0","12","0","0","6","0","0.13","0.36","0.59","0.75","0.86","5.486541024746055"
"1.json","18","47.5","9","1","8","2","1","19","2","17","5","2","5","1","0.09","0.27","0.48","0.66","0.79","6.028"
"10.json","18","47.5","11","2","9","4","2","23","4","19","10","4","5","2","0.07","0.24","0.44","0.63","0.76","6.196518752756"
"100.json","18","47.5","18","4","14","9","4","32","5","27","17","5","3","3","0.05","0.16","0.33","0.5","0.66","6.899697308204948"
"101.json","18","47.5","22","6","16","14","6","38","8","30","28","8","3","4","0.02","0.1","0.24","0.4","0.57","7.522710139244085"
"102.json","18","47.5","24","6","18","14","6","44","8","36","28","8","2","4","0.01","0.08","0.21","0.37","0.54","7.6913799394616404"
"103.json","18","47.5","26","8","18","19","8","47","11","36","39","11","2","5","0.01","0.07","0.18","0.34","0.5","7.9699855982314824"
"104.json","18","47.5","18","4","14","9","4","32","5","27","17","5","3","3","0.04","0.16","0.34","0.51","0.66","6.9"
"105.json","18","47.5","24","6","18","14","6","44","8","36","28","8","2","4","0.01","0.08","0.21","0.38","0.53","7.668"
"106.json","18","47.5","22","6","16","14","6","38","8","30","28","8","3","4","0.02","0.1","0.25","0.41","0.57","7.551509049329156"
"107.json","18","47.5","26","8","18","19","8","47","11","36","39","11","2","5","0.01","0.07","0.19","0.34","0.49","7.9696"
"108.json","18","47.5","22","6","16","14","6","41","8","33","28","8","2","4","0.02","0.1","0.25","0.42","0.58","7.4519216197387665"
"109.json","18","47.5","26","8","18","19","8","47","11","36","39","11","2","5","0.01","0.06","0.17","0.34","0.5","8.000993997119647"
"11.json","18","47.5","13","3","10","6","3","28","6","22","15","6","4","3","0.06","0.2","0.4","0.58","0.73","6.4726"
"110.json","18","47.5","26","8","18","19","8","47","11","36","39","11","2","5","0.01","0.07","0.19","0.34","0.5","7.95119392"
"111.json","18","47.5","28","10","18","24","10","50","14","36","50","14","2","6","0.01","0.06","0.17","0.31","0.47","8.1288"
"112.json","18","47.5","13","3","10","6","3","21","3","18","9","3","4","3","0.1","0.28","0.48","0.66","0.78","6.012"
"113.json","18","47.5","21","6","15","14","6","35","7","28","26","7","3","4","0.03","0.14","0.29","0.45","0.61","7.254"
