"name","credits","difficulty","complexity","blocking","delay","centrality","reachability","term_complexity","term_blocking","term_delay","term_centrality","term_reachability","free","edges","gradRate3","gradRate4","gradRate5","gradRate6","gradRate7","averageTTD"
"0.json","18","77.5","6","0","6","0","0","12","0","12","0","0","6","0","0.72","0.93","0.98","1.0","1.0","3.1549137359696835"
"1.json","18","77.5","9","1","8","2","1","19","2","17","5","2","5","1","0.54","0.85","0.95","0.99","1.0","3.6816"
"10.json","18","77.5","11","2","9","4","2","23","4","19","10","4","5","2","0.52","0.84","0.95","0.99","1.0","3.7079729841959996"
"100.json","18","77.5","18","4","14","9","4","32","5","27","17","5","3","3","0.42","0.74","0.92","0.97","0.99","3.9592309827471937"
"101.json","18","77.5","22","6","16","14","6","38","8","30","28","8","3","4","0.27","0.64","0.86","0.95","0.98","4.313191518047682"
"102.json","18","77.5","24","6","18","14","6","44","8","36","28","8","2","4","0.22","0.62","0.86","0.96","0.99","4.36339184619655"
"103.json","18","77.5","26","8","18","19","8","47","11","36","39","11","2","5","0.21","0.59","0.82","0.94","0.98","4.469019644672806"
"104.json","18","77.5","18","4","14","9","4","32","5","27","17","5","3","3","0.38","0.74","0.91","0.97","0.99","4.001"
"105.json","18","77.5","24","6","18","14","6","44","8","36","28","8","2","4","0.23","0.62","0.85","0.95","0.98","4.3896"
"106.json","18","77.5","22","6","16","14","6","38","8","30","28","8","3","4","0.28","0.65","0.87","0.95","0.99","4.267609201156412"
"107.json","18","77.5","26","8","18","19","8","47","11","36","39","11","2","5","0.2","0.58","0.83","0.94","0.98","4.475"
"108.json","18","77.5","22","6","16","14","6","41","8","33","28","8","2","4","0.32","0.68","0.88","0.96","0.99","4.173601519579615"
"109.json","18","77.5","26","8","18","19","8","47","11","36","39","11","2","5","0.22","0.58","0.84","0.93","0.98","4.461093803928934"
"11.json","18","77.5","13","3","10","6","3","28","6","22","15","6","4","3","0.42","0.77","0.93","0.98","1.0","3.9018"
"110.json","18","77.5","26","8","18","19","8","47","11","36","39","11","2","5","0.22","0.6","0.83","0.94","0.98","4.438495"
"111.json","18","77.5","28","10","18","24","10","50","14","36","50","14","2","6","0.21","0.56","0.81","0.93","0.98","4.5184"
"112.json","18","77.5","13","3","10","6","3","21","3","18","9","3","4","3","0.67","0.89","0.97","0.99","1.0","3.2688"
"113.json","18","77.5","21","6","15","14","6","35","7","28","26","7","3","4","0.34","0.68","0.88","0.96","0.99","4.1512"
"114.json","18","77.5","21","6","15","14","6","35","7","28","26","7","3","4","0.34","0.7","0.88","0.96","0.99","4.13745376"
"115.json","18","77.5","26","9","17","22","9","45","11","34","43","11","2","5","0.27","0.62","0.84","0.94","0.98","4.3768363693539545"
"116.json","18","77.5","19","5","14","11","5","33","6","27","20","6","3","4","0.4","0.75","0.91","0.97","0.99","3.9836"
"117.json","18","77.5","23","7","16","17","7","39","9","30","33","9","3","5","0.28","0.64","0.86","0.95","0.98","4.288492218760786"
"118.json","18","77.5","26","8","18","19","8","46","10","36","37","10","2","5","0.21","0.59","0.82","0.94","0.98","4.462060776143323"
"119.json","18","77.5","28","10","18","25","10","49","13","36","50","13","2","6","0.21","0.56","0.81","0.93","0.98","4.5193"
"12.json","18","77.5","11","2","9","4","2","24","4","20","10","4","4","2","0.68","0.9","0.97","0.99","1.0","3.2391"
"120.json","18","77.5","19","5","14","11","5","33","6","27","20","6","3","4","0.4","0.75","0.91","0.97","0.99","3.9815355069011638"
"121.json","18","77.5","26","8","18","19","8","46","10","36","37","10","2","5","0.22","0.59","0.83","0.94","0.98","4.453087699"
"122.json","18","77.5","23","7","16","17","7","39","9","30","33","9","3","5","0.28","0.62","0.84","0.94","0.98","4.3472"
"123.json","18","77.5","28","10","18","25","10","49","13","36","50","13","2","6","0.22","0.56","0.81","0.93","0.97","4.5094"
"124.json","18","77.5","23","7","16","16","7","42","9","33","31","9","2","5","0.31","0.67","0.87","0.96","0.99","4.2113"
"125.json","18","77.5","27","9","18","22","9","48","12","36","44","12","2","6","0.21","0.56","0.81","0.92","0.98","4.5346"
"126.json","18","77.5","27","9","18","22","9","48","12","36","44","12","2","6","0.23","0.59","0.82","0.94","0.98","4.4544422599999995"
