"name","credits","difficulty","complexity","blocking","delay","centrality","reachability","term_complexity","term_blocking","term_delay","term_centrality","term_reachability","free","edges","gradRate3","gradRate4","gradRate5","gradRate6","gradRate7","averageTTD"
"0.json","18","42.5","6","0","6","0","0","12","0","12","0","0","6","0","0.07","0.23","0.43","0.61","0.75","6.277665838761632"
"1.json","18","42.5","9","1","8","2","1","19","2","17","5","2","5","1","0.05","0.18","0.36","0.53","0.68","6.7985"
"10.json","18","42.5","11","2","9","4","2","23","4","19","10","4","5","2","0.04","0.17","0.32","0.51","0.66","6.935975756128"
"100.json","18","42.5","18","4","14","9","4","32","5","27","17","5","3","3","0.02","0.11","0.25","0.4","0.55","7.674055533167752"
"101.json","18","42.5","22","6","16","14","6","38","8","30","28","8","3","4","0.01","0.06","0.16","0.29","0.45","8.489185240000001"
"102.json","18","42.5","24","6","18","14","6","44","8","36","28","8","2","4","0.0","0.04","0.13","0.26","0.41","8.722134811106633"
"103.json","18","42.5","26","8","18","19","8","47","11","36","39","11","2","5","0.0","0.03","0.11","0.23","0.36","9.021311375016"
"104.json","18","42.5","18","4","14","9","4","32","5","27","17","5","3","3","0.02","0.11","0.23","0.38","0.53","7.7766"
"105.json","18","42.5","24","6","18","14","6","44","8","36","28","8","2","4","0.01","0.04","0.13","0.26","0.4","8.778536299999999"
"106.json","18","42.5","22","6","16","14","6","38","8","30","28","8","3","4","0.01","0.07","0.16","0.3","0.44","8.48451178"
"107.json","18","42.5","26","8","18","19","8","47","11","36","39","11","2","5","0.01","0.04","0.12","0.23","0.36","9.007799474924"
"108.json","18","42.5","22","6","16","14","6","41","8","33","28","8","2","4","0.01","0.07","0.17","0.3","0.45","8.4028"
"109.json","18","42.5","26","8","18","19","8","47","11","36","39","11","2","5","0.01","0.04","0.12","0.23","0.37","9.0161"
"11.json","18","42.5","13","3","10","6","3","28","6","22","15","6","4","3","0.03","0.13","0.29","0.44","0.6","7.3078"
"110.json","18","42.5","26","8","18","19","8","47","11","36","39","11","2","5","0.01","0.04","0.12","0.23","0.37","8.9784"
"111.json","18","42.5","28","10","18","24","10","50","14","36","50","14","2","6","0.01","0.03","0.1","0.2","0.34","9.2362"
"112.json","18","42.5","13","3","10","6","3","21","3","18","9","3","4","3","0.06","0.2","0.36","0.53","0.67","6.8084"
