"name","credits","difficulty","complexity","blocking","delay","centrality","reachability","term_complexity","term_blocking","term_delay","term_centrality","term_reachability","free","edges","gradRate3","gradRate4","gradRate5","gradRate6","gradRate7","averageTTD"
"0.json","18","80.0","6","0","6","0","0","12","0","12","0","0","6","0","0.77","0.95","0.99","1.0","1.0","3.029443357862332"
"1.json","18","80.0","9","1","8","2","1","19","2","17","5","2","5","1","0.58","0.88","0.97","0.99","1.0","3.5816"
"10.json","18","80.0","11","2","9","4","2","23","4","19","10","4","5","2","0.56","0.87","0.97","0.99","1.0","3.602502369868"
"100.json","18","80.0","18","4","14","9","4","32","5","27","17","5","3","3","0.45","0.8","0.93","0.98","0.99","3.844405888671572"
"101.json","18","80.0","22","6","16","14","6","38","8","30","28","8","3","4","0.32","0.7","0.9","0.97","0.99","4.120319900084585"
"102.json","18","80.0","24","6","18","14","6","44","8","36","28","8","2","4","0.26","0.67","0.88","0.96","0.99","4.2323688811777345"
"103.json","18","80.0","26","8","18","19","8","47","11","36","39","11","2","5","0.26","0.65","0.87","0.96","0.99","4.2733447485413425"
"104.json","18","80.0","18","4","14","9","4","32","5","27","17","5","3","3","0.46","0.79","0.93","0.98","0.99","3.8486"
"105.json","18","80.0","24","6","18","14","6","44","8","36","28","8","2","4","0.26","0.66","0.89","0.97","0.99","4.2282"
"106.json","18","80.0","22","6","16","14","6","38","8","30","28","8","3","4","0.33","0.7","0.9","0.97","0.99","4.113731822637291"
"107.json","18","80.0","26","8","18","19","8","47","11","36","39","11","2","5","0.26","0.64","0.87","0.96","0.99","4.2874"
"108.json","18","80.0","22","6","16","14","6","41","8","33","28","8","2","4","0.36","0.73","0.91","0.97","0.99","4.042508496205081"
"109.json","18","80.0","26","8","18","19","8","47","11","36","39","11","2","5","0.26","0.66","0.88","0.96","0.99","4.260054668949708"
"11.json","18","80.0","13","3","10","6","3","28","6","22","15","6","4","3","0.48","0.82","0.95","0.99","1.0","3.7604"
"110.json","18","80.0","26","8","18","19","8","47","11","36","39","11","2","5","0.26","0.65","0.87","0.96","0.99","4.270257480000001"
"111.json","18","80.0","28","10","18","24","10","50","14","36","50","14","2","6","0.27","0.63","0.86","0.95","0.98","4.323"
"112.json","18","80.0","13","3","10","6","3","21","3","18","9","3","4","3","0.72","0.92","0.98","1.0","1.0","3.1306"
"113.json","18","80.0","21","6","15","14","6","35","7","28","26","7","3","4","0.4","0.75","0.91","0.97","0.99","3.988"
"114.json","18","80.0","21","6","15","14","6","35","7","28","26","7","3","4","0.39","0.74","0.91","0.97","0.99","4.01242612"
"115.json","18","80.0","26","9","17","22","9","45","11","34","43","11","2","5","0.32","0.68","0.88","0.96","0.99","4.175760350390197"
"116.json","18","80.0","19","5","14","11","5","33","6","27","20","6","3","4","0.44","0.79","0.93","0.98","0.99","3.8724"
"117.json","18","80.0","23","7","16","17","7","39","9","30","33","9","3","5","0.32","0.68","0.88","0.96","0.99","4.17805201093379"
"118.json","18","80.0","26","8","18","19","8","46","10","36","37","10","2","5","0.26","0.66","0.87","0.96","0.99","4.26857371223274"
"119.json","18","80.0","28","10","18","25","10","49","13","36","50","13","2","6","0.26","0.63","0.86","0.95","0.99","4.3211"
"12.json","18","80.0","11","2","9","4","2","24","4","20","10","4","4","2","0.75","0.93","0.99","1.0","1.0","3.0733"
"120.json","18","80.0","19","5","14","11","5","33","6","27","20","6","3","4","0.45","0.79","0.94","0.98","1.0","3.8458608529466023"
"121.json","18","80.0","26","8","18","19","8","46","10","36","37","10","2","5","0.26","0.64","0.87","0.96","0.99","4.284654051496"
"122.json","18","80.0","23","7","16","17","7","39","9","30","33","9","3","5","0.32","0.69","0.89","0.96","0.99","4.1566"
"123.json","18","80.0","28","10","18","25","10","49","13","36","50","13","2","6","0.26","0.64","0.86","0.96","0.99","4.296"
"124.json","18","80.0","23","7","16","16","7","42","9","33","31","9","2","5","0.37","0.73","0.91","0.97","0.99","4.0311"
"125.json","18","80.0","27","9","18","22","9","48","12","36","44","12","2","6","0.27","0.64","0.86","0.95","0.99","4.2978"
"126.json","18","80.0","27","9","18","22","9","48","12","36","44","12","2","6","0.27","0.64","0.87","0.96","0.99","4.28460622"
"127.json","18","80.0","29","11","18","28","11","51","15","36","57","15","2","7","0.28","0.62","0.85","0.95","0.99","4.3329943988639394"
"128.json","18","80.0","9","1","8","2","1","16","1","15","3","1","5","1","0.75","0.94","0.99","1.0","1.0","3.0636"
"129.json","18","80.0","12","2","10","4","2","23","3","20","8","3","4","2","0.74","0.93","0.98","1.0","1.0","3.1011205004739737"
"13.json","18","80.0","13","3","10","6","3","28","6","22","15","6","4","3","0.55","0.86","0.96","0.99","1.0","3.6523"
"130.json","18","80.0","12","2","10","4","2","23","3","20","8","3","4","2","0.74","0.93","0.98","1.0","1.0","3.094"
"131.json","18","80.0","14","3","11","6","3","28","5","23","13","5","3","3","0.73","0.91","0.98","1.0","1.0","3.1214"
"132.json","18","80.0","15","3","12","7","3","28","4","24","14","4","4","2","0.48","0.81","0.94","0.98","1.0","3.803"
"133.json","18","80.0","17","4","13","9","4","32","6","26","19","6","4","3","0.46","0.79","0.94","0.98","0.99","3.8371"
"134.json","18","80.0","18","4","14","9","4","35","6","29","19","6","3","3","0.44","0.78","0.93","0.98","1.0","3.8739606"
"135.json","18","80.0","19","5","14","11","5","37","8","29","24","8","3","4","0.47","0.8","0.94","0.98","1.0","3.82156742"
"136.json","18","80.0","15","3","12","7","3","28","4","24","14","4","4","2","0.49","0.81","0.94","0.98","1.0","3.7927"
"137.json","18","80.0","18","4","14","9","4","35","6","29","19","6","3","3","0.46","0.8","0.93","0.98","0.99","3.8342"
