"name","credits","difficulty","complexity","blocking","delay","centrality","reachability","term_complexity","term_blocking","term_delay","term_centrality","term_reachability","free","edges","gradRate3","gradRate4","gradRate5","gradRate6","gradRate7","averageTTD"
"0.json","18","62.5","6","0","6","0","0","12","0","12","0","0","6","0","0.39","0.7","0.87","0.95","0.98","4.064216213735945"
"1.json","18","62.5","9","1","8","2","1","19","2","17","5","2","5","1","0.26","0.57","0.79","0.91","0.96","4.5374"
"10.json","18","62.5","11","2","9","4","2","23","4","19","10","4","5","2","0.23","0.54","0.77","0.89","0.95","4.650445602916"
"100.json","18","62.5","18","4","14","9","4","32","5","27","17","5","3","3","0.16","0.44","0.68","0.83","0.92","5.072212843242747"
"101.json","18","62.5","22","6","16","14","6","38","8","30","28","8","3","4","0.09","0.31","0.55","0.75","0.88","5.53893098014147"
"102.json","18","62.5","24","6","18","14","6","44","8","36","28","8","2","4","0.06","0.28","0.53","0.74","0.86","5.669414442568648"
"103.json","18","62.5","26","8","18","19","8","47","11","36","39","11","2","5","0.06","0.24","0.49","0.7","0.84","5.8393736312307984"
"104.json","18","62.5","18","4","14","9","4","32","5","27","17","5","3","3","0.15","0.44","0.67","0.82","0.92","5.066"
"105.json","18","62.5","24","6","18","14","6","44","8","36","28","8","2","4","0.06","0.28","0.53","0.73","0.87","5.6652"
"106.json","18","62.5","22","6","16","14","6","38","8","30","28","8","3","4","0.09","0.31","0.56","0.74","0.86","5.565932278633318"
"107.json","18","62.5","26","8","18","19","8","47","11","36","39","11","2","5","0.05","0.25","0.5","0.7","0.84","5.8152"
"108.json","18","62.5","22","6","16","14","6","41","8","33","28","8","2","4","0.11","0.35","0.59","0.78","0.88","5.405127037176306"
"109.json","18","62.5","26","8","18","19","8","47","11","36","39","11","2","5","0.06","0.24","0.49","0.7","0.84","5.845167874726246"
"11.json","18","62.5","13","3","10","6","3","28","6","22","15","6","4","3","0.18","0.48","0.72","0.86","0.94","4.8744"
"110.json","18","62.5","26","8","18","19","8","47","11","36","39","11","2","5","0.06","0.26","0.49","0.7","0.83","5.83436304"
