"name","credits","difficulty","complexity","blocking","delay","centrality","reachability","term_complexity","term_blocking","term_delay","term_centrality","term_reachability","free","edges","gradRate3","gradRate4","gradRate5","gradRate6","gradRate7","averageTTD"
"0.json","18","75.0","6","0","6","0","0","12","0","12","0","0","6","0","0.67","0.91","0.98","0.99","1.0","3.2757616276280292"
"1.json","18","75.0","9","1","8","2","1","19","2","17","5","2","5","1","0.48","0.8","0.94","0.98","0.99","3.8128"
"10.json","18","75.0","11","2","9","4","2","23","4","19","10","4","5","2","0.47","0.8","0.93","0.98","1.0","3.8246107913400005"
"100.json","18","75.0","18","4","14","9","4","32","5","27","17","5","3","3","0.35","0.69","0.88","0.96","0.99","4.142055152325526"
"101.json","18","75.0","22","6","16","14","6","38","8","30","28","8","3","4","0.23","0.59","0.82","0.93","0.98","4.467841806265652"
"102.json","18","75.0","24","6","18","14","6","44","8","36","28","8","2","4","0.17","0.54","0.8","0.93","0.97","4.5936284110304655"
"103.json","18","75.0","26","8","18","19","8","47","11","36","39","11","2","5","0.18","0.52","0.78","0.91","0.97","4.661266891770762"
"104.json","18","75.0","18","4","14","9","4","32","5","27","17","5","3","3","0.36","0.71","0.88","0.96","0.99","4.1168"
"105.json","18","75.0","24","6","18","14","6","44","8","36","28","8","2","4","0.18","0.54","0.8","0.92","0.97","4.607"
"106.json","18","75.0","22","6","16","14","6","38","8","30","28","8","3","4","0.23","0.57","0.82","0.93","0.97","4.493657697480106"
"107.json","18","75.0","26","8","18","19","8","47","11","36","39","11","2","5","0.18","0.51","0.79","0.92","0.97","4.6502"
"108.json","18","75.0","22","6","16","14","6","41","8","33","28","8","2","4","0.28","0.63","0.83","0.94","0.98","4.349633972135105"
"109.json","18","75.0","26","8","18","19","8","47","11","36","39","11","2","5","0.18","0.53","0.79","0.91","0.97","4.6381322533783536"
"11.json","18","75.0","13","3","10","6","3","28","6","22","15","6","4","3","0.36","0.73","0.9","0.97","0.99","4.0514"
"110.json","18","75.0","26","8","18","19","8","47","11","36","39","11","2","5","0.18","0.53","0.78","0.91","0.97","4.63393004"
"111.json","18","75.0","28","10","18","24","10","50","14","36","50","14","2","6","0.17","0.5","0.75","0.9","0.96","4.736"
"112.json","18","75.0","13","3","10","6","3","21","3","18","9","3","4","3","0.61","0.86","0.96","0.99","1.0","3.4216"
"113.json","18","75.0","21","6","15","14","6","35","7","28","26","7","3","4","0.29","0.63","0.84","0.94","0.98","4.3206"
"114.json","18","75.0","21","6","15","14","6","35","7","28","26","7","3","4","0.29","0.63","0.84","0.94","0.98","4.33468432"
"115.json","18","75.0","26","9","17","22","9","45","11","34","43","11","2","5","0.23","0.55","0.79","0.92","0.97","4.556694019548042"
"116.json","18","75.0","19","5","14","11","5","33","6","27","20","6","3","4","0.36","0.7","0.88","0.96","0.98","4.1208"
"117.json","18","75.0","23","7","16","17","7","39","9","30","33","9","3","5","0.23","0.58","0.8","0.92","0.97","4.508127626450675"
"118.json","18","75.0","26","8","18","19","8","46","10","36","37","10","2","5","0.18","0.52","0.78","0.91","0.97","4.659712471507658"
"119.json","18","75.0","28","10","18","25","10","49","13","36","50","13","2","6","0.18","0.51","0.76","0.9","0.97","4.7145"
"12.json","18","75.0","11","2","9","4","2","24","4","20","10","4","4","2","0.63","0.88","0.96","0.99","1.0","3.3555"
"120.json","18","75.0","19","5","14","11","5","33","6","27","20","6","3","4","0.35","0.69","0.88","0.95","0.98","4.155769235286912"
"121.json","18","75.0","26","8","18","19","8","46","10","36","37","10","2","5","0.18","0.52","0.79","0.92","0.97","4.644526786008"
"122.json","18","75.0","23","7","16","17","7","39","9","30","33","9","3","5","0.23","0.57","0.81","0.92","0.97","4.5094"
"123.json","18","75.0","28","10","18","25","10","49","13","36","50","13","2","6","0.18","0.49","0.75","0.9","0.96","4.74"
"124.json","18","75.0","23","7","16","16","7","42","9","33","31","9","2","5","0.26","0.61","0.84","0.94","0.98","4.3907"
"125.json","18","75.0","27","9","18","22","9","48","12","36","44","12","2","6","0.18","0.51","0.77","0.9","0.96","4.6944"
"126.json","18","75.0","27","9","18","22","9","48","12","36","44","12","2","6","0.18","0.52","0.77","0.91","0.97","4.67287814"
"127.json","18","75.0","29","11","18","28","11","51","15","36","57","15","2","7","0.18","0.49","0.75","0.9","0.96","4.756345788590328"
"128.json","18","75.0","9","1","8","2","1","16","1","15","3","1","5","1","0.64","0.89","0.97","0.99","1.0","3.3402"
"129.json","18","75.0","12","2","10","4","2","23","3","20","8","3","4","2","0.62","0.87","0.96","0.99","1.0","3.3833649221582682"
"13.json","18","75.0","13","3","10","6","3","28","6","22","15","6","4","3","0.45","0.78","0.93","0.98","0.99","3.8749"
"130.json","18","75.0","12","2","10","4","2","23","3","20","8","3","4","2","0.62","0.87","0.96","0.99","1.0","3.3894"
"131.json","18","75.0","14","3","11","6","3","28","5","23","13","5","3","3","0.6","0.86","0.95","0.99","1.0","3.4176"
"132.json","18","75.0","15","3","12","7","3","28","4","24","14","4","4","2","0.38","0.71","0.89","0.95","0.98","4.091"
"133.json","18","75.0","17","4","13","9","4","32","6","26","19","6","4","3","0.36","0.71","0.88","0.95","0.98","4.1113"
"134.json","18","75.0","18","4","14","9","4","35","6","29","19","6","3","3","0.35","0.69","0.88","0.96","0.99","4.1348182"
"135.json","18","75.0","19","5","14","11","5","37","8","29","24","8","3","4","0.36","0.7","0.88","0.96","0.99","4.11482226"
"136.json","18","75.0","15","3","12","7","3","28","4","24","14","4","4","2","0.38","0.72","0.89","0.96","0.99","4.0743"
"137.json","18","75.0","18","4","14","9","4","35","6","29","19","6","3","3","0.35","0.69","0.88","0.95","0.98","4.1454"
"138.json","18","75.0","17","4","13","9","4","32","6","26","19","6","4","3","0.36","0.7","0.88","0.96","0.99","4.11301486"
"139.json","18","75.0","19","5","14","11","5","37","8","29","24","8","3","4","0.34","0.68","0.87","0.95","0.98","4.17022908"
"14.json","18","75.0","13","3","10","6","3","28","6","22","15","6","4","3","0.45","0.78","0.93","0.98","1.0","3.8692"
"140.json","18","75.0","19","5","14","12","5","37","7","30","25","7","3","3","0.3","0.64","0.84","0.94","0.98","4.3156"
