"name","credits","difficulty","complexity","blocking","delay","centrality","reachability","term_complexity","term_blocking","term_delay","term_centrality","term_reachability","free","edges","gradRate3","gradRate4","gradRate5","gradRate6","gradRate7","averageTTD"
"0.json","18","12.5","6","0","6","0","0","12","0","12","0","0","6","0","0.0","0.0","0.0","0.01","0.02","22.2392"
"1.json","18","12.5","9","1","8","2","1","19","2","17","5","2","5","1","0.0","0.0","0.0","0.01","0.01","23.8358"
"10.json","18","12.5","11","2","9","4","2","23","4","19","10","4","5","2","0.0","0.0","0.0","0.0","0.01","24.7848"
"100.json","18","12.5","18","4","14","9","4","32","5","27","17","5","3","3","0.0","0.0","0.0","0.0","0.0","27.7132"
"101.json","18","12.5","22","6","16","14","6","38","8","30","28","8","3","4","0.0","0.0","0.0","0.0","0.0","29.8782"
"102.json","18","12.5","24","6","18","14","6","44","8","36","28","8","2","4","0.0","0.0","0.0","0.0","0.0","30.96174264"
"103.json","18","12.5","26","8","18","19","8","47","11","36","39","11","2","5","0.0","0.0","0.0","0.0","0.0","32.0214"
"104.json","18","12.5","18","4","14","9","4","32","5","27","17","5","3","3","0.0","0.0","0.0","0.0","0.01","27.209"
"105.json","18","12.5","24","6","18","14","6","44","8","36","28","8","2","4","0.0","0.0","0.0","0.0","0.0","30.813"
"106.json","18","12.5","22","6","16","14","6","38","8","30","28","8","3","4","0.0","0.0","0.0","0.0","0.0","30.038"
"107.json","18","12.5","26","8","18","19","8","47","11","36","39","11","2","5","0.0","0.0","0.0","0.0","0.0","32.1736"
"108.json","18","12.5","22","6","16","14","6","41","8","33","28","8","2","4","0.0","0.0","0.0","0.0","0.0","29.653"
"109.json","18","12.5","26","8","18","19","8","47","11","36","39","11","2","5","0.0","0.0","0.0","0.0","0.0","31.91080428"
"11.json","18","12.5","13","3","10","6","3","28","6","22","15","6","4","3","0.0","0.0","0.0","0.0","0.01","25.8848"
"110.json","18","12.5","26","8","18","19","8","47","11","36","39","11","2","5","0.0","0.0","0.0","0.0","0.0","31.885634719999995"
"111.json","18","12.5","28","10","18","24","10","50","14","36","50","14","2","6","0.0","0.0","0.0","0.0","0.0","33.1718"
"112.json","18","12.5","13","3","10","6","3","21","3","18","9","3","4","3","0.0","0.0","0.0","0.01","0.01","24.7168418"
"113.json","18","12.5","21","6","15","14","6","35","7","28","26","7","3","4","0.0","0.0","0.0","0.0","0.0","29.7644"
"114.json","18","12.5","21","6","15","14","6","35","7","28","26","7","3","4","0.0","0.0","0.0","0.0","0.01","29.29494336836"
"115.json","18","12.5","26","9","17","22","9","45","11","34","43","11","2","5","0.0","0.0","0.0","0.0","0.0","32.1358"
"116.json","18","12.5","19","5","14","11","5","33","6","27","20","6","3","4","0.0","0.0","0.0","0.0","0.01","27.9048"
"117.json","18","12.5","23","7","16","17","7","39","9","30","33","9","3","5","0.0","0.0","0.0","0.0","0.0","30.906782160856"
"118.json","18","12.5","26","8","18","19","8","46","10","36","37","10","2","5","0.0","0.0","0.0","0.0","0.0","32.0738"
"119.json","18","12.5","28","10","18","25","10","49","13","36","50","13","2","6","0.0","0.0","0.0","0.0","0.0","33.7464"
"12.json","18","12.5","11","2","9","4","2","24","4","20","10","4","4","2","0.0","0.0","0.0","0.01","0.01","23.9102"
"120.json","18","12.5","19","5","14","11","5","33","6","27","20","6","3","4","0.0","0.0","0.0","0.0","0.01","27.6816"
"121.json","18","12.5","26","8","18","19","8","46","10","36","37","10","2","5","0.0","0.0","0.0","0.0","0.0","32.094177126944004"
"122.json","18","12.5","23","7","16","17","7","39","9","30","33","9","3","5","0.0","0.0","0.0","0.0","0.0","30.9644"
"123.json","18","12.5","28","10","18","25","10","49","13","36","50","13","2","6","0.0","0.0","0.0","0.0","0.0","33.8724"
