"name","credits","difficulty","complexity","blocking","delay","centrality","reachability","term_complexity","term_blocking","term_delay","term_centrality","term_reachability","free","edges","gradRate3","gradRate4","gradRate5","gradRate6","gradRate7","averageTTD"
"0.json","18","40.0","6","0","6","0","0","12","0","12","0","0","6","0","0.06","0.2","0.36","0.54","0.69","6.656009945680168"
"1.json","18","40.0","9","1","8","2","1","19","2","17","5","2","5","1","0.03","0.14","0.31","0.47","0.62","7.1794"
"10.json","18","40.0","11","2","9","4","2","23","4","19","10","4","5","2","0.03","0.13","0.28","0.44","0.58","7.379152000172"
"100.json","18","40.0","18","4","14","9","4","32","5","27","17","5","3","3","0.02","0.07","0.19","0.33","0.47","8.283331201989137"
"101.json","18","40.0","22","6","16","14","6","38","8","30","28","8","3","4","0.01","0.05","0.12","0.24","0.38","9.007433404417952"
"102.json","18","40.0","24","6","18","14","6","44","8","36","28","8","2","4","0.0","0.03","0.1","0.2","0.32","9.3488566662404"
"103.json","18","40.0","26","8","18","19","8","47","11","36","39","11","2","5","0.0","0.02","0.09","0.18","0.31","9.634703261748356"
"104.json","18","40.0","18","4","14","9","4","32","5","27","17","5","3","3","0.02","0.08","0.19","0.32","0.47","8.2862"
"105.json","18","40.0","24","6","18","14","6","44","8","36","28","8","2","4","0.0","0.03","0.1","0.21","0.34","9.3334"
"106.json","18","40.0","22","6","16","14","6","38","8","30","28","8","3","4","0.01","0.05","0.13","0.25","0.39","8.96583296"
"107.json","18","40.0","26","8","18","19","8","47","11","36","39","11","2","5","0.0","0.03","0.09","0.19","0.32","9.5674"
"108.json","18","40.0","22","6","16","14","6","41","8","33","28","8","2","4","0.01","0.05","0.14","0.26","0.39","8.929407639999999"
"109.json","18","40.0","26","8","18","19","8","47","11","36","39","11","2","5","0.0","0.03","0.09","0.19","0.31","9.55352694065235"
"11.json","18","40.0","13","3","10","6","3","28","6","22","15","6","4","3","0.02","0.1","0.23","0.38","0.53","7.8106"
"110.json","18","40.0","26","8","18","19","8","47","11","36","39","11","2","5","0.0","0.03","0.1","0.19","0.3","9.65831348"
"111.json","18","40.0","28","10","18","24","10","50","14","36","50","14","2","6","0.0","0.02","0.08","0.17","0.29","9.8082"
"112.json","18","40.0","13","3","10","6","3","21","3","18","9","3","4","3","0.05","0.15","0.31","0.47","0.62","7.258"
"113.json","18","40.0","21","6","15","14","6","35","7","28","26","7","3","4","0.01","0.06","0.16","0.29","0.42","8.7826"
"114.json","18","40.0","21","6","15","14","6","35","7","28","26","7","3","4","0.01","0.07","0.16","0.29","0.41","8.7752516"
"115.json","18","40.0","26","9","17","22","9","45","11","34","43","11","2","5","0.01","0.03","0.1","0.2","0.31","9.62403020550523"
"116.json","18","40.0","19","5","14","11","5","33","6","27","20","6","3","4","0.02","0.08","0.19","0.33","0.47","8.3244"
"117.json","18","40.0","23","7","16","17","7","39","9","30","33","9","3","5","0.01","0.04","0.12","0.23","0.36","9.213510705388131"
"118.json","18","40.0","26","8","18","19","8","46","10","36","37","10","2","5","0.0","0.03","0.09","0.19","0.31","9.631394754359999"
"119.json","18","40.0","28","10","18","25","10","49","13","36","50","13","2","6","0.0","0.03","0.08","0.18","0.28","9.8765"
"12.json","18","40.0","11","2","9","4","2","24","4","20","10","4","4","2","0.05","0.17","0.33","0.5","0.64","7.0157"
"120.json","18","40.0","19","5","14","11","5","33","6","27","20","6","3","4","0.02","0.09","0.2","0.33","0.46","8.390031015729615"
"121.json","18","40.0","26","8","18","19","8","46","10","36","37","10","2","5","0.0","0.03","0.09","0.19","0.31","9.586731662696"
"122.json","18","40.0","23","7","16","17","7","39","9","30","33","9","3","5","0.01","0.04","0.13","0.23","0.35","9.194"
"123.json","18","40.0","28","10","18","25","10","49","13","36","50","13","2","6","0.0","0.03","0.08","0.17","0.27","9.9118"
"124.json","18","40.0","23","7","16","16","7","42","9","33","31","9","2","5","0.01","0.05","0.13","0.25","0.38","8.9981"
"125.json","18","40.0","27","9","18","22","9","48","12","36","44","12","2","6","0.0","0.03","0.08","0.17","0.3","9.7448"
"126.json","18","40.0","27","9","18","22","9","48","12","36","44","12","2","6","0.0","0.03","0.09","0.18","0.3","9.65879962"
"127.json","18","40.0","29","11","18","28","11","51","15","36","57","15","2","7","0.0","0.03","0.07","0.16","0.27","10.04255159317496"
"128.json","18","40.0","9","1","8","2","1","16","1","15","3","1","5","1","0.05","0.18","0.34","0.52","0.67","6.8626"
"129.json","18","40.0","12","2","10","4","2","23","3","20","8","3","4","2","0.05","0.16","0.32","0.49","0.62","7.094275830400034"
"13.json","18","40.0","13","3","10","6","3","28","6","22","15","6","4","3","0.03","0.12","0.26","0.43","0.57","7.5475"
"130.json","18","40.0","12","2","10","4","2","23","3","20","8","3","4","2","0.04","0.16","0.32","0.48","0.63","7.127"
"131.json","18","40.0","14","3","11","6","3","28","5","23","13","5","3","3","0.04","0.15","0.3","0.46","0.6","7.3126"
"132.json","18","40.0","15","3","12","7","3","28","4","24","14","4","4","2","0.02","0.1","0.22","0.37","0.51","8.0052"
"133.json","18","40.0","17","4","13","9","4","32","6","26","19","6","4","3","0.02","0.09","0.21","0.36","0.5","8.1229"
"134.json","18","40.0","18","4","14","9","4","35","6","29","19","6","3","3","0.02","0.08","0.2","0.33","0.47","8.27860104"
"135.json","18","40.0","19","5","14","11","5","37","8","29","24","8","3","4","0.02","0.08","0.19","0.33","0.46","8.406424580000001"
"136.json","18","40.0","15","3","12","7","3","28","4","24","14","4","4","2","0.02","0.1","0.22","0.37","0.52","8.0219"
"137.json","18","40.0","18","4","14","9","4","35","6","29","19","6","3","3","0.02","0.08","0.19","0.33","0.48","8.2354"
"138.json","18","40.0","17","4","13","9","4","32","6","26","19","6","4","3","0.02","0.09","0.2","0.34","0.49","8.17940438"
"139.json","18","40.0","19","5","14","11","5","37","8","29","24","8","3","4","0.02","0.07","0.18","0.32","0.46","8.45364708"
"14.json","18","40.0","13","3","10","6","3","28","6","22","15","6","4","3","0.03","0.12","0.26","0.42","0.56","7.5912"
"140.json","18","40.0","19","5","14","12","5","37","7","30","25","7","3","3","0.02","0.08","0.19","0.31","0.44","8.5892"
"141.json","18","40.0","21","6","15","14","6","41","9","32","30","9","3","4","0.01","0.06","0.15","0.27","0.41","8.743318239999999"
"142.json","18","40.0","21","6","15","14","6","41","9","32","30","9","3","4","0.01","0.06","0.15","0.28","0.41","8.76371784"
"143.json","18","40.0","22","7","15","16","7","43","11","32","35","11","3","5","0.01","0.06","0.15","0.27","0.4","8.8743"
"144.json","18","40.0","12","2","10","4","2","20","2","18","6","2","4","2","0.05","0.16","0.32","0.49","0.63","7.095090729416"
"145.json","18","40.0","18","4","14","9","4","32","5","27","17","5","3","3","0.02","0.08","0.19","0.33","0.48","8.242878006203147"
"146.json","18","40.0","18","4","14","9","4","32","5","27","17","5","3","3","0.02","0.08","0.2","0.34","0.49","8.195019018145883"
"147.json","18","40.0","22","6","16","14","6","41","8","33","28","8","2","4","0.01","0.05","0.14","0.25","0.39","8.949752743568"
"148.json","18","40.0","18","4","14","9","4","32","5","27","17","5","3","3","0.02","0.08","0.19","0.33","0.47","8.2882"
"149.json","18","40.0","22","6","16","14","6","38","8","30","28","8","3","4","0.01","0.05","0.14","0.26","0.4","8.904389950548714"
"15.json","18","40.0","14","4","10","8","4","30","8","22","20","8","4","4","0.02","0.1","0.22","0.37","0.51","7.955663899999999"
"150.json","18","40.0","24","6","18","14","6","44","8","36","28","8","2","4","0.0","0.03","0.11","0.21","0.34","9.27378087799011"
"151.json","18","40.0","26","8","18","19","8","47","11","36","39","11","2","5","0.01","0.03","0.09","0.19","0.32","9.6145"
"152.json","18","40.0","18","4","14","9","4","32","5","27","17","5","3","3","0.02","0.08","0.2","0.34","0.48","8.255635880876001"
"153.json","18","40.0","24","6","18","14","6","44","8","36","28","8","2","4","0.01","0.03","0.1","0.2","0.34","9.254854756175598"
"154.json","18","40.0","22","6","16","14","6","38","8","30","28","8","3","4","0.01","0.04","0.12","0.25","0.38","9.0248"
"155.json","18","40.0","26","8","18","19","8","47","11","36","39","11","2","5","0.01","0.03","0.09","0.18","0.3","9.6032"
"156.json","18","40.0","22","6","16","14","6","41","8","33","28","8","2","4","0.01","0.05","0.13","0.26","0.4","8.946374859999999"
"157.json","18","40.0","26","8","18","19","8","47","11","36","39","11","2","5","0.01","0.03","0.09","0.19","0.31","9.538242702141078"
