"name","credits","difficulty","complexity","blocking","delay","centrality","reachability","term_complexity","term_blocking","term_delay","term_centrality","term_reachability","free","edges","gradRate3","gradRate4","gradRate5","gradRate6","gradRate7","averageTTD"
"0.json","18","45.0","6","0","6","0","0","12","0","12","0","0","6","0","0.09","0.28","0.49","0.68","0.8","5.919084778296511"
"1.json","18","45.0","9","1","8","2","1","19","2","17","5","2","5","1","0.06","0.22","0.42","0.6","0.74","6.3586"
"10.json","18","45.0","11","2","9","4","2","23","4","19","10","4","5","2","0.06","0.2","0.39","0.58","0.72","6.520243779068"
"100.json","18","45.0","18","4","14","9","4","32","5","27","17","5","3","3","0.03","0.13","0.28","0.46","0.61","7.296383816955659"
"101.json","18","45.0","22","6","16","14","6","38","8","30","28","8","3","4","0.02","0.08","0.21","0.36","0.51","7.939058606258879"
"102.json","18","45.0","24","6","18","14","6","44","8","36","28","8","2","4","0.01","0.05","0.17","0.31","0.47","8.16825927676339"
"103.json","18","45.0","26","8","18","19","8","47","11","36","39","11","2","5","0.01","0.05","0.15","0.28","0.42","8.505128586580824"
"104.json","18","45.0","18","4","14","9","4","32","5","27","17","5","3","3","0.03","0.13","0.29","0.45","0.61","7.3354"
"105.json","18","45.0","24","6","18","14","6","44","8","36","28","8","2","4","0.01","0.05","0.16","0.3","0.46","8.2036"
"106.json","18","45.0","22","6","16","14","6","38","8","30","28","8","3","4","0.02","0.08","0.2","0.34","0.49","8.01327012"
"107.json","18","45.0","26","8","18","19","8","47","11","36","39","11","2","5","0.01","0.06","0.15","0.28","0.43","8.513"
"108.json","18","45.0","22","6","16","14","6","41","8","33","28","8","2","4","0.02","0.09","0.2","0.35","0.51","7.888068239999999"
"109.json","18","45.0","26","8","18","19","8","47","11","36","39","11","2","5","0.01","0.05","0.14","0.28","0.43","8.488701025717315"
"11.json","18","45.0","13","3","10","6","3","28","6","22","15","6","4","3","0.03","0.16","0.33","0.51","0.66","6.9268"
"110.json","18","45.0","26","8","18","19","8","47","11","36","39","11","2","5","0.01","0.06","0.16","0.3","0.44","8.3891026"
"111.json","18","45.0","28","10","18","24","10","50","14","36","50","14","2","6","0.01","0.05","0.13","0.26","0.41","8.5902"
"112.json","18","45.0","13","3","10","6","3","21","3","18","9","3","4","3","0.08","0.23","0.42","0.6","0.73","6.364"
"113.json","18","45.0","21","6","15","14","6","35","7","28","26","7","3","4","0.02","0.1","0.23","0.39","0.55","7.7122"
"114.json","18","45.0","21","6","15","14","6","35","7","28","26","7","3","4","0.03","0.1","0.24","0.39","0.54","7.6964728000000004"
"115.json","18","45.0","26","9","17","22","9","45","11","34","43","11","2","5","0.02","0.07","0.17","0.3","0.44","8.375807886152424"
"116.json","18","45.0","19","5","14","11","5","33","6","27","20","6","3","4","0.03","0.13","0.28","0.44","0.59","7.3668"
"117.json","18","45.0","23","7","16","17","7","39","9","30","33","9","3","5","0.01","0.07","0.18","0.33","0.48","8.190097740205143"
"118.json","18","45.0","26","8","18","19","8","46","10","36","37","10","2","5","0.01","0.05","0.15","0.29","0.44","8.457215591192"
"119.json","18","45.0","28","10","18","25","10","49","13","36","50","13","2","6","0.01","0.05","0.14","0.27","0.41","8.7103"
"12.json","18","45.0","11","2","9","4","2","24","4","20","10","4","4","2","0.09","0.26","0.45","0.63","0.77","6.1701"
"120.json","18","45.0","19","5","14","11","5","33","6","27","20","6","3","4","0.03","0.13","0.29","0.44","0.59","7.366518545531632"
"121.json","18","45.0","26","8","18","19","8","46","10","36","37","10","2","5","0.01","0.05","0.15","0.29","0.44","8.42447782052"
"122.json","18","45.0","23","7","16","17","7","39","9","30","33","9","3","5","0.01","0.08","0.19","0.34","0.49","8.1332"
"123.json","18","45.0","28","10","18","25","10","49","13","36","50","13","2","6","0.01","0.05","0.14","0.26","0.4","8.6906"
"124.json","18","45.0","23","7","16","16","7","42","9","33","31","9","2","5","0.02","0.08","0.21","0.36","0.51","7.9367"
"125.json","18","45.0","27","9","18","22","9","48","12","36","44","12","2","6","0.01","0.05","0.14","0.28","0.42","8.5794"
"126.json","18","45.0","27","9","18","22","9","48","12","36","44","12","2","6","0.01","0.05","0.14","0.28","0.42","8.507587339999999"
"127.json","18","45.0","29","11","18","28","11","51","15","36","57","15","2","7","0.01","0.05","0.13","0.26","0.39","8.783940425789284"
"128.json","18","45.0","9","1","8","2","1","16","1","15","3","1","5","1","0.09","0.27","0.48","0.66","0.78","6.0424"
"129.json","18","45.0","12","2","10","4","2","23","3","20","8","3","4","2","0.08","0.24","0.44","0.61","0.75","6.257304048755814"
"13.json","18","45.0","13","3","10","6","3","28","6","22","15","6","4","3","0.05","0.19","0.38","0.56","0.7","6.6159"
"130.json","18","45.0","12","2","10","4","2","23","3","20","8","3","4","2","0.08","0.25","0.45","0.62","0.76","6.1934"
"131.json","18","45.0","14","3","11","6","3","28","5","23","13","5","3","3","0.08","0.23","0.41","0.59","0.72","6.4318"
"132.json","18","45.0","15","3","12","7","3","28","4","24","14","4","4","2","0.04","0.15","0.32","0.5","0.64","7.0854"
"133.json","18","45.0","17","4","13","9","4","32","6","26","19","6","4","3","0.04","0.15","0.3","0.47","0.63","7.1889"
"134.json","18","45.0","18","4","14","9","4","35","6","29","19","6","3","3","0.04","0.13","0.3","0.46","0.61","7.252217079999999"
"135.json","18","45.0","19","5","14","11","5","37","8","29","24","8","3","4","0.03","0.13","0.29","0.46","0.6","7.31603778"
"136.json","18","45.0","15","3","12","7","3","28","4","24","14","4","4","2","0.04","0.15","0.32","0.5","0.64","7.0467"
"137.json","18","45.0","18","4","14","9","4","35","6","29","19","6","3","3","0.03","0.14","0.3","0.47","0.62","7.237"
"138.json","18","45.0","17","4","13","9","4","32","6","26","19","6","4","3","0.03","0.14","0.31","0.47","0.61","7.22420934"
"139.json","18","45.0","19","5","14","11","5","37","8","29","24","8","3","4","0.03","0.13","0.29","0.45","0.59","7.3202474"
"14.json","18","45.0","13","3","10","6","3","28","6","22","15","6","4","3","0.05","0.2","0.38","0.57","0.71","6.5962"
"140.json","18","45.0","19","5","14","12","5","37","7","30","25","7","3","3","0.03","0.12","0.27","0.42","0.57","7.5564"
"141.json","18","45.0","21","6","15","14","6","41","9","32","30","9","3","4","0.02","0.1","0.23","0.39","0.53","7.79431924"
"142.json","18","45.0","21","6","15","14","6","41","9","32","30","9","3","4","0.03","0.11","0.24","0.39","0.54","7.683711280000001"
"143.json","18","45.0","22","7","15","16","7","43","11","32","35","11","3","5","0.03","0.1","0.24","0.39","0.54","7.7157"
"144.json","18","45.0","12","2","10","4","2","20","2","18","6","2","4","2","0.09","0.25","0.45","0.62","0.75","6.2436640494799995"
"145.json","18","45.0","18","4","14","9","4","32","5","27","17","5","3","3","0.03","0.14","0.3","0.46","0.61","7.273673303709106"
"146.json","18","45.0","18","4","14","9","4","32","5","27","17","5","3","3","0.03","0.14","0.29","0.46","0.61","7.226448732809896"
"147.json","18","45.0","22","6","16","14","6","41","8","33","28","8","2","4","0.02","0.1","0.22","0.37","0.53","7.763936742256"
"148.json","18","45.0","18","4","14","9","4","32","5","27","17","5","3","3","0.04","0.14","0.29","0.45","0.61","7.2592"
"149.json","18","45.0","22","6","16","14","6","38","8","30","28","8","3","4","0.02","0.09","0.21","0.36","0.51","7.907752787348451"
"15.json","18","45.0","14","4","10","8","4","30","8","22","20","8","4","4","0.04","0.17","0.33","0.5","0.64","6.98563694"
"150.json","18","45.0","24","6","18","14","6","44","8","36","28","8","2","4","0.01","0.06","0.17","0.32","0.47","8.148181550557469"
"151.json","18","45.0","26","8","18","19","8","47","11","36","39","11","2","5","0.01","0.05","0.15","0.3","0.43","8.4313"
"152.json","18","45.0","18","4","14","9","4","32","5","27","17","5","3","3","0.03","0.13","0.28","0.44","0.59","7.286844841868"
"153.json","18","45.0","24","6","18","14","6","44","8","36","28","8","2","4","0.01","0.06","0.17","0.31","0.47","8.166229636310112"
"154.json","18","45.0","22","6","16","14","6","38","8","30","28","8","3","4","0.02","0.09","0.22","0.37","0.52","7.872"
"155.json","18","45.0","26","8","18","19","8","47","11","36","39","11","2","5","0.01","0.05","0.14","0.27","0.43","8.4822"
"156.json","18","45.0","22","6","16","14","6","41","8","33","28","8","2","4","0.02","0.09","0.21","0.36","0.51","7.93374314"
"157.json","18","45.0","26","8","18","19","8","47","11","36","39","11","2","5","0.01","0.05","0.15","0.29","0.44","8.385838019548041"
"158.json","18","45.0","26","8","18","19","8","47","11","36","39","11","2","5","0.01","0.05","0.15","0.29","0.43","8.464586748628"
"159.json","18","45.0","28","10","18","24","10","50","14","36","50","14","2","6","0.01","0.04","0.14","0.26","0.41","8.6802"
"16.json","18","45.0","9","1","8","2","1","16","1","15","3","1","5","1","0.1","0.28","0.47","0.65","0.79","6.0248"
"160.json","18","45.0","11","2","9","4","2","18","2","16","6","2","5","2","0.08","0.25","0.44","0.62","0.76","6.2164"
"161.json","18","45.0","14","3","11","6","3","25","4","21","11","4","4","3","0.08","0.23","0.42","0.59","0.72","6.4104"
"162.json","18","45.0","14","3","11","6","3","25","4","21","11","4","4","3","0.08","0.23","0.41","0.58","0.72","6.4264"
"163.json","18","45.0","16","4","12","8","4","30","6","24","16","6","3","4","0.07","0.2","0.38","0.55","0.7","6.59748208"
"164.json","18","45.0","19","5","14","12","5","32","6","26","23","6","4","3","0.03","0.11","0.25","0.4","0.55","7.6576"
"165.json","18","45.0","21","6","15","14","6","36","8","28","28","8","4","4","0.02","0.1","0.24","0.39","0.54","7.745119496416001"
"166.json","18","45.0","22","6","16","14","6","39","8","31","28","8","3","4","0.02","0.09","0.21","0.36","0.51","7.84013152"
"167.json","18","45.0","23","7","16","16","7","41","10","31","33","10","3","5","0.01","0.09","0.21","0.37","0.51","7.89000496"
"168.json","18","45.0","19","5","14","12","5","32","6","26","23","6","4","3","0.02","0.11","0.24","0.39","0.54","7.656368026304"
"169.json","18","45.0","22","6","16","14","6","39","8","31","28","8","3","4","0.02","0.09","0.21","0.36","0.51","7.872578000991999"
"17.json","18","45.0","15","3","12","7","3","28","4","24","14","4","4","2","0.04","0.16","0.32","0.49","0.64","7.080233651855353"
"170.json","18","45.0","21","6","15","14","6","36","8","28","28","8","4","4","0.02","0.09","0.22","0.38","0.54","7.7917312736052615"
"171.json","18","45.0","23","7","16","16","7","41","10","31","33","10","3","5","0.02","0.09","0.21","0.36","0.51","7.916026639999999"
"172.json","18","45.0","24","8","16","20","8","42","10","32","40","10","3","4","0.02","0.08","0.19","0.33","0.47","8.2208"
"173.json","18","45.0","26","9","17","22","9","46","12","34","45","12","3","5","0.01","0.06","0.15","0.29","0.43","8.412"
"174.json","18","45.0","26","9","17","22","9","46","12","34","45","12","3","5","0.02","0.06","0.17","0.31","0.44","8.39187516157723"
"175.json","18","45.0","27","10","17","24","10","48","14","34","50","14","3","6","0.01","0.06","0.16","0.29","0.43","8.428282399999999"
"176.json","18","45.0","13","3","10","6","3","21","3","18","9","3","4","3","0.08","0.24","0.42","0.59","0.72","6.4013"
"177.json","18","45.0","19","5","14","11","5","33","6","27","20","6","3","4","0.03","0.13","0.28","0.44","0.6","7.304454734660742"
"178.json","18","45.0","19","5","14","11","5","33","6","27","20","6","3","4","0.03","0.14","0.29","0.44","0.59","7.3618802599999995"
"179.json","18","45.0","23","7","16","16","7","42","9","33","31","9","2","5","0.02","0.09","0.22","0.37","0.51","7.870059835881804"
"18.json","18","45.0","15","3","12","7","3","28","4","24","14","4","4","2","0.04","0.15","0.31","0.49","0.63","7.1147309774680005"
