"name","credits","difficulty","complexity","blocking","delay","centrality","reachability","term_complexity","term_blocking","term_delay","term_centrality","term_reachability","free","edges","gradRate3","gradRate4","gradRate5","gradRate6","gradRate7","averageTTD"
"0.json","18","50.0","6","0","6","0","0","12","0","12","0","0","6","0","0.17","0.41","0.63","0.79","0.88","5.233918383451447"
"1.json","18","50.0","9","1","8","2","1","19","2","17","5","2","5","1","0.1","0.31","0.55","0.72","0.84","5.6812"
"10.json","18","50.0","11","2","9","4","2","23","4","19","10","4","5","2","0.09","0.28","0.5","0.69","0.81","5.89204678367669"
"100.json","18","50.0","18","4","14","9","4","32","5","27","17","5","3","3","0.05","0.2","0.39","0.57","0.72","6.528923788885392"
"101.json","18","50.0","22","6","16","14","6","38","8","30","28","8","3","4","0.03","0.13","0.29","0.46","0.61","7.1868"
"102.json","18","50.0","24","6","18","14","6","44","8","36","28","8","2","4","0.02","0.1","0.25","0.45","0.61","7.229045931235487"
"103.json","18","50.0","26","8","18","19","8","47","11","36","39","11","2","5","0.02","0.1","0.23","0.39","0.55","7.5641"
"104.json","18","50.0","18","4","14","9","4","32","5","27","17","5","3","3","0.06","0.21","0.4","0.57","0.71","6.548907038665975"
"105.json","18","50.0","24","6","18","14","6","44","8","36","28","8","2","4","0.02","0.09","0.24","0.42","0.59","7.350280819121579"
"106.json","18","50.0","22","6","16","14","6","38","8","30","28","8","3","4","0.03","0.14","0.31","0.49","0.65","6.97261929084863"
"107.json","18","50.0","26","8","18","19","8","47","11","36","39","11","2","5","0.02","0.09","0.23","0.4","0.56","7.5438"
"108.json","18","50.0","22","6","16","14","6","41","8","33","28","8","2","4","0.03","0.14","0.3","0.47","0.64","7.042449510384"
"109.json","18","50.0","26","8","18","19","8","47","11","36","39","11","2","5","0.02","0.09","0.22","0.4","0.56","7.556903879999999"
"11.json","18","50.0","13","3","10","6","3","28","6","22","15","6","4","3","0.07","0.25","0.46","0.64","0.78","6.10688932"
"110.json","18","50.0","26","8","18","19","8","47","11","36","39","11","2","5","0.02","0.09","0.24","0.4","0.57","7.464"
"111.json","18","50.0","28","10","18","24","10","50","14","36","50","14","2","6","0.02","0.08","0.2","0.36","0.52","7.7962"
"112.json","18","50.0","13","3","10","6","3","21","3","18","9","3","4","3","0.13","0.34","0.56","0.72","0.83","5.61490876"
"113.json","18","50.0","21","6","15","14","6","35","7","28","26","7","3","4","0.04","0.15","0.33","0.51","0.66","6.9174"
"114.json","18","50.0","21","6","15","14","6","35","7","28","26","7","3","4","0.04","0.16","0.33","0.5","0.66","6.904922981752"
"115.json","18","50.0","26","9","17","22","9","45","11","34","43","11","2","5","0.02","0.1","0.24","0.41","0.56","7.5346"
"116.json","18","50.0","19","5","14","11","5","33","6","27","20","6","3","4","0.05","0.2","0.39","0.58","0.71","6.527850576832"
"117.json","18","50.0","23","7","16","17","7","39","9","30","33","9","3","5","0.03","0.13","0.29","0.46","0.61","7.1982"
"118.json","18","50.0","26","8","18","19","8","46","10","36","37","10","2","5","0.02","0.09","0.23","0.4","0.56","7.5162"
"119.json","18","50.0","28","10","18","25","10","49","13","36","50","13","2","6","0.02","0.08","0.21","0.36","0.53","7.73844973869099"
"12.json","18","50.0","11","2","9","4","2","24","4","20","10","4","4","2","0.15","0.37","0.59","0.74","0.85","5.4732"
"120.json","18","50.0","19","5","14","11","5","33","6","27","20","6","3","4","0.06","0.21","0.39","0.57","0.72","6.508544095120281"
"121.json","18","50.0","26","8","18","19","8","46","10","36","37","10","2","5","0.02","0.1","0.23","0.4","0.57","7.5198"
"122.json","18","50.0","23","7","16","17","7","39","9","30","33","9","3","5","0.03","0.13","0.28","0.46","0.61","7.2202"
"123.json","18","50.0","28","10","18","25","10","49","13","36","50","13","2","6","0.02","0.09","0.22","0.38","0.54","7.6854685654159995"
"124.json","18","50.0","23","7","16","16","7","42","9","33","31","9","2","5","0.03","0.13","0.3","0.47","0.62","7.1224"
"125.json","18","50.0","27","9","18","22","9","48","12","36","44","12","2","6","0.01","0.09","0.21","0.38","0.55","7.6337"
"126.json","18","50.0","27","9","18","22","9","48","12","36","44","12","2","6","0.02","0.09","0.22","0.38","0.54","7.6311823673840005"
"127.json","18","50.0","29","11","18","28","11","51","15","36","57","15","2","7","0.02","0.08","0.2","0.35","0.5","7.87708548"
"128.json","18","50.0","9","1","8","2","1","16","1","15","3","1","5","1","0.15","0.38","0.61","0.76","0.87","5.3728"
"129.json","18","50.0","12","2","10","4","2","23","3","20","8","3","4","2","0.14","0.36","0.58","0.74","0.85","5.503175417096"
"13.json","18","50.0","13","3","10","6","3","28","6","22","15","6","4","3","0.08","0.27","0.49","0.67","0.8","5.95165084"
"130.json","18","50.0","12","2","10","4","2","23","3","20","8","3","4","2","0.14","0.35","0.56","0.73","0.85","5.5463"
"131.json","18","50.0","14","3","11","6","3","28","5","23","13","5","3","3","0.13","0.34","0.54","0.71","0.83","5.6525903301680005"
"132.json","18","50.0","15","3","12","7","3","28","4","24","14","4","4","2","0.07","0.23","0.42","0.61","0.74","6.3039"
"133.json","18","50.0","17","4","13","9","4","32","6","26","19","6","4","3","0.06","0.21","0.4","0.58","0.72","6.4921257599999995"
"134.json","18","50.0","18","4","14","9","4","35","6","29","19","6","3","3","0.06","0.2","0.4","0.58","0.72","6.52646078"
"135.json","18","50.0","19","5","14","11","5","37","8","29","24","8","3","4","0.06","0.2","0.39","0.56","0.71","6.568498425152"
"136.json","18","50.0","15","3","12","7","3","28","4","24","14","4","4","2","0.07","0.24","0.44","0.61","0.75","6.2554"
"137.json","18","50.0","18","4","14","9","4","35","6","29","19","6","3","3","0.06","0.2","0.39","0.57","0.72","6.50591369968503"
"138.json","18","50.0","17","4","13","9","4","32","6","26","19","6","4","3","0.06","0.21","0.4","0.58","0.72","6.48485108"
"139.json","18","50.0","19","5","14","11","5","37","8","29","24","8","3","4","0.05","0.2","0.38","0.57","0.71","6.546901182739937"
