"name","credits","difficulty","complexity","blocking","delay","centrality","reachability","term_complexity","term_blocking","term_delay","term_centrality","term_reachability","free","edges","gradRate3","gradRate4","gradRate5","gradRate6","gradRate7","averageTTD"
"0.json","18","52.5","6","0","6","0","0","12","0","12","0","0","6","0","0.2","0.48","0.7","0.84","0.92","4.931436957619831"
"1.json","18","52.5","9","1","8","2","1","19","2","17","5","2","5","1","0.12","0.35","0.59","0.77","0.87","5.4458"
"10.json","18","52.5","11","2","9","4","2","23","4","19","10","4","5","2","0.11","0.34","0.56","0.73","0.84","5.609411842348"
"100.json","18","52.5","18","4","14","9","4","32","5","27","17","5","3","3","0.07","0.24","0.46","0.64","0.78","6.136986287391524"
"101.json","18","52.5","22","6","16","14","6","38","8","30","28","8","3","4","0.04","0.16","0.34","0.53","0.69","6.706585272551797"
"102.json","18","52.5","24","6","18","14","6","44","8","36","28","8","2","4","0.02","0.12","0.31","0.49","0.65","6.948027397257478"
"103.json","18","52.5","26","8","18","19","8","47","11","36","39","11","2","5","0.02","0.11","0.26","0.45","0.61","7.1614412483782885"
"104.json","18","52.5","18","4","14","9","4","32","5","27","17","5","3","3","0.07","0.24","0.44","0.63","0.76","6.2006"
"105.json","18","52.5","24","6","18","14","6","44","8","36","28","8","2","4","0.02","0.12","0.31","0.5","0.67","6.8716"
"106.json","18","52.5","22","6","16","14","6","38","8","30","28","8","3","4","0.04","0.17","0.36","0.54","0.69","6.661393166592"
"107.json","18","52.5","26","8","18","19","8","47","11","36","39","11","2","5","0.02","0.12","0.28","0.46","0.63","7.0926"
"108.json","18","52.5","22","6","16","14","6","41","8","33","28","8","2","4","0.04","0.17","0.36","0.55","0.69","6.635185881527999"
"109.json","18","52.5","26","8","18","19","8","47","11","36","39","11","2","5","0.02","0.12","0.28","0.46","0.63","7.083432288249675"
"11.json","18","52.5","13","3","10","6","3","28","6","22","15","6","4","3","0.09","0.29","0.51","0.69","0.82","5.8592"
"110.json","18","52.5","26","8","18","19","8","47","11","36","39","11","2","5","0.03","0.12","0.29","0.47","0.64","7.051618520000001"
"111.json","18","52.5","28","10","18","24","10","50","14","36","50","14","2","6","0.02","0.1","0.23","0.41","0.58","7.4038"
"112.json","18","52.5","13","3","10","6","3","21","3","18","9","3","4","3","0.16","0.38","0.6","0.77","0.87","5.3386"
"113.json","18","52.5","21","6","15","14","6","35","7","28","26","7","3","4","0.05","0.2","0.39","0.58","0.72","6.4756"
"114.json","18","52.5","21","6","15","14","6","35","7","28","26","7","3","4","0.05","0.2","0.4","0.58","0.73","6.43666772"
"115.json","18","52.5","26","9","17","22","9","45","11","34","43","11","2","5","0.03","0.14","0.3","0.48","0.64","7.046734581340055"
"116.json","18","52.5","19","5","14","11","5","33","6","27","20","6","3","4","0.07","0.24","0.44","0.63","0.78","6.1588"
"117.json","18","52.5","23","7","16","17","7","39","9","30","33","9","3","5","0.04","0.16","0.33","0.52","0.68","6.78561668645765"
"118.json","18","52.5","26","8","18","19","8","46","10","36","37","10","2","5","0.02","0.11","0.27","0.46","0.63","7.0925262789508725"
"119.json","18","52.5","28","10","18","25","10","49","13","36","50","13","2","6","0.02","0.1","0.25","0.42","0.59","7.3261"
"12.json","18","52.5","11","2","9","4","2","24","4","20","10","4","4","2","0.18","0.42","0.63","0.8","0.89","5.1697"
"120.json","18","52.5","19","5","14","11","5","33","6","27","20","6","3","4","0.07","0.23","0.43","0.62","0.76","6.254040815178296"
"121.json","18","52.5","26","8","18","19","8","46","10","36","37","10","2","5","0.02","0.11","0.27","0.45","0.62","7.160010323703999"
"122.json","18","52.5","23","7","16","17","7","39","9","30","33","9","3","5","0.03","0.16","0.32","0.51","0.66","6.898"
"123.json","18","52.5","28","10","18","25","10","49","13","36","50","13","2","6","0.02","0.1","0.25","0.42","0.57","7.4038"
"124.json","18","52.5","23","7","16","16","7","42","9","33","31","9","2","5","0.04","0.17","0.36","0.55","0.7","6.6417"
"125.json","18","52.5","27","9","18","22","9","48","12","36","44","12","2","6","0.02","0.11","0.27","0.44","0.61","7.1906"
"126.json","18","52.5","27","9","18","22","9","48","12","36","44","12","2","6","0.02","0.11","0.27","0.45","0.61","7.20532834"
"127.json","18","52.5","29","11","18","28","11","51","15","36","57","15","2","7","0.02","0.11","0.25","0.42","0.58","7.3786298436973"
"128.json","18","52.5","9","1","8","2","1","16","1","15","3","1","5","1","0.18","0.44","0.67","0.81","0.9","5.086"
"129.json","18","52.5","12","2","10","4","2","23","3","20","8","3","4","2","0.18","0.42","0.63","0.79","0.89","5.19012188236847"
"13.json","18","52.5","13","3","10","6","3","28","6","22","15","6","4","3","0.12","0.33","0.55","0.71","0.84","5.6269"
"130.json","18","52.5","12","2","10","4","2","23","3","20","8","3","4","2","0.18","0.41","0.63","0.78","0.87","5.2612"
"131.json","18","52.5","14","3","11","6","3","28","5","23","13","5","3","3","0.16","0.38","0.6","0.76","0.87","5.353"
"132.json","18","52.5","15","3","12","7","3","28","4","24","14","4","4","2","0.08","0.27","0.48","0.65","0.79","6.0412"
"133.json","18","52.5","17","4","13","9","4","32","6","26","19","6","4","3","0.08","0.25","0.46","0.64","0.77","6.1309"
"134.json","18","52.5","18","4","14","9","4","35","6","29","19","6","3","3","0.07","0.25","0.45","0.63","0.77","6.15240824"
"135.json","18","52.5","19","5","14","11","5","37","8","29","24","8","3","4","0.07","0.24","0.44","0.63","0.77","6.16762618"
"136.json","18","52.5","15","3","12","7","3","28","4","24","14","4","4","2","0.09","0.27","0.49","0.66","0.79","5.9951"
"137.json","18","52.5","18","4","14","9","4","35","6","29","19","6","3","3","0.08","0.25","0.45","0.63","0.76","6.1538"
"138.json","18","52.5","17","4","13","9","4","32","6","26","19","6","4","3","0.08","0.26","0.46","0.65","0.78","6.07699902"
"139.json","18","52.5","19","5","14","11","5","37","8","29","24","8","3","4","0.07","0.25","0.46","0.65","0.79","6.08203076"
"14.json","18","52.5","13","3","10","6","3","28","6","22","15","6","4","3","0.1","0.32","0.54","0.71","0.84","5.6876"
"140.json","18","52.5","19","5","14","12","5","37","7","30","25","7","3","3","0.05","0.2","0.4","0.58","0.72","6.4956"
"141.json","18","52.5","21","6","15","14","6","41","9","32","30","9","3","4","0.06","0.2","0.39","0.57","0.71","6.52093752"
"142.json","18","52.5","21","6","15","14","6","41","9","32","30","9","3","4","0.05","0.19","0.38","0.56","0.71","6.53729912"
"143.json","18","52.5","22","7","15","16","7","43","11","32","35","11","3","5","0.05","0.18","0.37","0.56","0.71","6.5793"
"144.json","18","52.5","12","2","10","4","2","20","2","18","6","2","4","2","0.17","0.41","0.62","0.78","0.89","5.219616406152"
"145.json","18","52.5","18","4","14","9","4","32","5","27","17","5","3","3","0.07","0.24","0.45","0.63","0.77","6.182250808163035"
"146.json","18","52.5","18","4","14","9","4","32","5","27","17","5","3","3","0.07","0.24","0.45","0.64","0.77","6.147443923281231"
"147.json","18","52.5","22","6","16","14","6","41","8","33","28","8","2","4","0.04","0.17","0.35","0.54","0.7","6.651707459823999"
"148.json","18","52.5","18","4","14","9","4","32","5","27","17","5","3","3","0.08","0.25","0.45","0.64","0.78","6.1322"
"149.json","18","52.5","22","6","16","14","6","38","8","30","28","8","3","4","0.04","0.17","0.35","0.54","0.69","6.7293303414919645"
"15.json","18","52.5","14","4","10","8","4","30","8","22","20","8","4","4","0.08","0.27","0.49","0.67","0.8","5.9206"
"150.json","18","52.5","24","6","18","14","6","44","8","36","28","8","2","4","0.02","0.12","0.3","0.49","0.65","6.988345866068299"
"151.json","18","52.5","26","8","18","19","8","47","11","36","39","11","2","5","0.03","0.12","0.28","0.45","0.62","7.124781"
"152.json","18","52.5","18","4","14","9","4","32","5","27","17","5","3","3","0.07","0.24","0.44","0.63","0.76","6.1938153998039995"
"153.json","18","52.5","24","6","18","14","6","44","8","36","28","8","2","4","0.02","0.12","0.31","0.5","0.66","6.892397669173214"
"154.json","18","52.5","22","6","16","14","6","38","8","30","28","8","3","4","0.03","0.16","0.35","0.54","0.68","6.7486"
"155.json","18","52.5","26","8","18","19","8","47","11","36","39","11","2","5","0.02","0.12","0.28","0.46","0.65","7.059"
"156.json","18","52.5","22","6","16","14","6","41","8","33","28","8","2","4","0.04","0.17","0.36","0.54","0.69","6.634715859999999"
"157.json","18","52.5","26","8","18","19","8","47","11","36","39","11","2","5","0.02","0.11","0.27","0.45","0.63","7.125157123337292"
"158.json","18","52.5","26","8","18","19","8","47","11","36","39","11","2","5","0.02","0.12","0.28","0.46","0.63","7.091126943171999"
