"name","credits","difficulty","complexity","blocking","delay","centrality","reachability","term_complexity","term_blocking","term_delay","term_centrality","term_reachability","free","edges","gradRate3","gradRate4","gradRate5","gradRate6","gradRate7","averageTTD"
"0.json","18","100.0","6","0","6","0","0","12","0","12","0","0","6","0","0.0","0.0","0.0","0.0","0.0","2.0006519783232295"
"1.json","18","100.0","9","1","8","2","1","19","2","17","5","2","5","1","1.0","0.0","0.0","0.0","0.0","3.0"
"10.json","18","100.0","11","2","9","4","2","23","4","19","10","4","5","2","1.0","0.0","0.0","0.0","0.0","3.000486129972"
"100.json","18","100.0","18","4","14","9","4","32","5","27","17","5","3","3","1.0","0.0","0.0","0.0","0.0","3.000400130395665"
"101.json","18","100.0","22","6","16","14","6","38","8","30","28","8","3","4","1.0","0.0","0.0","0.0","0.0","3.0006690134586327"
"102.json","18","100.0","24","6","18","14","6","44","8","36","28","8","2","4","1.0","0.0","0.0","0.0","0.0","3.000600080026079"
"103.json","18","100.0","26","8","18","19","8","47","11","36","39","11","2","5","1.0","0.0","0.0","0.0","0.0","3.0006788555952206"
"104.json","18","100.0","18","4","14","9","4","32","5","27","17","5","3","3","1.0","0.0","0.0","0.0","0.0","3.0"
"105.json","18","100.0","24","6","18","14","6","44","8","36","28","8","2","4","1.0","0.0","0.0","0.0","0.0","3.0"
"106.json","18","100.0","22","6","16","14","6","38","8","30","28","8","3","4","1.0","0.0","0.0","0.0","0.0","3.000676484549273"
"107.json","18","100.0","26","8","18","19","8","47","11","36","39","11","2","5","1.0","0.0","0.0","0.0","0.0","3.0"
"108.json","18","100.0","22","6","16","14","6","41","8","33","28","8","2","4","1.0","0.0","0.0","0.0","0.0","3.00066860170034"
"109.json","18","100.0","26","8","18","19","8","47","11","36","39","11","2","5","1.0","0.0","0.0","0.0","0.0","3.000600135771119"
"11.json","18","100.0","13","3","10","6","3","28","6","22","15","6","4","3","1.0","0.0","0.0","0.0","0.0","3.0"
"110.json","18","100.0","26","8","18","19","8","47","11","36","39","11","2","5","1.0","0.0","0.0","0.0","0.0","3.0006"
"111.json","18","100.0","28","10","18","24","10","50","14","36","50","14","2","6","1.0","0.0","0.0","0.0","0.0","3.0"
"112.json","18","100.0","13","3","10","6","3","21","3","18","9","3","4","3","0.0","0.0","0.0","0.0","0.0","2.0"
"113.json","18","100.0","21","6","15","14","6","35","7","28","26","7","3","4","1.0","0.0","0.0","0.0","0.0","3.0"
"114.json","18","100.0","21","6","15","14","6","35","7","28","26","7","3","4","1.0","0.0","0.0","0.0","0.0","3.0004"
"115.json","18","100.0","26","9","17","22","9","45","11","34","43","11","2","5","1.0","0.0","0.0","0.0","0.0","3.0006746961952455"
"116.json","18","100.0","19","5","14","11","5","33","6","27","20","6","3","4","1.0","0.0","0.0","0.0","0.0","3.0"
"117.json","18","100.0","23","7","16","17","7","39","9","30","33","9","3","5","1.0","0.0","0.0","0.0","0.0","3.000600120027154"
"118.json","18","100.0","26","8","18","19","8","46","10","36","37","10","2","5","1.0","0.0","0.0","0.0","0.0","3.0006914107429488"
"119.json","18","100.0","28","10","18","25","10","49","13","36","50","13","2","6","1.0","0.0","0.0","0.0","0.0","3.0001"
