"name","credits","difficulty","complexity","blocking","delay","centrality","reachability","term_complexity","term_blocking","term_delay","term_centrality","term_reachability","free","edges","gradRate3","gradRate4","gradRate5","gradRate6","gradRate7","averageTTD"
"0.json","18","65.0","6","0","6","0","0","12","0","12","0","0","6","0","0.45","0.75","0.91","0.97","0.99","3.874950956661428"
"1.json","18","65.0","9","1","8","2","1","19","2","17","5","2","5","1","0.29","0.62","0.83","0.93","0.97","4.3728"
"10.json","18","65.0","11","2","9","4","2","23","4","19","10","4","5","2","0.27","0.6","0.81","0.92","0.97","4.4487937901159995"
"100.json","18","65.0","18","4","14","9","4","32","5","27","17","5","3","3","0.19","0.48","0.72","0.86","0.93","4.871374990191333"
"101.json","18","65.0","22","6","16","14","6","38","8","30","28","8","3","4","0.11","0.37","0.62","0.79","0.9","5.3014584502106565"
"102.json","18","65.0","24","6","18","14","6","44","8","36","28","8","2","4","0.08","0.32","0.59","0.78","0.9","5.426574274998038"
"103.json","18","65.0","26","8","18","19","8","47","11","36","39","11","2","5","0.08","0.31","0.56","0.76","0.88","5.509896420820064"
"104.json","18","65.0","18","4","14","9","4","32","5","27","17","5","3","3","0.2","0.49","0.73","0.87","0.94","4.823"
"105.json","18","65.0","24","6","18","14","6","44","8","36","28","8","2","4","0.07","0.33","0.6","0.78","0.9","5.4064"
"106.json","18","65.0","22","6","16","14","6","38","8","30","28","8","3","4","0.11","0.36","0.62","0.8","0.9","5.288487400530805"
"107.json","18","65.0","26","8","18","19","8","47","11","36","39","11","2","5","0.07","0.3","0.56","0.75","0.87","5.5574"
"108.json","18","65.0","22","6","16","14","6","41","8","33","28","8","2","4","0.13","0.4","0.65","0.81","0.91","5.169860675522729"
"109.json","18","65.0","26","8","18","19","8","47","11","36","39","11","2","5","0.08","0.29","0.55","0.76","0.88","5.552701979284164"
"11.json","18","65.0","13","3","10","6","3","28","6","22","15","6","4","3","0.22","0.55","0.77","0.9","0.95","4.6558"
"110.json","18","65.0","26","8","18","19","8","47","11","36","39","11","2","5","0.08","0.31","0.56","0.76","0.87","5.53611148"
"111.json","18","65.0","28","10","18","24","10","50","14","36","50","14","2","6","0.07","0.28","0.53","0.74","0.86","5.6466"
"112.json","18","65.0","13","3","10","6","3","21","3","18","9","3","4","3","0.37","0.67","0.85","0.93","0.97","4.1498"
