"name","credits","difficulty","complexity","blocking","delay","centrality","reachability","term_complexity","term_blocking","term_delay","term_centrality","term_reachability","free","edges","gradRate3","gradRate4","gradRate5","gradRate6","gradRate7","averageTTD"
"0.json","18","82.5","6","0","6","0","0","12","0","12","0","0","6","0","0.82","0.97","0.99","1.0","1.0","2.911488894563928"
"1.json","18","82.5","9","1","8","2","1","19","2","17","5","2","5","1","0.63","0.91","0.98","1.0","1.0","3.4813"
"10.json","18","82.5","11","2","9","4","2","23","4","19","10","4","5","2","0.62","0.9","0.98","1.0","1.0","3.497344242616"
"100.json","18","82.5","18","4","14","9","4","32","5","27","17","5","3","3","0.52","0.85","0.96","0.99","1.0","3.6891822977789124"
"101.json","18","82.5","22","6","16","14","6","38","8","30","28","8","3","4","0.38","0.77","0.93","0.98","1.0","3.94413912"
"102.json","18","82.5","24","6","18","14","6","44","8","36","28","8","2","4","0.31","0.73","0.92","0.98","0.99","4.0801378364595555"
"103.json","18","82.5","26","8","18","19","8","47","11","36","39","11","2","5","0.31","0.71","0.91","0.98","0.99","4.097572556352"
"104.json","18","82.5","18","4","14","9","4","32","5","27","17","5","3","3","0.52","0.85","0.96","0.99","1.0","3.6862"
"105.json","18","82.5","24","6","18","14","6","44","8","36","28","8","2","4","0.3","0.72","0.92","0.98","1.0","4.075933539999999"
"106.json","18","82.5","22","6","16","14","6","38","8","30","28","8","3","4","0.37","0.76","0.93","0.98","0.99","3.9647245800000004"
"107.json","18","82.5","26","8","18","19","8","47","11","36","39","11","2","5","0.32","0.72","0.91","0.97","0.99","4.087407442412"
"108.json","18","82.5","22","6","16","14","6","41","8","33","28","8","2","4","0.41","0.79","0.93","0.98","1.0","3.8944"
"109.json","18","82.5","26","8","18","19","8","47","11","36","39","11","2","5","0.31","0.71","0.91","0.97","0.99","4.1069"
"11.json","18","82.5","13","3","10","6","3","28","6","22","15","6","4","3","0.54","0.86","0.97","0.99","1.0","3.6324"
"110.json","18","82.5","26","8","18","19","8","47","11","36","39","11","2","5","0.32","0.71","0.9","0.97","0.99","4.1078"
"111.json","18","82.5","28","10","18","24","10","50","14","36","50","14","2","6","0.31","0.7","0.9","0.97","0.99","4.1194"
"112.json","18","82.5","13","3","10","6","3","21","3","18","9","3","4","3","0.78","0.95","0.99","1.0","1.0","2.990906472336"
"113.json","18","82.5","21","6","15","14","6","35","7","28","26","7","3","4","0.44","0.79","0.94","0.98","1.0","3.857734708341441"
"114.json","18","82.5","21","6","15","14","6","35","7","28","26","7","3","4","0.44","0.79","0.93","0.98","1.0","3.8614"
"115.json","18","82.5","26","9","17","22","9","45","11","34","43","11","2","5","0.37","0.74","0.91","0.98","0.99","4.0048"
"116.json","18","82.5","19","5","14","11","5","33","6","27","20","6","3","4","0.51","0.83","0.95","0.99","1.0","3.725038852411881"
"117.json","18","82.5","23","7","16","17","7","39","9","30","33","9","3","5","0.39","0.75","0.92","0.98","0.99","3.9674213799999998"
"118.json","18","82.5","26","8","18","19","8","46","10","36","37","10","2","5","0.32","0.71","0.91","0.98","0.99","4.090417481488482"
"119.json","18","82.5","28","10","18","25","10","49","13","36","50","13","2","6","0.32","0.7","0.89","0.97","0.99","4.135809200000001"
"12.json","18","82.5","11","2","9","4","2","24","4","20","10","4","4","2","0.8","0.96","0.99","1.0","1.0","2.9268994688485233"
"120.json","18","82.5","19","5","14","11","5","33","6","27","20","6","3","4","0.51","0.84","0.96","0.99","1.0","3.706887413042391"
"121.json","18","82.5","26","8","18","19","8","46","10","36","37","10","2","5","0.31","0.71","0.91","0.98","1.0","4.0977"
"122.json","18","82.5","23","7","16","17","7","39","9","30","33","9","3","5","0.38","0.74","0.92","0.98","0.99","3.9848"
"123.json","18","82.5","28","10","18","25","10","49","13","36","50","13","2","6","0.3","0.69","0.89","0.97","0.99","4.1668"
"124.json","18","82.5","23","7","16","16","7","42","9","33","31","9","2","5","0.44","0.79","0.93","0.98","1.0","3.8606"
"125.json","18","82.5","27","9","18","22","9","48","12","36","44","12","2","6","0.31","0.71","0.91","0.97","0.99","4.109094510427288"
"126.json","18","82.5","27","9","18","22","9","48","12","36","44","12","2","6","0.31","0.7","0.9","0.97","0.99","4.12617212"
"127.json","18","82.5","29","11","18","28","11","51","15","36","57","15","2","7","0.31","0.69","0.89","0.97","0.99","4.1357"
"128.json","18","82.5","9","1","8","2","1","16","1","15","3","1","5","1","0.81","0.96","0.99","1.0","1.0","2.93"
"129.json","18","82.5","12","2","10","4","2","23","3","20","8","3","4","2","0.8","0.96","0.99","1.0","1.0","2.929891464136"
"13.json","18","82.5","13","3","10","6","3","28","6","22","15","6","4","3","0.61","0.9","0.97","0.99","1.0","3.5235"
"130.json","18","82.5","12","2","10","4","2","23","3","20","8","3","4","2","0.79","0.95","0.99","1.0","1.0","2.9500958591969115"
"131.json","18","82.5","14","3","11","6","3","28","5","23","13","5","3","3","0.78","0.95","0.99","1.0","1.0","2.9588"
"132.json","18","82.5","15","3","12","7","3","28","4","24","14","4","4","2","0.54","0.85","0.96","0.99","1.0","3.6731450077704824"
"133.json","18","82.5","17","4","13","9","4","32","6","26","19","6","4","3","0.52","0.83","0.95","0.99","1.0","3.7064693306390857"
"134.json","18","82.5","18","4","14","9","4","35","6","29","19","6","3","3","0.53","0.83","0.96","0.99","1.0","3.6936"
"135.json","18","82.5","19","5","14","11","5","37","8","29","24","8","3","4","0.51","0.84","0.96","0.99","1.0","3.7141412938661276"
"136.json","18","82.5","15","3","12","7","3","28","4","24","14","4","4","2","0.53","0.85","0.96","0.99","1.0","3.6690993648766264"
"137.json","18","82.5","18","4","14","9","4","35","6","29","19","6","3","3","0.51","0.83","0.95","0.99","1.0","3.72147089932237"
"138.json","18","82.5","17","4","13","9","4","32","6","26","19","6","4","3","0.53","0.84","0.96","0.99","1.0","3.6855413774826085"
"139.json","18","82.5","19","5","14","11","5","37","8","29","24","8","3","4","0.51","0.84","0.96","0.99","1.0","3.7105442941798645"
"14.json","18","82.5","13","3","10","6","3","28","6","22","15","6","4","3","0.61","0.89","0.97","0.99","1.0","3.536312796990674"
"140.json","18","82.5","19","5","14","12","5","37","7","30","25","7","3","3","0.46","0.8","0.93","0.98","0.99","3.828615186708"
"141.json","18","82.5","21","6","15","14","6","41","9","32","30","9","3","4","0.45","0.8","0.93","0.98","1.0","3.8402"
"142.json","18","82.5","21","6","15","14","6","41","9","32","30","9","3","4","0.43","0.8","0.94","0.98","1.0","3.8535657230373412"
"143.json","18","82.5","22","7","15","16","7","43","11","32","35","11","3","5","0.44","0.79","0.94","0.98","1.0","3.8546758000000003"
