"name","credits","difficulty","complexity","blocking","delay","centrality","reachability","term_complexity","term_blocking","term_delay","term_centrality","term_reachability","free","edges","gradRate3","gradRate4","gradRate5","gradRate6","gradRate7","averageTTD"
"0.json","18","85.0","6","0","6","0","0","12","0","12","0","0","6","0","0.86","0.98","1.0","1.0","1.0","2.7960187502044804"
"1.json","18","85.0","9","1","8","2","1","19","2","17","5","2","5","1","0.71","0.94","0.99","1.0","1.0","3.3668"
"10.json","18","85.0","11","2","9","4","2","23","4","19","10","4","5","2","0.67","0.92","0.98","1.0","1.0","3.430077484244"
"100.json","18","85.0","18","4","14","9","4","32","5","27","17","5","3","3","0.57","0.88","0.97","1.0","1.0","3.5823592037500407"
"101.json","18","85.0","22","6","16","14","6","38","8","30","28","8","3","4","0.44","0.82","0.95","0.99","1.0","3.7926692938428883"
"102.json","18","85.0","24","6","18","14","6","44","8","36","28","8","2","4","0.38","0.79","0.95","0.99","1.0","3.8931164718407496"
"103.json","18","85.0","26","8","18","19","8","47","11","36","39","11","2","5","0.36","0.77","0.94","0.99","1.0","3.9469018594042944"
"104.json","18","85.0","18","4","14","9","4","32","5","27","17","5","3","3","0.59","0.89","0.98","1.0","1.0","3.548"
"105.json","18","85.0","24","6","18","14","6","44","8","36","28","8","2","4","0.38","0.79","0.94","0.99","1.0","3.906"
"106.json","18","85.0","22","6","16","14","6","38","8","30","28","8","3","4","0.43","0.81","0.95","0.99","1.0","3.818898731539496"
"107.json","18","85.0","26","8","18","19","8","47","11","36","39","11","2","5","0.39","0.79","0.94","0.98","1.0","3.9038"
"108.json","18","85.0","22","6","16","14","6","41","8","33","28","8","2","4","0.5","0.84","0.96","0.99","1.0","3.709069926794427"
"109.json","18","85.0","26","8","18","19","8","47","11","36","39","11","2","5","0.37","0.78","0.94","0.99","1.0","3.9293893803718807"
"11.json","18","85.0","13","3","10","6","3","28","6","22","15","6","4","3","0.6","0.9","0.98","0.99","1.0","3.5328"
"110.json","18","85.0","26","8","18","19","8","47","11","36","39","11","2","5","0.39","0.79","0.94","0.98","1.0","3.90338076"
"111.json","18","85.0","28","10","18","24","10","50","14","36","50","14","2","6","0.38","0.76","0.93","0.98","0.99","3.966"
"112.json","18","85.0","13","3","10","6","3","21","3","18","9","3","4","3","0.84","0.97","0.99","1.0","1.0","2.8254"
"113.json","18","85.0","21","6","15","14","6","35","7","28","26","7","3","4","0.51","0.85","0.96","0.99","1.0","3.6948"
"114.json","18","85.0","21","6","15","14","6","35","7","28","26","7","3","4","0.52","0.84","0.96","0.99","1.0","3.6867650800000002"
"115.json","18","85.0","26","9","17","22","9","45","11","34","43","11","2","5","0.44","0.79","0.94","0.98","1.0","3.8519156223649103"
"116.json","18","85.0","19","5","14","11","5","33","6","27","20","6","3","4","0.56","0.88","0.97","0.99","1.0","3.5938"
"117.json","18","85.0","23","7","16","17","7","39","9","30","33","9","3","5","0.44","0.81","0.94","0.99","1.0","3.817385877876074"
"118.json","18","85.0","26","8","18","19","8","46","10","36","37","10","2","5","0.38","0.77","0.94","0.99","1.0","3.9323319424943017"
