"name","credits","difficulty","complexity","blocking","delay","centrality","reachability","term_complexity","term_blocking","term_delay","term_centrality","term_reachability","free","edges","gradRate3","gradRate4","gradRate5","gradRate6","gradRate7","averageTTD"
"0.json","18","37.5","6","0","6","0","0","12","0","12","0","0","6","0","0.05","0.15","0.3","0.48","0.62","7.192602033203431"
"1.json","18","37.5","9","1","8","2","1","19","2","17","5","2","5","1","0.03","0.11","0.25","0.41","0.55","7.6744"
"10.json","18","37.5","11","2","9","4","2","23","4","19","10","4","5","2","0.02","0.1","0.22","0.38","0.52","7.879714608179999"
"100.json","18","37.5","18","4","14","9","4","32","5","27","17","5","3","3","0.01","0.06","0.15","0.27","0.41","8.89103852040664"
"101.json","18","37.5","22","6","16","14","6","38","8","30","28","8","3","4","0.01","0.04","0.1","0.21","0.33","9.610861802210769"
"102.json","18","37.5","24","6","18","14","6","44","8","36","28","8","2","4","0.0","0.02","0.07","0.16","0.27","10.007178207704081"
"103.json","18","37.5","26","8","18","19","8","47","11","36","39","11","2","5","0.0","0.02","0.08","0.15","0.26","10.282533707757787"
"104.json","18","37.5","18","4","14","9","4","32","5","27","17","5","3","3","0.01","0.07","0.16","0.28","0.41","8.8124"
"105.json","18","37.5","24","6","18","14","6","44","8","36","28","8","2","4","0.0","0.02","0.07","0.16","0.27","9.9446"
"106.json","18","37.5","22","6","16","14","6","38","8","30","28","8","3","4","0.01","0.04","0.11","0.21","0.33","9.545246645784"
"107.json","18","37.5","26","8","18","19","8","47","11","36","39","11","2","5","0.0","0.02","0.07","0.15","0.25","10.281"
"108.json","18","37.5","22","6","16","14","6","41","8","33","28","8","2","4","0.01","0.03","0.1","0.21","0.33","9.608098693836"
"109.json","18","37.5","26","8","18","19","8","47","11","36","39","11","2","5","0.0","0.02","0.07","0.15","0.25","10.278856506741551"
"11.json","18","37.5","13","3","10","6","3","28","6","22","15","6","4","3","0.01","0.08","0.19","0.33","0.47","8.3254"
"110.json","18","37.5","26","8","18","19","8","47","11","36","39","11","2","5","0.0","0.02","0.07","0.15","0.25","10.3342562"
"111.json","18","37.5","28","10","18","24","10","50","14","36","50","14","2","6","0.0","0.02","0.06","0.13","0.23","10.5914"
"112.json","18","37.5","13","3","10","6","3","21","3","18","9","3","4","3","0.03","0.11","0.24","0.39","0.53","7.83"
"113.json","18","37.5","21","6","15","14","6","35","7","28","26","7","3","4","0.01","0.04","0.12","0.22","0.34","9.4154"
"114.json","18","37.5","21","6","15","14","6","35","7","28","26","7","3","4","0.01","0.05","0.12","0.23","0.34","9.459166"
"115.json","18","37.5","26","9","17","22","9","45","11","34","43","11","2","5","0.0","0.03","0.08","0.16","0.26","10.322082049427689"
"116.json","18","37.5","19","5","14","11","5","33","6","27","20","6","3","4","0.01","0.06","0.14","0.25","0.38","9.0138"
"117.json","18","37.5","23","7","16","17","7","39","9","30","33","9","3","5","0.01","0.03","0.09","0.18","0.29","9.958455771301349"
"118.json","18","37.5","26","8","18","19","8","46","10","36","37","10","2","5","0.0","0.02","0.07","0.15","0.25","10.2700638"
"119.json","18","37.5","28","10","18","25","10","49","13","36","50","13","2","6","0.0","0.02","0.06","0.13","0.23","10.5541"
"12.json","18","37.5","11","2","9","4","2","24","4","20","10","4","4","2","0.04","0.13","0.27","0.42","0.56","7.6041"
"120.json","18","37.5","19","5","14","11","5","33","6","27","20","6","3","4","0.01","0.06","0.16","0.27","0.39","8.991854103290963"
"121.json","18","37.5","26","8","18","19","8","46","10","36","37","10","2","5","0.0","0.02","0.06","0.14","0.24","10.26726685124"
"122.json","18","37.5","23","7","16","17","7","39","9","30","33","9","3","5","0.01","0.03","0.1","0.19","0.3","9.865"
"123.json","18","37.5","28","10","18","25","10","49","13","36","50","13","2","6","0.0","0.02","0.06","0.13","0.22","10.7224"
"124.json","18","37.5","23","7","16","16","7","42","9","33","31","9","2","5","0.01","0.04","0.1","0.2","0.32","9.7355"
"125.json","18","37.5","27","9","18","22","9","48","12","36","44","12","2","6","0.0","0.02","0.06","0.14","0.24","10.4378"
"126.json","18","37.5","27","9","18","22","9","48","12","36","44","12","2","6","0.0","0.02","0.06","0.14","0.24","10.4703471"
"127.json","18","37.5","29","11","18","28","11","51","15","36","57","15","2","7","0.0","0.02","0.06","0.12","0.21","10.84184891769627"
"128.json","18","37.5","9","1","8","2","1","16","1","15","3","1","5","1","0.04","0.14","0.29","0.46","0.6","7.3308"
"129.json","18","37.5","12","2","10","4","2","23","3","20","8","3","4","2","0.04","0.12","0.27","0.41","0.55","7.639575942921636"
"13.json","18","37.5","13","3","10","6","3","28","6","22","15","6","4","3","0.02","0.09","0.21","0.35","0.49","8.1177"
"130.json","18","37.5","12","2","10","4","2","23","3","20","8","3","4","2","0.04","0.12","0.26","0.41","0.55","7.6334"
"131.json","18","37.5","14","3","11","6","3","28","5","23","13","5","3","3","0.03","0.11","0.24","0.39","0.53","7.8246"
"132.json","18","37.5","15","3","12","7","3","28","4","24","14","4","4","2","0.02","0.07","0.18","0.32","0.45","8.536"
"133.json","18","37.5","17","4","13","9","4","32","6","26","19","6","4","3","0.01","0.06","0.16","0.29","0.43","8.7261"
"134.json","18","37.5","18","4","14","9","4","35","6","29","19","6","3","3","0.01","0.07","0.15","0.28","0.4","8.9359072"
"135.json","18","37.5","19","5","14","11","5","37","8","29","24","8","3","4","0.01","0.06","0.15","0.28","0.39","9.00234522"
"136.json","18","37.5","15","3","12","7","3","28","4","24","14","4","4","2","0.01","0.07","0.17","0.3","0.43","8.6379"
"137.json","18","37.5","18","4","14","9","4","35","6","29","19","6","3","3","0.01","0.06","0.15","0.27","0.4","8.8542"
"138.json","18","37.5","17","4","13","9","4","32","6","26","19","6","4","3","0.01","0.07","0.17","0.3","0.42","8.80812758"
"139.json","18","37.5","19","5","14","11","5","37","8","29","24","8","3","4","0.01","0.06","0.15","0.27","0.39","8.88477084"
"14.json","18","37.5","13","3","10","6","3","28","6","22","15","6","4","3","0.02","0.09","0.2","0.34","0.49","8.1536"
"140.json","18","37.5","19","5","14","12","5","37","7","30","25","7","3","3","0.01","0.05","0.14","0.25","0.38","9.2574"
"141.json","18","37.5","21","6","15","14","6","41","9","32","30","9","3","4","0.01","0.05","0.12","0.23","0.35","9.428830719999999"
"142.json","18","37.5","21","6","15","14","6","41","9","32","30","9","3","4","0.01","0.05","0.13","0.23","0.35","9.38045148"
"143.json","18","37.5","22","7","15","16","7","43","11","32","35","11","3","5","0.01","0.04","0.11","0.21","0.33","9.5125"
"144.json","18","37.5","12","2","10","4","2","20","2","18","6","2","4","2","0.04","0.12","0.26","0.41","0.55","7.682376954167999"
"145.json","18","37.5","18","4","14","9","4","32","5","27","17","5","3","3","0.01","0.07","0.16","0.29","0.43","8.760998370820658"
"146.json","18","37.5","18","4","14","9","4","32","5","27","17","5","3","3","0.01","0.06","0.15","0.27","0.4","8.859936475390834"
"147.json","18","37.5","22","6","16","14","6","41","8","33","28","8","2","4","0.01","0.04","0.11","0.2","0.32","9.645076090296"
"148.json","18","37.5","18","4","14","9","4","32","5","27","17","5","3","3","0.01","0.06","0.15","0.27","0.4","8.9328"
"149.json","18","37.5","22","6","16","14","6","38","8","30","28","8","3","4","0.01","0.04","0.11","0.21","0.33","9.61972901521806"
"15.json","18","37.5","14","4","10","8","4","30","8","22","20","8","4","4","0.02","0.08","0.19","0.31","0.44","8.4892"
"150.json","18","37.5","24","6","18","14","6","44","8","36","28","8","2","4","0.0","0.02","0.08","0.16","0.28","9.964323945803043"
