"name","credits","difficulty","complexity","blocking","delay","centrality","reachability","term_complexity","term_blocking","term_delay","term_centrality","term_reachability","free","edges","gradRate3","gradRate4","gradRate5","gradRate6","gradRate7","averageTTD"
"0.json","18","35.0","6","0","6","0","0","12","0","12","0","0","6","0","0.02","0.1","0.23","0.39","0.54","7.731877617103087"
"1.json","18","35.0","9","1","8","2","1","19","2","17","5","2","5","1","0.02","0.08","0.19","0.34","0.48","8.26"
"10.json","18","35.0","11","2","9","4","2","23","4","19","10","4","5","2","0.01","0.07","0.17","0.29","0.44","8.599140937724"
"100.json","18","35.0","18","4","14","9","4","32","5","27","17","5","3","3","0.01","0.05","0.12","0.22","0.34","9.51794637552342"
"101.json","18","35.0","22","6","16","14","6","38","8","30","28","8","3","4","0.0","0.03","0.08","0.17","0.27","10.260311819301057"
"102.json","18","35.0","24","6","18","14","6","44","8","36","28","8","2","4","0.0","0.02","0.06","0.13","0.22","10.671103589275104"
"103.json","18","35.0","26","8","18","19","8","47","11","36","39","11","2","5","0.0","0.01","0.05","0.11","0.2","10.959226652552465"
"104.json","18","35.0","18","4","14","9","4","32","5","27","17","5","3","3","0.01","0.04","0.12","0.22","0.33","9.5176"
"105.json","18","35.0","24","6","18","14","6","44","8","36","28","8","2","4","0.0","0.02","0.06","0.13","0.22","10.6344"
"106.json","18","35.0","22","6","16","14","6","38","8","30","28","8","3","4","0.01","0.03","0.09","0.17","0.27","10.3506"
"107.json","18","35.0","26","8","18","19","8","47","11","36","39","11","2","5","0.0","0.01","0.05","0.11","0.2","11.0476"
"108.json","18","35.0","22","6","16","14","6","41","8","33","28","8","2","4","0.0","0.02","0.07","0.15","0.26","10.3412"
"109.json","18","35.0","26","8","18","19","8","47","11","36","39","11","2","5","0.0","0.02","0.05","0.12","0.21","10.98999184533051"
"11.json","18","35.0","13","3","10","6","3","28","6","22","15","6","4","3","0.01","0.06","0.14","0.26","0.39","8.9904"
"110.json","18","35.0","26","8","18","19","8","47","11","36","39","11","2","5","0.0","0.01","0.05","0.11","0.2","11.04480952"
"111.json","18","35.0","28","10","18","24","10","50","14","36","50","14","2","6","0.0","0.01","0.04","0.09","0.17","11.5046"
"112.json","18","35.0","13","3","10","6","3","21","3","18","9","3","4","3","0.02","0.09","0.2","0.33","0.47","8.359"
"113.json","18","35.0","21","6","15","14","6","35","7","28","26","7","3","4","0.01","0.03","0.1","0.18","0.29","10.1344"
