"name","credits","difficulty","complexity","blocking","delay","centrality","reachability","term_complexity","term_blocking","term_delay","term_centrality","term_reachability","free","edges","gradRate3","gradRate4","gradRate5","gradRate6","gradRate7","averageTTD"
"0.json","18","72.5","6","0","6","0","0","12","0","12","0","0","6","0","0.61","0.87","0.96","0.99","1.0","3.4283952381099545"
"1.json","18","72.5","9","1","8","2","1","19","2","17","5","2","5","1","0.44","0.78","0.92","0.97","0.99","3.9008"
"10.json","18","72.5","11","2","9","4","2","23","4","19","10","4","5","2","0.41","0.75","0.91","0.97","0.99","3.958252439348"
"100.json","18","72.5","18","4","14","9","4","32","5","27","17","5","3","3","0.3","0.64","0.85","0.94","0.98","4.297285679047621"
"101.json","18","72.5","22","6","16","14","6","38","8","30","28","8","3","4","0.19","0.53","0.78","0.9","0.96","4.664293577699681"
"102.json","18","72.5","24","6","18","14","6","44","8","36","28","8","2","4","0.14","0.49","0.76","0.9","0.96","4.77425945713581"
"103.json","18","72.5","26","8","18","19","8","47","11","36","39","11","2","5","0.14","0.46","0.73","0.89","0.96","4.858727384380928"
"104.json","18","72.5","18","4","14","9","4","32","5","27","17","5","3","3","0.3","0.66","0.85","0.94","0.98","4.2978"
"105.json","18","72.5","24","6","18","14","6","44","8","36","28","8","2","4","0.13","0.48","0.75","0.89","0.95","4.819"
"106.json","18","72.5","22","6","16","14","6","38","8","30","28","8","3","4","0.19","0.53","0.78","0.9","0.96","4.659113186455727"
"107.json","18","72.5","26","8","18","19","8","47","11","36","39","11","2","5","0.15","0.47","0.74","0.89","0.95","4.8212"
"108.json","18","72.5","22","6","16","14","6","41","8","33","28","8","2","4","0.23","0.57","0.8","0.91","0.96","4.542481025407436"
"109.json","18","72.5","26","8","18","19","8","47","11","36","39","11","2","5","0.14","0.45","0.72","0.88","0.95","4.880771745476876"
"11.json","18","72.5","13","3","10","6","3","28","6","22","15","6","4","3","0.34","0.69","0.88","0.96","0.99","4.1594"
"110.json","18","72.5","26","8","18","19","8","47","11","36","39","11","2","5","0.15","0.48","0.74","0.89","0.96","4.80856424"
"111.json","18","72.5","28","10","18","24","10","50","14","36","50","14","2","6","0.15","0.44","0.71","0.87","0.94","4.9306"
"112.json","18","72.5","13","3","10","6","3","21","3","18","9","3","4","3","0.55","0.82","0.94","0.98","0.99","3.579"
"113.json","18","72.5","21","6","15","14","6","35","7","28","26","7","3","4","0.25","0.58","0.81","0.92","0.97","4.4902"
"114.json","18","72.5","21","6","15","14","6","35","7","28","26","7","3","4","0.26","0.58","0.82","0.92","0.97","4.4715158"
"115.json","18","72.5","26","9","17","22","9","45","11","34","43","11","2","5","0.18","0.5","0.75","0.89","0.95","4.760348828205807"
"116.json","18","72.5","19","5","14","11","5","33","6","27","20","6","3","4","0.3","0.63","0.84","0.94","0.98","4.3376"
"117.json","18","72.5","23","7","16","17","7","39","9","30","33","9","3","5","0.19","0.53","0.77","0.9","0.96","4.675176154349096"
"118.json","18","72.5","26","8","18","19","8","46","10","36","37","10","2","5","0.14","0.46","0.73","0.88","0.95","4.8685611637010515"
"119.json","18","72.5","28","10","18","25","10","49","13","36","50","13","2","6","0.13","0.43","0.7","0.86","0.94","4.9743"
"12.json","18","72.5","11","2","9","4","2","24","4","20","10","4","4","2","0.58","0.84","0.94","0.98","0.99","3.5105"
"120.json","18","72.5","19","5","14","11","5","33","6","27","20","6","3","4","0.31","0.64","0.84","0.94","0.98","4.303415045760843"
"121.json","18","72.5","26","8","18","19","8","46","10","36","37","10","2","5","0.14","0.47","0.74","0.89","0.96","4.824961712848"
"122.json","18","72.5","23","7","16","17","7","39","9","30","33","9","3","5","0.2","0.51","0.75","0.89","0.95","4.7226"
"123.json","18","72.5","28","10","18","25","10","49","13","36","50","13","2","6","0.15","0.45","0.7","0.87","0.94","4.9198"
"124.json","18","72.5","23","7","16","16","7","42","9","33","31","9","2","5","0.22","0.55","0.79","0.91","0.96","4.5987"
"125.json","18","72.5","27","9","18","22","9","48","12","36","44","12","2","6","0.14","0.44","0.71","0.87","0.94","4.9258"
"126.json","18","72.5","27","9","18","22","9","48","12","36","44","12","2","6","0.14","0.44","0.71","0.86","0.95","4.9319197400000006"
"127.json","18","72.5","29","11","18","28","11","51","15","36","57","15","2","7","0.15","0.44","0.68","0.86","0.94","4.97380504022428"
"128.json","18","72.5","9","1","8","2","1","16","1","15","3","1","5","1","0.59","0.85","0.95","0.99","1.0","3.4826"
"129.json","18","72.5","12","2","10","4","2","23","3","20","8","3","4","2","0.58","0.85","0.95","0.99","1.0","3.4953916504878695"
"13.json","18","72.5","13","3","10","6","3","28","6","22","15","6","4","3","0.4","0.74","0.9","0.97","0.99","4.0107"
"130.json","18","72.5","12","2","10","4","2","23","3","20","8","3","4","2","0.56","0.84","0.94","0.98","0.99","3.5474"
"131.json","18","72.5","14","3","11","6","3","28","5","23","13","5","3","3","0.53","0.82","0.93","0.98","0.99","3.5994"
"132.json","18","72.5","15","3","12","7","3","28","4","24","14","4","4","2","0.35","0.68","0.86","0.94","0.98","4.2012"
"133.json","18","72.5","17","4","13","9","4","32","6","26","19","6","4","3","0.31","0.64","0.84","0.93","0.98","4.2997"
"134.json","18","72.5","18","4","14","9","4","35","6","29","19","6","3","3","0.32","0.65","0.85","0.94","0.98","4.27964024"
"135.json","18","72.5","19","5","14","11","5","37","8","29","24","8","3","4","0.3","0.63","0.84","0.94","0.98","4.33525994"
"136.json","18","72.5","15","3","12","7","3","28","4","24","14","4","4","2","0.33","0.67","0.86","0.95","0.98","4.2295"
"137.json","18","72.5","18","4","14","9","4","35","6","29","19","6","3","3","0.31","0.65","0.85","0.95","0.98","4.2644"
"138.json","18","72.5","17","4","13","9","4","32","6","26","19","6","4","3","0.32","0.65","0.85","0.94","0.98","4.2812459"
"139.json","18","72.5","19","5","14","11","5","37","8","29","24","8","3","4","0.31","0.65","0.85","0.94","0.98","4.27705288"
"14.json","18","72.5","13","3","10","6","3","28","6","22","15","6","4","3","0.4","0.73","0.89","0.96","0.99","4.0416"
"140.json","18","72.5","19","5","14","12","5","37","7","30","25","7","3","3","0.27","0.59","0.81","0.92","0.97","4.4602"
"141.json","18","72.5","21","6","15","14","6","41","9","32","30","9","3","4","0.25","0.58","0.8","0.92","0.97","4.50640832"
"142.json","18","72.5","21","6","15","14","6","41","9","32","30","9","3","4","0.25","0.58","0.81","0.92","0.97","4.4930920400000005"
"143.json","18","72.5","22","7","15","16","7","43","11","32","35","11","3","5","0.25","0.59","0.81","0.92","0.97","4.4689"
"144.json","18","72.5","12","2","10","4","2","20","2","18","6","2","4","2","0.55","0.84","0.94","0.98","0.99","3.548055410576"
"145.json","18","72.5","18","4","14","9","4","32","5","27","17","5","3","3","0.3","0.65","0.85","0.94","0.98","4.300660683009152"
"146.json","18","72.5","18","4","14","9","4","32","5","27","17","5","3","3","0.3","0.65","0.85","0.94","0.98","4.302909611082115"
"147.json","18","72.5","22","6","16","14","6","41","8","33","28","8","2","4","0.23","0.57","0.8","0.91","0.97","4.540098618408"
"148.json","18","72.5","18","4","14","9","4","32","5","27","17","5","3","3","0.3","0.64","0.85","0.94","0.98","4.3098"
"149.json","18","72.5","22","6","16","14","6","38","8","30","28","8","3","4","0.19","0.52","0.76","0.9","0.96","4.702308019723682"
"15.json","18","72.5","14","4","10","8","4","30","8","22","20","8","4","4","0.33","0.68","0.87","0.95","0.99","4.183"
"150.json","18","72.5","24","6","18","14","6","44","8","36","28","8","2","4","0.15","0.48","0.76","0.9","0.97","4.765540461603945"
"151.json","18","72.5","26","8","18","19","8","47","11","36","39","11","2","5","0.13","0.45","0.73","0.88","0.95","4.8854249562"
"152.json","18","72.5","18","4","14","9","4","32","5","27","17","5","3","3","0.31","0.65","0.85","0.94","0.98","4.28645624918"
"153.json","18","72.5","24","6","18","14","6","44","8","36","28","8","2","4","0.15","0.5","0.76","0.9","0.96","4.74515310809232"
"154.json","18","72.5","22","6","16","14","6","38","8","30","28","8","3","4","0.19","0.53","0.78","0.9","0.96","4.656"
"155.json","18","72.5","26","8","18","19","8","47","11","36","39","11","2","5","0.14","0.47","0.73","0.88","0.95","4.8524"
"156.json","18","72.5","22","6","16","14","6","41","8","33","28","8","2","4","0.22","0.55","0.79","0.91","0.97","4.57849378"
"157.json","18","72.5","26","8","18","19","8","47","11","36","39","11","2","5","0.14","0.45","0.72","0.87","0.95","4.89533503523087"
"158.json","18","72.5","26","8","18","19","8","47","11","36","39","11","2","5","0.15","0.47","0.74","0.88","0.96","4.8375156987559995"
"159.json","18","72.5","28","10","18","24","10","50","14","36","50","14","2","6","0.14","0.44","0.71","0.87","0.94","4.931"
"16.json","18","72.5","9","1","8","2","1","16","1","15","3","1","5","1","0.58","0.86","0.95","0.99","1.0","3.4808"
"160.json","18","72.5","11","2","9","4","2","18","2","16","6","2","5","2","0.57","0.84","0.95","0.98","1.0","3.5166"
"161.json","18","72.5","14","3","11","6","3","25","4","21","11","4","4","3","0.54","0.81","0.94","0.98","0.99","3.5956"
"162.json","18","72.5","14","3","11","6","3","25","4","21","11","4","4","3","0.53","0.8","0.93","0.98","0.99","3.6236"
"163.json","18","72.5","16","4","12","8","4","30","6","24","16","6","3","4","0.52","0.79","0.92","0.97","0.99","3.6663191200000003"
