"name","credits","difficulty","complexity","blocking","delay","centrality","reachability","term_complexity","term_blocking","term_delay","term_centrality","term_reachability","free","edges","gradRate3","gradRate4","gradRate5","gradRate6","gradRate7","averageTTD"
"0.json","18","92.5","6","0","6","0","0","12","0","12","0","0","6","0","0.97","1.0","1.0","1.0","0.0","2.40596385331348"
"1.json","18","92.5","9","1","8","2","1","19","2","17","5","2","5","1","0.85","0.98","1.0","1.0","0.0","3.168"
"10.json","18","92.5","11","2","9","4","2","23","4","19","10","4","5","2","0.85","0.99","1.0","1.0","1.0","3.16422191194"
"100.json","18","92.5","18","4","14","9","4","32","5","27","17","5","3","3","0.78","0.96","0.99","1.0","1.0","3.2668811927706627"
"101.json","18","92.5","22","6","16","14","6","38","8","30","28","8","3","4","0.68","0.95","0.99","1.0","1.0","3.384207320008213"
"102.json","18","92.5","24","6","18","14","6","44","8","36","28","8","2","4","0.63","0.94","0.99","1.0","1.0","3.4362533762385543"
"103.json","18","92.5","26","8","18","19","8","47","11","36","39","11","2","5","0.63","0.93","0.99","1.0","0.0","3.4450326857612925"
"104.json","18","92.5","18","4","14","9","4","32","5","27","17","5","3","3","0.76","0.96","1.0","1.0","1.0","3.2762"
"105.json","18","92.5","24","6","18","14","6","44","8","36","28","8","2","4","0.62","0.94","0.99","1.0","0.0","3.4494"
"106.json","18","92.5","22","6","16","14","6","38","8","30","28","8","3","4","0.68","0.94","0.99","1.0","1.0","3.382422746364528"
"107.json","18","92.5","26","8","18","19","8","47","11","36","39","11","2","5","0.62","0.93","0.99","1.0","1.0","3.46"
"108.json","18","92.5","22","6","16","14","6","41","8","33","28","8","2","4","0.71","0.95","0.99","1.0","1.0","3.343008501699241"
"109.json","18","92.5","26","8","18","19","8","47","11","36","39","11","2","5","0.62","0.93","0.99","1.0","1.0","3.4564890065371525"
"11.json","18","92.5","13","3","10","6","3","28","6","22","15","6","4","3","0.79","0.98","1.0","1.0","1.0","3.2318"
"110.json","18","92.5","26","8","18","19","8","47","11","36","39","11","2","5","0.64","0.93","0.99","1.0","1.0","3.435092"
"111.json","18","92.5","28","10","18","24","10","50","14","36","50","14","2","6","0.63","0.92","0.99","1.0","1.0","3.4638"
"112.json","18","92.5","13","3","10","6","3","21","3","18","9","3","4","3","0.95","1.0","1.0","0.0","0.0","2.4326"
"113.json","18","92.5","21","6","15","14","6","35","7","28","26","7","3","4","0.74","0.96","0.99","1.0","1.0","3.3084"
"114.json","18","92.5","21","6","15","14","6","35","7","28","26","7","3","4","0.73","0.96","1.0","1.0","1.0","3.31468652"
"115.json","18","92.5","26","9","17","22","9","45","11","34","43","11","2","5","0.67","0.94","0.99","1.0","1.0","3.396241607201658"
"116.json","18","92.5","19","5","14","11","5","33","6","27","20","6","3","4","0.78","0.97","1.0","1.0","1.0","3.2516"
"117.json","18","92.5","23","7","16","17","7","39","9","30","33","9","3","5","0.67","0.94","0.99","1.0","1.0","3.3942912978013076"
"118.json","18","92.5","26","8","18","19","8","46","10","36","37","10","2","5","0.62","0.93","0.99","1.0","1.0","3.4570537147424467"
"119.json","18","92.5","28","10","18","25","10","49","13","36","50","13","2","6","0.63","0.93","0.99","1.0","1.0","3.4487"
"12.json","18","92.5","11","2","9","4","2","24","4","20","10","4","4","2","0.96","1.0","1.0","0.0","0.0","2.4009"
"120.json","18","92.5","19","5","14","11","5","33","6","27","20","6","3","4","0.78","0.97","1.0","1.0","1.0","3.2519662334946653"
"121.json","18","92.5","26","8","18","19","8","46","10","36","37","10","2","5","0.63","0.93","0.99","1.0","1.0","3.4448870184"
"122.json","18","92.5","23","7","16","17","7","39","9","30","33","9","3","5","0.68","0.94","0.99","1.0","1.0","3.3886"
"123.json","18","92.5","28","10","18","25","10","49","13","36","50","13","2","6","0.63","0.93","0.99","1.0","1.0","3.4586"
"124.json","18","92.5","23","7","16","16","7","42","9","33","31","9","2","5","0.72","0.95","1.0","1.0","1.0","3.3315"
"125.json","18","92.5","27","9","18","22","9","48","12","36","44","12","2","6","0.63","0.93","0.99","1.0","1.0","3.4556"
"126.json","18","92.5","27","9","18","22","9","48","12","36","44","12","2","6","0.62","0.92","0.99","1.0","1.0","3.4722663000000002"
"127.json","18","92.5","29","11","18","28","11","51","15","36","57","15","2","7","0.63","0.92","0.99","1.0","1.0","3.4684682940668723"
"128.json","18","92.5","9","1","8","2","1","16","1","15","3","1","5","1","0.96","1.0","1.0","1.0","0.0","2.415"
"129.json","18","92.5","12","2","10","4","2","23","3","20","8","3","4","2","0.96","1.0","1.0","1.0","0.0","2.432232844382388"
"13.json","18","92.5","13","3","10","6","3","28","6","22","15","6","4","3","0.83","0.98","1.0","1.0","0.0","3.1907"
"130.json","18","92.5","12","2","10","4","2","23","3","20","8","3","4","2","0.96","0.99","1.0","1.0","1.0","2.4156"
