"name","complexity","completionRate","term","credits"
"Biomedical Sciences - 143.json",296.0,0.8,8.0,115.0
"Biomedical Sciences - 143.json",296.0,0.78,8.0,115.0
"Biomedical Sciences - 143.json",296.0,0.8,8.0,115.0
"Biomedical Sciences - 143.json",296.0,0.83,8.0,115.0
"Biomedical Sciences - 143.json",296.0,0.79,8.0,115.0
"Biomedical Sciences - 143.json",296.0,0.84,8.0,115.0
"Biomedical Sciences - 143.json",296.0,0.83,8.0,115.0
"Biomedical Sciences - 143.json",296.0,0.81,8.0,115.0
"Biomedical Sciences - 143.json",296.0,0.74,8.0,115.0
"Biomedical Sciences - 143.json",296.0,0.78,8.0,115.0
"Biomedical Sciences - 143.json",296.0,0.81,8.0,115.0
"Biomedical Sciences - 143.json",296.0,0.8,8.0,115.0
"Biomedical Sciences - 143.json",296.0,0.79,8.0,115.0
"Biomedical Sciences - 143.json",296.0,0.85,8.0,115.0
"Biomedical Sciences - 143.json",296.0,0.88,8.0,115.0
"Biomedical Sciences - 143.json",296.0,0.82,8.0,115.0
"Biomedical Sciences - 143.json",296.0,0.81,8.0,115.0
"Biomedical Sciences - 143.json",296.0,0.81,8.0,115.0
"Biomedical Sciences - 143.json",296.0,0.85,8.0,115.0
"Biomedical Sciences - 143.json",296.0,0.79,8.0,115.0
"Chemical Engineering - 48.json",437.0,0.48,8.0,123.0
"Chemical Engineering - 48.json",437.0,0.42,8.0,123.0
"Chemical Engineering - 48.json",437.0,0.43,8.0,123.0
"Chemical Engineering - 48.json",437.0,0.54,8.0,123.0
"Chemical Engineering - 48.json",437.0,0.5,8.0,123.0
"Chemical Engineering - 48.json",437.0,0.46,8.0,123.0
"Chemical Engineering - 48.json",437.0,0.45,8.0,123.0
"Chemical Engineering - 48.json",437.0,0.44,8.0,123.0
"Chemical Engineering - 48.json",437.0,0.43,8.0,123.0
"Chemical Engineering - 48.json",437.0,0.49,8.0,123.0
"Chemical Engineering - 48.json",437.0,0.37,8.0,123.0
"Chemical Engineering - 48.json",437.0,0.48,8.0,123.0
"Chemical Engineering - 48.json",437.0,0.5,8.0,123.0
"Chemical Engineering - 48.json",437.0,0.48,8.0,123.0
"Chemical Engineering - 48.json",437.0,0.49,8.0,123.0
"Chemical Engineering - 48.json",437.0,0.47,8.0,123.0
"Chemical Engineering - 48.json",437.0,0.46,8.0,123.0
"Chemical Engineering - 48.json",437.0,0.46,8.0,123.0
"Chemical Engineering - 48.json",437.0,0.44,8.0,123.0
"Chemical Engineering - 48.json",437.0,0.43,8.0,123.0
"Chemical Engineering - 48.json",437.0,0.52,8.0,123.0
"Chemical Engineering - 48.json",437.0,0.4,8.0,123.0
"Chemical Engineering - 48.json",437.0,0.52,8.0,123.0
"Chemical Engineering - 48.json",437.0,0.42,8.0,123.0
"Chemical Engineering - 48.json",437.0,0.42,8.0,123.0
"Chemical Engineering - 48.json",437.0,0.48,8.0,123.0
"Chemical Engineering - 48.json",437.0,0.49,8.0,123.0
"Chemical Engineering - 48.json",437.0,0.5,8.0,123.0
"Chemical Engineering - 48.json",437.0,0.41,8.0,123.0
"Chemical Engineering - 48.json",437.0,0.51,8.0,123.0
"Chemical Engineering - 48.json",437.0,0.44,8.0,123.0
"Chemical Engineering - 48.json",437.0,0.45,8.0,123.0
"Chemical Engineering - 48.json",437.0,0.48,8.0,123.0
"Chemical Engineering - 48.json",437.0,0.5,8.0,123.0
"Chemical Engineering - 48.json",437.0,0.43,8.0,123.0
"Chemical Engineering - 48.json",437.0,0.4,8.0,123.0
"Chemical Engineering - 48.json",437.0,0.45,8.0,123.0
"Chemical Engineering - 48.json",437.0,0.41,8.0,123.0
"Chemical Engineering - 48.json",437.0,0.45,8.0,123.0
"Chemical Engineering - 48.json",437.0,0.43,8.0,123.0
"Chemical Engineering - 48.json",437.0,0.43,8.0,123.0
"Chemical Engineering - 48.json",437.0,0.5,8.0,123.0
"Chemical Engineering - 48.json",437.0,0.42,8.0,123.0
"Chemical Engineering - 48.json",437.0,0.42,8.0,123.0
"Chemical Engineering - 48.json",437.0,0.45,8.0,123.0
"Chemical Engineering - 48.json",437.0,0.53,8.0,123.0
"Chemical Engineering - 48.json",437.0,0.44,8.0,123.0
"Chemical Engineering - 48.json",437.0,0.37,8.0,123.0
"Chemical Engineering - 48.json",437.0,0.52,8.0,123.0
"Chemical Engineering - 48.json",437.0,0.42,8.0,123.0
"Chemical Engineering - 48.json",437.0,0.4,8.0,123.0
"Chemical Engineering - 48.json",437.0,0.53,8.0,123.0
"Chemical Engineering - 48.json",437.0,0.49,8.0,123.0
"Chemical Engineering - 48.json",437.0,0.42,8.0,123.0
"Chemical Engineering - 48.json",437.0,0.48,8.0,123.0
"Chemical Engineering - 48.json",437.0,0.4,8.0,123.0
"Chemical Engineering - 48.json",437.0,0.42,8.0,123.0
"Chemical Engineering - 48.json",437.0,0.42,8.0,123.0
"Chemical Engineering - 48.json",437.0,0.35,8.0,123.0
"Chemical Engineering - 48.json",437.0,0.41,8.0,123.0
"Chemical Engineering - 48.json",437.0,0.45,8.0,123.0
"Chemical Engineering - 48.json",437.0,0.38,8.0,123.0
"Chemical Engineering - 48.json",437.0,0.47,8.0,123.0
"Chemical Engineering - 48.json",437.0,0.47,8.0,123.0
"Chemical Engineering - 48.json",437.0,0.34,8.0,123.0
"Chemical Engineering - 48.json",437.0,0.47,8.0,123.0
"Chemical Engineering - 48.json",437.0,0.46,8.0,123.0
"Chemical Engineering - 48.json",437.0,0.4,8.0,123.0
"Chemical Engineering - 48.json",437.0,0.38,8.0,123.0
"Chemical Engineering - 48.json",437.0,0.46,8.0,123.0
"Chemical Engineering - 48.json",437.0,0.4,8.0,123.0
"Chemical Engineering - 48.json",437.0,0.41,8.0,123.0
"Chemical Engineering - 48.json",437.0,0.46,8.0,123.0
"Chemical Engineering - 48.json",437.0,0.44,8.0,123.0
"Chemical Engineering - 48.json",437.0,0.51,8.0,123.0
"Chemical Engineering - 48.json",437.0,0.38,8.0,123.0
"Chemical Engineering - 48.json",437.0,0.49,8.0,123.0
"Chemical Engineering - 48.json",437.0,0.44,8.0,123.0
"Chemical Engineering - 48.json",437.0,0.49,8.0,123.0
"Chemical Engineering - 48.json",437.0,0.51,8.0,123.0
"Chemical Engineering - 48.json",437.0,0.42,8.0,123.0
"Chemical Engineering - 48.json",437.0,0.46,8.0,123.0
"Chemical Engineering - 48.json",437.0,0.52,8.0,123.0
"Chemical Engineering - 48.json",437.0,0.44,8.0,123.0
"Chemical Engineering - 48.json",437.0,0.42,8.0,123.0
"Chemical Engineering - 48.json",437.0,0.4,8.0,123.0
"Chemical Engineering - 48.json",437.0,0.42,8.0,123.0
"Chemical Engineering - 48.json",437.0,0.48,8.0,123.0
"Chemical Engineering - 48.json",437.0,0.4,8.0,123.0
"Chemical Engineering - 48.json",437.0,0.46,8.0,123.0
"Chemical Engineering - 48.json",437.0,0.49,8.0,123.0
"Chemical Engineering - 48.json",437.0,0.41,8.0,123.0
"Chemical Engineering - 48.json",437.0,0.47,8.0,123.0
"Chemical Engineering - 48.json",437.0,0.52,8.0,123.0
"Chemical Engineering - 48.json",437.0,0.48,8.0,123.0
"Chemical Engineering - 48.json",437.0,0.45,8.0,123.0
"Chemical Engineering - 48.json",437.0,0.3,8.0,123.0
"Chemical Engineering - 48.json",437.0,0.43,8.0,123.0
"Chemical Engineering - 48.json",437.0,0.45,8.0,123.0
"Chemical Engineering - 48.json",437.0,0.41,8.0,123.0
"Chemistry and Biochemistry - 32.json",190.0,1.0,12.0,123.0
"Chemistry and Biochemistry - 32.json",190.0,0.99,12.0,123.0
"Chemistry and Biochemistry - 32.json",190.0,1.0,12.0,123.0
"Chemistry and Biochemistry - 32.json",190.0,1.0,12.0,123.0
"Chemistry and Biochemistry - 32.json",190.0,1.0,12.0,123.0
"Chemistry and Biochemistry - 32.json",190.0,1.0,12.0,123.0
"Chemistry and Biochemistry - 32.json",190.0,0.99,12.0,123.0
"Chemistry and Biochemistry - 32.json",190.0,0.99,12.0,123.0
"Chemistry and Biochemistry - 32.json",190.0,1.0,12.0,123.0
"Chemistry and Biochemistry - 32.json",190.0,0.99,12.0,123.0
"Chemistry and Biochemistry - 32.json",190.0,1.0,12.0,123.0
"Chemistry and Biochemistry - 32.json",190.0,1.0,12.0,123.0
"Chemistry and Biochemistry - 32.json",190.0,1.0,12.0,123.0
"Chemistry and Biochemistry - 32.json",190.0,1.0,12.0,123.0
"Chemistry and Biochemistry - 32.json",190.0,0.99,12.0,123.0
"Chemistry and Biochemistry - 32.json",190.0,0.99,12.0,123.0
"Chemistry and Biochemistry - 32.json",190.0,1.0,12.0,123.0
"Chemistry and Biochemistry - 32.json",190.0,1.0,12.0,123.0
"Chemistry and Biochemistry - 32.json",190.0,1.0,12.0,123.0
"Chemistry and Biochemistry - 32.json",190.0,0.99,12.0,123.0
"Chemistry and Biochemistry - 32.json",190.0,1.0,12.0,123.0
"Chemistry and Biochemistry - 32.json",190.0,1.0,12.0,123.0
"Chemistry and Biochemistry - 32.json",190.0,1.0,12.0,123.0
"Chemistry and Biochemistry - 32.json",190.0,1.0,12.0,123.0
"Chemistry and Biochemistry - 32.json",190.0,1.0,12.0,123.0
"Chemistry and Biochemistry - 32.json",190.0,1.0,12.0,123.0
"Chemistry and Biochemistry - 32.json",190.0,0.99,12.0,123.0
"Chemistry and Biochemistry - 32.json",190.0,1.0,12.0,123.0
"Chemistry and Biochemistry - 32.json",190.0,1.0,12.0,123.0
"Chemistry and Biochemistry - 32.json",190.0,1.0,12.0,123.0
"Chemistry and Biochemistry - 32.json",190.0,1.0,12.0,123.0
"Chemistry and Biochemistry - 32.json",190.0,0.99,12.0,123.0
"Chemistry and Biochemistry - 32.json",190.0,0.99,12.0,123.0
"Chemistry and Biochemistry - 32.json",190.0,1.0,12.0,123.0
"Chemistry and Biochemistry - 32.json",190.0,1.0,12.0,123.0
"Chemistry and Biochemistry - 32.json",190.0,0.99,12.0,123.0
"Chemistry and Biochemistry - 32.json",190.0,1.0,12.0,123.0
"Chemistry and Biochemistry - 32.json",190.0,1.0,12.0,123.0
"Chemistry and Biochemistry - 32.json",190.0,1.0,12.0,123.0
"Chemistry and Biochemistry - 32.json",190.0,0.97,12.0,123.0
"Chemistry and Biochemistry - 32.json",190.0,1.0,12.0,123.0
"Chemistry and Biochemistry - 32.json",190.0,1.0,12.0,123.0
"Chemistry and Biochemistry - 32.json",190.0,0.99,12.0,123.0
"Chemistry and Biochemistry - 32.json",190.0,0.99,12.0,123.0
"Chemistry and Biochemistry - 32.json",190.0,0.99,12.0,123.0
"Chemistry and Biochemistry - 32.json",190.0,0.99,12.0,123.0
"Chemistry and Biochemistry - 32.json",190.0,0.99,12.0,123.0
"Chemistry and Biochemistry - 32.json",190.0,1.0,12.0,123.0
"Chemistry and Biochemistry - 32.json",190.0,1.0,12.0,123.0
"Chemistry and Biochemistry - 32.json",190.0,0.99,12.0,123.0
"Chemistry and Biochemistry - 32.json",190.0,0.98,12.0,123.0
"Chemistry and Biochemistry - 32.json",190.0,0.99,12.0,123.0
"Chemistry and Biochemistry - 32.json",190.0,1.0,12.0,123.0
"Chemistry and Biochemistry - 32.json",190.0,0.99,12.0,123.0
"Chemistry and Biochemistry - 32.json",190.0,1.0,12.0,123.0
"Chemistry and Biochemistry - 32.json",190.0,1.0,12.0,123.0
"Chemistry and Biochemistry - 32.json",190.0,1.0,12.0,123.0
"Chemistry and Biochemistry - 32.json",190.0,0.99,12.0,123.0
"Chemistry and Biochemistry - 32.json",190.0,1.0,12.0,123.0
"Chemistry and Biochemistry - 32.json",190.0,1.0,12.0,123.0
"Chemistry and Biochemistry - 32.json",190.0,1.0,12.0,123.0
"Chemistry and Biochemistry - 32.json",190.0,0.99,12.0,123.0
"Chemistry and Biochemistry - 32.json",190.0,0.99,12.0,123.0
"Chemistry and Biochemistry - 32.json",190.0,0.99,12.0,123.0
"Chemistry and Biochemistry - 32.json",190.0,1.0,12.0,123.0
"Chemistry and Biochemistry - 32.json",190.0,1.0,12.0,123.0
"Chemistry and Biochemistry - 32.json",190.0,0.99,12.0,123.0
"Chemistry and Biochemistry - 32.json",190.0,1.0,12.0,123.0
"Chemistry and Biochemistry - 32.json",190.0,0.99,12.0,123.0
"Chemistry and Biochemistry - 32.json",190.0,0.98,12.0,123.0
"Chemistry and Biochemistry - 32.json",190.0,1.0,12.0,123.0
"Chemistry and Biochemistry - 32.json",190.0,1.0,12.0,123.0
"Chemistry and Biochemistry - 32.json",190.0,1.0,12.0,123.0
"Chemistry and Biochemistry - 32.json",190.0,1.0,12.0,123.0
"Chemistry and Biochemistry - 32.json",190.0,0.98,12.0,123.0
"Chemistry and Biochemistry - 32.json",190.0,1.0,12.0,123.0
"Chemistry and Biochemistry - 32.json",190.0,1.0,12.0,123.0
"Chemistry and Biochemistry - 32.json",190.0,1.0,12.0,123.0
"Chemistry and Biochemistry - 32.json",190.0,1.0,12.0,123.0
"Chemistry and Biochemistry - 32.json",190.0,1.0,12.0,123.0
"Chemistry and Biochemistry - 32.json",190.0,1.0,12.0,123.0
"Chemistry and Biochemistry - 32.json",190.0,0.99,12.0,123.0
"Chemistry and Biochemistry - 32.json",190.0,1.0,12.0,123.0
"Chemistry and Biochemistry - 32.json",190.0,1.0,12.0,123.0
"Chemistry and Biochemistry - 32.json",190.0,1.0,12.0,123.0
"Chemistry and Biochemistry - 32.json",190.0,0.99,12.0,123.0
"Chemistry and Biochemistry - 32.json",190.0,0.99,12.0,123.0
"Chemistry and Biochemistry - 32.json",190.0,1.0,12.0,123.0
"Chemistry and Biochemistry - 32.json",190.0,1.0,12.0,123.0
"Chemistry and Biochemistry - 32.json",190.0,1.0,12.0,123.0
"Chemistry and Biochemistry - 32.json",190.0,1.0,12.0,123.0
"Chemistry and Biochemistry - 32.json",190.0,0.99,12.0,123.0
"Chemistry and Biochemistry - 32.json",190.0,1.0,12.0,123.0
"Chemistry and Biochemistry - 32.json",190.0,1.0,12.0,123.0
"Chemistry and Biochemistry - 32.json",190.0,0.99,12.0,123.0
"Chemistry and Biochemistry - 32.json",190.0,0.99,12.0,123.0
"Chemistry and Biochemistry - 32.json",190.0,1.0,12.0,123.0
"Chemistry and Biochemistry - 32.json",190.0,1.0,12.0,123.0
"Chemistry and Biochemistry - 32.json",190.0,0.99,12.0,123.0
"Chemistry and Biochemistry - 32.json",190.0,1.0,12.0,123.0
"Civil Engineering - 191.json",334.0,0.62,8.0,126.0
"Civil Engineering - 191.json",334.0,0.58,8.0,126.0
"Civil Engineering - 191.json",334.0,0.54,8.0,126.0
"Civil Engineering - 191.json",334.0,0.46,8.0,126.0
"Civil Engineering - 191.json",334.0,0.41,8.0,126.0
"Civil Engineering - 191.json",334.0,0.53,8.0,126.0
"Civil Engineering - 191.json",334.0,0.46,8.0,126.0
"Civil Engineering - 191.json",334.0,0.48,8.0,126.0
"Civil Engineering - 191.json",334.0,0.49,8.0,126.0
"Civil Engineering - 191.json",334.0,0.49,8.0,126.0
"Civil Engineering - 191.json",334.0,0.52,8.0,126.0
"Civil Engineering - 191.json",334.0,0.49,8.0,126.0
"Civil Engineering - 191.json",334.0,0.45,8.0,126.0
"Civil Engineering - 191.json",334.0,0.5,8.0,126.0
"Civil Engineering - 191.json",334.0,0.54,8.0,126.0
"Civil Engineering - 191.json",334.0,0.43,8.0,126.0
"Civil Engineering - 191.json",334.0,0.44,8.0,126.0
"Civil Engineering - 191.json",334.0,0.45,8.0,126.0
"Civil Engineering - 191.json",334.0,0.48,8.0,126.0
"Civil Engineering - 191.json",334.0,0.47,8.0,126.0
"Civil Engineering - 191.json",334.0,0.43,8.0,126.0
"Civil Engineering - 191.json",334.0,0.47,8.0,126.0
"Civil Engineering - 191.json",334.0,0.54,8.0,126.0
"Civil Engineering - 191.json",334.0,0.44,8.0,126.0
"Civil Engineering - 191.json",334.0,0.47,8.0,126.0
"Civil Engineering - 191.json",334.0,0.4,8.0,126.0
"Civil Engineering - 191.json",334.0,0.6,8.0,126.0
"Civil Engineering - 191.json",334.0,0.44,8.0,126.0
"Civil Engineering - 191.json",334.0,0.48,8.0,126.0
"Civil Engineering - 191.json",334.0,0.42,8.0,126.0
"Civil Engineering - 191.json",334.0,0.43,8.0,126.0
"Civil Engineering - 191.json",334.0,0.4,8.0,126.0
"Civil Engineering - 191.json",334.0,0.47,8.0,126.0
"Civil Engineering - 191.json",334.0,0.51,8.0,126.0
"Civil Engineering - 191.json",334.0,0.41,8.0,126.0
"Civil Engineering - 191.json",334.0,0.61,8.0,126.0
"Civil Engineering - 191.json",334.0,0.54,8.0,126.0
"Civil Engineering - 191.json",334.0,0.44,8.0,126.0
"Civil Engineering - 191.json",334.0,0.51,8.0,126.0
"Civil Engineering - 191.json",334.0,0.52,8.0,126.0
"Civil Engineering - 191.json",334.0,0.47,8.0,126.0
"Civil Engineering - 191.json",334.0,0.55,8.0,126.0
"Civil Engineering - 191.json",334.0,0.48,8.0,126.0
"Civil Engineering - 191.json",334.0,0.51,8.0,126.0
"Civil Engineering - 191.json",334.0,0.5,8.0,126.0
"Civil Engineering - 191.json",334.0,0.43,8.0,126.0
"Civil Engineering - 191.json",334.0,0.49,8.0,126.0
"Civil Engineering - 191.json",334.0,0.4,8.0,126.0
"Civil Engineering - 191.json",334.0,0.52,8.0,126.0
"Civil Engineering - 191.json",334.0,0.5,8.0,126.0
"Civil Engineering - 191.json",334.0,0.5,8.0,126.0
"Civil Engineering - 191.json",334.0,0.51,8.0,126.0
"Civil Engineering - 191.json",334.0,0.49,8.0,126.0
"Civil Engineering - 191.json",334.0,0.42,8.0,126.0
"Civil Engineering - 191.json",334.0,0.47,8.0,126.0
"Civil Engineering - 191.json",334.0,0.52,8.0,126.0
"Civil Engineering - 191.json",334.0,0.52,8.0,126.0
"Civil Engineering - 191.json",334.0,0.42,8.0,126.0
"Civil Engineering - 191.json",334.0,0.51,8.0,126.0
"Civil Engineering - 191.json",334.0,0.44,8.0,126.0
"Civil Engineering - 191.json",334.0,0.5,8.0,126.0
"Civil Engineering - 191.json",334.0,0.51,8.0,126.0
"Civil Engineering - 191.json",334.0,0.49,8.0,126.0
"Civil Engineering - 191.json",334.0,0.46,8.0,126.0
"Civil Engineering - 191.json",334.0,0.42,8.0,126.0
"Civil Engineering - 191.json",334.0,0.5,8.0,126.0
"Civil Engineering - 191.json",334.0,0.49,8.0,126.0
"Civil Engineering - 191.json",334.0,0.53,8.0,126.0
"Civil Engineering - 191.json",334.0,0.49,8.0,126.0
"Civil Engineering - 191.json",334.0,0.53,8.0,126.0
"Civil Engineering - 191.json",334.0,0.48,8.0,126.0
"Civil Engineering - 191.json",334.0,0.43,8.0,126.0
"Civil Engineering - 191.json",334.0,0.54,8.0,126.0
"Civil Engineering - 191.json",334.0,0.48,8.0,126.0
"Civil Engineering - 191.json",334.0,0.5,8.0,126.0
"Civil Engineering - 191.json",334.0,0.58,8.0,126.0
"Civil Engineering - 191.json",334.0,0.57,8.0,126.0
"Civil Engineering - 191.json",334.0,0.44,8.0,126.0
"Civil Engineering - 191.json",334.0,0.47,8.0,126.0
"Civil Engineering - 191.json",334.0,0.49,8.0,126.0
"Civil Engineering - 191.json",334.0,0.43,8.0,126.0
"Civil Engineering - 191.json",334.0,0.61,8.0,126.0
"Civil Engineering - 191.json",334.0,0.6,8.0,126.0
"Civil Engineering - 191.json",334.0,0.47,8.0,126.0
"Civil Engineering - 191.json",334.0,0.54,8.0,126.0
"Civil Engineering - 191.json",334.0,0.46,8.0,126.0
"Civil Engineering - 191.json",334.0,0.5,8.0,126.0
"Civil Engineering - 191.json",334.0,0.58,8.0,126.0
"Civil Engineering - 191.json",334.0,0.47,8.0,126.0
"Civil Engineering - 191.json",334.0,0.47,8.0,126.0
"Civil Engineering - 191.json",334.0,0.41,8.0,126.0
"Civil Engineering - 191.json",334.0,0.49,8.0,126.0
"Civil Engineering - 191.json",334.0,0.65,8.0,126.0
"Civil Engineering - 191.json",334.0,0.49,8.0,126.0
"Civil Engineering - 191.json",334.0,0.43,8.0,126.0
"Civil Engineering - 191.json",334.0,0.46,8.0,126.0
"Civil Engineering - 191.json",334.0,0.46,8.0,126.0
"Civil Engineering - 191.json",334.0,0.5,8.0,126.0
"Civil Engineering - 191.json",334.0,0.38,8.0,126.0
"Civil Engineering - 191.json",334.0,0.56,8.0,126.0
"Computer Information Systems - 183.json",155.0,0.8,8.0,124.0
"Computer Information Systems - 183.json",155.0,0.76,8.0,124.0
"Computer Information Systems - 183.json",155.0,0.77,8.0,124.0
"Computer Information Systems - 183.json",155.0,0.81,8.0,124.0
"Computer Information Systems - 183.json",155.0,0.75,8.0,124.0
"Computer Information Systems - 183.json",155.0,0.82,8.0,124.0
"Computer Information Systems - 183.json",155.0,0.78,8.0,124.0
"Computer Information Systems - 183.json",155.0,0.77,8.0,124.0
"Computer Information Systems - 183.json",155.0,0.79,8.0,124.0
"Computer Information Systems - 183.json",155.0,0.85,8.0,124.0
"Computer Information Systems - 183.json",155.0,0.7,8.0,124.0
"Computer Information Systems - 183.json",155.0,0.83,8.0,124.0
"Computer Information Systems - 183.json",155.0,0.81,8.0,124.0
"Computer Information Systems - 183.json",155.0,0.81,8.0,124.0
"Computer Information Systems - 183.json",155.0,0.8,8.0,124.0
"Computer Information Systems - 183.json",155.0,0.74,8.0,124.0
"Computer Information Systems - 183.json",155.0,0.74,8.0,124.0
"Computer Information Systems - 183.json",155.0,0.73,8.0,124.0
"Computer Information Systems - 183.json",155.0,0.82,8.0,124.0
"Computer Information Systems - 183.json",155.0,0.74,8.0,124.0
"Computer Information Systems - 183.json",155.0,0.86,8.0,124.0
"Computer Information Systems - 183.json",155.0,0.74,8.0,124.0
"Computer Information Systems - 183.json",155.0,0.76,8.0,124.0
"Computer Information Systems - 183.json",155.0,0.83,8.0,124.0
"Computer Information Systems - 183.json",155.0,0.76,8.0,124.0
"Computer Information Systems - 183.json",155.0,0.83,8.0,124.0
"Computer Information Systems - 183.json",155.0,0.82,8.0,124.0
"Computer Information Systems - 183.json",155.0,0.78,8.0,124.0
"Computer Information Systems - 183.json",155.0,0.82,8.0,124.0
"Computer Information Systems - 183.json",155.0,0.77,8.0,124.0
"Computer Information Systems - 183.json",155.0,0.77,8.0,124.0
"Computer Information Systems - 183.json",155.0,0.81,8.0,124.0
"Computer Information Systems - 183.json",155.0,0.87,8.0,124.0
"Computer Information Systems - 183.json",155.0,0.79,8.0,124.0
"Computer Information Systems - 183.json",155.0,0.74,8.0,124.0
"Computer Information Systems - 183.json",155.0,0.79,8.0,124.0
"Computer Information Systems - 183.json",155.0,0.81,8.0,124.0
"Computer Information Systems - 183.json",155.0,0.74,8.0,124.0
"Computer Information Systems - 183.json",155.0,0.83,8.0,124.0
"Computer Information Systems - 183.json",155.0,0.79,8.0,124.0
"Computer Information Systems - 183.json",155.0,0.82,8.0,124.0
"Computer Information Systems - 183.json",155.0,0.84,8.0,124.0
"Computer Information Systems - 183.json",155.0,0.86,8.0,124.0
"Computer Information Systems - 183.json",155.0,0.81,8.0,124.0
"Computer Information Systems - 183.json",155.0,0.83,8.0,124.0
"Computer Information Systems - 183.json",155.0,0.81,8.0,124.0
"Computer Information Systems - 183.json",155.0,0.73,8.0,124.0
"Computer Information Systems - 183.json",155.0,0.85,8.0,124.0
"Computer Information Systems - 183.json",155.0,0.85,8.0,124.0
"Computer Information Systems - 183.json",155.0,0.84,8.0,124.0
"Computer Information Systems - 183.json",155.0,0.73,8.0,124.0
"Computer Information Systems - 183.json",155.0,0.77,8.0,124.0
"Computer Information Systems - 183.json",155.0,0.8,8.0,124.0
"Computer Information Systems - 183.json",155.0,0.78,8.0,124.0
"Computer Information Systems - 183.json",155.0,0.74,8.0,124.0
"Computer Information Systems - 183.json",155.0,0.79,8.0,124.0
"Computer Information Systems - 183.json",155.0,0.77,8.0,124.0
"Computer Information Systems - 183.json",155.0,0.81,8.0,124.0
"Computer Information Systems - 183.json",155.0,0.85,8.0,124.0
"Computer Information Systems - 183.json",155.0,0.81,8.0,124.0
"Computer Information Systems - 183.json",155.0,0.82,8.0,124.0
"Computer Information Systems - 183.json",155.0,0.83,8.0,124.0
"Computer Information Systems - 183.json",155.0,0.76,8.0,124.0
"Computer Information Systems - 183.json",155.0,0.8,8.0,124.0
"Computer Information Systems - 183.json",155.0,0.79,8.0,124.0
"Computer Information Systems - 183.json",155.0,0.77,8.0,124.0
"Computer Information Systems - 183.json",155.0,0.81,8.0,124.0
"Computer Information Systems - 183.json",155.0,0.86,8.0,124.0
"Computer Information Systems - 183.json",155.0,0.78,8.0,124.0
"Computer Information Systems - 183.json",155.0,0.83,8.0,124.0
"Computer Information Systems - 183.json",155.0,0.83,8.0,124.0
"Computer Information Systems - 183.json",155.0,0.79,8.0,124.0
"Computer Information Systems - 183.json",155.0,0.77,8.0,124.0
"Computer Information Systems - 183.json",155.0,0.83,8.0,124.0
"Computer Information Systems - 183.json",155.0,0.85,8.0,124.0
"Computer Information Systems - 183.json",155.0,0.83,8.0,124.0
"Computer Information Systems - 183.json",155.0,0.82,8.0,124.0
"Computer Information Systems - 183.json",155.0,0.8,8.0,124.0
"Computer Information Systems - 183.json",155.0,0.74,8.0,124.0
"Computer Information Systems - 183.json",155.0,0.73,8.0,124.0
"Computer Information Systems - 183.json",155.0,0.81,8.0,124.0
"Computer Information Systems - 183.json",155.0,0.77,8.0,124.0
"Computer Information Systems - 183.json",155.0,0.8,8.0,124.0
"Computer Information Systems - 183.json",155.0,0.78,8.0,124.0
"Computer Information Systems - 183.json",155.0,0.83,8.0,124.0
"Computer Information Systems - 183.json",155.0,0.83,8.0,124.0
"Computer Information Systems - 183.json",155.0,0.83,8.0,124.0
"Computer Information Systems - 183.json",155.0,0.8,8.0,124.0
"Computer Information Systems - 183.json",155.0,0.76,8.0,124.0
"Computer Information Systems - 183.json",155.0,0.81,8.0,124.0
"Computer Information Systems - 183.json",155.0,0.84,8.0,124.0
"Computer Information Systems - 183.json",155.0,0.81,8.0,124.0
"Computer Information Systems - 183.json",155.0,0.79,8.0,124.0
"Computer Information Systems - 183.json",155.0,0.74,8.0,124.0
"Computer Information Systems - 183.json",155.0,0.81,8.0,124.0
"Computer Information Systems - 183.json",155.0,0.86,8.0,124.0
"Computer Information Systems - 183.json",155.0,0.8,8.0,124.0
"Computer Information Systems - 183.json",155.0,0.79,8.0,124.0
"Computer Information Systems - 183.json",155.0,0.7,8.0,124.0
"Computer Information Systems - 183.json",155.0,0.77,8.0,124.0
"Computer Science - 164.json",72.0,0.76,8.0,122.0
"Computer Science - 164.json",72.0,0.83,8.0,122.0
"Computer Science - 164.json",72.0,0.76,8.0,122.0
"Computer Science - 164.json",72.0,0.83,8.0,122.0
"Computer Science - 164.json",72.0,0.82,8.0,122.0
"Computer Science - 164.json",72.0,0.8,8.0,122.0
"Computer Science - 164.json",72.0,0.78,8.0,122.0
"Computer Science - 164.json",72.0,0.78,8.0,122.0
"Computer Science - 164.json",72.0,0.76,8.0,122.0
"Computer Science - 164.json",72.0,0.8,8.0,122.0
"Computer Science - 164.json",72.0,0.88,8.0,122.0
"Computer Science - 164.json",72.0,0.79,8.0,122.0
"Computer Science - 164.json",72.0,0.86,8.0,122.0
"Computer Science - 164.json",72.0,0.8,8.0,122.0
"Computer Science - 164.json",72.0,0.8,8.0,122.0
"Computer Science - 164.json",72.0,0.86,8.0,122.0
"Computer Science - 164.json",72.0,0.82,8.0,122.0
"Computer Science - 164.json",72.0,0.81,8.0,122.0
"Computer Science - 164.json",72.0,0.77,8.0,122.0
"Computer Science - 164.json",72.0,0.79,8.0,122.0
"Computer Science - 164.json",72.0,0.77,8.0,122.0
"Computer Science - 164.json",72.0,0.84,8.0,122.0
