"name","complexity","completionRate","term","credits"
"Marketing - 182.json",150.0,0.78,8.0,122.0
"Marketing - 182.json",150.0,0.81,8.0,122.0
"Marketing - 182.json",150.0,0.75,8.0,122.0
"Marketing - 182.json",150.0,0.73,8.0,122.0
"Marketing - 182.json",150.0,0.77,8.0,122.0
"Marketing - 182.json",150.0,0.75,8.0,122.0
"Marketing - 182.json",150.0,0.81,8.0,122.0
"Marketing - 182.json",150.0,0.79,8.0,122.0
"Marketing - 182.json",150.0,0.72,8.0,122.0
"Marketing - 182.json",150.0,0.83,8.0,122.0
"Marketing - 182.json",150.0,0.77,8.0,122.0
"Marketing - 182.json",150.0,0.74,8.0,122.0
"Marketing - 182.json",150.0,0.8,8.0,122.0
"Marketing - 182.json",150.0,0.75,8.0,122.0
"Marketing - 182.json",150.0,0.67,8.0,122.0
"Marketing - 182.json",150.0,0.8,8.0,122.0
"Marketing - 182.json",150.0,0.77,8.0,122.0
"Marketing - 182.json",150.0,0.81,8.0,122.0
"Marketing - 182.json",150.0,0.73,8.0,122.0
"Marketing - 182.json",150.0,0.73,8.0,122.0
"Marketing - 182.json",150.0,0.76,8.0,122.0
"Marketing - 182.json",150.0,0.82,8.0,122.0
"Marketing - 182.json",150.0,0.75,8.0,122.0
"Marketing - 182.json",150.0,0.76,8.0,122.0
"Marketing - 182.json",150.0,0.77,8.0,122.0
"Marketing - 182.json",150.0,0.81,8.0,122.0
"Marketing - 182.json",150.0,0.82,8.0,122.0
"Marketing - 182.json",150.0,0.76,8.0,122.0
"Marketing - 182.json",150.0,0.79,8.0,122.0
"Marketing - 182.json",150.0,0.78,8.0,122.0
"Marketing - 182.json",150.0,0.74,8.0,122.0
"Marketing - 182.json",150.0,0.8,8.0,122.0
"Marketing - 182.json",150.0,0.81,8.0,122.0
"Marketing - 182.json",150.0,0.74,8.0,122.0
"Marketing - 182.json",150.0,0.68,8.0,122.0
"Marketing - 182.json",150.0,0.78,8.0,122.0
"Marketing - 182.json",150.0,0.73,8.0,122.0
"Marketing - 182.json",150.0,0.8,8.0,122.0
"Marketing - 182.json",150.0,0.75,8.0,122.0
"Marketing - 182.json",150.0,0.8,8.0,122.0
"Marketing - 182.json",150.0,0.73,8.0,122.0
"Marketing - 182.json",150.0,0.73,8.0,122.0
"Marketing - 182.json",150.0,0.77,8.0,122.0
"Marketing - 182.json",150.0,0.72,8.0,122.0
"Marketing - 182.json",150.0,0.81,8.0,122.0
"Marketing - 182.json",150.0,0.78,8.0,122.0
"Marketing - 182.json",150.0,0.79,8.0,122.0
"Marketing - 182.json",150.0,0.71,8.0,122.0
"Marketing - 182.json",150.0,0.73,8.0,122.0
"Marketing - 182.json",150.0,0.8,8.0,122.0
"Marketing - 182.json",150.0,0.81,8.0,122.0
"Marketing - 182.json",150.0,0.75,8.0,122.0
"Marketing - 182.json",150.0,0.72,8.0,122.0
"Marketing - 182.json",150.0,0.79,8.0,122.0
"Marketing - 182.json",150.0,0.85,8.0,122.0
"Marketing - 182.json",150.0,0.75,8.0,122.0
"Marketing - 182.json",150.0,0.77,8.0,122.0
"Marketing - 182.json",150.0,0.79,8.0,122.0
"Marketing - 182.json",150.0,0.86,8.0,122.0
"Marketing - 182.json",150.0,0.78,8.0,122.0
"Marketing - 182.json",150.0,0.7,8.0,122.0
"Marketing - 182.json",150.0,0.78,8.0,122.0
"Marketing - 182.json",150.0,0.76,8.0,122.0
"Marketing - 182.json",150.0,0.81,8.0,122.0
"Marketing - 182.json",150.0,0.74,8.0,122.0
"Marketing - 182.json",150.0,0.76,8.0,122.0
"Marketing - 182.json",150.0,0.83,8.0,122.0
"Marketing - 182.json",150.0,0.74,8.0,122.0
"Marketing - 182.json",150.0,0.72,8.0,122.0
"Marketing - 182.json",150.0,0.75,8.0,122.0
"Marketing - 182.json",150.0,0.79,8.0,122.0
"Marketing - 182.json",150.0,0.74,8.0,122.0
"Marketing - 182.json",150.0,0.8,8.0,122.0
"Marketing - 182.json",150.0,0.86,8.0,122.0
"Marketing - 182.json",150.0,0.85,8.0,122.0
"Marketing - 182.json",150.0,0.79,8.0,122.0
"Marketing - 182.json",150.0,0.78,8.0,122.0
"Marketing - 182.json",150.0,0.81,8.0,122.0
"Marketing - 182.json",150.0,0.83,8.0,122.0
"Marketing - 182.json",150.0,0.77,8.0,122.0
"Marketing - 182.json",150.0,0.76,8.0,122.0
"Marketing - 182.json",150.0,0.86,8.0,122.0
"Marketing - 182.json",150.0,0.83,8.0,122.0
"Marketing - 182.json",150.0,0.74,8.0,122.0
"Marketing - 182.json",150.0,0.69,8.0,122.0
"Marketing - 182.json",150.0,0.78,8.0,122.0
"Marketing - 182.json",150.0,0.79,8.0,122.0
"Marketing - 182.json",150.0,0.79,8.0,122.0
"Marketing - 182.json",150.0,0.7,8.0,122.0
"Marketing - 182.json",150.0,0.82,8.0,122.0
"Marketing - 182.json",150.0,0.87,8.0,122.0
"Marketing - 182.json",150.0,0.78,8.0,122.0
"Marketing - 182.json",150.0,0.76,8.0,122.0
"Marketing - 79.json",281.0,0.46,12.0,179.0
"Marketing - 79.json",281.0,0.55,12.0,179.0
"Marketing - 79.json",281.0,0.49,12.0,179.0
"Marketing - 79.json",281.0,0.59,12.0,179.0
"Marketing - 79.json",281.0,0.55,12.0,179.0
"Marketing - 79.json",281.0,0.52,12.0,179.0
"Marketing - 79.json",281.0,0.61,12.0,179.0
"Marketing - 79.json",281.0,0.6,12.0,179.0
"Marketing - 79.json",281.0,0.46,12.0,179.0
"Marketing - 79.json",281.0,0.52,12.0,179.0
"Marketing - 79.json",281.0,0.59,12.0,179.0
"Marketing - 79.json",281.0,0.51,12.0,179.0
"Marketing - 79.json",281.0,0.48,12.0,179.0
"Marketing - 79.json",281.0,0.44,12.0,179.0
"Marketing - 79.json",281.0,0.49,12.0,179.0
"Marketing - 79.json",281.0,0.6,12.0,179.0
"Marketing - 79.json",281.0,0.44,12.0,179.0
"Marketing - 79.json",281.0,0.47,12.0,179.0
"Marketing - 79.json",281.0,0.57,12.0,179.0
"Marketing - 79.json",281.0,0.44,12.0,179.0
"Marketing - 79.json",281.0,0.54,12.0,179.0
"Marketing - 79.json",281.0,0.51,12.0,179.0
"Marketing - 79.json",281.0,0.53,12.0,179.0
"Marketing - 79.json",281.0,0.51,12.0,179.0
"Marketing - 79.json",281.0,0.52,12.0,179.0
"Marketing - 79.json",281.0,0.45,12.0,179.0
"Marketing - 79.json",281.0,0.58,12.0,179.0
"Marketing - 79.json",281.0,0.52,12.0,179.0
"Marketing - 79.json",281.0,0.49,12.0,179.0
"Marketing - 79.json",281.0,0.55,12.0,179.0
"Marketing - 79.json",281.0,0.57,12.0,179.0
"Marketing - 79.json",281.0,0.56,12.0,179.0
"Marketing - 79.json",281.0,0.57,12.0,179.0
"Marketing - 79.json",281.0,0.45,12.0,179.0
"Marketing - 79.json",281.0,0.48,12.0,179.0
"Marketing - 79.json",281.0,0.49,12.0,179.0
"Marketing - 79.json",281.0,0.57,12.0,179.0
"Marketing - 79.json",281.0,0.53,12.0,179.0
"Marketing - 79.json",281.0,0.53,12.0,179.0
"Marketing - 79.json",281.0,0.58,12.0,179.0
"Marketing - 79.json",281.0,0.61,12.0,179.0
"Marketing - 79.json",281.0,0.49,12.0,179.0
"Marketing - 79.json",281.0,0.54,12.0,179.0
"Marketing - 79.json",281.0,0.56,12.0,179.0
"Marketing - 79.json",281.0,0.44,12.0,179.0
"Marketing - 79.json",281.0,0.53,12.0,179.0
"Marketing - 79.json",281.0,0.51,12.0,179.0
"Marketing - 79.json",281.0,0.54,12.0,179.0
"Marketing - 79.json",281.0,0.53,12.0,179.0
"Marketing - 79.json",281.0,0.46,12.0,179.0
"Marketing - 79.json",281.0,0.54,12.0,179.0
"Marketing - 79.json",281.0,0.54,12.0,179.0
"Marketing - 79.json",281.0,0.48,12.0,179.0
"Marketing - 79.json",281.0,0.5,12.0,179.0
"Marketing - 79.json",281.0,0.55,12.0,179.0
"Marketing - 79.json",281.0,0.53,12.0,179.0
"Marketing - 79.json",281.0,0.52,12.0,179.0
"Marketing - 79.json",281.0,0.52,12.0,179.0
"Marketing - 79.json",281.0,0.58,12.0,179.0
"Marketing - 79.json",281.0,0.64,12.0,179.0
"Marketing - 79.json",281.0,0.5,12.0,179.0
"Marketing - 79.json",281.0,0.52,12.0,179.0
"Marketing - 79.json",281.0,0.52,12.0,179.0
"Marketing - 79.json",281.0,0.46,12.0,179.0
"Marketing - 79.json",281.0,0.54,12.0,179.0
"Marketing - 79.json",281.0,0.6,12.0,179.0
"Marketing - 79.json",281.0,0.57,12.0,179.0
"Marketing - 79.json",281.0,0.46,12.0,179.0
"Marketing - 79.json",281.0,0.53,12.0,179.0
"Marketing - 79.json",281.0,0.57,12.0,179.0
"Marketing - 79.json",281.0,0.51,12.0,179.0
"Marketing - 79.json",281.0,0.5,12.0,179.0
"Marketing - 79.json",281.0,0.5,12.0,179.0
"Marketing - 79.json",281.0,0.63,12.0,179.0
"Marketing - 79.json",281.0,0.48,12.0,179.0
"Marketing - 79.json",281.0,0.6,12.0,179.0
"Marketing - 79.json",281.0,0.57,12.0,179.0
"Marketing - 79.json",281.0,0.48,12.0,179.0
"Marketing - 79.json",281.0,0.56,12.0,179.0
"Marketing - 79.json",281.0,0.57,12.0,179.0
"Marketing - 79.json",281.0,0.41,12.0,179.0
"Marketing - 79.json",281.0,0.47,12.0,179.0
"Marketing - 79.json",281.0,0.54,12.0,179.0
"Marketing - 79.json",281.0,0.58,12.0,179.0
"Marketing - 79.json",281.0,0.51,12.0,179.0
"Marketing - 79.json",281.0,0.55,12.0,179.0
"Marketing - 79.json",281.0,0.46,12.0,179.0
"Marketing - 79.json",281.0,0.51,12.0,179.0
"Marketing - 79.json",281.0,0.55,12.0,179.0
"Marketing - 79.json",281.0,0.61,12.0,179.0
"Marketing - 79.json",281.0,0.51,12.0,179.0
"Marketing - 79.json",281.0,0.48,12.0,179.0
"Marketing - 79.json",281.0,0.59,12.0,179.0
"Marketing - 79.json",281.0,0.6,12.0,179.0
"Marketing - 79.json",281.0,0.49,12.0,179.0
"Marketing - 79.json",281.0,0.51,12.0,179.0
"Marketing - 79.json",281.0,0.56,12.0,179.0
"Marketing - 79.json",281.0,0.58,12.0,179.0
"Marketing - 79.json",281.0,0.53,12.0,179.0
"Marketing - 79.json",281.0,0.51,12.0,179.0
"Mathematics - 42.json",121.0,0.8,8.0,120.0
"Mathematics - 42.json",121.0,0.77,8.0,120.0
"Mathematics - 42.json",121.0,0.82,8.0,120.0
"Mathematics - 42.json",121.0,0.81,8.0,120.0
"Mathematics - 42.json",121.0,0.82,8.0,120.0
"Mathematics - 42.json",121.0,0.75,8.0,120.0
"Mathematics - 42.json",121.0,0.83,8.0,120.0
"Mathematics - 42.json",121.0,0.9,8.0,120.0
"Mathematics - 42.json",121.0,0.84,8.0,120.0
"Mathematics - 42.json",121.0,0.83,8.0,120.0
"Mathematics - 42.json",121.0,0.85,8.0,120.0
"Mathematics - 42.json",121.0,0.82,8.0,120.0
"Mathematics - 42.json",121.0,0.82,8.0,120.0
"Mathematics - 42.json",121.0,0.77,8.0,120.0
"Mathematics - 42.json",121.0,0.84,8.0,120.0
"Mathematics - 42.json",121.0,0.83,8.0,120.0
"Mathematics - 42.json",121.0,0.93,8.0,120.0
"Mathematics - 42.json",121.0,0.84,8.0,120.0
"Mathematics - 42.json",121.0,0.86,8.0,120.0
"Mathematics - 42.json",121.0,0.84,8.0,120.0
"Mathematics - 42.json",121.0,0.79,8.0,120.0
"Mathematics - 42.json",121.0,0.82,8.0,120.0
"Mathematics - 42.json",121.0,0.8,8.0,120.0
"Mathematics - 42.json",121.0,0.84,8.0,120.0
"Mathematics - 42.json",121.0,0.82,8.0,120.0
"Mathematics - 42.json",121.0,0.84,8.0,120.0
"Mathematics - 42.json",121.0,0.86,8.0,120.0
"Mathematics - 42.json",121.0,0.83,8.0,120.0
"Mathematics - 42.json",121.0,0.8,8.0,120.0
"Mathematics - 42.json",121.0,0.81,8.0,120.0
"Mathematics - 42.json",121.0,0.8,8.0,120.0
"Mathematics - 42.json",121.0,0.8,8.0,120.0
"Mathematics - 42.json",121.0,0.84,8.0,120.0
"Mathematics - 42.json",121.0,0.89,8.0,120.0
"Mathematics - 42.json",121.0,0.75,8.0,120.0
"Mathematics - 42.json",121.0,0.8,8.0,120.0
"Mathematics - 42.json",121.0,0.79,8.0,120.0
"Mathematics - 42.json",121.0,0.84,8.0,120.0
"Mathematics - 42.json",121.0,0.86,8.0,120.0
"Mathematics - 42.json",121.0,0.88,8.0,120.0
"Mathematics - 42.json",121.0,0.81,8.0,120.0
"Mathematics - 42.json",121.0,0.78,8.0,120.0
"Mathematics - 42.json",121.0,0.8,8.0,120.0
"Mathematics - 42.json",121.0,0.77,8.0,120.0
"Mathematics - 42.json",121.0,0.84,8.0,120.0
"Mathematics - 42.json",121.0,0.87,8.0,120.0
"Mathematics - 42.json",121.0,0.84,8.0,120.0
"Mathematics - 42.json",121.0,0.9,8.0,120.0
"Mathematics - 42.json",121.0,0.81,8.0,120.0
"Mathematics - 42.json",121.0,0.82,8.0,120.0
"Mathematics - 42.json",121.0,0.78,8.0,120.0
"Mathematics - 42.json",121.0,0.86,8.0,120.0
"Mathematics - 42.json",121.0,0.79,8.0,120.0
"Mathematics - 42.json",121.0,0.84,8.0,120.0
"Mathematics - 42.json",121.0,0.86,8.0,120.0
"Mathematics - 42.json",121.0,0.83,8.0,120.0
"Mathematics - 42.json",121.0,0.83,8.0,120.0
"Mathematics - 42.json",121.0,0.83,8.0,120.0
"Mathematics - 42.json",121.0,0.86,8.0,120.0
"Mathematics - 42.json",121.0,0.91,8.0,120.0
"Mathematics - 42.json",121.0,0.87,8.0,120.0
"Mathematics - 42.json",121.0,0.75,8.0,120.0
"Mathematics - 42.json",121.0,0.76,8.0,120.0
"Mathematics - 42.json",121.0,0.76,8.0,120.0
"Mathematics - 42.json",121.0,0.81,8.0,120.0
"Mathematics - 42.json",121.0,0.84,8.0,120.0
"Mathematics - 42.json",121.0,0.78,8.0,120.0
"Mathematics - 42.json",121.0,0.83,8.0,120.0
"Mathematics - 42.json",121.0,0.79,8.0,120.0
"Mathematics - 42.json",121.0,0.86,8.0,120.0
"Mathematics - 42.json",121.0,0.86,8.0,120.0
"Mathematics - 42.json",121.0,0.9,8.0,120.0
"Mathematics - 42.json",121.0,0.83,8.0,120.0
"Mathematics - 42.json",121.0,0.85,8.0,120.0
"Mathematics - 42.json",121.0,0.84,8.0,120.0
"Mathematics - 42.json",121.0,0.89,8.0,120.0
"Mathematics - 42.json",121.0,0.83,8.0,120.0
"Mathematics - 42.json",121.0,0.78,8.0,120.0
"Mathematics - 42.json",121.0,0.85,8.0,120.0
"Mathematics - 42.json",121.0,0.8,8.0,120.0
"Mathematics - 42.json",121.0,0.77,8.0,120.0
"Mathematics - 42.json",121.0,0.89,8.0,120.0
"Mathematics - 42.json",121.0,0.78,8.0,120.0
"Mathematics - 42.json",121.0,0.84,8.0,120.0
"Mathematics - 42.json",121.0,0.86,8.0,120.0
"Mathematics - 42.json",121.0,0.81,8.0,120.0
"Mathematics - 42.json",121.0,0.78,8.0,120.0
"Mathematics - 42.json",121.0,0.85,8.0,120.0
"Mathematics - 42.json",121.0,0.84,8.0,120.0
"Mathematics - 42.json",121.0,0.84,8.0,120.0
"Mathematics - 42.json",121.0,0.78,8.0,120.0
"Mathematics - 42.json",121.0,0.79,8.0,120.0
"Mathematics - 42.json",121.0,0.79,8.0,120.0
"Mathematics - 42.json",121.0,0.85,8.0,120.0
"Mathematics - 42.json",121.0,0.85,8.0,120.0
"Mathematics - 42.json",121.0,0.88,8.0,120.0
"Mathematics - 42.json",121.0,0.88,8.0,120.0
"Mathematics - 42.json",121.0,0.78,8.0,120.0
"Mathematics - 42.json",121.0,0.79,8.0,120.0
"Mathematics - 42.json",121.0,0.82,8.0,120.0
"Mechanical Engineering - 15.json",314.0,0.66,8.0,0.0
"Mechanical Engineering - 15.json",314.0,0.6,8.0,0.0
"Mechanical Engineering - 15.json",314.0,0.72,8.0,0.0
"Mechanical Engineering - 15.json",314.0,0.63,8.0,0.0
"Mechanical Engineering - 15.json",314.0,0.76,8.0,0.0
"Mechanical Engineering - 15.json",314.0,0.68,8.0,0.0
"Mechanical Engineering - 15.json",314.0,0.71,8.0,0.0
"Mechanical Engineering - 15.json",314.0,0.67,8.0,0.0
"Mechanical Engineering - 15.json",314.0,0.69,8.0,0.0
"Mechanical Engineering - 15.json",314.0,0.67,8.0,0.0
"Mechanical Engineering - 15.json",314.0,0.63,8.0,0.0
"Mechanical Engineering - 15.json",314.0,0.69,8.0,0.0
"Mechanical Engineering - 15.json",314.0,0.64,8.0,0.0
"Mechanical Engineering - 15.json",314.0,0.79,8.0,0.0
"Mechanical Engineering - 15.json",314.0,0.69,8.0,0.0
"Mechanical Engineering - 15.json",314.0,0.67,8.0,0.0
"Mechanical Engineering - 15.json",314.0,0.64,8.0,0.0
"Mechanical Engineering - 15.json",314.0,0.69,8.0,0.0
"Mechanical Engineering - 15.json",314.0,0.64,8.0,0.0
"Mechanical Engineering - 15.json",314.0,0.74,8.0,0.0
"Mechanical Engineering - 15.json",314.0,0.71,8.0,0.0
"Mechanical Engineering - 15.json",314.0,0.71,8.0,0.0
"Mechanical Engineering - 15.json",314.0,0.65,8.0,0.0
"Mechanical Engineering - 15.json",314.0,0.63,8.0,0.0
"Mechanical Engineering - 15.json",314.0,0.75,8.0,0.0
"Mechanical Engineering - 15.json",314.0,0.62,8.0,0.0
"Mechanical Engineering - 15.json",314.0,0.66,8.0,0.0
"Mechanical Engineering - 15.json",314.0,0.62,8.0,0.0
"Mechanical Engineering - 15.json",314.0,0.68,8.0,0.0
"Mechanical Engineering - 15.json",314.0,0.7,8.0,0.0
"Mechanical Engineering - 15.json",314.0,0.64,8.0,0.0
"Mechanical Engineering - 15.json",314.0,0.6,8.0,0.0
"Mechanical Engineering - 15.json",314.0,0.76,8.0,0.0
"Mechanical Engineering - 15.json",314.0,0.76,8.0,0.0
"Mechanical Engineering - 15.json",314.0,0.6,8.0,0.0
"Mechanical Engineering - 15.json",314.0,0.59,8.0,0.0
"Mechanical Engineering - 15.json",314.0,0.64,8.0,0.0
"Mechanical Engineering - 15.json",314.0,0.64,8.0,0.0
"Mechanical Engineering - 15.json",314.0,0.66,8.0,0.0
"Mechanical Engineering - 15.json",314.0,0.65,8.0,0.0
"Mechanical Engineering - 15.json",314.0,0.68,8.0,0.0
"Mechanical Engineering - 15.json",314.0,0.71,8.0,0.0
"Mechanical Engineering - 15.json",314.0,0.57,8.0,0.0
"Mechanical Engineering - 15.json",314.0,0.66,8.0,0.0
"Mechanical Engineering - 15.json",314.0,0.66,8.0,0.0
"Mechanical Engineering - 15.json",314.0,0.66,8.0,0.0
"Mechanical Engineering - 15.json",314.0,0.71,8.0,0.0
"Mechanical Engineering - 15.json",314.0,0.6,8.0,0.0
"Mechanical Engineering - 15.json",314.0,0.7,8.0,0.0
"Mechanical Engineering - 15.json",314.0,0.66,8.0,0.0
"Mechanical Engineering - 15.json",314.0,0.78,8.0,0.0
"Mechanical Engineering - 15.json",314.0,0.74,8.0,0.0
"Mechanical Engineering - 15.json",314.0,0.71,8.0,0.0
"Mechanical Engineering - 15.json",314.0,0.7,8.0,0.0
"Mechanical Engineering - 15.json",314.0,0.7,8.0,0.0
"Mechanical Engineering - 15.json",314.0,0.64,8.0,0.0
"Mechanical Engineering - 15.json",314.0,0.64,8.0,0.0
"Mechanical Engineering - 15.json",314.0,0.66,8.0,0.0
"Mechanical Engineering - 15.json",314.0,0.72,8.0,0.0
"Mechanical Engineering - 15.json",314.0,0.58,8.0,0.0
"Mechanical Engineering - 15.json",314.0,0.67,8.0,0.0
"Mechanical Engineering - 15.json",314.0,0.64,8.0,0.0
"Mechanical Engineering - 15.json",314.0,0.6,8.0,0.0
"Mechanical Engineering - 15.json",314.0,0.66,8.0,0.0
"Mechanical Engineering - 15.json",314.0,0.65,8.0,0.0
"Mechanical Engineering - 15.json",314.0,0.7,8.0,0.0
"Mechanical Engineering - 15.json",314.0,0.66,8.0,0.0
"Mechanical Engineering - 15.json",314.0,0.77,8.0,0.0
"Mechanical Engineering - 15.json",314.0,0.66,8.0,0.0
"Mechanical Engineering - 15.json",314.0,0.63,8.0,0.0
"Mechanical Engineering - 15.json",314.0,0.77,8.0,0.0
"Mechanical Engineering - 15.json",314.0,0.75,8.0,0.0
"Mechanical Engineering - 15.json",314.0,0.67,8.0,0.0
"Mechanical Engineering - 15.json",314.0,0.73,8.0,0.0
"Mechanical Engineering - 15.json",314.0,0.63,8.0,0.0
"Mechanical Engineering - 15.json",314.0,0.67,8.0,0.0
"Mechanical Engineering - 15.json",314.0,0.71,8.0,0.0
"Mechanical Engineering - 15.json",314.0,0.71,8.0,0.0
"Mechanical Engineering - 15.json",314.0,0.56,8.0,0.0
"Mechanical Engineering - 15.json",314.0,0.64,8.0,0.0
"Mechanical Engineering - 15.json",314.0,0.68,8.0,0.0
"Mechanical Engineering - 15.json",314.0,0.76,8.0,0.0
"Mechanical Engineering - 15.json",314.0,0.73,8.0,0.0
"Mechanical Engineering - 15.json",314.0,0.71,8.0,0.0
"Mechanical Engineering - 15.json",314.0,0.65,8.0,0.0
"Mechanical Engineering - 15.json",314.0,0.71,8.0,0.0
"Mechanical Engineering - 15.json",314.0,0.64,8.0,0.0
"Mechanical Engineering - 15.json",314.0,0.73,8.0,0.0
"Mechanical Engineering - 15.json",314.0,0.77,8.0,0.0
"Mechanical Engineering - 15.json",314.0,0.72,8.0,0.0
"Mechanical Engineering - 15.json",314.0,0.65,8.0,0.0
"Mechanical Engineering - 15.json",314.0,0.65,8.0,0.0
"Mechanical Engineering - 15.json",314.0,0.66,8.0,0.0
"Mechanical Engineering - 15.json",314.0,0.72,8.0,0.0
"Mechanical Engineering - 15.json",314.0,0.66,8.0,0.0
"Mechanical Engineering - 15.json",314.0,0.69,8.0,0.0
"Mechanical Engineering - 15.json",314.0,0.76,8.0,0.0
"Mechanical Engineering - 15.json",314.0,0.65,8.0,0.0
"Mechanical Engineering - 15.json",314.0,0.64,8.0,0.0
"Mechanical Engineering - 15.json",314.0,0.73,8.0,0.0
"Mechanical Engineering - 165.json",400.0,0.55,8.0,128.0
"Mechanical Engineering - 165.json",400.0,0.58,8.0,128.0
"Mechanical Engineering - 165.json",400.0,0.58,8.0,128.0
"Mechanical Engineering - 165.json",400.0,0.56,8.0,128.0
"Mechanical Engineering - 165.json",400.0,0.48,8.0,128.0
"Mechanical Engineering - 165.json",400.0,0.47,8.0,128.0
"Mechanical Engineering - 165.json",400.0,0.48,8.0,128.0
"Mechanical Engineering - 165.json",400.0,0.56,8.0,128.0
"Mechanical Engineering - 165.json",400.0,0.51,8.0,128.0
"Mechanical Engineering - 165.json",400.0,0.54,8.0,128.0
"Mechanical Engineering - 165.json",400.0,0.53,8.0,128.0
"Mechanical Engineering - 165.json",400.0,0.49,8.0,128.0
"Mechanical Engineering - 165.json",400.0,0.53,8.0,128.0
"Mechanical Engineering - 165.json",400.0,0.57,8.0,128.0
"Mechanical Engineering - 165.json",400.0,0.51,8.0,128.0
"Mechanical Engineering - 165.json",400.0,0.51,8.0,128.0
"Mechanical Engineering - 165.json",400.0,0.59,8.0,128.0
"Mechanical Engineering - 165.json",400.0,0.53,8.0,128.0
"Mechanical Engineering - 165.json",400.0,0.56,8.0,128.0
"Mechanical Engineering - 165.json",400.0,0.47,8.0,128.0
"Mechanical Engineering - 165.json",400.0,0.49,8.0,128.0
"Mechanical Engineering - 165.json",400.0,0.52,8.0,128.0
"Mechanical Engineering - 165.json",400.0,0.55,8.0,128.0
"Mechanical Engineering - 165.json",400.0,0.45,8.0,128.0
"Mechanical Engineering - 165.json",400.0,0.51,8.0,128.0
"Mechanical Engineering - 165.json",400.0,0.51,8.0,128.0
"Mechanical Engineering - 165.json",400.0,0.56,8.0,128.0
"Mechanical Engineering - 165.json",400.0,0.49,8.0,128.0
"Mechanical Engineering - 165.json",400.0,0.47,8.0,128.0
"Mechanical Engineering - 165.json",400.0,0.46,8.0,128.0
"Mechanical Engineering - 165.json",400.0,0.52,8.0,128.0
"Mechanical Engineering - 165.json",400.0,0.52,8.0,128.0
"Mechanical Engineering - 165.json",400.0,0.51,8.0,128.0
"Mechanical Engineering - 165.json",400.0,0.53,8.0,128.0
"Mechanical Engineering - 165.json",400.0,0.51,8.0,128.0
"Mechanical Engineering - 165.json",400.0,0.48,8.0,128.0
"Mechanical Engineering - 165.json",400.0,0.49,8.0,128.0
"Mechanical Engineering - 165.json",400.0,0.51,8.0,128.0
"Mechanical Engineering - 165.json",400.0,0.65,8.0,128.0
"Mechanical Engineering - 165.json",400.0,0.55,8.0,128.0
"Mechanical Engineering - 165.json",400.0,0.45,8.0,128.0
"Mechanical Engineering - 165.json",400.0,0.55,8.0,128.0
"Mechanical Engineering - 165.json",400.0,0.5,8.0,128.0
"Mechanical Engineering - 165.json",400.0,0.66,8.0,128.0
"Mechanical Engineering - 165.json",400.0,0.51,8.0,128.0
"Mechanical Engineering - 165.json",400.0,0.63,8.0,128.0
"Mechanical Engineering - 165.json",400.0,0.57,8.0,128.0
"Mechanical Engineering - 165.json",400.0,0.64,8.0,128.0
"Mechanical Engineering - 165.json",400.0,0.49,8.0,128.0
"Mechanical Engineering - 165.json",400.0,0.52,8.0,128.0
"Mechanical Engineering - 165.json",400.0,0.52,8.0,128.0
"Mechanical Engineering - 165.json",400.0,0.49,8.0,128.0
"Mechanical Engineering - 165.json",400.0,0.58,8.0,128.0
"Mechanical Engineering - 165.json",400.0,0.62,8.0,128.0
"Mechanical Engineering - 165.json",400.0,0.47,8.0,128.0
"Mechanical Engineering - 165.json",400.0,0.56,8.0,128.0
"Mechanical Engineering - 165.json",400.0,0.48,8.0,128.0
"Mechanical Engineering - 165.json",400.0,0.51,8.0,128.0
"Mechanical Engineering - 165.json",400.0,0.56,8.0,128.0
"Mechanical Engineering - 165.json",400.0,0.57,8.0,128.0
"Mechanical Engineering - 165.json",400.0,0.5,8.0,128.0
"Mechanical Engineering - 165.json",400.0,0.53,8.0,128.0
"Mechanical Engineering - 165.json",400.0,0.53,8.0,128.0
"Mechanical Engineering - 165.json",400.0,0.53,8.0,128.0
"Mechanical Engineering - 165.json",400.0,0.57,8.0,128.0
"Mechanical Engineering - 165.json",400.0,0.53,8.0,128.0
"Mechanical Engineering - 165.json",400.0,0.56,8.0,128.0
"Mechanical Engineering - 165.json",400.0,0.43,8.0,128.0
"Mechanical Engineering - 165.json",400.0,0.54,8.0,128.0
"Mechanical Engineering - 165.json",400.0,0.56,8.0,128.0
"Mechanical Engineering - 165.json",400.0,0.5,8.0,128.0
"Mechanical Engineering - 165.json",400.0,0.55,8.0,128.0
"Mechanical Engineering - 165.json",400.0,0.47,8.0,128.0
"Mechanical Engineering - 165.json",400.0,0.48,8.0,128.0
"Mechanical Engineering - 165.json",400.0,0.5,8.0,128.0
"Mechanical Engineering - 165.json",400.0,0.54,8.0,128.0
"Mechanical Engineering - 165.json",400.0,0.52,8.0,128.0
"Mechanical Engineering - 165.json",400.0,0.48,8.0,128.0
"Mechanical Engineering - 165.json",400.0,0.59,8.0,128.0
"Mechanical Engineering - 165.json",400.0,0.49,8.0,128.0
"Mechanical Engineering - 165.json",400.0,0.52,8.0,128.0
"Mechanical Engineering - 165.json",400.0,0.47,8.0,128.0
"Mechanical Engineering - 165.json",400.0,0.55,8.0,128.0
"Mechanical Engineering - 165.json",400.0,0.43,8.0,128.0
"Mechanical Engineering - 165.json",400.0,0.55,8.0,128.0
"Mechanical Engineering - 165.json",400.0,0.6,8.0,128.0
