"STUDENT_ID","FINAL_GRADE_RECEIVED","GPA","GENDER","ACTCOMP","ACTENGL","ACTMATH","ACTSCIR","HSGPA"
"352ce6490ddbed256d38f1fa8e9c137e","B",3.072857143,"M",27.0,21.0,28.0,30.0,3.59999847412109
"c4956665ab1d91078cdcb2f037544dbb","W",2.524285714,"M",24.0,23.0,27.0,20.0,3.58299827575684
"b0cd80ae12a15907cc57ec9fedd0bb0a","C-",2.626875,"M",24.0,23.0,27.0,22.0,3.0
"d1f0907c74efc874e14e082467b4d7a4","C+",2.025384615,"M",19.0,18.0,21.0,22.0,3.13999938964844
"f3a123448fb46071979ff82628aed2a8","C",2.999375,"M",20.0,16.0,27.0,18.0,3.94699859619141
"0284468da9770a69af09b73d00d8c3ca","D",2.922307692,"M",23.0,20.0,27.0,25.0,3.42999839782715
"c984057fc31001b22ab998f5337c5fdf","B+",3.242666667,"M",27.0,26.0,27.0,24.0,3.90999984741211
"7f7b7ea87ad71c99470ebfade0d2870a","C+",2.831,"M",21.0,19.0,20.0,24.0,3.0099983215332
"02ec2dd2272ddbb90eeb7d14dec9feb7","WF",0.0,"M",29.0,27.0,28.0,27.0,3.36999893188477
"c99b2469478b4f2cd9565e37f7e029af","B+",3.87375,"M",25.0,28.0,26.0,24.0,4.0
"aae5b3d61e717197a2c18121cf261b21","W",0.0,"M",23.0,22.0,25.0,24.0,2.39999961853027
"0bbefa38f55e0cdf1ed3d4b14e37f46c","A",3.941764706,"M",31.0,29.0,30.0,33.0,3.96999931335449
"716f03e2a24da23fc2196132fc2f59c3","WP",2.3,"M",23.0,15.0,22.0,24.0,2.66999816894531
"a8f918c4f174fbb570196d9fef0b2418","C-",2.954666667,"M",19.0,18.0,22.0,20.0,3.67999839782715
"64b64602e61a92542435f3846a0afc7e","C-",1.407142857,"M",24.0,22.0,30.0,25.0,2.3799991607666
"7bcc7b4b7c13da2189e18befeb67fbd6","C",3.213571429,"F",25.0,29.0,27.0,22.0,3.92999839782715
"c0dbc50cc8b23d2460f4b9c9c82a6ece","C",1.976666667,"M",22.0,20.0,23.0,22.0,3.31999969482422
"33b6fbf4364e98f566f7450fb2545099","C+",3.071111111,"M",25.0,26.0,26.0,27.0,3.82999992370605
"25d2566054c745a79b1dcab37af6504c","D",1.0,"F",18.0,15.0,18.0,21.0,2.86999893188477
"d518867b0d0c4092bf4a25bb7a3af3ac","C",0.0,"M",20.0,19.0,20.0,22.0,3.35999870300293
"d518867b0d0c4092bf4a25bb7a3af3ac","C",2.0,"M",20.0,19.0,20.0,22.0,3.35999870300293
"d2cbfdcee7fec6afd268d70fd6ad0c1c","B-",2.67,"F",18.0,19.0,19.0,19.0,3.40999984741211
"dc17f1a43660c75db35a6ea10d733779","B",3.0,"M",26.0,29.0,25.0,26.0,3.08999824523926
"fedc9f9a9936994c438d64dc0ef68b28","C+",2.33,"M",17.0,10.0,20.0,22.0,3.72999954223633
"31224683a24276a0886ef53f1a7bea19","A",4.0,"F",20.0,17.0,19.0,22.0,2.33999824523926
"096b0bb2149c6a29a1028f037c34677f","B-",2.382857143,"M",22.0,20.0,23.0,25.0,3.41999816894531
"ef2684270f0ea4a0b960835b441a1f89","A-",2.835,"M",28.0,28.0,28.0,30.0,3.89599990844727
"10442b403ca8a601203ad222201e1014","C",2.0,"M",26.0,23.0,21.0,26.0,2.53999900817871
"3b09ed8b97ef329b6b83788a5ee4fa31","B+",3.483636364,"M",24.0,22.0,29.0,25.0,3.13999938964844
"5cc47d2a8de80a053c9b19581b439374","D",1.0,"M",19.0,20.0,20.0,19.0,3.2599983215332
"b48862fd860f9cf75068903106e872f3","C",2.2,"F",21.0,21.0,20.0,21.0,2.52999877929688
"ef149e2e4e62712ea997913db074ba6f","B+",3.33,"F",27.0,33.0,25.0,20.0,3.89999961853027
"5cd7ddfd44a6e0590e170dd3a008f23a","A",4.0,"M",29.0,35.0,31.0,28.0,3.96299934387207
"5cd7ddfd44a6e0590e170dd3a008f23a","A",4.0,"M",29.0,35.0,31.0,28.0,3.96299934387207
"facc2627b5e4cf9b161a119baaf64afb","C",2.125,"M",21.0,24.0,19.0,20.0,3.41999816894531
"39e9a3ca023cf23f6dbbb713eb6eafdf","B-",3.489333333,"M",24.0,23.0,24.0,25.0,3.51999855041504
"63c80223a00caae3b9bb2a33cfa43ece","C+",2.33,"F",23.0,25.0,18.0,23.0,3.9375
"63c80223a00caae3b9bb2a33cfa43ece","C+",2.33,"F",23.0,25.0,18.0,23.0,3.9375
"63c80223a00caae3b9bb2a33cfa43ece","C+",2.33,"F",23.0,25.0,18.0,23.0,3.9375
"347bcaf5be44a002d31d32c628a9d9f1","C",1.845384615,"M",25.0,21.0,23.0,23.0,2.34999847412109
"4b1b37c865a4fd83614d53befed667de","A",4.0,"M",22.0,24.0,21.0,22.0,3.61669921875
"4b1b37c865a4fd83614d53befed667de","A",4.0,"M",22.0,24.0,21.0,22.0,3.61669921875
"e1942991c9f2ea0e55a0b3256a0ad51f","D",3.223333333,"F",25.0,27.0,23.0,24.0,3.93999862670898
"08408206680b9c6b749c4126feed4f69","B",3.428571429,"M",21.0,20.0,23.0,25.0,2.5099983215332
"b8a636a757e626b134afa8835500f162","A+",3.781764706,"F",26.0,25.0,29.0,27.0,4.0
"8d560b37bfe3480774c65c933652d113","B+",3.188571429,"M",26.0,26.0,25.0,26.0,4.0
"8d560b37bfe3480774c65c933652d113","B+",3.188571429,"M",26.0,26.0,25.0,26.0,4.0
"23c804248a176e8806701d90d2424acb","A",3.625,"M",26.0,28.0,25.0,29.0,3.42999839782715
"18f9ab4ab7adef932ad23c9a699399c7","B",2.571428571,"M",21.0,20.0,22.0,22.0,3.61999893188477
"18f9ab4ab7adef932ad23c9a699399c7","B",3.67,"M",21.0,20.0,22.0,22.0,3.61999893188477
"18f9ab4ab7adef932ad23c9a699399c7","B",2.571428571,"M",21.0,20.0,22.0,22.0,3.61999893188477
"266419447100a103ac5c85a24a78a6b5","A+",4.023571429,"F",30.0,32.0,29.0,26.0,3.04999923706055
"dbaf59819b8bfd5850497df7b1362af3","A+",4.33,"M",21.0,16.0,24.0,21.0,3.64999961853027
"60031f1f3b33f6ca8cedf5cc18c9520a","A",4.0,"M",23.0,24.0,24.0,23.0,3.34999847412109
"bc051f126ddb7921d141130f4083f249","A",4.0,"M",29.0,31.0,32.0,26.0,3.91999816894531
"55245733301ce3d4c3d970630271767a","B+",3.33,"M",19.0,14.0,25.0,22.0,2.55999946594238
"740b48c14e913948b66704b4058cbe87","C",2.0,"M",20.0,19.0,18.0,20.0,3.5
"f3ce21f78f72acaa202d0799fd956f64","D",1.5,"M",25.0,28.0,22.0,24.0,3.23999977111816
"a8f918c4f174fbb570196d9fef0b2418","B",3.165,"M",19.0,18.0,22.0,20.0,3.67999839782715
"40c3b55869d6f3e204a8c7f5d59dff9c","B-",3.268666667,"M",27.0,29.0,29.0,24.0,3.10999870300293
"d83cd50ee9566eccad6b8091610e862f","B",2.142857143,"M",24.0,23.0,22.0,24.0,3.52999877929688
"ce7649ea6cd43b039663bad3d20039f0","C+",2.33,"M",22.0,23.0,21.0,20.0,2.97999954223633
"82d0b532482e292f78849915b1901b35","WP",0.0,"M",22.0,20.0,22.0,19.0,3.17199897766113
"0dfb271bcd34f9d2078baa0e0d1fadaf","D",3.154615385,"F",26.0,30.0,27.0,23.0,3.6919994354248
"59308deebf957b9157e417227667761d","C",3.250625,"M",21.0,20.0,24.0,20.0,3.2908992767334
"859f3e00f0dbe8917dad09981f5570a0","D",2.923076923,"F",24.0,23.0,22.0,24.0,3.64999961853027
"f7f0aaafeb96de3488cc4fd9214e331e","D",1.0,"M",28.0,31.0,27.0,24.0,3.58999824523926
"1a905fda0fa49bf03383e5b6f712cef7","C",2.0,"F",29.0,29.0,27.0,28.0,4.0
"f1e898f3fcaff0d32b16b26747f140ed","C-",2.052307692,"M",25.0,22.0,23.0,25.0,2.77999877929688
"3d5e12a64aed0019823305b3df1759ac","B+",3.665882353,"F",27.0,24.0,33.0,25.0,3.22999954223633
"65b5d676070752466e53c8a52d01df0a","WP",3.539230769,"M",28.0,26.0,33.0,27.0,3.48999977111816
"e82dfa7515ca084986e643c203794b0e","C-",2.695833333,"M",25.0,26.0,27.0,25.0,4.0
"c0e773e9dc862195e69a015fddd21345","D",2.23,"M",25.0,20.0,25.0,26.0,3.04999923706055
"f19a2be7353faf676eb19259c483e207","D",2.384615385,"M",17.0,12.0,17.0,21.0,3.56999969482422
"ff166b64a1cf9fe17ced374e9e454b38","A-",3.67,"M",27.0,33.0,25.0,25.0,3.49799919128418
"bff7333556ede652350fc432d8a69ddd","A",3.902941176,"M",29.0,26.0,28.0,29.0,3.80999946594238
"5de4ca677f70247ff2af72d690a5755b","B",3.822941176,"M",24.0,20.0,29.0,25.0,4.0
"07c4702850efbc058761c9f1eaa0d463","B-",2.67,"F",20.0,18.0,20.0,22.0,3.75
"bee04e2a557e574eae54d5fdc79d1911","F",0.639166667,"M",27.0,30.0,24.0,26.0,3.66999816894531
"7da67866d9bd22eac9f35eaed85a8be4","C",3.245333333,"F",16.0,13.0,20.0,19.0,3.63999938964844
"5df0cc37261ea56920a7f077c2c68a7f","B+",3.939411765,"F",27.0,27.0,27.0,25.0,4.0
"cdba2699cc0d045fadfbc1c939258c96","C+",2.33,"M",25.0,21.0,20.0,26.0,3.58999824523926
"0ff24f24a758f21aedb31b89f26a45d7","A-",3.67,"M",27.0,22.0,31.0,29.0,2.92999839782715
"bb8be744772951a3646a36c766c6b19b","W",0.0,"M",30.0,25.0,28.0,33.0,3.84999847412109
"e1942991c9f2ea0e55a0b3256a0ad51f","B",3.428571429,"F",25.0,27.0,23.0,24.0,3.93999862670898
"b3d7f3ac3a514bdb471eb056419d31f2","C+",2.904285714,"M",23.0,19.0,26.0,23.0,3.11199951171875
"0287e7cd0fe930080914aeb2031f8e05","B",3.16625,"M",27.0,26.0,26.0,28.0,3.63799858093262
"cef2060f419c33cfad9b40a0efd2c46e","D+",1.45,"F",30.0,27.0,33.0,34.0,3.8799991607666
"e50144f5d04068a9473e70cbe61c94ea","C",3.000714286,"M",29.0,29.0,32.0,29.0,3.39999961853027
"4d81762e755f9e312e170d42cd487b7c","B",3.799333333,"M",29.0,28.0,29.0,31.0,3.84999847412109
"57580851c04cdcc6ccc130c9fe9eb3f4","C-",2.037777778,"M",19.0,18.0,20.0,23.0,3.29999923706055
"0aea3eaf7dc624ac5e4bef32777d4c58","WP",0.0,"F",24.0,21.0,25.0,23.0,4.0
"e165c169993e98e3b639a93401ec9431","B",2.785714286,"M",18.0,18.0,16.0,20.0,4.0
"a6595ed90ccaea15dbcbd30c15ef8d10","F",3.522142857,"M",20.0,19.0,19.0,22.0,3.58999824523926
"6cc5953ffe8cd85d0c73f5a56177e6ff","WP",4.0825,"M",29.0,26.0,33.0,27.0,3.75709915161133
"f41e738b5bf1ac74e7d8cfa11dd682b3","A",4.0,"M",23.0,20.0,26.0,22.0,3.89999961853027
"4cbab8638a191e30048d4fea8ce76784","C",2.666470588,"M",26.0,24.0,23.0,28.0,3.45999908447266
"d2f0f30d9c864d8e6f9f09e3867dddea","WP",2.556666667,"M",22.0,22.0,24.0,21.0,3.82999992370605
"2aefc2e44dee957c6f3c45cccfdf70d0","D",2.642857143,"M",23.0,23.0,27.0,22.0,2.90999984741211
"e2f4a88882e95abce2664350d1314c05","B",3.811875,"M",23.0,25.0,24.0,22.0,3.83999824523926
"70e045ea9d3a4dc61ff5e79e7da95b70","C",2.958125,"F",23.0,22.0,26.0,22.0,3.86999893188477
"7bbee240e01407dbe4935809d0303386","D+",2.204615385,"M",21.0,20.0,22.0,22.0,2.5099983215332
"c53221d80704a83368e755744ae3df18","D",2.625,"F",26.0,29.0,22.0,22.0,3.08999824523926
"2716d811bb0a07f98deb346121eac654","D",1.881764706,"F",21.0,18.0,33.0,20.0,3.1299991607666
"f97ddc59b9dfdf55dc47c3d57a796da1","B",3.000833333,"M",19.0,19.0,20.0,22.0,3.48999977111816
"4edc7f299917a24ef32e165ac12a49c9","C",2.5,"M",21.0,21.0,26.0,21.0,3.5
"91940c154ac29e832d7fead3ad5ef785","C-",2.333636364,"M",23.0,21.0,21.0,25.0,3.52999877929688
"10c679a7cf7c643e4215b690668def48","D+",1.79125,"M",20.0,18.0,20.0,21.0,3.21999931335449
"10c679a7cf7c643e4215b690668def48","D+",1.79125,"M",20.0,18.0,20.0,21.0,3.21999931335449
"0617e89edffbfab653890d653d12a497","C",3.236470588,"F",27.0,26.0,29.0,31.0,3.73899841308594
"7416e12f8238c6ed01f44b0e23755c25","W",2.864,"M",22.0,19.0,27.0,22.0,3.40999984741211
"882d615f643763c1030965c6ec895095","D",3.177333333,"F",29.0,27.0,26.0,28.0,3.96699905395508
"259c29605db6acb035ae891dc8590713","C-",2.590769231,"M",25.0,23.0,27.0,24.0,3.59999847412109
"e0817c5db016c087f2f6bdae8c15f373","A",4.1485,"M",33.0,33.0,34.0,31.0,4.23999786376953
"11223f9687ac0c055a630ef81f1c989b","D",2.077692308,"M",18.0,16.0,20.0,19.0,3.72999954223633
"755d9584a68ffbc6d75185af78f1faf7","C",3.137647059,"M",24.0,22.0,21.0,25.0,3.46999931335449
"fc69723ac213124b7cffe11050c8dd23","WF",0.454545455,"M",24.0,24.0,27.0,28.0,2.57999992370605
"cec365601fc9aaae7b244148f50234ed","B",3.263571429,"F",26.0,24.0,31.0,27.0,3.5
"51d1a69a8522bb2e18fd0a959fd6994d","B",3.499166667,"M",26.0,25.0,23.0,25.0,2.5
"1f44dbd28e9de7289e3cea4cc6c93443","C-",2.568823529,"M",21.0,17.0,23.0,22.0,2.80999946594238
"158e9430eb5280107c5eb12bdecbead0","WP",3.585,"M",22.0,19.0,25.0,25.0,3.01999855041504
"158e9430eb5280107c5eb12bdecbead0","WP",0.0,"M",22.0,19.0,25.0,25.0,3.01999855041504
"807e63c8a8d801020ed524d73b8841c2","WP",3.138333333,"M",25.0,23.0,29.0,25.0,3.08099937438965
"e22d5ec522021aa7f4b9cdfb43996133","W",1.113333333,"M",22.0,18.0,25.0,24.0,3.28999900817871
"67c31a4317e2b4ca3fca608826fbd228","C",2.375,"F",23.0,22.0,26.0,23.0,4.0
"479e3b6e83ec72e74ca58066152c7df2","A",3.79,"M",20.0,15.0,23.0,20.0,2.77999877929688
"72b586f74555e26c1f6ef27c5e99d544","C-",3.385384615,"M",28.0,28.0,29.0,27.0,3.82599830627441
"82716fab8d41f520e2ef927ee84e638c","W",1.534,"M",23.0,21.0,25.0,25.0,3.18999862670898
"64f05008fa52eb3222db720abce31f68","WP",4.022857143,"M",27.0,26.0,26.0,26.0,3.2599983215332
"92c033f398909bdaefdd7b2e9a007ec3","D",1.999230769,"M",28.0,29.0,26.0,28.0,3.31999969482422
"5cc47d2a8de80a053c9b19581b439374","D-",2.75125,"M",19.0,20.0,20.0,19.0,3.2599983215332
"eaccfbfedf1151957e2ef3f2b5731173","F",0.57,"M",20.0,20.0,20.0,20.0,3.47999954223633
"eaccfbfedf1151957e2ef3f2b5731173","F",0.57,"M",20.0,20.0,20.0,20.0,3.47999954223633
"5f3f1d6d611c141710b60d83214e2e8a","A",4.11,"F",32.0,33.0,33.0,30.0,3.56999969482422
"f9abf1be3b85153c4ac47c6fdeefef50","A",4.152307692,"F",30.0,33.0,29.0,30.0,3.91999816894531
"aae9fa8ef8431fd606bc19b3b59d8b8a","D",2.308461538,"M",31.0,32.0,31.0,31.0,3.6299991607666
"eab8a96da306f8eae4d8584045d05a32","WP",3.421818182,"F",18.0,19.0,17.0,20.0,3.2599983215332
"592a0d9b024a2f23507fb6ab169cddce","A",3.822,"M",27.0,24.0,34.0,26.0,3.92299842834473
"cb50b2c9830ffbbe125e3ab5b268838a","C-",2.647333333,"M",29.0,30.0,29.0,30.0,3.73199844360352
"f5cdbace3ad93f4d16d82dab9e1091e9","WP",3.6,"F",28.0,27.0,28.0,27.0,4.03999710083008
"d714c421420d4e43e6017363b1ca2024","D",1.866,"M",16.0,15.0,18.0,18.0,3.3799991607666
"9563c8968649cbed2c3a3dd501afd929","B+",3.594285714,"F",26.0,29.0,26.0,21.0,3.95999908447266
"6c66a8c92eaf69c8397d24f8a267394f","B",3.646470588,"F",31.0,32.0,33.0,30.0,4.04999923706055
"53df501fd717cd7edf8203678d620230","C",3.038823529,"F",29.0,30.0,29.0,28.0,3.80499839782715
"ad7626df4359169c7827a3e44a7627b2","A",3.644,"M",28.0,27.0,28.0,29.0,4.0
"11b95a602610e6be5d3cfbe8b78e1cb9","C-",2.502142857,"M",20.0,19.0,21.0,21.0,3.06999969482422
"66302158d4e68637b59e16d0955ed3b2","WP",3.845384615,"F",26.0,24.0,28.0,32.0,3.51669883728027
"9cfab0681e7c3f65b3b6fa3277d9722a","F",3.589230769,"M",23.0,18.0,25.0,26.0,3.34999847412109
"b092eda23c3f10b8ad16fe2be8c42066","F",1.701,"F",22.0,27.0,17.0,22.0,3.46999931335449
"273e74469ff867fd7e6148646406cdbc","WP",0.0,"M",19.0,15.0,20.0,20.0,3.51999855041504
"0974449e0a319345ac62ad0d8907be95","B+",3.777777778,"F",28.0,26.0,27.0,30.0,3.83299827575684
"bf658edfc31cdb6c1842025324e7d662","B",3.624375,"M",23.0,23.0,24.0,25.0,3.10699844360352
"2a2692b957b30d9c83312a4daab9cc54","WP",1.0,"F",24.0,25.0,23.0,22.0,3.08999824523926
"2efef9750c96ea270b5acfdfefc5fe7c","C-",3.167,"M",26.0,25.0,28.0,27.0,3.17999839782715
"b3173b17aae511f5a99e55ad2bba2029","C",2.822941176,"M",23.0,20.0,26.0,23.0,3.8799991607666
"cbcd60358932c579bcf830a73c20a294","D",3.000769231,"M",19.0,19.0,21.0,19.0,3.83999824523926
"d56e0fe96dec4883143c69e7b3e3b8e2","A",3.954,"M",25.0,25.0,28.0,30.0,3.61999893188477
"0e010fbee46c06c673c66acfc30513d3","D",2.909090909,"M",29.0,27.0,28.0,30.0,3.30999946594238
"0694c5ab0827667d7529bc08ac441d31","D",0.8,"M",22.0,26.0,20.0,20.0,2.36999893188477
"456f8fb355676b3321faa42e14de2a46","D-",2.11,"M",20.0,18.0,22.0,21.0,2.91999816894531
"aae5b3d61e717197a2c18121cf261b21","WP",0.0,"M",23.0,22.0,25.0,24.0,2.39999961853027
"a451434fbc123eee43b36d99b711d2a6","D+",1.737142857,"M",31.0,32.0,33.0,28.0,2.93399810791016
"4cbbd55ac3a816c211fdd4e192e0d727","C+",3.4775,"F",24.0,25.0,28.0,26.0,4.0
"15c86dc788e0f15070075c2fe5ea7a05","W",0.0,"M",15.0,9.0,21.0,17.0,3.23999977111816
"60f8af1d50b85f62b60bcbda3eed66fd","A",3.705882353,"M",29.0,29.0,32.0,29.0,4.39999771118164
"1ed4736c5f55bddf0735617530d6cf05","WP",0.475714286,"M",28.0,30.0,28.0,27.0,3.05199813842773
"0e7919ee1cf9a510468a913b4c2fad19","D-",2.642307692,"M",24.0,21.0,23.0,27.0,3.16999816894531
"d8af254430357946e6a3a8c69606e4bb","D",2.570714286,"M",27.0,30.0,25.0,24.0,2.39999961853027
"9de0ba61b1d2012f4b5e21f43a258b98","WP",0.0,"M",30.0,28.0,29.0,33.0,3.63999938964844
"b5a7b92d5d3561fbeab6b761c0e81b63","C-",3.128461538,"M",20.0,24.0,21.0,18.0,2.41999816894531
"7faf4f29aed559ce0c1a69dd9e7e6fe7","A",4.022,"M",32.0,34.0,32.0,30.0,3.91999816894531
"7faf4f29aed559ce0c1a69dd9e7e6fe7","A",0.0,"M",32.0,34.0,32.0,30.0,3.91999816894531
"b0cd80ae12a15907cc57ec9fedd0bb0a","C-",2.2925,"M",24.0,23.0,27.0,22.0,3.0
"bff9d45f4e25a20c9e4b391378eaba19","W",3.017894737,"M",35.0,35.0,33.0,36.0,3.04999923706055
"bff9d45f4e25a20c9e4b391378eaba19","W",3.017894737,"M",35.0,35.0,33.0,36.0,3.04999923706055
"72a15dcb16fbc99af3aee8f06d0ad375","B",3.621333333,"F",23.0,22.0,24.0,22.0,3.875
"82d0b532482e292f78849915b1901b35","W",3.33,"M",22.0,20.0,22.0,19.0,3.17199897766113
"e165d412fcf4e7bc3a670b5e92a68ed6","A",3.733333333,"M",23.0,23.0,22.0,24.0,3.06999969482422
"707683a4136b886a5d0640f5c2d5e8bb","D",0.0,"F",20.0,20.0,19.0,20.0,4.0
"707683a4136b886a5d0640f5c2d5e8bb","D",3.4975,"F",20.0,20.0,19.0,20.0,4.0
"9519f30cf4c2d836069e35a1c6b825a7","WP",3.332,"M",25.0,20.0,25.0,26.0,3.47999954223633
"d4e7575f99228b6f1a7b38a1ffe0ab8c","F",2.248125,"F",20.0,17.0,22.0,22.0,3.60999870300293
"04ae7725544f3430bdfdb6711bdbefd8","WP",3.308461538,"M",22.0,20.0,25.0,22.0,3.54999923706055
"c50da1689b099a83dac5d9a3d4d62788","D",2.911333333,"F",26.0,29.0,27.0,21.0,2.85999870300293
"29709221ed39768794f0591c982ce0da","B",3.646470588,"M",28.0,25.0,32.0,28.0,3.69399833679199
"aec1367681c65866e42cb990a25b8828","B",3.488666667,"M",25.0,21.0,25.0,28.0,3.26299858093262
"64b64602e61a92542435f3846a0afc7e","C",2.12375,"M",24.0,22.0,30.0,25.0,2.3799991607666
"10c466cc5ddfea2586ec0e08f7f1909d","B+",3.307857143,"M",33.0,35.0,30.0,32.0,3.23999977111816
"852d167b20a7841dd9b97b5ba73b567b","D",1.925384615,"M",19.0,16.0,18.0,18.0,3.43999862670898
"19503bb9a2bfd2623f9f5a36076bc501","B",3.738888889,"F",28.0,33.0,29.0,22.0,4.27999877929688
"7b9f4a7e271d978d962ecde9391161e7","C-",2.381428571,"M",19.0,18.0,21.0,19.0,3.19999885559082
"7a86f8588a2858b04f047e2f9f70e816","D+",2.666153846,"M",17.0,16.0,17.0,24.0,2.6299991607666
"858096d9d5c2c7941de1aee8e4effc15","C",2.646470588,"F",27.0,29.0,26.0,27.0,3.8799991607666
"b118303b8dfe336b71c0c456783390a9","F",2.019411765,"F",20.0,17.0,24.0,20.0,3.56999969482422
"54fa97ee9beef576aaf782c5d92d8dcc","B",3.685294118,"F",29.0,29.0,32.0,22.0,3.57999992370605
"ae2a9d31891c53808357dcd9fe6f63d6","C",2.5825,"M",22.0,22.0,22.0,26.0,2.75
"da06f384144c87df0314782d0fc568f4","C",3.09,"M",23.0,17.0,26.0,27.0,2.66999816894531
"1385b4109e2c638db35c989a6b80e92d","B",3.764705882,"F",27.0,28.0,29.0,26.0,4.0
"faf9c124c5fa87a9d5ad9e18ce2eebb3","C",3.776666667,"M",23.0,20.0,26.0,21.0,3.08999824523926
"c2b19ecf23445201b3701bd07b1ae501","WP",4.11,"M",25.0,23.0,26.0,28.0,3.76999855041504
"632db77d9d701c907b8462892a7ed978","W",2.5,"M",28.0,26.0,27.0,25.0,3.34999847412109
"5863d7ca788f1c0cabc3cbdad8cf84ff","WP",3.301,"F",23.0,23.0,18.0,24.0,3.16999816894531
"a374201c264b982ab8466509485fa2d1","F",1.285714286,"M",23.0,24.0,24.0,23.0,2.91999816894531
"6dda4ca0b62946e76b78a48f79dcadca","WP",3.714285714,"M",22.0,24.0,25.0,22.0,2.68999862670898
"91bcf87c54b659e7c3d5cb825d65767f","WP",3.835,"M",24.0,21.0,29.0,23.0,3.16299819946289
"3202a71d019b6af16a353137585272a3","D",2.956,"M",24.0,21.0,29.0,25.0,2.95999908447266
"a1179df4188bbb252402d6a3ecf67f5c","C-",2.555833333,"M",28.0,30.0,30.0,29.0,3.65999984741211
"9182e47a8425cd022d7defbea62f876d","A-",3.687647059,"M",30.0,29.0,32.0,31.0,3.52999877929688
"b4ff4f3677c778deba5a4049bd99974d","D",3.8325,"M",26.0,24.0,26.0,26.0,3.75
"09593b2ca1d6ac1fc3704ba9464ad875","B",3.392941176,"M",26.0,25.0,28.0,25.0,3.83329963684082
"630ee2afd08f3ad72097c069ce1c221b","WP",3.423636364,"F",16.0,14.0,17.0,18.0,3.0
"25d2566054c745a79b1dcab37af6504c","WF",0.0,"F",18.0,15.0,18.0,21.0,2.86999893188477
"76ac54fa938b012378a4b770a264aa58","C-",2.779166667,"M",21.0,23.0,17.0,21.0,2.91999816894531
"0cc4750801309a1851ff0d9d190ee7b1","WP",3.56125,"F",27.0,32.0,28.0,26.0,4.0
"6a961757c59c5a42d4225fa0c05c0657","C-",2.36,"F",21.0,24.0,20.0,20.0,3.18999862670898
"23475c00ad51da15ce4136f27608ff86","C",2.607272727,"M",25.0,24.0,23.0,27.0,3.45699882507324
"04d9d492ea7ddd5c6bd4607c5cd9b61f","C",2.110666667,"M",21.0,19.0,23.0,24.0,2.92999839782715
"c546b44d26497eeaeadad13ca3c217fb","C",1.614615385,"M",28.0,29.0,25.0,26.0,2.89179992675781
"18a1d814d7408e796c30780af52820b1","B",3.586470588,"M",32.0,30.0,30.0,33.0,4.0
"9a1d3acc7f334d6b4a8d5105b66b2bf1","W",0.0,"M",25.0,23.0,25.0,25.0,2.74399948120117
"10b21d7c6e17730b0e70a42821ba9aa8","B+",3.709333333,"F",17.0,17.0,17.0,18.0,2.84999847412109
"c4956665ab1d91078cdcb2f037544dbb","C",2.75,"M",24.0,23.0,27.0,20.0,3.58299827575684
"20b84468b00f9c04bcd21076abd55517","WP",3.799,"M",22.0,22.0,25.0,22.0,3.90999984741211
"65c67c94eba3678eea15a7ca2bbdae4f","B",3.309230769,"F",29.0,27.0,27.0,30.0,3.2599983215332
"65c67c94eba3678eea15a7ca2bbdae4f","B",3.309230769,"F",29.0,27.0,27.0,30.0,3.2599983215332
"f1e898f3fcaff0d32b16b26747f140ed","C",2.705294118,"M",25.0,22.0,23.0,25.0,2.77999877929688
"fd7567528c9b7317b4871f10eb9fe21b","B",3.616153846,"M",30.0,26.0,28.0,33.0,3.52499961853027
"db8e09984dcc3c18aeab07884f81f8e3","WP",2.801,"F",26.0,27.0,27.0,25.0,3.40999984741211
"a174588f0e0f7350bbc3dc5ed8a1d740","C",3.073333333,"M",32.0,34.0,29.0,30.0,3.36099815368652
"0dfb271bcd34f9d2078baa0e0d1fadaf","B",2.882352941,"F",26.0,30.0,27.0,23.0,3.6919994354248
"65a750d0ef68cf86a69ab89d67c1e832","B",3.665,"M",25.0,25.0,23.0,23.0,3.79999923706055
"5bd607e51fc42257feab13241f147c47","C",2.638333333,"M",25.0,22.0,26.0,26.0,3.34999847412109
"5bd607e51fc42257feab13241f147c47","C",2.638333333,"M",25.0,22.0,26.0,26.0,3.34999847412109
"859f3e00f0dbe8917dad09981f5570a0","B",3.855714286,"F",24.0,23.0,22.0,24.0,3.64999961853027
"29e3e589b89bdd813b65f01c6f85cfdf","B",3.195882353,"M",27.0,25.0,29.0,25.0,3.20999908447266
"0b0f10cf80814a878b4914d82518391a","C",3.554666667,"M",25.0,26.0,22.0,23.0,3.56999969482422
"a8f60f8ab94973730b576ccf20b01a3f","A",3.502,"F",25.0,25.0,25.0,25.0,3.88329887390137
"11223f9687ac0c055a630ef81f1c989b","B",2.750625,"M",18.0,16.0,20.0,19.0,3.72999954223633
"93b17975d9e03382debf903c444247f9","C",2.796153846,"M",22.0,22.0,24.0,20.0,3.81999969482422
"3217941b273fc0a667d44381a59a227d","WP",3.666666667,"M",33.0,34.0,28.0,35.0,3.6299991607666
"57580851c04cdcc6ccc130c9fe9eb3f4","C",2.667222222,"M",19.0,18.0,20.0,23.0,3.29999923706055
"f9bf46fa77a54588d581c5baaea41b31","B-",3.770625,"F",26.0,24.0,28.0,25.0,3.81499862670898
"1f44dbd28e9de7289e3cea4cc6c93443","F",1.232307692,"M",21.0,17.0,23.0,22.0,2.80999946594238
