"course","term","difference8","difference10","difference12","credits","blocking","delay","centrality","reachability"
"MATH 121","1","-0.0002","0.001799999999999996","0.03359999999999996","3","6","4","6","0"
"ENGL 110","1","0.0002","0.0049999999999999975","0.036599999999999966","3","7","4","7","0"
"HIST 101","1","-0.0002","0.006199999999999997","0.035599999999999965","3","0","1","0","0"
"ASTR 101","1","-0.0002","0.003999999999999997","0.02999999999999997","3","0","1","0","0"
"MGMT 113","1","-0.0002","0.008","0.0388","3","0","1","0","0"
"MATH 180","2","-0.0002","0.0102","0.0338","3","1","3","3","1"
"ENGL 120","2","-0.0002","0.001799999999999996","0.0408","3","6","4","13","1"
"CHEM 121","2","0.0","0.0046","0.035599999999999965","3","1","2","0","0"
"CHEM 123L","2","0.0","0.0022000000000000006","0.031799999999999995","1","0","2","0","0"
"ECON 105","2","0.0","0.002599999999999998","0.036199999999999954","3","0","1","0","0"
"SPAN 101","2","0.0","0.002599999999999998","0.04019999999999996","3","0","1","0","0"
"ENGL 219","3","0.0","0.006199999999999997","0.03159999999999996","3","0","3","2","2"
"ARTH 101","3","-0.0002","0.007199999999999998","0.022399999999999975","3","0","1","0","0"
"ECON 106","3","0.0","0.003799999999999998","0.038199999999999956","3","5","3","5","0"
"STAT 145","3","-0.0002","0.0102","0.03959999999999997","3","4","4","9","1"
"CJ 130","3","0.0","0.005600000000000001","0.028200000000000003","3","0","1","0","0"
"CS 150L","4","0.0002","0.0015999999999999973","0.0388","3","1","2","1","0"
"MGMT 202","4","0.0002","0.0068000000000000005","0.03359999999999996","3","10","4","9","0"
"PSY 105","4","0.0002","0.003599999999999999","0.0358","3","0","1","0","0"
"RELG 107","4","-0.0002","-0.0014000000000000054","0.035999999999999976","3","0","1","0","0"
"MGMT 300","5","0.0","0.007399999999999997","0.044999999999999984","3","2","4","8","2"
"MGMT 303","5","-0.0002","0.0102","0.04099999999999998","3","3","3","7","1"
"MGMT 306","5","-0.0002","0.0007999999999999952","0.0348","3","2","4","8","2"
"MGMT 308","5","-0.0002","0.001999999999999995","0.02859999999999996","3","1","4","5","2"
"MGMT 340","5","0.0","0.007199999999999998","0.0378","3","4","4","7","1"
"MGMT 398","5","-0.0002","0.0005999999999999964","0.01679999999999998","1","0","1","0","0"
"MGMT 310","6","-0.0002","0.0013999999999999985","0.03919999999999996","3","1","4","5","2"
"MGMT 322","6","-0.0002","0.003599999999999999","0.02779999999999999","3","2","3","5","1"
"MGMT 326","6","0.0","0.008799999999999995","0.03799999999999998","3","0","3","6","6"
"MGMT 341","6","-0.0002","0.005399999999999995","0.034599999999999964","3","1","4","2","2"
"MGMT 346","6","-0.0002","0.007399999999999997","0.03839999999999999","3","0","3","2","2"
"MGMT 450","7","0.0","0.0058","0.03419999999999995","3","0","4","10","10"
"MGMT 343","7","-0.0002","0.002799999999999997","0.0358","3","0","1","0","0"
"HIST 311","7","0.0","0.006999999999999999","0.035599999999999965","3","0","1","0","0"
"MGMT 444","7","0.0","0.0046","0.0348","3","0","3","2","2"
"MGMT 342","7","0.0","0.004399999999999994","0.031799999999999995","3","0","1","0","0"
"MGMT 328","8","-0.0002","0.012799999999999999","0.02939999999999998","3","1","3","1","1"
"MGMT 443","8","-0.0002","0.005600000000000001","0.032999999999999974","3","0","4","0","0"
"MGMT 449","8","-0.0002","0.0068000000000000005","0.0378","3","0","3","2","2"
"MGMT 498","8","0.0","0.012199999999999996","0.05399999999999999","3","0","4","12","12"
"MGMT 348","8","0.0","0.020999999999999998","0.07299999999999995","4","0","1","0","0"
