"name","difficulty","complexity","blocking","delay","centrality","reachability","term_complexity","term_blocking","term_delay","term_centrality","term_reachability","free","edges","gradRate3","gradRate4","gradRate5","gradRate6","gradRate7","averageTTD"
"0.json","22.5","6","0","6","0","0","12","0","12","0","0","6","0","0.0","0.02","0.05","0.1","0.17","12.1234"
"100.json","22.5","18","4","14","9","4","32","5","27","17","5","3","3","0.0","0.01","0.02","0.05","0.09","15.06"
"101.json","22.5","22","6","16","14","6","38","8","30","28","8","3","4","0.0","0.0","0.01","0.03","0.05","16.5392"
"102.json","22.5","24","6","18","14","6","44","8","36","28","8","2","4","0.0","0.0","0.01","0.02","0.04","16.9432"
"103.json","22.5","26","8","18","19","8","47","11","36","39","11","2","5","0.0","0.0","0.01","0.02","0.03","17.733"
"104.json","22.5","18","4","14","9","4","32","5","27","17","5","3","3","0.0","0.01","0.02","0.05","0.08","15.2952"
"105.json","22.5","24","6","18","14","6","44","8","36","28","8","2","4","0.0","0.0","0.01","0.02","0.04","16.9186"
"106.json","22.5","22","6","16","14","6","38","8","30","28","8","3","4","0.0","0.0","0.01","0.03","0.06","16.302"
"107.json","22.5","26","8","18","19","8","47","11","36","39","11","2","5","0.0","0.0","0.01","0.02","0.03","17.6236"
"108.json","22.5","22","6","16","14","6","41","8","33","28","8","2","4","0.0","0.0","0.01","0.02","0.05","16.4128"
"109.json","22.5","26","8","18","19","8","47","11","36","39","11","2","5","0.0","0.0","0.01","0.02","0.03","17.4646"
"10.json","22.5","11","2","9","4","2","23","4","19","10","4","5","2","0.0","0.01","0.03","0.06","0.12","13.512"
"110.json","22.5","26","8","18","19","8","47","11","36","39","11","2","5","0.0","0.0","0.0","0.01","0.03","17.5786"
"111.json","22.5","28","10","18","24","10","50","14","36","50","14","2","6","0.0","0.0","0.0","0.01","0.03","18.188"
"112.json","22.5","13","3","10","6","3","21","3","18","9","3","4","3","0.0","0.01","0.03","0.06","0.12","13.7108"
"113.json","22.5","21","6","15","14","6","35","7","28","26","7","3","4","0.0","0.0","0.01","0.03","0.06","16.10058864"
"114.json","22.5","21","6","15","14","6","35","7","28","26","7","3","4","0.0","0.0","0.01","0.03","0.06","16.071"
"115.json","22.5","26","9","17","22","9","45","11","34","43","11","2","5","0.0","0.0","0.01","0.02","0.04","17.7374"
"116.json","22.5","19","5","14","11","5","33","6","27","20","6","3","4","0.0","0.01","0.02","0.04","0.08","15.4558"
"117.json","22.5","23","7","16","17","7","39","9","30","33","9","3","5","0.0","0.0","0.01","0.02","0.05","16.93"
"118.json","22.5","26","8","18","19","8","46","10","36","37","10","2","5","0.0","0.0","0.0","0.02","0.03","17.7174"
"119.json","22.5","28","10","18","25","10","49","13","36","50","13","2","6","0.0","0.0","0.0","0.01","0.02","18.3678"
"11.json","22.5","13","3","10","6","3","28","6","22","15","6","4","3","0.0","0.01","0.02","0.06","0.11","14.1034"
"120.json","22.5","19","5","14","11","5","33","6","27","20","6","3","4","0.0","0.01","0.02","0.04","0.08","15.107"
"121.json","22.5","26","8","18","19","8","46","10","36","37","10","2","5","0.0","0.0","0.0","0.01","0.03","17.5094"
"122.json","22.5","23","7","16","17","7","39","9","30","33","9","3","5","0.0","0.0","0.01","0.02","0.05","16.7584"
"123.json","22.5","28","10","18","25","10","49","13","36","50","13","2","6","0.0","0.0","0.0","0.01","0.03","18.3326"
"124.json","22.5","23","7","16","16","7","42","9","33","31","9","2","5","0.0","0.0","0.01","0.03","0.05","16.5152"
"125.json","22.5","27","9","18","22","9","48","12","36","44","12","2","6","0.0","0.0","0.01","0.01","0.03","17.9546"
"126.json","22.5","27","9","18","22","9","48","12","36","44","12","2","6","0.0","0.0","0.01","0.02","0.03","17.9236"
"127.json","22.5","29","11","18","28","11","51","15","36","57","15","2","7","0.0","0.0","0.0","0.01","0.03","18.7584"
"128.json","22.5","9","1","8","2","1","16","1","15","3","1","5","1","0.0","0.02","0.04","0.09","0.16","12.5528"
"129.json","22.5","12","2","10","4","2","23","3","20","8","3","4","2","0.0","0.01","0.04","0.08","0.14","13.0004"
"12.json","22.5","11","2","9","4","2","24","4","20","10","4","4","2","0.0","0.01","0.04","0.09","0.15","13.008"
"130.json","22.5","12","2","10","4","2","23","3","20","8","3","4","2","0.0","0.01","0.03","0.07","0.13","13.2458"
"131.json","22.5","14","3","11","6","3","28","5","23","13","5","3","3","0.0","0.01","0.03","0.07","0.13","13.5728"
"132.json","22.5","15","3","12","7","3","28","4","24","14","4","4","2","0.0","0.01","0.03","0.06","0.1","14.5996"
"133.json","22.5","17","4","13","9","4","32","6","26","19","6","4","3","0.0","0.0","0.02","0.04","0.08","14.962"
"134.json","22.5","18","4","14","9","4","35","6","29","19","6","3","3","0.0","0.01","0.02","0.04","0.08","15.069"
"135.json","22.5","19","5","14","11","5","37","8","29","24","8","3","4","0.0","0.0","0.02","0.04","0.07","15.1772"
