"name","difficulty","complexity","blocking","delay","centrality","reachability","term_complexity","term_blocking","term_delay","term_centrality","term_reachability","free","edges","gradRate3","gradRate4","gradRate5","gradRate6","gradRate7","averageTTD"
"0.json","95.0","6","0","6","0","0","12","0","12","0","0","6","0","0.99","1.0","1.0","0.0","0.0","2.285914611112"
"100.json","95.0","18","4","14","9","4","32","5","27","17","5","3","3","0.85","0.99","1.0","1.0","0.0","3.1666532110263703"
"101.json","95.0","22","6","16","14","6","38","8","30","28","8","3","4","0.77","0.97","1.0","1.0","0.0","3.25874012"
"102.json","95.0","24","6","18","14","6","44","8","36","28","8","2","4","0.74","0.97","1.0","1.0","1.0","3.2934"
"103.json","95.0","26","8","18","19","8","47","11","36","39","11","2","5","0.73","0.97","1.0","1.0","0.0","3.3057522400000003"
"104.json","95.0","18","4","14","9","4","32","5","27","17","5","3","3","0.85","0.98","1.0","1.0","0.0","3.173"
"105.json","95.0","24","6","18","14","6","44","8","36","28","8","2","4","0.73","0.97","1.0","1.0","1.0","3.3028"
"106.json","95.0","22","6","16","14","6","38","8","30","28","8","3","4","0.76","0.97","1.0","1.0","1.0","3.2672"
"107.json","95.0","26","8","18","19","8","47","11","36","39","11","2","5","0.74","0.97","1.0","1.0","1.0","3.2978"
"108.json","95.0","22","6","16","14","6","41","8","33","28","8","2","4","0.81","0.98","1.0","1.0","1.0","3.2168"
"109.json","95.0","26","8","18","19","8","47","11","36","39","11","2","5","0.73","0.97","1.0","1.0","1.0","3.3088"
"10.json","95.0","11","2","9","4","2","23","4","19","10","4","5","2","0.9","0.99","1.0","1.0","0.0","3.1022"
"110.json","95.0","26","8","18","19","8","47","11","36","39","11","2","5","0.74","0.97","1.0","1.0","1.0","3.2964"
"111.json","95.0","28","10","18","24","10","50","14","36","50","14","2","6","0.73","0.97","1.0","1.0","0.0","3.3008"
"112.json","95.0","13","3","10","6","3","21","3","18","9","3","4","3","0.98","1.0","1.0","1.0","0.0","2.295"
"113.json","95.0","21","6","15","14","6","35","7","28","26","7","3","4","0.82","0.98","1.0","1.0","1.0","3.19944336"
"114.json","95.0","21","6","15","14","6","35","7","28","26","7","3","4","0.8","0.98","1.0","1.0","0.0","3.2192"
"115.json","95.0","26","9","17","22","9","45","11","34","43","11","2","5","0.77","0.97","1.0","1.0","1.0","3.254"
"116.json","95.0","19","5","14","11","5","33","6","27","20","6","3","4","0.85","0.99","1.0","1.0","1.0","3.1632"
"117.json","95.0","23","7","16","17","7","39","9","30","33","9","3","5","0.78","0.97","1.0","1.0","1.0","3.2532"
"118.json","95.0","26","8","18","19","8","46","10","36","37","10","2","5","0.72","0.97","1.0","1.0","1.0","3.3198"
"119.json","95.0","28","10","18","25","10","49","13","36","50","13","2","6","0.73","0.97","1.0","1.0","0.0","3.31"
"11.json","95.0","13","3","10","6","3","28","6","22","15","6","4","3","0.85","0.99","1.0","1.0","0.0","3.162"
"120.json","95.0","19","5","14","11","5","33","6","27","20","6","3","4","0.85","0.98","1.0","1.0","0.0","3.1626"
"121.json","95.0","26","8","18","19","8","46","10","36","37","10","2","5","0.74","0.97","1.0","1.0","0.0","3.2932"
"122.json","95.0","23","7","16","17","7","39","9","30","33","9","3","5","0.78","0.97","1.0","1.0","0.0","3.2528"
"123.json","95.0","28","10","18","25","10","49","13","36","50","13","2","6","0.75","0.97","1.0","1.0","1.0","3.2864"
"124.json","95.0","23","7","16","16","7","42","9","33","31","9","2","5","0.81","0.98","1.0","1.0","0.0","3.2062"
"125.json","95.0","27","9","18","22","9","48","12","36","44","12","2","6","0.73","0.97","1.0","1.0","1.0","3.3102"
"126.json","95.0","27","9","18","22","9","48","12","36","44","12","2","6","0.74","0.97","1.0","1.0","1.0","3.2924"
"127.json","95.0","29","11","18","28","11","51","15","36","57","15","2","7","0.73","0.96","1.0","1.0","1.0","3.31659928"
"128.json","95.0","9","1","8","2","1","16","1","15","3","1","5","1","0.98","1.0","1.0","0.0","0.0","2.2734"
"129.json","95.0","12","2","10","4","2","23","3","20","8","3","4","2","0.98","1.0","1.0","1.0","0.0","2.2902"
"12.json","95.0","11","2","9","4","2","24","4","20","10","4","4","2","0.98","1.0","1.0","1.0","0.0","2.292433330642205"
"130.json","95.0","12","2","10","4","2","23","3","20","8","3","4","2","0.98","1.0","1.0","0.0","0.0","2.2916"
"131.json","95.0","14","3","11","6","3","28","5","23","13","5","3","3","0.98","1.0","1.0","1.0","0.0","2.2822"
"132.json","95.0","15","3","12","7","3","28","4","24","14","4","4","2","0.85","0.99","1.0","1.0","1.0","3.1588"
"133.json","95.0","17","4","13","9","4","32","6","26","19","6","4","3","0.86","0.98","1.0","1.0","0.0","3.1596"
"134.json","95.0","18","4","14","9","4","35","6","29","19","6","3","3","0.85","0.98","1.0","1.0","0.0","3.1662"
"135.json","95.0","19","5","14","11","5","37","8","29","24","8","3","4","0.85","0.99","1.0","1.0","1.0","3.1648"
"136.json","95.0","15","3","12","7","3","28","4","24","14","4","4","2","0.85","0.99","1.0","1.0","1.0","3.1594"
"137.json","95.0","18","4","14","9","4","35","6","29","19","6","3","3","0.85","0.99","1.0","1.0","0.0","3.16265108"
"138.json","95.0","17","4","13","9","4","32","6","26","19","6","4","3","0.86","0.99","1.0","1.0","0.0","3.156"
"139.json","95.0","19","5","14","11","5","37","8","29","24","8","3","4","0.85","0.98","1.0","1.0","1.0","3.16785956"
"13.json","95.0","13","3","10","6","3","28","6","22","15","6","4","3","0.9","0.99","1.0","1.0","0.0","3.1090398886719997"
"140.json","95.0","19","5","14","12","5","37","7","30","25","7","3","3","0.81","0.98","1.0","1.0","1.0","3.21"
"141.json","95.0","21","6","15","14","6","41","9","32","30","9","3","4","0.81","0.98","1.0","1.0","0.0","3.2124"
"142.json","95.0","21","6","15","14","6","41","9","32","30","9","3","4","0.82","0.98","1.0","1.0","0.0","3.2062"
"143.json","95.0","22","7","15","16","7","43","11","32","35","11","3","5","0.81","0.98","1.0","1.0","0.0","3.216"
"144.json","95.0","12","2","10","4","2","20","2","18","6","2","4","2","0.98","1.0","1.0","1.0","0.0","2.2774"
"145.json","95.0","18","4","14","9","4","32","5","27","17","5","3","3","0.86","0.98","1.0","1.0","0.0","3.1626"
"146.json","95.0","18","4","14","9","4","32","5","27","17","5","3","3","0.85","0.99","1.0","1.0","0.0","3.1618"
"147.json","95.0","22","6","16","14","6","41","8","33","28","8","2","4","0.81","0.98","1.0","1.0","1.0","3.218"
"148.json","95.0","18","4","14","9","4","32","5","27","17","5","3","3","0.86","0.99","1.0","1.0","1.0","3.1552"
"149.json","95.0","22","6","16","14","6","38","8","30","28","8","3","4","0.78","0.98","1.0","1.0","0.0","3.2466"
"14.json","95.0","13","3","10","6","3","28","6","22","15","6","4","3","0.9","0.99","1.0","0.0","0.0","3.1118"
"150.json","95.0","24","6","18","14","6","44","8","36","28","8","2","4","0.74","0.97","1.0","1.0","0.0","3.2946"
"151.json","95.0","26","8","18","19","8","47","11","36","39","11","2","5","0.73","0.97","1.0","1.0","1.0","3.3046"
"152.json","95.0","18","4","14","9","4","32","5","27","17","5","3","3","0.86","0.99","1.0","1.0","1.0","3.1548"
"153.json","95.0","24","6","18","14","6","44","8","36","28","8","2","4","0.73","0.97","1.0","1.0","1.0","3.3016"
"154.json","95.0","22","6","16","14","6","38","8","30","28","8","3","4","0.77","0.98","1.0","1.0","1.0","3.259"
"155.json","95.0","26","8","18","19","8","47","11","36","39","11","2","5","0.74","0.97","1.0","1.0","1.0","3.2974"
