"name","difficulty","complexity","blocking","delay","centrality","reachability","term_complexity","term_blocking","term_delay","term_centrality","term_reachability","free","edges","gradRate3","gradRate4","gradRate5","gradRate6","gradRate7","averageTTD"
"0.json","72.5","6","0","6","0","0","12","0","12","0","0","6","0","0.61","0.87","0.96","0.99","1.0","3.4294"
"100.json","72.5","18","4","14","9","4","32","5","27","17","5","3","3","0.31","0.64","0.85","0.95","0.98","4.2856"
"101.json","72.5","22","6","16","14","6","38","8","30","28","8","3","4","0.2","0.54","0.78","0.91","0.97","4.61"
"102.json","72.5","24","6","18","14","6","44","8","36","28","8","2","4","0.15","0.48","0.76","0.9","0.97","4.7598"
"103.json","72.5","26","8","18","19","8","47","11","36","39","11","2","5","0.14","0.45","0.72","0.88","0.95","4.8844"
"104.json","72.5","18","4","14","9","4","32","5","27","17","5","3","3","0.31","0.65","0.85","0.94","0.98","4.2918"
"105.json","72.5","24","6","18","14","6","44","8","36","28","8","2","4","0.15","0.49","0.75","0.89","0.96","4.7892"
"106.json","72.5","22","6","16","14","6","38","8","30","28","8","3","4","0.19","0.54","0.79","0.91","0.96","4.6194"
"107.json","72.5","26","8","18","19","8","47","11","36","39","11","2","5","0.14","0.46","0.72","0.88","0.95","4.8812"
"108.json","72.5","22","6","16","14","6","41","8","33","28","8","2","4","0.22","0.56","0.79","0.92","0.97","4.563"
"109.json","72.5","26","8","18","19","8","47","11","36","39","11","2","5","0.15","0.47","0.73","0.88","0.96","4.8388"
"10.json","72.5","11","2","9","4","2","23","4","19","10","4","5","2","0.41","0.75","0.91","0.97","0.99","3.977"
"110.json","72.5","26","8","18","19","8","47","11","36","39","11","2","5","0.14","0.45","0.72","0.88","0.95","4.8694"
"111.json","72.5","28","10","18","24","10","50","14","36","50","14","2","6","0.14","0.43","0.7","0.87","0.95","4.943"
"112.json","72.5","13","3","10","6","3","21","3","18","9","3","4","3","0.54","0.82","0.93","0.98","0.99","3.5888"
"113.json","72.5","21","6","15","14","6","35","7","28","26","7","3","4","0.24","0.58","0.81","0.91","0.96","4.518532874852092"
"114.json","72.5","21","6","15","14","6","35","7","28","26","7","3","4","0.25","0.57","0.8","0.92","0.97","4.5038"
