"name","difficulty","complexity","blocking","delay","centrality","reachability","term_complexity","term_blocking","term_delay","term_centrality","term_reachability","free","edges","gradRate3","gradRate4","gradRate5","gradRate6","gradRate7","averageTTD"
"0.json","40.0","6","0","6","0","0","12","0","12","0","0","6","0","0.06","0.19","0.38","0.55","0.69","6.643"
"100.json","40.0","18","4","14","9","4","32","5","27","17","5","3","3","0.02","0.08","0.2","0.33","0.48","8.2802"
"101.json","40.0","22","6","16","14","6","38","8","30","28","8","3","4","0.01","0.05","0.13","0.25","0.38","8.9996"
"102.json","40.0","24","6","18","14","6","44","8","36","28","8","2","4","0.0","0.03","0.11","0.22","0.35","9.2468"
"103.json","40.0","26","8","18","19","8","47","11","36","39","11","2","5","0.0","0.03","0.09","0.19","0.31","9.6582"
"104.json","40.0","18","4","14","9","4","32","5","27","17","5","3","3","0.02","0.09","0.2","0.34","0.48","8.2534"
"105.json","40.0","24","6","18","14","6","44","8","36","28","8","2","4","0.0","0.03","0.1","0.21","0.33","9.3426"
"106.json","40.0","22","6","16","14","6","38","8","30","28","8","3","4","0.01","0.05","0.13","0.25","0.38","8.995"
"107.json","40.0","26","8","18","19","8","47","11","36","39","11","2","5","0.0","0.03","0.09","0.19","0.31","9.583"
"108.json","40.0","22","6","16","14","6","41","8","33","28","8","2","4","0.01","0.05","0.13","0.25","0.39","8.9346"
"109.json","40.0","26","8","18","19","8","47","11","36","39","11","2","5","0.01","0.03","0.09","0.19","0.31","9.57833164"
"10.json","40.0","11","2","9","4","2","23","4","19","10","4","5","2","0.03","0.14","0.28","0.44","0.58","7.4006"
"110.json","40.0","26","8","18","19","8","47","11","36","39","11","2","5","0.01","0.03","0.09","0.18","0.31","9.5776"
"111.json","40.0","28","10","18","24","10","50","14","36","50","14","2","6","0.0","0.03","0.08","0.17","0.28","9.8972"
"112.json","40.0","13","3","10","6","3","21","3","18","9","3","4","3","0.04","0.15","0.3","0.46","0.62","7.217"
"113.json","40.0","21","6","15","14","6","35","7","28","26","7","3","4","0.01","0.06","0.15","0.28","0.41","8.773"
"114.json","40.0","21","6","15","14","6","35","7","28","26","7","3","4","0.01","0.06","0.15","0.28","0.41","8.762176911839418"
"115.json","40.0","26","9","17","22","9","45","11","34","43","11","2","5","0.01","0.03","0.11","0.21","0.33","9.5568"
"116.json","40.0","19","5","14","11","5","33","6","27","20","6","3","4","0.02","0.07","0.18","0.32","0.46","8.4386"
"117.json","40.0","23","7","16","17","7","39","9","30","33","9","3","5","0.01","0.04","0.12","0.23","0.35","9.2494"
"118.json","40.0","26","8","18","19","8","46","10","36","37","10","2","5","0.0","0.03","0.09","0.18","0.3","9.6158"
"119.json","40.0","28","10","18","25","10","49","13","36","50","13","2","6","0.01","0.03","0.08","0.16","0.27","9.9338"
"11.json","40.0","13","3","10","6","3","28","6","22","15","6","4","3","0.02","0.11","0.23","0.38","0.53","7.75528012"
"120.json","40.0","19","5","14","11","5","33","6","27","20","6","3","4","0.02","0.08","0.19","0.33","0.47","8.3604"
"121.json","40.0","26","8","18","19","8","46","10","36","37","10","2","5","0.0","0.03","0.09","0.19","0.31","9.574"
"122.json","40.0","23","7","16","17","7","39","9","30","33","9","3","5","0.01","0.04","0.11","0.23","0.35","9.2674"
