"name","difficulty","complexity","blocking","delay","centrality","reachability","term_complexity","term_blocking","term_delay","term_centrality","term_reachability","free","edges","gradRate3","gradRate4","gradRate5","gradRate6","gradRate7","averageTTD"
"0.json","92.5","6","0","6","0","0","12","0","12","0","0","6","0","0.97","1.0","1.0","1.0","1.0","2.4108"
"100.json","92.5","18","4","14","9","4","32","5","27","17","5","3","3","0.77","0.97","1.0","1.0","1.0","3.2638"
"101.json","92.5","22","6","16","14","6","38","8","30","28","8","3","4","0.68","0.95","0.99","1.0","1.0","3.3786"
"102.json","92.5","24","6","18","14","6","44","8","36","28","8","2","4","0.63","0.94","0.99","1.0","1.0","3.4412"
"103.json","92.5","26","8","18","19","8","47","11","36","39","11","2","5","0.62","0.94","0.99","1.0","1.0","3.4488"
"104.json","92.5","18","4","14","9","4","32","5","27","17","5","3","3","0.78","0.97","1.0","1.0","1.0","3.2624"
"105.json","92.5","24","6","18","14","6","44","8","36","28","8","2","4","0.63","0.94","1.0","1.0","1.0","3.4386186000000003"
"106.json","92.5","22","6","16","14","6","38","8","30","28","8","3","4","0.67","0.95","0.99","1.0","1.0","3.38382572"
"107.json","92.5","26","8","18","19","8","47","11","36","39","11","2","5","0.62","0.93","0.99","1.0","1.0","3.4526"
"108.json","92.5","22","6","16","14","6","41","8","33","28","8","2","4","0.72","0.96","0.99","1.0","1.0","3.3268"
"109.json","92.5","26","8","18","19","8","47","11","36","39","11","2","5","0.64","0.94","0.99","1.0","1.0","3.441"
"10.json","92.5","11","2","9","4","2","23","4","19","10","4","5","2","0.84","0.98","1.0","1.0","1.0","3.1762"
"110.json","92.5","26","8","18","19","8","47","11","36","39","11","2","5","0.61","0.93","0.99","1.0","1.0","3.46508148"
"111.json","92.5","28","10","18","24","10","50","14","36","50","14","2","6","0.62","0.93","0.99","1.0","1.0","3.4588"
"112.json","92.5","13","3","10","6","3","21","3","18","9","3","4","3","0.96","1.0","1.0","1.0","1.0","2.4168"
"113.json","92.5","21","6","15","14","6","35","7","28","26","7","3","4","0.73","0.96","1.0","1.0","0.0","3.318"
"114.json","92.5","21","6","15","14","6","35","7","28","26","7","3","4","0.73","0.96","0.99","1.0","1.0","3.3162"
"115.json","92.5","26","9","17","22","9","45","11","34","43","11","2","5","0.67","0.93","0.99","1.0","1.0","3.4058"
