"name","difficulty","complexity","blocking","delay","centrality","reachability","term_complexity","term_blocking","term_delay","term_centrality","term_reachability","free","edges","gradRate3","gradRate4","gradRate5","gradRate6","gradRate7","averageTTD"
"0.json","82.5","6","0","6","0","0","12","0","12","0","0","6","0","0.82","0.96","0.99","1.0","1.0","2.8896"
"100.json","82.5","18","4","14","9","4","32","5","27","17","5","3","3","0.51","0.84","0.95","0.99","1.0","3.7148"
"101.json","82.5","22","6","16","14","6","38","8","30","28","8","3","4","0.38","0.76","0.93","0.98","0.99","3.958"
"102.json","82.5","24","6","18","14","6","44","8","36","28","8","2","4","0.32","0.74","0.92","0.98","1.0","4.0382"
"103.json","82.5","26","8","18","19","8","47","11","36","39","11","2","5","0.32","0.72","0.91","0.98","0.99","4.0874"
"104.json","82.5","18","4","14","9","4","32","5","27","17","5","3","3","0.52","0.84","0.96","0.99","1.0","3.6974"
"105.json","82.5","24","6","18","14","6","44","8","36","28","8","2","4","0.32","0.73","0.93","0.98","1.0","4.0476"
"106.json","82.5","22","6","16","14","6","38","8","30","28","8","3","4","0.38","0.77","0.93","0.98","1.0","3.9454"
"107.json","82.5","26","8","18","19","8","47","11","36","39","11","2","5","0.32","0.72","0.91","0.97","0.99","4.0872"
"108.json","82.5","22","6","16","14","6","41","8","33","28","8","2","4","0.43","0.78","0.93","0.98","1.0","3.8862898799999996"
"109.json","82.5","26","8","18","19","8","47","11","36","39","11","2","5","0.31","0.71","0.91","0.97","0.99","4.0964"
"10.json","82.5","11","2","9","4","2","23","4","19","10","4","5","2","0.62","0.9","0.98","1.0","1.0","3.5072"
"110.json","82.5","26","8","18","19","8","47","11","36","39","11","2","5","0.31","0.72","0.91","0.97","0.99","4.1"
"111.json","82.5","28","10","18","24","10","50","14","36","50","14","2","6","0.32","0.69","0.89","0.97","0.99","4.1406"
"112.json","82.5","13","3","10","6","3","21","3","18","9","3","4","3","0.78","0.95","0.99","1.0","1.0","2.9738"
"113.json","82.5","21","6","15","14","6","35","7","28","26","7","3","4","0.45","0.79","0.94","0.98","0.99","3.849"
"114.json","82.5","21","6","15","14","6","35","7","28","26","7","3","4","0.44","0.78","0.94","0.98","1.0","3.8682"
"115.json","82.5","26","9","17","22","9","45","11","34","43","11","2","5","0.36","0.74","0.91","0.97","0.99","4.0324"
"116.json","82.5","19","5","14","11","5","33","6","27","20","6","3","4","0.51","0.84","0.96","0.99","1.0","3.6988"
"117.json","82.5","23","7","16","17","7","39","9","30","33","9","3","5","0.39","0.75","0.93","0.98","0.99","3.9614"
