"name","difficulty","complexity","blocking","delay","centrality","reachability","term_complexity","term_blocking","term_delay","term_centrality","term_reachability","free","edges","gradRate3","gradRate4","gradRate5","gradRate6","gradRate7","averageTTD"
"0.json","87.5","6","0","6","0","0","12","0","12","0","0","6","0","0.91","0.99","1.0","1.0","1.0","2.6622"
"100.json","87.5","18","4","14","9","4","32","5","27","17","5","3","3","0.64","0.92","0.98","1.0","1.0","3.4668"
"101.json","87.5","22","6","16","14","6","38","8","30","28","8","3","4","0.52","0.87","0.97","0.99","1.0","3.6554"
"102.json","87.5","24","6","18","14","6","44","8","36","28","8","2","4","0.44","0.84","0.97","0.99","1.0","3.7658"
"103.json","87.5","26","8","18","19","8","47","11","36","39","11","2","5","0.45","0.84","0.96","0.99","1.0","3.7597696735992527"
"104.json","87.5","18","4","14","9","4","32","5","27","17","5","3","3","0.65","0.92","0.98","1.0","1.0","3.4476"
"105.json","87.5","24","6","18","14","6","44","8","36","28","8","2","4","0.46","0.86","0.97","0.99","1.0","3.724"
"106.json","87.5","22","6","16","14","6","38","8","30","28","8","3","4","0.52","0.87","0.97","0.99","1.0","3.6504"
"107.json","87.5","26","8","18","19","8","47","11","36","39","11","2","5","0.44","0.83","0.97","0.99","1.0","3.7678"
"108.json","87.5","22","6","16","14","6","41","8","33","28","8","2","4","0.55","0.88","0.97","1.0","1.0","3.6084"
"109.json","87.5","26","8","18","19","8","47","11","36","39","11","2","5","0.44","0.83","0.96","0.99","1.0","3.7689519539347196"
"10.json","87.5","11","2","9","4","2","23","4","19","10","4","5","2","0.73","0.95","0.99","1.0","1.0","3.3302"
"110.json","87.5","26","8","18","19","8","47","11","36","39","11","2","5","0.46","0.84","0.97","0.99","1.0","3.7468486556000005"
"111.json","87.5","28","10","18","24","10","50","14","36","50","14","2","6","0.45","0.82","0.96","0.99","1.0","3.7708"
"112.json","87.5","13","3","10","6","3","21","3","18","9","3","4","3","0.88","0.98","1.0","1.0","1.0","2.7058"
"113.json","87.5","21","6","15","14","6","35","7","28","26","7","3","4","0.57","0.88","0.97","0.99","1.0","3.5842"
"114.json","87.5","21","6","15","14","6","35","7","28","26","7","3","4","0.58","0.89","0.98","1.0","1.0","3.5618"
"115.json","87.5","26","9","17","22","9","45","11","34","43","11","2","5","0.51","0.85","0.96","0.99","1.0","3.695608995424"
"116.json","87.5","19","5","14","11","5","33","6","27","20","6","3","4","0.63","0.92","0.98","1.0","1.0","3.4668"
"117.json","87.5","23","7","16","17","7","39","9","30","33","9","3","5","0.52","0.86","0.97","0.99","1.0","3.6616"
"118.json","87.5","26","8","18","19","8","46","10","36","37","10","2","5","0.47","0.84","0.97","0.99","1.0","3.7372"
"119.json","87.5","28","10","18","25","10","49","13","36","50","13","2","6","0.45","0.82","0.96","0.99","1.0","3.785"
