"name","difficulty","complexity","blocking","delay","centrality","reachability","term_complexity","term_blocking","term_delay","term_centrality","term_reachability","free","edges","gradRate3","gradRate4","gradRate5","gradRate6","gradRate7","averageTTD"
"0.json","75.0","6","0","6","0","0","12","0","12","0","0","6","0","0.67","0.9","0.98","0.99","1.0","3.28"
"100.json","75.0","18","4","14","9","4","32","5","27","17","5","3","3","0.34","0.69","0.88","0.96","0.99","4.1438"
"101.json","75.0","22","6","16","14","6","38","8","30","28","8","3","4","0.24","0.58","0.83","0.93","0.97","4.4632"
"102.json","75.0","24","6","18","14","6","44","8","36","28","8","2","4","0.18","0.55","0.8","0.92","0.97","4.5836"
"103.json","75.0","26","8","18","19","8","47","11","36","39","11","2","5","0.18","0.52","0.79","0.91","0.97","4.6458"
"104.json","75.0","18","4","14","9","4","32","5","27","17","5","3","3","0.34","0.7","0.88","0.96","0.98","4.1492"
"105.json","75.0","24","6","18","14","6","44","8","36","28","8","2","4","0.17","0.54","0.8","0.92","0.97","4.5978"
"106.json","75.0","22","6","16","14","6","38","8","30","28","8","3","4","0.23","0.59","0.83","0.93","0.98","4.4686"
"107.json","75.0","26","8","18","19","8","47","11","36","39","11","2","5","0.18","0.52","0.78","0.91","0.97","4.6506"
"108.json","75.0","22","6","16","14","6","41","8","33","28","8","2","4","0.26","0.61","0.84","0.94","0.98","4.3882"
"109.json","75.0","26","8","18","19","8","47","11","36","39","11","2","5","0.17","0.53","0.78","0.91","0.97","4.6654"
"10.json","75.0","11","2","9","4","2","23","4","19","10","4","5","2","0.46","0.79","0.93","0.98","0.99","3.847"
"110.json","75.0","26","8","18","19","8","47","11","36","39","11","2","5","0.18","0.52","0.78","0.91","0.96","4.67158084"
"111.json","75.0","28","10","18","24","10","50","14","36","50","14","2","6","0.17","0.5","0.77","0.91","0.97","4.694"
"112.json","75.0","13","3","10","6","3","21","3","18","9","3","4","3","0.62","0.86","0.96","0.99","1.0","3.408"
"113.json","75.0","21","6","15","14","6","35","7","28","26","7","3","4","0.3","0.64","0.84","0.94","0.98","4.3112"
"114.json","75.0","21","6","15","14","6","35","7","28","26","7","3","4","0.3","0.65","0.86","0.95","0.98","4.2828"
"115.json","75.0","26","9","17","22","9","45","11","34","43","11","2","5","0.22","0.55","0.79","0.92","0.97","4.5622"
"116.json","75.0","19","5","14","11","5","33","6","27","20","6","3","4","0.34","0.69","0.87","0.95","0.98","4.1774"
"117.json","75.0","23","7","16","17","7","39","9","30","33","9","3","5","0.23","0.58","0.81","0.93","0.97","4.4844"
"118.json","75.0","26","8","18","19","8","46","10","36","37","10","2","5","0.18","0.53","0.78","0.92","0.97","4.637"
"119.json","75.0","28","10","18","25","10","49","13","36","50","13","2","6","0.18","0.49","0.76","0.9","0.97","4.7264"
"11.json","75.0","13","3","10","6","3","28","6","22","15","6","4","3","0.38","0.73","0.9","0.97","0.99","4.0426"
"120.json","75.0","19","5","14","11","5","33","6","27","20","6","3","4","0.36","0.68","0.87","0.95","0.98","4.1658"
"121.json","75.0","26","8","18","19","8","46","10","36","37","10","2","5","0.18","0.52","0.78","0.91","0.97","4.6674"
"122.json","75.0","23","7","16","17","7","39","9","30","33","9","3","5","0.23","0.57","0.81","0.93","0.97","4.5004"
"123.json","75.0","28","10","18","25","10","49","13","36","50","13","2","6","0.18","0.5","0.76","0.9","0.97","4.7024"
"124.json","75.0","23","7","16","16","7","42","9","33","31","9","2","5","0.26","0.61","0.83","0.93","0.98","4.387"
"125.json","75.0","27","9","18","22","9","48","12","36","44","12","2","6","0.18","0.51","0.77","0.9","0.97","4.679"
"126.json","75.0","27","9","18","22","9","48","12","36","44","12","2","6","0.18","0.51","0.77","0.9","0.96","4.693"
"127.json","75.0","29","11","18","28","11","51","15","36","57","15","2","7","0.17","0.49","0.75","0.89","0.96","4.7652"
"128.json","75.0","9","1","8","2","1","16","1","15","3","1","5","1","0.65","0.89","0.97","0.99","1.0","3.3112"
"129.json","75.0","12","2","10","4","2","23","3","20","8","3","4","2","0.61","0.88","0.96","0.99","1.0","3.3934"
"12.json","75.0","11","2","9","4","2","24","4","20","10","4","4","2","0.63","0.87","0.96","0.99","0.99","3.375"
"130.json","75.0","12","2","10","4","2","23","3","20","8","3","4","2","0.62","0.87","0.96","0.99","1.0","3.3942"
"131.json","75.0","14","3","11","6","3","28","5","23","13","5","3","3","0.61","0.86","0.95","0.99","1.0","3.4254"
"132.json","75.0","15","3","12","7","3","28","4","24","14","4","4","2","0.37","0.71","0.89","0.96","0.99","4.0848"
"133.json","75.0","17","4","13","9","4","32","6","26","19","6","4","3","0.36","0.7","0.89","0.96","0.99","4.1102"
"134.json","75.0","18","4","14","9","4","35","6","29","19","6","3","3","0.35","0.7","0.88","0.96","0.99","4.132222362833909"
"135.json","75.0","19","5","14","11","5","37","8","29","24","8","3","4","0.36","0.7","0.88","0.96","0.99","4.12308364"
"136.json","75.0","15","3","12","7","3","28","4","24","14","4","4","2","0.38","0.71","0.89","0.96","0.99","4.0862"
"137.json","75.0","18","4","14","9","4","35","6","29","19","6","3","3","0.36","0.71","0.89","0.96","0.99","4.1108"
"138.json","75.0","17","4","13","9","4","32","6","26","19","6","4","3","0.35","0.7","0.88","0.96","0.98","4.1408"
"139.json","75.0","19","5","14","11","5","37","8","29","24","8","3","4","0.33","0.67","0.87","0.95","0.99","4.1948"
"13.json","75.0","13","3","10","6","3","28","6","22","15","6","4","3","0.45","0.79","0.93","0.98","0.99","3.8672"
"140.json","75.0","19","5","14","12","5","37","7","30","25","7","3","3","0.3","0.65","0.85","0.95","0.98","4.2714"
"141.json","75.0","21","6","15","14","6","41","9","32","30","9","3","4","0.28","0.63","0.84","0.93","0.98","4.3576"
"142.json","75.0","21","6","15","14","6","41","9","32","30","9","3","4","0.29","0.64","0.84","0.94","0.98","4.3166"
"143.json","75.0","22","7","15","16","7","43","11","32","35","11","3","5","0.29","0.62","0.84","0.94","0.98","4.3344"
"144.json","75.0","12","2","10","4","2","20","2","18","6","2","4","2","0.62","0.88","0.96","0.99","1.0","3.3778"
"145.json","75.0","18","4","14","9","4","32","5","27","17","5","3","3","0.34","0.69","0.87","0.95","0.98","4.16145588"
"146.json","75.0","18","4","14","9","4","32","5","27","17","5","3","3","0.36","0.7","0.89","0.96","0.99","4.1174"
"147.json","75.0","22","6","16","14","6","41","8","33","28","8","2","4","0.27","0.63","0.85","0.94","0.98","4.3308"
"148.json","75.0","18","4","14","9","4","32","5","27","17","5","3","3","0.36","0.7","0.88","0.96","0.99","4.1228"
"149.json","75.0","22","6","16","14","6","38","8","30","28","8","3","4","0.23","0.59","0.82","0.94","0.98","4.4462"
"14.json","75.0","13","3","10","6","3","28","6","22","15","6","4","3","0.44","0.78","0.93","0.98","0.99","3.8838"
"150.json","75.0","24","6","18","14","6","44","8","36","28","8","2","4","0.18","0.55","0.81","0.93","0.97","4.5634774"
"151.json","75.0","26","8","18","19","8","47","11","36","39","11","2","5","0.17","0.52","0.78","0.92","0.97","4.6582"
"152.json","75.0","18","4","14","9","4","32","5","27","17","5","3","3","0.35","0.7","0.88","0.96","0.99","4.1318"
"153.json","75.0","24","6","18","14","6","44","8","36","28","8","2","4","0.17","0.54","0.81","0.92","0.98","4.5848"
"154.json","75.0","22","6","16","14","6","38","8","30","28","8","3","4","0.24","0.59","0.83","0.94","0.98","4.4324"
"155.json","75.0","26","8","18","19","8","47","11","36","39","11","2","5","0.17","0.52","0.78","0.91","0.97","4.6748"
"156.json","75.0","22","6","16","14","6","41","8","33","28","8","2","4","0.26","0.62","0.83","0.93","0.98","4.396"
"157.json","75.0","26","8","18","19","8","47","11","36","39","11","2","5","0.18","0.52","0.78","0.92","0.97","4.6488"
"158.json","75.0","26","8","18","19","8","47","11","36","39","11","2","5","0.19","0.53","0.79","0.92","0.97","4.6248"
"159.json","75.0","28","10","18","24","10","50","14","36","50","14","2","6","0.18","0.5","0.76","0.9","0.96","4.7142"
"15.json","75.0","14","4","10","8","4","30","8","22","20","8","4","4","0.37","0.73","0.9","0.97","0.99","4.0428"
"160.json","75.0","11","2","9","4","2","18","2","16","6","2","5","2","0.62","0.87","0.96","0.99","1.0","3.3886"
"161.json","75.0","14","3","11","6","3","25","4","21","11","4","4","3","0.61","0.86","0.96","0.98","1.0","3.412"
"162.json","75.0","14","3","11","6","3","25","4","21","11","4","4","3","0.59","0.85","0.96","0.99","1.0","3.4470116"
"163.json","75.0","16","4","12","8","4","30","6","24","16","6","3","4","0.57","0.83","0.94","0.98","0.99","3.5096"
"164.json","75.0","19","5","14","12","5","32","6","26","23","6","4","3","0.28","0.64","0.85","0.94","0.98","4.3158"
"165.json","75.0","21","6","15","14","6","36","8","28","28","8","4","4","0.27","0.62","0.84","0.94","0.98","4.3594"
"166.json","75.0","22","6","16","14","6","39","8","31","28","8","3","4","0.27","0.62","0.84","0.94","0.98","4.3512"
"167.json","75.0","23","7","16","16","7","41","10","31","33","10","3","5","0.27","0.62","0.83","0.94","0.98","4.376"
"168.json","75.0","19","5","14","12","5","32","6","26","23","6","4","3","0.29","0.64","0.85","0.95","0.98","4.3042"
"169.json","75.0","22","6","16","14","6","39","8","31","28","8","3","4","0.27","0.62","0.84","0.94","0.98","4.3716"
"16.json","75.0","9","1","8","2","1","16","1","15","3","1","5","1","0.63","0.88","0.97","0.99","1.0","3.3644"
"170.json","75.0","21","6","15","14","6","36","8","28","28","8","4","4","0.28","0.63","0.84","0.94","0.98","4.3368"
"171.json","75.0","23","7","16","16","7","41","10","31","33","10","3","5","0.26","0.61","0.83","0.93","0.98","4.3898"
"172.json","75.0","24","8","16","20","8","42","10","32","40","10","3","4","0.22","0.56","0.8","0.91","0.96","4.5686"
"173.json","75.0","26","9","17","22","9","46","12","34","45","12","3","5","0.22","0.56","0.8","0.92","0.97","4.5526"
"174.json","75.0","26","9","17","22","9","46","12","34","45","12","3","5","0.22","0.56","0.8","0.91","0.97","4.5542"
"175.json","75.0","27","10","17","24","10","48","14","34","50","14","3","6","0.22","0.55","0.78","0.91","0.97","4.5894"
"176.json","75.0","13","3","10","6","3","21","3","18","9","3","4","3","0.61","0.86","0.95","0.99","1.0","3.4186"
"177.json","75.0","19","5","14","11","5","33","6","27","20","6","3","4","0.34","0.68","0.88","0.96","0.99","4.1646"
"178.json","75.0","19","5","14","11","5","33","6","27","20","6","3","4","0.36","0.7","0.89","0.96","0.99","4.1056"
"179.json","75.0","23","7","16","16","7","42","9","33","31","9","2","5","0.27","0.62","0.83","0.94","0.98","4.3702"
"17.json","75.0","15","3","12","7","3","28","4","24","14","4","4","2","0.38","0.71","0.89","0.96","0.99","4.08748372"
"180.json","75.0","21","6","15","14","6","35","7","28","26","7","3","4","0.3","0.64","0.85","0.94","0.98","4.3126"
"181.json","75.0","23","7","16","17","7","39","9","30","33","9","3","5","0.24","0.58","0.81","0.93","0.98","4.4822"
"182.json","75.0","26","8","18","19","8","46","10","36","37","10","2","5","0.18","0.51","0.78","0.91","0.97","4.6628"
"183.json","75.0","27","9","18","22","9","48","12","36","44","12","2","6","0.18","0.5","0.76","0.9","0.97","4.707"
"184.json","75.0","21","6","15","14","6","35","7","28","26","7","3","4","0.3","0.64","0.85","0.94","0.98","4.3044"
"185.json","75.0","26","8","18","19","8","46","10","36","37","10","2","5","0.18","0.52","0.79","0.91","0.97","4.63"
"186.json","75.0","23","7","16","17","7","39","9","30","33","9","3","5","0.23","0.57","0.8","0.92","0.97","4.5202"
"187.json","75.0","27","9","18","22","9","48","12","36","44","12","2","6","0.18","0.51","0.77","0.91","0.97","4.6778"
"188.json","75.0","26","9","17","22","9","45","11","34","43","11","2","5","0.21","0.55","0.79","0.91","0.97","4.5934"
"189.json","75.0","28","10","18","25","10","49","13","36","50","13","2","6","0.17","0.49","0.75","0.89","0.96","4.7558"
"18.json","75.0","15","3","12","7","3","28","4","24","14","4","4","2","0.38","0.73","0.9","0.96","0.99","4.0374"
"190.json","75.0","28","10","18","25","10","49","13","36","50","13","2","6","0.18","0.5","0.76","0.9","0.96","4.7112"
"191.json","75.0","29","11","18","28","11","51","15","36","57","15","2","7","0.17","0.49","0.74","0.89","0.96","4.7596"
"192.json","75.0","11","2","9","4","2","19","2","17","6","2","4","2","0.62","0.87","0.96","0.99","1.0","3.3944"
"193.json","75.0","17","4","13","9","4","31","5","26","17","5","3","3","0.38","0.72","0.9","0.96","0.99","4.0632"
"194.json","75.0","17","4","13","9","4","31","5","26","17","5","3","3","0.38","0.72","0.89","0.96","0.99","4.065"
