"name","difficulty","complexity","blocking","delay","centrality","reachability","term_complexity","term_blocking","term_delay","term_centrality","term_reachability","free","edges","gradRate3","gradRate4","gradRate5","gradRate6","gradRate7","averageTTD"
"0.json","47.5","6","0","6","0","0","12","0","12","0","0","6","0","0.13","0.35","0.57","0.75","0.86","5.4814"
"100.json","47.5","18","4","14","9","4","32","5","27","17","5","3","3","0.04","0.17","0.34","0.51","0.66","6.9028"
"101.json","47.5","22","6","16","14","6","38","8","30","28","8","3","4","0.02","0.1","0.25","0.42","0.58","7.493"
"102.json","47.5","24","6","18","14","6","44","8","36","28","8","2","4","0.01","0.08","0.21","0.38","0.55","7.6682"
"103.json","47.5","26","8","18","19","8","47","11","36","39","11","2","5","0.01","0.07","0.19","0.34","0.5","7.9377169599999995"
"104.json","47.5","18","4","14","9","4","32","5","27","17","5","3","3","0.04","0.17","0.35","0.52","0.67","6.82143076"
"105.json","47.5","24","6","18","14","6","44","8","36","28","8","2","4","0.01","0.08","0.19","0.36","0.52","7.791"
"106.json","47.5","22","6","16","14","6","38","8","30","28","8","3","4","0.02","0.11","0.25","0.42","0.57","7.4706"
"107.json","47.5","26","8","18","19","8","47","11","36","39","11","2","5","0.01","0.07","0.19","0.34","0.5","7.9444"
"108.json","47.5","22","6","16","14","6","41","8","33","28","8","2","4","0.02","0.12","0.27","0.43","0.59","7.377"
"109.json","47.5","26","8","18","19","8","47","11","36","39","11","2","5","0.01","0.07","0.19","0.35","0.5","7.9566"
"10.json","47.5","11","2","9","4","2","23","4","19","10","4","5","2","0.07","0.24","0.45","0.63","0.77","6.2002"
"110.json","47.5","26","8","18","19","8","47","11","36","39","11","2","5","0.01","0.07","0.19","0.35","0.5","7.9382"
"111.json","47.5","28","10","18","24","10","50","14","36","50","14","2","6","0.01","0.06","0.17","0.3","0.45","8.2004"
"112.json","47.5","13","3","10","6","3","21","3","18","9","3","4","3","0.11","0.29","0.49","0.66","0.79","5.967"
"113.json","47.5","21","6","15","14","6","35","7","28","26","7","3","4","0.04","0.14","0.3","0.46","0.62","7.2532"
"114.json","47.5","21","6","15","14","6","35","7","28","26","7","3","4","0.04","0.13","0.28","0.44","0.59","7.361390477461348"
"115.json","47.5","26","9","17","22","9","45","11","34","43","11","2","5","0.02","0.08","0.2","0.36","0.51","7.9498"
"116.json","47.5","19","5","14","11","5","33","6","27","20","6","3","4","0.04","0.16","0.33","0.51","0.66","6.9078"
"117.json","47.5","23","7","16","17","7","39","9","30","33","9","3","5","0.02","0.1","0.24","0.39","0.55","7.6546"
"118.json","47.5","26","8","18","19","8","46","10","36","37","10","2","5","0.01","0.06","0.18","0.34","0.5","7.9422"
