"name","difficulty","complexity","blocking","delay","centrality","reachability","term_complexity","term_blocking","term_delay","term_centrality","term_reachability","free","edges","gradRate3","gradRate4","gradRate5","gradRate6","gradRate7","averageTTD"
"0.json","90.0","6","0","6","0","0","12","0","12","0","0","6","0","0.93","0.99","1.0","1.0","1.0","2.5484"
"100.json","90.0","18","4","14","9","4","32","5","27","17","5","3","3","0.71","0.95","0.99","1.0","1.0","3.3452"
"101.json","90.0","22","6","16","14","6","38","8","30","28","8","3","4","0.6","0.91","0.99","1.0","1.0","3.5032"
"102.json","90.0","24","6","18","14","6","44","8","36","28","8","2","4","0.54","0.91","0.98","1.0","1.0","3.5698"
"103.json","90.0","26","8","18","19","8","47","11","36","39","11","2","5","0.52","0.88","0.98","1.0","1.0","3.6158"
"104.json","90.0","18","4","14","9","4","32","5","27","17","5","3","3","0.72","0.94","0.99","1.0","1.0","3.34578872"
"105.json","90.0","24","6","18","14","6","44","8","36","28","8","2","4","0.54","0.9","0.98","1.0","1.0","3.5820866129951137"
"106.json","90.0","22","6","16","14","6","38","8","30","28","8","3","4","0.59","0.91","0.98","1.0","1.0","3.5262"
"107.json","90.0","26","8","18","19","8","47","11","36","39","11","2","5","0.53","0.88","0.98","1.0","1.0","3.608"
"108.json","90.0","22","6","16","14","6","41","8","33","28","8","2","4","0.63","0.92","0.98","1.0","1.0","3.4682"
"109.json","90.0","26","8","18","19","8","47","11","36","39","11","2","5","0.53","0.89","0.98","1.0","1.0","3.6024"
"10.json","90.0","11","2","9","4","2","23","4","19","10","4","5","2","0.8","0.97","1.0","1.0","1.0","3.24"
"110.json","90.0","26","8","18","19","8","47","11","36","39","11","2","5","0.55","0.9","0.98","1.0","1.0","3.5742414000000005"
"111.json","90.0","28","10","18","24","10","50","14","36","50","14","2","6","0.53","0.88","0.98","1.0","1.0","3.6234"
"112.json","90.0","13","3","10","6","3","21","3","18","9","3","4","3","0.92","0.99","1.0","1.0","1.0","2.5648"
"113.json","90.0","21","6","15","14","6","35","7","28","26","7","3","4","0.64","0.92","0.98","1.0","1.0","3.4598"
"114.json","90.0","21","6","15","14","6","35","7","28","26","7","3","4","0.66","0.93","0.99","1.0","1.0","3.4224"
"115.json","90.0","26","9","17","22","9","45","11","34","43","11","2","5","0.58","0.89","0.98","1.0","1.0","3.556342098232"
"116.json","90.0","19","5","14","11","5","33","6","27","20","6","3","4","0.7","0.95","0.99","1.0","1.0","3.3626278"
"117.json","90.0","23","7","16","17","7","39","9","30","33","9","3","5","0.58","0.9","0.98","1.0","1.0","3.547"
"118.json","90.0","26","8","18","19","8","46","10","36","37","10","2","5","0.54","0.89","0.98","1.0","1.0","3.593"
"119.json","90.0","28","10","18","25","10","49","13","36","50","13","2","6","0.53","0.88","0.97","1.0","1.0","3.6296"
