"name","difficulty","complexity","blocking","delay","centrality","reachability","term_complexity","term_blocking","term_delay","term_centrality","term_reachability","free","edges","gradRate3","gradRate4","gradRate5","gradRate6","gradRate7","averageTTD"
"0.json","32.5","6","0","6","0","0","12","0","12","0","0","6","0","0.02","0.08","0.2","0.33","0.47","8.3756"
"100.json","32.5","18","4","14","9","4","32","5","27","17","5","3","3","0.0","0.03","0.08","0.17","0.28","10.3704"
"101.json","32.5","22","6","16","14","6","38","8","30","28","8","3","4","0.0","0.02","0.05","0.12","0.2","11.2744"
"102.json","32.5","24","6","18","14","6","44","8","36","28","8","2","4","0.0","0.01","0.04","0.09","0.17","11.5624"
"103.json","32.5","26","8","18","19","8","47","11","36","39","11","2","5","0.0","0.01","0.04","0.08","0.15","11.9988"
"104.json","32.5","18","4","14","9","4","32","5","27","17","5","3","3","0.01","0.03","0.08","0.17","0.28","10.1768"
"105.json","32.5","24","6","18","14","6","44","8","36","28","8","2","4","0.0","0.01","0.04","0.09","0.17","11.5922"
"106.json","32.5","22","6","16","14","6","38","8","30","28","8","3","4","0.0","0.02","0.06","0.13","0.22","11.1008"
"107.json","32.5","26","8","18","19","8","47","11","36","39","11","2","5","0.0","0.01","0.04","0.09","0.16","11.9516"
"108.json","32.5","22","6","16","14","6","41","8","33","28","8","2","4","0.0","0.02","0.06","0.12","0.21","11.1012"
"109.json","32.5","26","8","18","19","8","47","11","36","39","11","2","5","0.0","0.01","0.04","0.08","0.15","12.0568"
"10.json","32.5","11","2","9","4","2","23","4","19","10","4","5","2","0.01","0.05","0.13","0.24","0.37","9.1808"
"110.json","32.5","26","8","18","19","8","47","11","36","39","11","2","5","0.0","0.01","0.04","0.08","0.15","11.9298"
"111.json","32.5","28","10","18","24","10","50","14","36","50","14","2","6","0.0","0.01","0.03","0.07","0.13","12.4204"
"112.json","32.5","13","3","10","6","3","21","3","18","9","3","4","3","0.02","0.06","0.15","0.25","0.38","9.1284"
"113.json","32.5","21","6","15","14","6","35","7","28","26","7","3","4","0.0","0.02","0.07","0.14","0.23","11.029912479999998"
