"name","difficulty","complexity","blocking","delay","centrality","reachability","term_complexity","term_blocking","term_delay","term_centrality","term_reachability","free","edges","gradRate3","gradRate4","gradRate5","gradRate6","gradRate7","averageTTD"
"0.json","80.0","6","0","6","0","0","12","0","12","0","0","6","0","0.77","0.95","0.99","1.0","1.0","3.0402"
"100.json","80.0","18","4","14","9","4","32","5","27","17","5","3","3","0.45","0.79","0.93","0.98","0.99","3.8524"
"101.json","80.0","22","6","16","14","6","38","8","30","28","8","3","4","0.31","0.7","0.89","0.97","0.99","4.138"
"102.json","80.0","24","6","18","14","6","44","8","36","28","8","2","4","0.26","0.67","0.88","0.97","0.99","4.2322"
"103.json","80.0","26","8","18","19","8","47","11","36","39","11","2","5","0.26","0.65","0.87","0.96","0.99","4.2808"
"104.json","80.0","18","4","14","9","4","32","5","27","17","5","3","3","0.47","0.8","0.94","0.98","1.0","3.8234"
"105.json","80.0","24","6","18","14","6","44","8","36","28","8","2","4","0.26","0.67","0.89","0.97","0.99","4.22"
"106.json","80.0","22","6","16","14","6","38","8","30","28","8","3","4","0.33","0.71","0.9","0.97","0.99","4.1046"
"107.json","80.0","26","8","18","19","8","47","11","36","39","11","2","5","0.26","0.64","0.87","0.96","0.99","4.2808"
"108.json","80.0","22","6","16","14","6","41","8","33","28","8","2","4","0.38","0.73","0.91","0.97","0.99","4.0272"
"109.json","80.0","26","8","18","19","8","47","11","36","39","11","2","5","0.27","0.65","0.87","0.96","0.99","4.267"
"10.json","80.0","11","2","9","4","2","23","4","19","10","4","5","2","0.58","0.87","0.97","0.99","1.0","3.5992"
"110.json","80.0","26","8","18","19","8","47","11","36","39","11","2","5","0.26","0.65","0.87","0.96","0.99","4.273723086392"
"111.json","80.0","28","10","18","24","10","50","14","36","50","14","2","6","0.26","0.64","0.86","0.96","0.99","4.3056334000000005"
"112.json","80.0","13","3","10","6","3","21","3","18","9","3","4","3","0.72","0.92","0.98","1.0","1.0","3.1044"
"113.json","80.0","21","6","15","14","6","35","7","28","26","7","3","4","0.4","0.74","0.91","0.97","0.99","3.9872"
"114.json","80.0","21","6","15","14","6","35","7","28","26","7","3","4","0.39","0.75","0.91","0.98","0.99","3.9826"
"115.json","80.0","26","9","17","22","9","45","11","34","43","11","2","5","0.31","0.67","0.88","0.96","0.99","4.1942"
"116.json","80.0","19","5","14","11","5","33","6","27","20","6","3","4","0.45","0.78","0.92","0.98","0.99","3.8742"
"117.json","80.0","23","7","16","17","7","39","9","30","33","9","3","5","0.32","0.69","0.88","0.96","0.99","4.1676"
"118.json","80.0","26","8","18","19","8","46","10","36","37","10","2","5","0.25","0.64","0.87","0.96","0.99","4.2908"
"119.json","80.0","28","10","18","25","10","49","13","36","50","13","2","6","0.26","0.64","0.86","0.96","0.99","4.306"
"11.json","80.0","13","3","10","6","3","28","6","22","15","6","4","3","0.48","0.82","0.95","0.99","1.0","3.771"
"120.json","80.0","19","5","14","11","5","33","6","27","20","6","3","4","0.45","0.8","0.94","0.98","1.0","3.8268"
"121.json","80.0","26","8","18","19","8","46","10","36","37","10","2","5","0.25","0.64","0.87","0.95","0.98","4.3154"
"122.json","80.0","23","7","16","17","7","39","9","30","33","9","3","5","0.32","0.7","0.89","0.97","0.99","4.13363352"
"123.json","80.0","28","10","18","25","10","49","13","36","50","13","2","6","0.28","0.64","0.87","0.96","0.99","4.2666"
"124.json","80.0","23","7","16","16","7","42","9","33","31","9","2","5","0.37","0.74","0.91","0.98","0.99","4.0052"
"125.json","80.0","27","9","18","22","9","48","12","36","44","12","2","6","0.27","0.64","0.86","0.96","0.98","4.2874"
"126.json","80.0","27","9","18","22","9","48","12","36","44","12","2","6","0.26","0.64","0.87","0.96","0.99","4.2946"
"127.json","80.0","29","11","18","28","11","51","15","36","57","15","2","7","0.27","0.63","0.86","0.95","0.98","4.329"
"128.json","80.0","9","1","8","2","1","16","1","15","3","1","5","1","0.76","0.94","0.99","1.0","1.0","3.0462"
"129.json","80.0","12","2","10","4","2","23","3","20","8","3","4","2","0.74","0.93","0.98","1.0","1.0","3.0748"
"12.json","80.0","11","2","9","4","2","24","4","20","10","4","4","2","0.75","0.93","0.98","0.99","1.0","3.0742"
"130.json","80.0","12","2","10","4","2","23","3","20","8","3","4","2","0.74","0.93","0.98","1.0","1.0","3.0934"
"131.json","80.0","14","3","11","6","3","28","5","23","13","5","3","3","0.71","0.92","0.98","1.0","1.0","3.132"
"132.json","80.0","15","3","12","7","3","28","4","24","14","4","4","2","0.48","0.81","0.94","0.98","1.0","3.7976"
"133.json","80.0","17","4","13","9","4","32","6","26","19","6","4","3","0.48","0.81","0.94","0.98","0.99","3.8008"
"134.json","80.0","18","4","14","9","4","35","6","29","19","6","3","3","0.46","0.8","0.93","0.98","1.0","3.8265012635840003"
"135.json","80.0","19","5","14","11","5","37","8","29","24","8","3","4","0.45","0.79","0.93","0.98","1.0","3.8532"
"136.json","80.0","15","3","12","7","3","28","4","24","14","4","4","2","0.48","0.81","0.94","0.98","1.0","3.79456016"
"137.json","80.0","18","4","14","9","4","35","6","29","19","6","3","3","0.45","0.79","0.93","0.98","0.99","3.842"
"138.json","80.0","17","4","13","9","4","32","6","26","19","6","4","3","0.47","0.81","0.94","0.98","1.0","3.803"
"139.json","80.0","19","5","14","11","5","37","8","29","24","8","3","4","0.46","0.79","0.93","0.98","1.0","3.8454"
"13.json","80.0","13","3","10","6","3","28","6","22","15","6","4","3","0.55","0.86","0.96","0.99","1.0","3.643"
"140.json","80.0","19","5","14","12","5","37","7","30","25","7","3","3","0.4","0.75","0.92","0.98","0.99","3.9642"
"141.json","80.0","21","6","15","14","6","41","9","32","30","9","3","4","0.4","0.76","0.91","0.97","0.99","3.976"
"142.json","80.0","21","6","15","14","6","41","9","32","30","9","3","4","0.39","0.74","0.91","0.97","0.99","3.999"
"143.json","80.0","22","7","15","16","7","43","11","32","35","11","3","5","0.39","0.75","0.91","0.97","0.99","3.9864"
"144.json","80.0","12","2","10","4","2","20","2","18","6","2","4","2","0.73","0.93","0.98","1.0","1.0","3.1002"
"145.json","80.0","18","4","14","9","4","32","5","27","17","5","3","3","0.46","0.8","0.93","0.98","0.99","3.8382"
"146.json","80.0","18","4","14","9","4","32","5","27","17","5","3","3","0.46","0.8","0.94","0.98","0.99","3.8382"
"147.json","80.0","22","6","16","14","6","41","8","33","28","8","2","4","0.36","0.73","0.91","0.97","0.99","4.0258"
"148.json","80.0","18","4","14","9","4","32","5","27","17","5","3","3","0.46","0.81","0.94","0.98","1.0","3.8257653002527165"
"149.json","80.0","22","6","16","14","6","38","8","30","28","8","3","4","0.34","0.71","0.89","0.97","0.99","4.1175952"
"14.json","80.0","13","3","10","6","3","28","6","22","15","6","4","3","0.57","0.86","0.96","0.99","1.0","3.6258"
"150.json","80.0","24","6","18","14","6","44","8","36","28","8","2","4","0.27","0.68","0.89","0.97","0.99","4.2136"
"151.json","80.0","26","8","18","19","8","47","11","36","39","11","2","5","0.26","0.64","0.86","0.95","0.99","4.297"
"152.json","80.0","18","4","14","9","4","32","5","27","17","5","3","3","0.46","0.79","0.93","0.98","0.99","3.8428"
"153.json","80.0","24","6","18","14","6","44","8","36","28","8","2","4","0.27","0.67","0.88","0.97","0.99","4.224192840000001"
"154.json","80.0","22","6","16","14","6","38","8","30","28","8","3","4","0.33","0.71","0.9","0.97","0.99","4.10602092"
"155.json","80.0","26","8","18","19","8","47","11","36","39","11","2","5","0.27","0.66","0.87","0.96","0.99","4.2576"
"156.json","80.0","22","6","16","14","6","41","8","33","28","8","2","4","0.37","0.72","0.9","0.97","0.99","4.038"
"157.json","80.0","26","8","18","19","8","47","11","36","39","11","2","5","0.27","0.64","0.87","0.96","0.99","4.275"
"158.json","80.0","26","8","18","19","8","47","11","36","39","11","2","5","0.26","0.64","0.87","0.96","0.99","4.2854"
"159.json","80.0","28","10","18","24","10","50","14","36","50","14","2","6","0.26","0.63","0.86","0.96","0.99","4.306468933162658"
"15.json","80.0","14","4","10","8","4","30","8","22","20","8","4","4","0.48","0.82","0.95","0.99","1.0","3.7648"
"160.json","80.0","11","2","9","4","2","18","2","16","6","2","5","2","0.74","0.93","0.98","1.0","1.0","3.0938"
"161.json","80.0","14","3","11","6","3","25","4","21","11","4","4","3","0.73","0.93","0.98","1.0","1.0","3.0948"
"162.json","80.0","14","3","11","6","3","25","4","21","11","4","4","3","0.72","0.92","0.98","0.99","1.0","3.1304"
"163.json","80.0","16","4","12","8","4","30","6","24","16","6","3","4","0.7","0.91","0.97","0.99","1.0","3.1604"
"164.json","80.0","19","5","14","12","5","32","6","26","23","6","4","3","0.39","0.75","0.91","0.97","0.99","3.9888"
"165.json","80.0","21","6","15","14","6","36","8","28","28","8","4","4","0.37","0.74","0.91","0.97","0.99","4.014044838568"
"166.json","80.0","22","6","16","14","6","39","8","31","28","8","3","4","0.38","0.74","0.91","0.98","0.99","4.00362351904"
"167.json","80.0","23","7","16","16","7","41","10","31","33","10","3","5","0.36","0.72","0.9","0.97","0.99","4.0578"
"168.json","80.0","19","5","14","12","5","32","6","26","23","6","4","3","0.4","0.76","0.92","0.98","1.0","3.939"
"169.json","80.0","22","6","16","14","6","39","8","31","28","8","3","4","0.36","0.73","0.91","0.97","0.99","4.0416"
"16.json","80.0","9","1","8","2","1","16","1","15","3","1","5","1","0.75","0.94","0.99","1.0","1.0","3.0624"
"170.json","80.0","21","6","15","14","6","36","8","28","28","8","4","4","0.39","0.74","0.91","0.97","0.99","3.9946"
"171.json","80.0","23","7","16","16","7","41","10","31","33","10","3","5","0.37","0.74","0.91","0.97","0.99","4.019"
"172.json","80.0","24","8","16","20","8","42","10","32","40","10","3","4","0.33","0.68","0.88","0.96","0.99","4.15951588"
"173.json","80.0","26","9","17","22","9","46","12","34","45","12","3","5","0.31","0.67","0.86","0.96","0.99","4.214"
"174.json","80.0","26","9","17","22","9","46","12","34","45","12","3","5","0.32","0.68","0.88","0.96","0.99","4.1688"
"175.json","80.0","27","10","17","24","10","48","14","34","50","14","3","6","0.3","0.67","0.87","0.96","0.99","4.2172"
"176.json","80.0","13","3","10","6","3","21","3","18","9","3","4","3","0.73","0.92","0.98","0.99","1.0","3.1100755615759996"
"177.json","80.0","19","5","14","11","5","33","6","27","20","6","3","4","0.45","0.8","0.93","0.98","0.99","3.8505706399999995"
"178.json","80.0","19","5","14","11","5","33","6","27","20","6","3","4","0.44","0.79","0.94","0.98","0.99","3.8598"
"179.json","80.0","23","7","16","16","7","42","9","33","31","9","2","5","0.36","0.73","0.91","0.97","0.99","4.03602004"
"17.json","80.0","15","3","12","7","3","28","4","24","14","4","4","2","0.48","0.8","0.94","0.98","0.99","3.8132"
"180.json","80.0","21","6","15","14","6","35","7","28","26","7","3","4","0.4","0.74","0.92","0.97","0.99","3.9774"
"181.json","80.0","23","7","16","17","7","39","9","30","33","9","3","5","0.31","0.68","0.88","0.96","0.99","4.1706"
"182.json","80.0","26","8","18","19","8","46","10","36","37","10","2","5","0.25","0.65","0.88","0.96","0.99","4.278"
"183.json","80.0","27","9","18","22","9","48","12","36","44","12","2","6","0.26","0.64","0.87","0.96","0.99","4.2832"
"184.json","80.0","21","6","15","14","6","35","7","28","26","7","3","4","0.39","0.74","0.91","0.97","0.99","4.0122"
"185.json","80.0","26","8","18","19","8","46","10","36","37","10","2","5","0.26","0.66","0.87","0.96","0.99","4.2586"
"186.json","80.0","23","7","16","17","7","39","9","30","33","9","3","5","0.33","0.7","0.89","0.96","0.99","4.1324"
"187.json","80.0","27","9","18","22","9","48","12","36","44","12","2","6","0.26","0.65","0.86","0.96","0.99","4.2844"
"188.json","80.0","26","9","17","22","9","45","11","34","43","11","2","5","0.31","0.66","0.88","0.96","0.99","4.2144"
"189.json","80.0","28","10","18","25","10","49","13","36","50","13","2","6","0.27","0.63","0.87","0.96","0.99","4.288324344192"
"18.json","80.0","15","3","12","7","3","28","4","24","14","4","4","2","0.49","0.8","0.93","0.98","0.99","3.8"
"190.json","80.0","28","10","18","25","10","49","13","36","50","13","2","6","0.26","0.63","0.86","0.96","0.99","4.3232"
"191.json","80.0","29","11","18","28","11","51","15","36","57","15","2","7","0.26","0.61","0.85","0.95","0.98","4.35965748"
"192.json","80.0","11","2","9","4","2","19","2","17","6","2","4","2","0.75","0.93","0.99","1.0","1.0","3.0702"
"193.json","80.0","17","4","13","9","4","31","5","26","17","5","3","3","0.49","0.81","0.94","0.98","1.0","3.78476515306005"
"194.json","80.0","17","4","13","9","4","31","5","26","17","5","3","3","0.47","0.8","0.94","0.98","0.99","3.829370114128"
"195.json","80.0","21","6","15","14","6","40","8","32","28","8","2","4","0.4","0.74","0.91","0.98","0.99","3.9838"
"196.json","80.0","17","4","13","9","4","31","5","26","17","5","3","3","0.48","0.81","0.94","0.98","1.0","3.7968"
"197.json","80.0","19","5","14","12","5","35","7","28","24","7","3","4","0.41","0.74","0.91","0.97","0.99","3.9746"
"198.json","80.0","22","6","16","14","6","42","8","34","28","8","2","4","0.33","0.72","0.91","0.97","0.99","4.0894"
"199.json","80.0","23","7","16","17","7","44","10","34","35","10","2","5","0.33","0.71","0.89","0.97","0.99","4.1212547446172785"
