"name","difficulty","complexity","blocking","delay","centrality","reachability","term_complexity","term_blocking","term_delay","term_centrality","term_reachability","free","edges","gradRate3","gradRate4","gradRate5","gradRate6","gradRate7","averageTTD"
"0.json","50.0","6","0","6","0","0","12","0","12","0","0","6","0","0.16","0.4","0.63","0.8","0.89","5.2152"
"100.json","50.0","18","4","14","9","4","32","5","27","17","5","3","3","0.05","0.2","0.4","0.58","0.73","6.4704"
"101.json","50.0","22","6","16","14","6","38","8","30","28","8","3","4","0.03","0.14","0.3","0.48","0.64","7.0674"
"102.json","50.0","24","6","18","14","6","44","8","36","28","8","2","4","0.01","0.1","0.26","0.42","0.59","7.3524"
"103.json","50.0","26","8","18","19","8","47","11","36","39","11","2","5","0.01","0.09","0.23","0.41","0.57","7.4536"
"104.json","50.0","18","4","14","9","4","32","5","27","17","5","3","3","0.05","0.2","0.39","0.58","0.72","6.5124"
"105.json","50.0","24","6","18","14","6","44","8","36","28","8","2","4","0.02","0.1","0.24","0.43","0.6","7.3052"
"106.json","50.0","22","6","16","14","6","38","8","30","28","8","3","4","0.02","0.13","0.29","0.48","0.63","7.1006"
"107.json","50.0","26","8","18","19","8","47","11","36","39","11","2","5","0.02","0.1","0.24","0.41","0.57","7.485011558145423"
"108.json","50.0","22","6","16","14","6","41","8","33","28","8","2","4","0.03","0.13","0.3","0.48","0.64","7.029670480000001"
"109.json","50.0","26","8","18","19","8","47","11","36","39","11","2","5","0.02","0.08","0.22","0.41","0.57","7.5106"
"10.json","50.0","11","2","9","4","2","23","4","19","10","4","5","2","0.09","0.28","0.5","0.68","0.81","5.8928"
"110.json","50.0","26","8","18","19","8","47","11","36","39","11","2","5","0.02","0.09","0.23","0.41","0.57","7.4838"
"111.json","50.0","28","10","18","24","10","50","14","36","50","14","2","6","0.02","0.08","0.21","0.37","0.54","7.726087098418779"
"112.json","50.0","13","3","10","6","3","21","3","18","9","3","4","3","0.14","0.34","0.55","0.72","0.83","5.6396"
"113.json","50.0","21","6","15","14","6","35","7","28","26","7","3","4","0.05","0.17","0.34","0.5","0.66","6.8776"
"114.json","50.0","21","6","15","14","6","35","7","28","26","7","3","4","0.04","0.16","0.33","0.51","0.65","6.8908"
"115.json","50.0","26","9","17","22","9","45","11","34","43","11","2","5","0.02","0.11","0.25","0.42","0.58","7.4016"
"116.json","50.0","19","5","14","11","5","33","6","27","20","6","3","4","0.06","0.2","0.38","0.56","0.71","6.562"
"117.json","50.0","23","7","16","17","7","39","9","30","33","9","3","5","0.02","0.13","0.28","0.45","0.61","7.25604813594704"
"118.json","50.0","26","8","18","19","8","46","10","36","37","10","2","5","0.02","0.09","0.23","0.41","0.58","7.442"
"119.json","50.0","28","10","18","25","10","49","13","36","50","13","2","6","0.02","0.09","0.21","0.37","0.53","7.683"
"11.json","50.0","13","3","10","6","3","28","6","22","15","6","4","3","0.07","0.24","0.45","0.62","0.76","6.1792"
"120.json","50.0","19","5","14","11","5","33","6","27","20","6","3","4","0.06","0.2","0.39","0.56","0.7","6.553"
"121.json","50.0","26","8","18","19","8","46","10","36","37","10","2","5","0.01","0.1","0.24","0.41","0.58","7.45186192"
"122.json","50.0","23","7","16","17","7","39","9","30","33","9","3","5","0.03","0.12","0.28","0.45","0.61","7.231"
"123.json","50.0","28","10","18","25","10","49","13","36","50","13","2","6","0.02","0.08","0.2","0.36","0.53","7.7396"
"124.json","50.0","23","7","16","16","7","42","9","33","31","9","2","5","0.03","0.14","0.3","0.48","0.64","7.026"
"125.json","50.0","27","9","18","22","9","48","12","36","44","12","2","6","0.02","0.08","0.22","0.39","0.55","7.6786"
"126.json","50.0","27","9","18","22","9","48","12","36","44","12","2","6","0.02","0.08","0.22","0.39","0.56","7.5898"
"127.json","50.0","29","11","18","28","11","51","15","36","57","15","2","7","0.02","0.08","0.2","0.34","0.5","7.896337429552"
"128.json","50.0","9","1","8","2","1","16","1","15","3","1","5","1","0.14","0.36","0.59","0.75","0.86","5.4552"
"129.json","50.0","12","2","10","4","2","23","3","20","8","3","4","2","0.14","0.35","0.56","0.73","0.85","5.5492"
"12.json","50.0","11","2","9","4","2","24","4","20","10","4","4","2","0.13","0.36","0.57","0.74","0.86","5.4954"
"130.json","50.0","12","2","10","4","2","23","3","20","8","3","4","2","0.13","0.34","0.57","0.75","0.85","5.5306"
"131.json","50.0","14","3","11","6","3","28","5","23","13","5","3","3","0.13","0.33","0.55","0.72","0.83","5.6534"
"132.json","50.0","15","3","12","7","3","28","4","24","14","4","4","2","0.08","0.25","0.44","0.61","0.74","6.2992"
"133.json","50.0","17","4","13","9","4","32","6","26","19","6","4","3","0.05","0.22","0.41","0.59","0.73","6.4358"
"134.json","50.0","18","4","14","9","4","35","6","29","19","6","3","3","0.05","0.2","0.4","0.58","0.72","6.4868"
"135.json","50.0","19","5","14","11","5","37","8","29","24","8","3","4","0.06","0.2","0.39","0.57","0.71","6.5286"
"136.json","50.0","15","3","12","7","3","28","4","24","14","4","4","2","0.06","0.23","0.43","0.62","0.74","6.3212"
"137.json","50.0","18","4","14","9","4","35","6","29","19","6","3","3","0.06","0.2","0.4","0.57","0.71","6.517289657768116"
"138.json","50.0","17","4","13","9","4","32","6","26","19","6","4","3","0.06","0.22","0.41","0.59","0.74","6.411857159999999"
"139.json","50.0","19","5","14","11","5","37","8","29","24","8","3","4","0.05","0.2","0.39","0.57","0.71","6.5532"
"13.json","50.0","13","3","10","6","3","28","6","22","15","6","4","3","0.08","0.28","0.49","0.68","0.81","5.9132"
"140.json","50.0","19","5","14","12","5","37","7","30","25","7","3","3","0.04","0.18","0.35","0.52","0.68","6.8064"
"141.json","50.0","21","6","15","14","6","41","9","32","30","9","3","4","0.05","0.16","0.33","0.5","0.65","6.92341348"
"142.json","50.0","21","6","15","14","6","41","9","32","30","9","3","4","0.05","0.17","0.34","0.52","0.66","6.8642"
"143.json","50.0","22","7","15","16","7","43","11","32","35","11","3","5","0.04","0.15","0.31","0.49","0.64","7.015"
"144.json","50.0","12","2","10","4","2","20","2","18","6","2","4","2","0.14","0.35","0.58","0.74","0.85","5.526"
"145.json","50.0","18","4","14","9","4","32","5","27","17","5","3","3","0.06","0.2","0.39","0.57","0.71","6.522"
"146.json","50.0","18","4","14","9","4","32","5","27","17","5","3","3","0.05","0.2","0.39","0.57","0.72","6.5418"
"147.json","50.0","22","6","16","14","6","41","8","33","28","8","2","4","0.03","0.14","0.31","0.49","0.64","6.98657448"
"148.json","50.0","18","4","14","9","4","32","5","27","17","5","3","3","0.06","0.2","0.41","0.59","0.73","6.461882371432"
"149.json","50.0","22","6","16","14","6","38","8","30","28","8","3","4","0.03","0.13","0.3","0.47","0.63","7.0736"
"14.json","50.0","13","3","10","6","3","28","6","22","15","6","4","3","0.09","0.28","0.48","0.66","0.79","5.9856"
"150.json","50.0","24","6","18","14","6","44","8","36","28","8","2","4","0.01","0.1","0.25","0.43","0.59","7.328"
"151.json","50.0","26","8","18","19","8","47","11","36","39","11","2","5","0.02","0.1","0.23","0.41","0.57","7.487"
"152.json","50.0","18","4","14","9","4","32","5","27","17","5","3","3","0.05","0.2","0.39","0.57","0.72","6.4975052"
"153.json","50.0","24","6","18","14","6","44","8","36","28","8","2","4","0.02","0.1","0.26","0.44","0.59","7.309842484153228"
"154.json","50.0","22","6","16","14","6","38","8","30","28","8","3","4","0.03","0.14","0.31","0.49","0.65","6.979"
"155.json","50.0","26","8","18","19","8","47","11","36","39","11","2","5","0.02","0.09","0.23","0.39","0.57","7.5212"
"156.json","50.0","22","6","16","14","6","41","8","33","28","8","2","4","0.03","0.15","0.31","0.49","0.65","6.989"
"157.json","50.0","26","8","18","19","8","47","11","36","39","11","2","5","0.02","0.09","0.24","0.42","0.58","7.4048"
"158.json","50.0","26","8","18","19","8","47","11","36","39","11","2","5","0.02","0.08","0.23","0.4","0.57","7.5004"
"159.json","50.0","28","10","18","24","10","50","14","36","50","14","2","6","0.02","0.08","0.21","0.36","0.53","7.737"
"15.json","50.0","14","4","10","8","4","30","8","22","20","8","4","4","0.07","0.24","0.44","0.62","0.75","6.2266"
"160.json","50.0","11","2","9","4","2","18","2","16","6","2","5","2","0.13","0.34","0.56","0.73","0.84","5.5742"
"161.json","50.0","14","3","11","6","3","25","4","21","11","4","4","3","0.12","0.32","0.53","0.7","0.83","5.6966"
"162.json","50.0","14","3","11","6","3","25","4","21","11","4","4","3","0.12","0.32","0.53","0.7","0.82","5.730269479433697"
"163.json","50.0","16","4","12","8","4","30","6","24","16","6","3","4","0.12","0.3","0.51","0.69","0.81","5.8388"
"164.json","50.0","19","5","14","12","5","32","6","26","23","6","4","3","0.04","0.16","0.33","0.51","0.66","6.8928"
"165.json","50.0","21","6","15","14","6","36","8","28","28","8","4","4","0.03","0.15","0.32","0.5","0.66","6.9452"
"166.json","50.0","22","6","16","14","6","39","8","31","28","8","3","4","0.03","0.14","0.31","0.49","0.65","6.9664"
"167.json","50.0","23","7","16","16","7","41","10","31","33","10","3","5","0.03","0.14","0.3","0.48","0.65","6.9854"
"168.json","50.0","19","5","14","12","5","32","6","26","23","6","4","3","0.04","0.17","0.34","0.53","0.67","6.8172"
"169.json","50.0","22","6","16","14","6","39","8","31","28","8","3","4","0.03","0.14","0.31","0.48","0.65","6.9806"
"16.json","50.0","9","1","8","2","1","16","1","15","3","1","5","1","0.15","0.38","0.6","0.76","0.87","5.377"
"170.json","50.0","21","6","15","14","6","36","8","28","28","8","4","4","0.04","0.15","0.31","0.49","0.65","6.9466"
"171.json","50.0","23","7","16","16","7","41","10","31","33","10","3","5","0.03","0.14","0.31","0.49","0.64","6.9822"
"172.json","50.0","24","8","16","20","8","42","10","32","40","10","3","4","0.03","0.12","0.27","0.44","0.59","7.328"
"173.json","50.0","26","9","17","22","9","46","12","34","45","12","3","5","0.02","0.1","0.25","0.42","0.57","7.4578"
"174.json","50.0","26","9","17","22","9","46","12","34","45","12","3","5","0.02","0.1","0.24","0.4","0.56","7.5136"
"175.json","50.0","27","10","17","24","10","48","14","34","50","14","3","6","0.03","0.1","0.25","0.42","0.57","7.4578"
"176.json","50.0","13","3","10","6","3","21","3","18","9","3","4","3","0.13","0.33","0.55","0.71","0.83","5.6412"
"177.json","50.0","19","5","14","11","5","33","6","27","20","6","3","4","0.05","0.2","0.39","0.57","0.71","6.5136"
"178.json","50.0","19","5","14","11","5","33","6","27","20","6","3","4","0.06","0.2","0.39","0.57","0.71","6.5186"
"179.json","50.0","23","7","16","16","7","42","9","33","31","9","2","5","0.03","0.14","0.3","0.48","0.64","7.0572"
"17.json","50.0","15","3","12","7","3","28","4","24","14","4","4","2","0.06","0.23","0.43","0.61","0.75","6.3036"
"180.json","50.0","21","6","15","14","6","35","7","28","26","7","3","4","0.04","0.16","0.33","0.51","0.65","6.9014"
"181.json","50.0","23","7","16","17","7","39","9","30","33","9","3","5","0.03","0.12","0.28","0.45","0.61","7.242"
"182.json","50.0","26","8","18","19","8","46","10","36","37","10","2","5","0.02","0.09","0.23","0.4","0.56","7.5332"
"183.json","50.0","27","9","18","22","9","48","12","36","44","12","2","6","0.02","0.08","0.22","0.38","0.54","7.6624"
"184.json","50.0","21","6","15","14","6","35","7","28","26","7","3","4","0.04","0.16","0.33","0.5","0.65","6.9196"
"185.json","50.0","26","8","18","19","8","46","10","36","37","10","2","5","0.01","0.09","0.23","0.41","0.57","7.5118"
"186.json","50.0","23","7","16","17","7","39","9","30","33","9","3","5","0.03","0.13","0.29","0.45","0.61","7.1954"
"187.json","50.0","27","9","18","22","9","48","12","36","44","12","2","6","0.01","0.08","0.21","0.38","0.54","7.660545217419683"
"188.json","50.0","26","9","17","22","9","45","11","34","43","11","2","5","0.02","0.1","0.24","0.4","0.57","7.4836"
"189.json","50.0","28","10","18","25","10","49","13","36","50","13","2","6","0.02","0.08","0.22","0.37","0.53","7.7276"
"18.json","50.0","15","3","12","7","3","28","4","24","14","4","4","2","0.07","0.23","0.43","0.61","0.75","6.293092376474287"
"190.json","50.0","28","10","18","25","10","49","13","36","50","13","2","6","0.02","0.09","0.21","0.37","0.53","7.6926"
"191.json","50.0","29","11","18","28","11","51","15","36","57","15","2","7","0.02","0.08","0.2","0.36","0.52","7.8438"
"192.json","50.0","11","2","9","4","2","19","2","17","6","2","4","2","0.14","0.37","0.57","0.74","0.85","5.5042"
"193.json","50.0","17","4","13","9","4","31","5","26","17","5","3","3","0.06","0.22","0.42","0.59","0.73","6.404196475616"
"194.json","50.0","17","4","13","9","4","31","5","26","17","5","3","3","0.06","0.23","0.41","0.6","0.74","6.3926"
"195.json","50.0","21","6","15","14","6","40","8","32","28","8","2","4","0.04","0.15","0.32","0.51","0.66","6.9354"
"196.json","50.0","17","4","13","9","4","31","5","26","17","5","3","3","0.07","0.24","0.43","0.6","0.74","6.3326"
"197.json","50.0","19","5","14","12","5","35","7","28","24","7","3","4","0.05","0.17","0.35","0.52","0.67","6.8048"
"198.json","50.0","22","6","16","14","6","42","8","34","28","8","2","4","0.03","0.14","0.31","0.48","0.65","7.0246"
"199.json","50.0","23","7","16","17","7","44","10","34","35","10","2","5","0.03","0.13","0.29","0.46","0.62","7.1656462"
"19.json","50.0","19","5","14","12","5","37","7","30","25","7","3","3","0.04","0.17","0.35","0.52","0.67","6.8238"
"1.json","50.0","9","1","8","2","1","19","2","17","5","2","5","1","0.1","0.32","0.54","0.72","0.84","5.6882"
"200.json","50.0","17","4","13","9","4","31","5","26","17","5","3","3","0.06","0.21","0.41","0.59","0.73","6.3966"
"201.json","50.0","22","6","16","14","6","42","8","34","28","8","2","4","0.03","0.14","0.3","0.48","0.64","7.0566"
"202.json","50.0","19","5","14","12","5","35","7","28","24","7","3","4","0.04","0.17","0.35","0.52","0.67","6.8106"
"203.json","50.0","23","7","16","17","7","44","10","34","35","10","2","5","0.03","0.12","0.28","0.45","0.61","7.2512"
"204.json","50.0","21","6","15","14","6","40","8","32","28","8","2","4","0.04","0.16","0.33","0.5","0.65","6.8982"
"205.json","50.0","23","7","16","17","7","44","10","34","35","10","2","5","0.03","0.13","0.28","0.46","0.61","7.1878"
"206.json","50.0","23","7","16","17","7","44","10","34","35","10","2","5","0.03","0.13","0.28","0.45","0.6","7.2132"
"207.json","50.0","24","8","16","20","8","46","12","34","42","12","2","6","0.02","0.11","0.27","0.44","0.59","7.3746"
"208.json","50.0","13","3","10","6","3","21","3","18","9","3","4","3","0.13","0.34","0.55","0.71","0.83","5.646"
"209.json","50.0","21","6","15","14","6","35","7","28","26","7","3","4","0.04","0.16","0.33","0.51","0.66","6.9196"
"20.json","50.0","12","2","10","4","2","23","3","20","8","3","4","2","0.15","0.37","0.57","0.73","0.85","5.4964"
"210.json","50.0","21","6","15","14","6","35","7","28","26","7","3","4","0.04","0.16","0.33","0.51","0.67","6.872"
"211.json","50.0","26","9","17","22","9","45","11","34","43","11","2","5","0.02","0.1","0.24","0.4","0.57","7.4856"
"212.json","50.0","19","5","14","11","5","33","6","27","20","6","3","4","0.06","0.2","0.39","0.57","0.71","6.52"
"213.json","50.0","23","7","16","17","7","39","9","30","33","9","3","5","0.03","0.13","0.28","0.45","0.6","7.2278"
"214.json","50.0","26","8","18","19","8","46","10","36","37","10","2","5","0.02","0.1","0.24","0.4","0.58","7.4758"
"215.json","50.0","28","10","18","25","10","49","13","36","50","13","2","6","0.02","0.08","0.2","0.35","0.52","7.7652"
"216.json","50.0","19","5","14","11","5","33","6","27","20","6","3","4","0.06","0.2","0.39","0.56","0.71","6.522"
"217.json","50.0","26","8","18","19","8","46","10","36","37","10","2","5","0.02","0.08","0.22","0.39","0.56","7.555"
"218.json","50.0","23","7","16","17","7","39","9","30","33","9","3","5","0.03","0.12","0.28","0.45","0.61","7.238033129239999"
"219.json","50.0","28","10","18","25","10","49","13","36","50","13","2","6","0.02","0.08","0.21","0.36","0.52","7.7488"
"21.json","50.0","17","4","13","9","4","32","6","26","19","6","4","3","0.06","0.2","0.4","0.59","0.73","6.4316280400000005"
"220.json","50.0","23","7","16","16","7","42","9","33","31","9","2","5","0.03","0.13","0.29","0.47","0.62","7.1136"
"221.json","50.0","27","9","18","22","9","48","12","36","44","12","2","6","0.01","0.08","0.2","0.37","0.54","7.6792"
"222.json","50.0","27","9","18","22","9","48","12","36","44","12","2","6","0.01","0.09","0.22","0.39","0.55","7.6182113199999995"
"223.json","50.0","29","11","18","28","11","51","15","36","57","15","2","7","0.02","0.09","0.2","0.36","0.51","7.815979267485911"
"224.json","50.0","13","3","10","6","3","21","3","18","9","3","4","3","0.14","0.35","0.56","0.72","0.84","5.5922"
"225.json","50.0","19","5","14","11","5","33","6","27","20","6","3","4","0.06","0.2","0.4","0.57","0.72","6.5324"
"226.json","50.0","19","5","14","11","5","33","6","27","20","6","3","4","0.06","0.2","0.39","0.56","0.71","6.5238"
"227.json","50.0","23","7","16","16","7","42","9","33","31","9","2","5","0.03","0.14","0.3","0.48","0.64","7.0434"
"228.json","50.0","21","6","15","14","6","35","7","28","26","7","3","4","0.04","0.15","0.33","0.51","0.66","6.8956"
"229.json","50.0","23","7","16","17","7","39","9","30","33","9","3","5","0.03","0.12","0.29","0.45","0.6","7.260847606625847"
"22.json","50.0","18","4","14","9","4","35","6","29","19","6","3","3","0.05","0.2","0.4","0.58","0.72","6.4638"
"230.json","50.0","26","8","18","19","8","46","10","36","37","10","2","5","0.02","0.09","0.22","0.4","0.56","7.5028"
"231.json","50.0","27","9","18","22","9","48","12","36","44","12","2","6","0.02","0.08","0.22","0.38","0.55","7.593"
"232.json","50.0","21","6","15","14","6","35","7","28","26","7","3","4","0.04","0.16","0.33","0.51","0.66","6.8892"
"233.json","50.0","26","8","18","19","8","46","10","36","37","10","2","5","0.01","0.09","0.23","0.39","0.57","7.521511"
"234.json","50.0","23","7","16","17","7","39","9","30","33","9","3","5","0.03","0.13","0.28","0.45","0.61","7.228452169521325"
"235.json","50.0","27","9","18","22","9","48","12","36","44","12","2","6","0.02","0.08","0.22","0.39","0.56","7.5908"
"236.json","50.0","26","9","17","22","9","45","11","34","43","11","2","5","0.02","0.11","0.25","0.41","0.56","7.4718"
"237.json","50.0","28","10","18","25","10","49","13","36","50","13","2","6","0.01","0.09","0.22","0.39","0.54","7.673"
"238.json","50.0","28","10","18","25","10","49","13","36","50","13","2","6","0.01","0.09","0.21","0.37","0.53","7.691"
