"name","difficulty","complexity","blocking","delay","centrality","reachability","term_complexity","term_blocking","term_delay","term_centrality","term_reachability","free","edges","gradRate3","gradRate4","gradRate5","gradRate6","gradRate7","averageTTD"
"0.json","37.5","6","0","6","0","0","12","0","12","0","0","6","0","0.05","0.16","0.32","0.48","0.64","7.0624"
"100.json","37.5","18","4","14","9","4","32","5","27","17","5","3","3","0.01","0.06","0.15","0.28","0.41","8.8426"
"101.json","37.5","22","6","16","14","6","38","8","30","28","8","3","4","0.01","0.04","0.11","0.21","0.32","9.6978"
"102.json","37.5","24","6","18","14","6","44","8","36","28","8","2","4","0.0","0.02","0.07","0.16","0.27","9.9936"
"103.json","37.5","26","8","18","19","8","47","11","36","39","11","2","5","0.0","0.02","0.07","0.15","0.25","10.2884"
"104.json","37.5","18","4","14","9","4","32","5","27","17","5","3","3","0.01","0.06","0.15","0.27","0.41","8.7882"
"105.json","37.5","24","6","18","14","6","44","8","36","28","8","2","4","0.0","0.02","0.07","0.16","0.27","9.9644"
"106.json","37.5","22","6","16","14","6","38","8","30","28","8","3","4","0.01","0.04","0.1","0.2","0.31","9.6682"
"107.json","37.5","26","8","18","19","8","47","11","36","39","11","2","5","0.0","0.02","0.06","0.14","0.25","10.4006"
"108.json","37.5","22","6","16","14","6","41","8","33","28","8","2","4","0.01","0.04","0.11","0.22","0.33","9.5276"
"109.json","37.5","26","8","18","19","8","47","11","36","39","11","2","5","0.0","0.02","0.07","0.14","0.25","10.3198"
"10.json","37.5","11","2","9","4","2","23","4","19","10","4","5","2","0.02","0.1","0.23","0.38","0.52","7.8884"
"110.json","37.5","26","8","18","19","8","47","11","36","39","11","2","5","0.0","0.02","0.08","0.15","0.26","10.1606"
"111.json","37.5","28","10","18","24","10","50","14","36","50","14","2","6","0.0","0.02","0.06","0.13","0.23","10.5218"
"112.json","37.5","13","3","10","6","3","21","3","18","9","3","4","3","0.03","0.12","0.25","0.4","0.54","7.7848"
