"name","difficulty","complexity","blocking","delay","centrality","reachability","term_complexity","term_blocking","term_delay","term_centrality","term_reachability","free","edges","gradRate3","gradRate4","gradRate5","gradRate6","gradRate7","averageTTD"
"0.json","60.0","6","0","6","0","0","12","0","12","0","0","6","0","0.31","0.63","0.83","0.93","0.97","4.3056"
"100.json","60.0","18","4","14","9","4","32","5","27","17","5","3","3","0.13","0.38","0.61","0.78","0.89","5.3286"
"101.json","60.0","22","6","16","14","6","38","8","30","28","8","3","4","0.07","0.27","0.51","0.71","0.84","5.77424673208971"
"102.json","60.0","24","6","18","14","6","44","8","36","28","8","2","4","0.05","0.23","0.46","0.67","0.82","5.969492239999999"
"103.json","60.0","26","8","18","19","8","47","11","36","39","11","2","5","0.04","0.21","0.44","0.65","0.79","6.0908"
"104.json","60.0","18","4","14","9","4","32","5","27","17","5","3","3","0.14","0.38","0.62","0.78","0.88","5.3076"
"105.json","60.0","24","6","18","14","6","44","8","36","28","8","2","4","0.04","0.22","0.46","0.66","0.81","5.9952"
"106.json","60.0","22","6","16","14","6","38","8","30","28","8","3","4","0.07","0.27","0.5","0.69","0.82","5.8314"
"107.json","60.0","26","8","18","19","8","47","11","36","39","11","2","5","0.04","0.2","0.44","0.65","0.8","6.0868"
"108.json","60.0","22","6","16","14","6","41","8","33","28","8","2","4","0.09","0.3","0.53","0.72","0.84","5.7012"
"109.json","60.0","26","8","18","19","8","47","11","36","39","11","2","5","0.04","0.2","0.43","0.64","0.79","6.125"
"10.json","60.0","11","2","9","4","2","23","4","19","10","4","5","2","0.19","0.49","0.71","0.86","0.93","4.883"
"110.json","60.0","26","8","18","19","8","47","11","36","39","11","2","5","0.05","0.21","0.43","0.64","0.8","6.1"
"111.json","60.0","28","10","18","24","10","50","14","36","50","14","2","6","0.05","0.2","0.42","0.63","0.77","6.2"
"112.json","60.0","13","3","10","6","3","21","3","18","9","3","4","3","0.29","0.57","0.77","0.89","0.94","4.5368"
"113.json","60.0","21","6","15","14","6","35","7","28","26","7","3","4","0.1","0.31","0.54","0.72","0.85","5.646"
"114.json","60.0","21","6","15","14","6","35","7","28","26","7","3","4","0.11","0.32","0.56","0.74","0.85","5.5834"
"115.json","60.0","26","9","17","22","9","45","11","34","43","11","2","5","0.07","0.24","0.45","0.65","0.79","6.0676"
"116.json","60.0","19","5","14","11","5","33","6","27","20","6","3","4","0.13","0.37","0.61","0.77","0.88","5.365"
"117.json","60.0","23","7","16","17","7","39","9","30","33","9","3","5","0.08","0.27","0.5","0.69","0.82","5.839981320000001"
"118.json","60.0","26","8","18","19","8","46","10","36","37","10","2","5","0.05","0.21","0.43","0.64","0.79","6.112"
"119.json","60.0","28","10","18","25","10","49","13","36","50","13","2","6","0.05","0.2","0.41","0.61","0.76","6.2554"
"11.json","60.0","13","3","10","6","3","28","6","22","15","6","4","3","0.16","0.43","0.68","0.82","0.91","5.0904"
"120.json","60.0","19","5","14","11","5","33","6","27","20","6","3","4","0.12","0.36","0.6","0.77","0.87","5.378"
"121.json","60.0","26","8","18","19","8","46","10","36","37","10","2","5","0.05","0.21","0.43","0.64","0.78","6.1382"
"122.json","60.0","23","7","16","17","7","39","9","30","33","9","3","5","0.08","0.27","0.49","0.68","0.82","5.8702"
"123.json","60.0","28","10","18","25","10","49","13","36","50","13","2","6","0.05","0.19","0.42","0.61","0.77","6.2248"
"124.json","60.0","23","7","16","16","7","42","9","33","31","9","2","5","0.08","0.3","0.52","0.72","0.84","5.7018"
"125.json","60.0","27","9","18","22","9","48","12","36","44","12","2","6","0.04","0.21","0.42","0.63","0.79","6.1514"
