"name","difficulty","complexity","blocking","delay","centrality","reachability","term_complexity","term_blocking","term_delay","term_centrality","term_reachability","free","edges","gradRate3","gradRate4","gradRate5","gradRate6","gradRate7","averageTTD"
"0.json","20.0","6","0","6","0","0","12","0","12","0","0","6","0","0.0","0.01","0.03","0.06","0.11","13.7126"
"100.json","20.0","18","4","14","9","4","32","5","27","17","5","3","3","0.0","0.0","0.01","0.03","0.05","16.8466"
"101.json","20.0","22","6","16","14","6","38","8","30","28","8","3","4","0.0","0.0","0.01","0.01","0.03","18.588"
"102.json","20.0","24","6","18","14","6","44","8","36","28","8","2","4","0.0","0.0","0.0","0.01","0.02","19.0178"
"103.json","20.0","26","8","18","19","8","47","11","36","39","11","2","5","0.0","0.0","0.0","0.01","0.02","19.909"
"104.json","20.0","18","4","14","9","4","32","5","27","17","5","3","3","0.0","0.0","0.01","0.02","0.05","17.2318"
"105.json","20.0","24","6","18","14","6","44","8","36","28","8","2","4","0.0","0.0","0.0","0.01","0.02","19.338"
"106.json","20.0","22","6","16","14","6","38","8","30","28","8","3","4","0.0","0.0","0.01","0.01","0.03","18.697"
"107.json","20.0","26","8","18","19","8","47","11","36","39","11","2","5","0.0","0.0","0.0","0.01","0.02","19.775"
"108.json","20.0","22","6","16","14","6","41","8","33","28","8","2","4","0.0","0.0","0.01","0.02","0.03","18.5456"
"109.json","20.0","26","8","18","19","8","47","11","36","39","11","2","5","0.0","0.0","0.0","0.01","0.02","19.7116"
"10.json","20.0","11","2","9","4","2","23","4","19","10","4","5","2","0.0","0.01","0.02","0.04","0.07","15.2966"
"110.json","20.0","26","8","18","19","8","47","11","36","39","11","2","5","0.0","0.0","0.0","0.01","0.02","19.8122"
"111.json","20.0","28","10","18","24","10","50","14","36","50","14","2","6","0.0","0.0","0.0","0.01","0.02","20.401"
"112.json","20.0","13","3","10","6","3","21","3","18","9","3","4","3","0.0","0.01","0.02","0.04","0.08","15.3902"
"113.json","20.0","21","6","15","14","6","35","7","28","26","7","3","4","0.0","0.0","0.01","0.02","0.04","18.0778"
