"name","difficulty","complexity","blocking","delay","centrality","reachability","term_complexity","term_blocking","term_delay","term_centrality","term_reachability","free","edges","gradRate3","gradRate4","gradRate5","gradRate6","gradRate7","averageTTD"
"0.json","52.5","6","0","6","0","0","12","0","12","0","0","6","0","0.2","0.46","0.69","0.84","0.92","4.9318"
"100.json","52.5","18","4","14","9","4","32","5","27","17","5","3","3","0.06","0.24","0.45","0.63","0.77","6.177267212824374"
"101.json","52.5","22","6","16","14","6","38","8","30","28","8","3","4","0.04","0.16","0.35","0.54","0.69","6.71655821677167"
"102.json","52.5","24","6","18","14","6","44","8","36","28","8","2","4","0.02","0.12","0.29","0.49","0.66","6.93"
"103.json","52.5","26","8","18","19","8","47","11","36","39","11","2","5","0.02","0.12","0.28","0.46","0.63","7.1478"
"104.json","52.5","18","4","14","9","4","32","5","27","17","5","3","3","0.07","0.23","0.46","0.63","0.77","6.1446"
"105.json","52.5","24","6","18","14","6","44","8","36","28","8","2","4","0.02","0.12","0.29","0.49","0.66","6.914461485816"
"106.json","52.5","22","6","16","14","6","38","8","30","28","8","3","4","0.03","0.16","0.35","0.54","0.69","6.716943311643354"
"107.json","52.5","26","8","18","19","8","47","11","36","39","11","2","5","0.02","0.12","0.28","0.46","0.64","7.0516"
"108.json","52.5","22","6","16","14","6","41","8","33","28","8","2","4","0.04","0.18","0.37","0.55","0.71","6.6108"
"109.json","52.5","26","8","18","19","8","47","11","36","39","11","2","5","0.03","0.12","0.28","0.46","0.62","7.1236"
"10.json","52.5","11","2","9","4","2","23","4","19","10","4","5","2","0.11","0.34","0.57","0.74","0.86","5.5612"
"110.json","52.5","26","8","18","19","8","47","11","36","39","11","2","5","0.02","0.12","0.28","0.46","0.63","7.1054"
"111.json","52.5","28","10","18","24","10","50","14","36","50","14","2","6","0.02","0.1","0.26","0.43","0.59","7.2966"
"112.json","52.5","13","3","10","6","3","21","3","18","9","3","4","3","0.16","0.39","0.61","0.77","0.87","5.3256"
"113.json","52.5","21","6","15","14","6","35","7","28","26","7","3","4","0.05","0.19","0.38","0.58","0.73","6.4994"
"114.json","52.5","21","6","15","14","6","35","7","28","26","7","3","4","0.05","0.19","0.38","0.57","0.71","6.546"
"115.json","52.5","26","9","17","22","9","45","11","34","43","11","2","5","0.03","0.13","0.3","0.47","0.62","7.1018"
"116.json","52.5","19","5","14","11","5","33","6","27","20","6","3","4","0.07","0.24","0.44","0.62","0.76","6.213835453442565"
"117.json","52.5","23","7","16","17","7","39","9","30","33","9","3","5","0.04","0.16","0.34","0.52","0.67","6.80454344"
"118.json","52.5","26","8","18","19","8","46","10","36","37","10","2","5","0.02","0.12","0.29","0.47","0.63","7.074925934926451"
"119.json","52.5","28","10","18","25","10","49","13","36","50","13","2","6","0.02","0.1","0.25","0.42","0.59","7.329"
"11.json","52.5","13","3","10","6","3","28","6","22","15","6","4","3","0.09","0.28","0.5","0.67","0.81","5.8992"
"120.json","52.5","19","5","14","11","5","33","6","27","20","6","3","4","0.06","0.23","0.44","0.62","0.76","6.251915271536"
"121.json","52.5","26","8","18","19","8","46","10","36","37","10","2","5","0.02","0.11","0.27","0.46","0.63","7.0814"
"122.json","52.5","23","7","16","17","7","39","9","30","33","9","3","5","0.04","0.16","0.33","0.51","0.67","6.8297200799999995"
"123.json","52.5","28","10","18","25","10","49","13","36","50","13","2","6","0.02","0.1","0.24","0.41","0.58","7.3902"
"124.json","52.5","23","7","16","16","7","42","9","33","31","9","2","5","0.04","0.17","0.35","0.54","0.69","6.678"
"125.json","52.5","27","9","18","22","9","48","12","36","44","12","2","6","0.02","0.11","0.26","0.44","0.61","7.2248"
"126.json","52.5","27","9","18","22","9","48","12","36","44","12","2","6","0.02","0.11","0.26","0.44","0.61","7.1802"
"127.json","52.5","29","11","18","28","11","51","15","36","57","15","2","7","0.02","0.09","0.23","0.41","0.57","7.448110000000001"
"128.json","52.5","9","1","8","2","1","16","1","15","3","1","5","1","0.18","0.44","0.66","0.82","0.9","5.0748"
"129.json","52.5","12","2","10","4","2","23","3","20","8","3","4","2","0.17","0.41","0.63","0.79","0.89","5.2148"
"12.json","52.5","11","2","9","4","2","24","4","20","10","4","4","2","0.17","0.42","0.65","0.79","0.89","5.1902"
"130.json","52.5","12","2","10","4","2","23","3","20","8","3","4","2","0.16","0.4","0.64","0.79","0.89","5.2174"
"131.json","52.5","14","3","11","6","3","28","5","23","13","5","3","3","0.16","0.39","0.62","0.78","0.88","5.2878"
"132.json","52.5","15","3","12","7","3","28","4","24","14","4","4","2","0.08","0.27","0.48","0.65","0.79","6.0294"
"133.json","52.5","17","4","13","9","4","32","6","26","19","6","4","3","0.07","0.26","0.47","0.65","0.79","6.0586"
"134.json","52.5","18","4","14","9","4","35","6","29","19","6","3","3","0.07","0.24","0.45","0.64","0.77","6.188"
"135.json","52.5","19","5","14","11","5","37","8","29","24","8","3","4","0.06","0.23","0.44","0.62","0.76","6.2126"
"136.json","52.5","15","3","12","7","3","28","4","24","14","4","4","2","0.08","0.27","0.48","0.66","0.78","6.021842767090689"
"137.json","52.5","18","4","14","9","4","35","6","29","19","6","3","3","0.07","0.24","0.44","0.62","0.77","6.2052"
"138.json","52.5","17","4","13","9","4","32","6","26","19","6","4","3","0.07","0.25","0.45","0.63","0.77","6.1496"
"139.json","52.5","19","5","14","11","5","37","8","29","24","8","3","4","0.07","0.24","0.45","0.62","0.75","6.2288"
"13.json","52.5","13","3","10","6","3","28","6","22","15","6","4","3","0.11","0.32","0.55","0.72","0.84","5.6374"
"140.json","52.5","19","5","14","12","5","37","7","30","25","7","3","3","0.06","0.21","0.4","0.58","0.72","6.4712"
"141.json","52.5","21","6","15","14","6","41","9","32","30","9","3","4","0.05","0.2","0.37","0.56","0.72","6.522"
"142.json","52.5","21","6","15","14","6","41","9","32","30","9","3","4","0.06","0.2","0.38","0.56","0.71","6.5668"
"143.json","52.5","22","7","15","16","7","43","11","32","35","11","3","5","0.05","0.19","0.38","0.56","0.71","6.5686"
"144.json","52.5","12","2","10","4","2","20","2","18","6","2","4","2","0.17","0.41","0.64","0.79","0.89","5.2072"
"145.json","52.5","18","4","14","9","4","32","5","27","17","5","3","3","0.07","0.24","0.45","0.64","0.77","6.1452"
"146.json","52.5","18","4","14","9","4","32","5","27","17","5","3","3","0.07","0.23","0.44","0.63","0.77","6.188650383054307"
"147.json","52.5","22","6","16","14","6","41","8","33","28","8","2","4","0.04","0.17","0.36","0.55","0.7","6.6044"
"148.json","52.5","18","4","14","9","4","32","5","27","17","5","3","3","0.07","0.25","0.46","0.63","0.77","6.147"
"149.json","52.5","22","6","16","14","6","38","8","30","28","8","3","4","0.04","0.17","0.35","0.54","0.7","6.695"
"14.json","52.5","13","3","10","6","3","28","6","22","15","6","4","3","0.11","0.32","0.55","0.72","0.84","5.6676"
"150.json","52.5","24","6","18","14","6","44","8","36","28","8","2","4","0.02","0.12","0.3","0.5","0.66","6.9336"
"151.json","52.5","26","8","18","19","8","47","11","36","39","11","2","5","0.02","0.12","0.28","0.46","0.63","7.09222108"
"152.json","52.5","18","4","14","9","4","32","5","27","17","5","3","3","0.07","0.24","0.45","0.64","0.77","6.1940377300766105"
"153.json","52.5","24","6","18","14","6","44","8","36","28","8","2","4","0.02","0.13","0.31","0.51","0.67","6.8634"
"154.json","52.5","22","6","16","14","6","38","8","30","28","8","3","4","0.04","0.17","0.35","0.54","0.69","6.6834"
"155.json","52.5","26","8","18","19","8","47","11","36","39","11","2","5","0.02","0.11","0.28","0.47","0.64","7.055"
"156.json","52.5","22","6","16","14","6","41","8","33","28","8","2","4","0.04","0.17","0.36","0.54","0.7","6.650688399999999"
"157.json","52.5","26","8","18","19","8","47","11","36","39","11","2","5","0.02","0.11","0.26","0.44","0.61","7.1986"
"158.json","52.5","26","8","18","19","8","47","11","36","39","11","2","5","0.02","0.12","0.27","0.44","0.61","7.1442"
