"name","difficulty","complexity","blocking","delay","between","free","timeComp1","timeComp2","edges","gradRate3","gradRate4","gradRate5","gradRate6","gradRate7","averageTTD"
"11.json","10.0","13","3","10","0.0","4","28","25","3","0.0712","0.2424","0.458","0.638","0.7768","6.1164"
"110.json","10.0","26","8","18","3.0","2","47","38","5","0.0132","0.0824","0.2262","0.3966","0.561","7.5076"
"111.json","10.0","28","10","18","4.0","2","50","40","6","0.016","0.0892","0.2054","0.3604","0.5236","7.7336"
"112.json","10.0","13","3","10","0.0","4","21","25","3","0.1232","0.3258","0.5466","0.7132","0.8268","5.6664"
"113.json","10.0","21","6","15","2.0","3","35","33","4","0.0392","0.1586","0.334","0.514","0.66","6.8868"
"114.json","10.0","21","6","15","2.0","3","35","33","4","0.0424","0.1566","0.3354","0.5098","0.66","6.8762"
"115.json","10.0","26","9","17","4.0","2","45","38","5","0.0242","0.1048","0.2474","0.4148","0.5822","7.443"
"116.json","10.0","19","5","14","1.0","3","33","31","4","0.049","0.2028","0.3888","0.5708","0.715","6.5078"
"117.json","10.0","23","7","16","2.0","3","39","35","5","0.0234","0.124","0.275","0.4498","0.6096","7.26285024"
"118.json","10.0","26","8","18","3.0","2","46","38","5","0.0152","0.0924","0.2354","0.4048","0.5664","7.512301000000001"
"119.json","10.0","28","10","18","4.0","2","49","40","6","0.0176","0.0798","0.2096","0.3726","0.5238","7.6974"
"12.json","10.0","11","2","9","0.0","4","24","23","2","0.1346","0.354","0.568","0.7412","0.8458","5.542"
"120.json","10.0","19","5","14","1.0","3","33","31","4","0.0552","0.2006","0.3854","0.5576","0.7014","6.5672"
"121.json","10.0","26","8","18","3.0","2","46","38","5","0.0154","0.086","0.2288","0.3942","0.5588","7.527"
"122.json","10.0","23","7","16","2.0","3","39","35","5","0.0244","0.1222","0.2736","0.4408","0.6088","7.2544525700480005"
"123.json","10.0","28","10","18","4.0","2","49","40","6","0.0162","0.0842","0.2068","0.3686","0.5318","7.739944228437648"
"124.json","10.0","23","7","16","2.0","2","42","35","5","0.0326","0.1446","0.3072","0.4814","0.6374","7.0324"
"125.json","10.0","27","9","18","3.0","2","48","39","6","0.018","0.0902","0.2288","0.3978","0.5566","7.5518"
"126.json","10.0","27","9","18","3.0","2","48","39","6","0.0136","0.0832","0.217","0.3842","0.547","7.5802"
"127.json","10.0","29","11","18","4.0","2","51","41","7","0.0168","0.0786","0.1958","0.3456","0.5028","7.8698"
"128.json","10.0","9","1","8","0.0","5","16","21","1","0.148","0.381","0.6034","0.7698","0.8732","5.3744"
"129.json","10.0","12","2","10","0.0","4","23","24","2","0.1374","0.3478","0.5642","0.7254","0.8398","5.569"
"13.json","10.0","13","3","10","0.0","4","28","25","3","0.0782","0.2748","0.486","0.6716","0.7978","5.9594"
"130.json","10.0","12","2","10","0.0","4","23","24","2","0.134","0.3514","0.5706","0.7464","0.8518","5.5206"
"131.json","10.0","14","3","11","0.0","3","28","26","3","0.1188","0.3278","0.5372","0.7028","0.828","5.7002"
"132.json","10.0","15","3","12","1.0","4","28","27","2","0.069","0.2256","0.4282","0.6156","0.7454","6.3134"
"133.json","10.0","17","4","13","1.0","4","32","29","3","0.0658","0.2174","0.4104","0.5886","0.7252","6.4508"
"134.json","10.0","18","4","14","1.0","3","35","30","3","0.0512","0.2038","0.3936","0.5728","0.717","6.5146"
"135.json","10.0","19","5","14","1.0","3","37","31","4","0.0554","0.193","0.3834","0.5648","0.7146","6.5332"
"136.json","10.0","15","3","12","1.0","4","28","27","2","0.0718","0.2354","0.4356","0.611","0.7476","6.2974"
"137.json","10.0","18","4","14","1.0","3","35","30","3","0.0566","0.203","0.3918","0.5742","0.721","6.4966"
"138.json","10.0","17","4","13","1.0","4","32","29","3","0.06","0.207","0.4098","0.5854","0.7228","6.42"
"139.json","10.0","19","5","14","1.0","3","37","31","4","0.0566","0.202","0.3868","0.5718","0.7236","6.5086724799999995"
"14.json","10.0","13","3","10","0.0","4","28","25","3","0.0834","0.2748","0.4874","0.67","0.8","5.981"
"140.json","10.0","19","5","14","2.0","3","37","31","3","0.0466","0.1756","0.3576","0.5286","0.6834","6.7517966"
"141.json","10.0","21","6","15","2.0","3","41","33","4","0.0382","0.1604","0.3336","0.5106","0.6676","6.8672"
"142.json","10.0","21","6","15","2.0","3","41","33","4","0.0404","0.1604","0.3256","0.511","0.6712","6.8314"
"143.json","10.0","22","7","15","2.0","3","43","34","5","0.0396","0.155","0.3286","0.5058","0.6512","6.9194"
"144.json","10.0","12","2","10","0.0","4","20","24","2","0.1358","0.3502","0.5676","0.7374","0.8454","5.5362"
"145.json","10.0","18","4","14","1.0","3","32","30","3","0.052","0.199","0.392","0.5716","0.715","6.5286"
"146.json","10.0","18","4","14","1.0","3","32","30","3","0.063","0.2186","0.4104","0.591","0.7292","6.4288"
"147.json","10.0","22","6","16","2.0","2","41","34","4","0.0284","0.1466","0.3116","0.4858","0.6446","7.0244"
"148.json","10.0","18","4","14","1.0","3","32","30","3","0.0512","0.2072","0.3976","0.5792","0.7246","6.4886"
"149.json","10.0","22","6","16","2.0","3","38","34","4","0.0266","0.132","0.2962","0.472","0.6308","7.0782"
"15.json","10.0","14","4","10","0.0","4","30","26","4","0.069","0.2302","0.4312","0.6186","0.7528","6.2516"
"150.json","10.0","24","6","18","2.0","2","44","36","4","0.018","0.0976","0.2418","0.4196","0.577","7.37106176"
"151.json","10.0","26","8","18","3.0","2","47","38","5","0.0136","0.091","0.2304","0.3996","0.558","7.519501000000001"
"152.json","10.0","18","4","14","1.0","3","32","30","3","0.0552","0.2082","0.394","0.5772","0.7228","6.4872"
"153.json","10.0","24","6","18","2.0","2","44","36","4","0.0152","0.0996","0.2348","0.4234","0.5988","7.3354"
"154.json","10.0","22","6","16","2.0","3","38","34","4","0.0256","0.1242","0.2974","0.4764","0.6318","7.078615640000001"
"155.json","10.0","26","8","18","3.0","2","47","38","5","0.0164","0.0922","0.2354","0.4022","0.5642","7.508508040000001"
"156.json","10.0","22","6","16","2.0","2","41","34","4","0.0272","0.13","0.3008","0.4836","0.6446","7.037"
"157.json","10.0","26","8","18","3.0","2","47","38","5","0.0158","0.0944","0.237","0.4016","0.5684","7.512"
"158.json","10.0","26","8","18","3.0","2","47","38","5","0.0164","0.084","0.2256","0.398","0.5504","7.5514"
"159.json","10.0","28","10","18","4.0","2","50","40","6","0.0154","0.0838","0.2152","0.3788","0.544","7.6734"
"16.json","10.0","9","1","8","0.0","5","16","21","1","0.1504","0.3768","0.607","0.77","0.8732","5.3476"
"160.json","10.0","11","2","9","0.0","5","18","23","2","0.1456","0.3564","0.5692","0.7428","0.8504","5.4974"
"161.json","10.0","14","3","11","0.0","4","25","26","3","0.1186","0.3226","0.5316","0.709","0.8266","5.7144"
"162.json","10.0","14","3","11","0.0","4","25","26","3","0.1288","0.3336","0.534","0.7082","0.8282","5.6632"
"163.json","10.0","16","4","12","0.0","3","30","28","4","0.1084","0.295","0.4962","0.6682","0.7974","5.8934"
"164.json","10.0","19","5","14","2.0","4","32","31","3","0.0386","0.167","0.3482","0.5276","0.677","6.801"
"165.json","10.0","21","6","15","2.0","4","36","33","4","0.0406","0.1604","0.3356","0.5162","0.6644","6.866"
"166.json","10.0","22","6","16","2.0","3","39","34","4","0.0296","0.1314","0.2932","0.481","0.6444","7.032799281550851"
"167.json","10.0","23","7","16","2.0","3","41","35","5","0.0338","0.1424","0.3036","0.4848","0.6392","7.0364"
"168.json","10.0","19","5","14","2.0","4","32","31","3","0.0402","0.1726","0.343","0.5208","0.6636","6.8352"
"169.json","10.0","22","6","16","2.0","3","39","34","4","0.0304","0.1384","0.3098","0.4912","0.6444","7.0052"
"17.json","10.0","15","3","12","1.0","4","28","27","2","0.06","0.2334","0.435","0.6164","0.7464","6.3146"
"170.json","10.0","21","6","15","2.0","4","36","33","4","0.0308","0.15","0.3226","0.5082","0.658","6.9316"
"171.json","10.0","23","7","16","2.0","3","41","35","5","0.0352","0.1438","0.317","0.4928","0.6438","6.997206960000001"
"172.json","10.0","24","8","16","4.0","3","42","36","4","0.0256","0.1106","0.2572","0.421","0.5776","7.4432"
"173.json","10.0","26","9","17","4.0","3","46","38","5","0.0206","0.1056","0.2484","0.4094","0.569","7.4902"
"174.json","10.0","26","9","17","4.0","3","46","38","5","0.0252","0.1002","0.239","0.4062","0.557","7.528"
"175.json","10.0","27","10","17","4.0","3","48","39","6","0.022","0.1022","0.239","0.4024","0.5554","7.5328"
"176.json","10.0","13","3","10","0.0","4","21","25","3","0.1358","0.3294","0.5344","0.7182","0.8388","5.6386"
"177.json","10.0","19","5","14","1.0","3","33","31","4","0.0542","0.194","0.3828","0.5642","0.706","6.56890292"
"178.json","10.0","19","5","14","1.0","3","33","31","4","0.058","0.1974","0.3842","0.5566","0.6998","6.5574"
"179.json","10.0","23","7","16","2.0","2","42","35","5","0.0296","0.1426","0.3124","0.4946","0.6552","6.9734"
"18.json","10.0","15","3","12","1.0","4","28","27","2","0.0664","0.2402","0.4378","0.6114","0.742","6.3124"
"180.json","10.0","21","6","15","2.0","3","35","33","4","0.042","0.1606","0.3434","0.5208","0.667","6.8518"
"181.json","10.0","23","7","16","2.0","3","39","35","5","0.0252","0.1268","0.2742","0.4536","0.6086","7.2086"
"182.json","10.0","26","8","18","3.0","2","46","38","5","0.0136","0.0846","0.2222","0.3958","0.5612","7.520902460199999"
"183.json","10.0","27","9","18","3.0","2","48","39","6","0.0134","0.0852","0.2242","0.3844","0.5484","7.6042"
"184.json","10.0","21","6","15","2.0","3","35","33","4","0.042","0.1684","0.3354","0.5074","0.6552","6.9218"
"185.json","10.0","26","8","18","3.0","2","46","38","5","0.0172","0.0888","0.2196","0.3936","0.5534","7.5598"
"186.json","10.0","23","7","16","2.0","3","39","35","5","0.0276","0.1146","0.2746","0.4554","0.6084","7.2568"
"187.json","10.0","27","9","18","3.0","2","48","39","6","0.0154","0.0936","0.2186","0.39","0.5446","7.5796"
"188.json","10.0","26","9","17","4.0","2","45","38","5","0.0242","0.1078","0.2446","0.4126","0.5634","7.5234"
"189.json","10.0","28","10","18","4.0","2","49","40","6","0.0168","0.0814","0.2074","0.3662","0.527","7.7754"
"19.json","10.0","19","5","14","2.0","3","37","31","3","0.049","0.1774","0.3524","0.5296","0.682","6.7516"
"190.json","10.0","28","10","18","4.0","2","49","40","6","0.0164","0.0784","0.2058","0.365","0.5252","7.7386"
"191.json","10.0","29","11","18","4.0","2","51","41","7","0.0196","0.0868","0.203","0.3612","0.5066","7.814"
"192.json","10.0","11","2","9","0.0","4","19","23","2","0.146","0.363","0.5746","0.7378","0.8518","5.4942"
"193.json","10.0","17","4","13","1.0","3","31","29","3","0.0588","0.2192","0.4108","0.5926","0.7272","6.4254"
"194.json","10.0","17","4","13","1.0","3","31","29","3","0.0654","0.2186","0.406","0.5836","0.7314","6.4062"
"195.json","10.0","21","6","15","2.0","2","40","33","4","0.0412","0.1572","0.3352","0.5084","0.6642","6.8788"
"196.json","10.0","17","4","13","1.0","3","31","29","3","0.0706","0.2316","0.4218","0.595","0.7344","6.3622"
"197.json","10.0","19","5","14","1.0","3","35","31","4","0.0384","0.1656","0.3438","0.5186","0.6674","6.8142"
"198.json","10.0","22","6","16","2.0","2","42","34","4","0.0254","0.137","0.3044","0.473","0.6292","7.085573200000001"
"199.json","10.0","23","7","16","2.0","2","44","35","5","0.0292","0.1286","0.285","0.4502","0.6094","7.1876"
"2.json","10.0","9","1","8","0.0","5","19","21","1","0.1002","0.3122","0.5378","0.7024","0.8232","5.731"
"20.json","10.0","12","2","10","0.0","4","23","24","2","0.135","0.3624","0.5658","0.73","0.8388","5.5524"
"200.json","10.0","17","4","13","1.0","3","31","29","3","0.0662","0.2366","0.4292","0.6128","0.7506","6.3048"
"201.json","10.0","22","6","16","2.0","2","42","34","4","0.0288","0.1368","0.3046","0.4746","0.635","7.0564"
"202.json","10.0","19","5","14","1.0","3","35","31","4","0.0448","0.1824","0.353","0.5334","0.6828","6.731586319999999"
"203.json","10.0","23","7","16","2.0","2","44","35","5","0.0306","0.139","0.2894","0.4612","0.6108","7.2094"
"204.json","10.0","21","6","15","2.0","2","40","33","4","0.0362","0.156","0.3246","0.5114","0.6534","6.9002742123520004"
"205.json","10.0","23","7","16","2.0","2","44","35","5","0.026","0.1258","0.2858","0.4762","0.633","7.1176"
"206.json","10.0","23","7","16","2.0","2","44","35","5","0.0234","0.1178","0.2804","0.4524","0.6026","7.2642"
"207.json","10.0","24","8","16","2.0","2","46","36","6","0.026","0.1206","0.2676","0.439","0.594","7.3452"
"208.json","10.0","13","3","10","0.0","4","21","25","3","0.133","0.335","0.5526","0.7118","0.8188","5.67189884"
"209.json","10.0","21","6","15","2.0","3","35","33","4","0.038","0.1626","0.3322","0.5048","0.6556","6.91"
"21.json","10.0","17","4","13","1.0","4","32","29","3","0.058","0.2076","0.4036","0.584","0.7234","6.4558"
"210.json","10.0","21","6","15","2.0","3","35","33","4","0.041","0.1716","0.3346","0.51","0.6554","6.862"
"211.json","10.0","26","9","17","4.0","2","45","38","5","0.026","0.1052","0.241","0.4054","0.5702","7.4804"
"212.json","10.0","19","5","14","1.0","3","33","31","4","0.0534","0.2052","0.3906","0.5716","0.7142","6.5334"
"213.json","10.0","23","7","16","2.0","3","39","35","5","0.0266","0.1318","0.2878","0.4522","0.607","7.19504172"
"214.json","10.0","26","8","18","3.0","2","46","38","5","0.016","0.0948","0.2318","0.3994","0.5682","7.44990418049204"
"215.json","10.0","28","10","18","4.0","2","49","40","6","0.0144","0.075","0.1954","0.3612","0.522","7.7662"
"216.json","10.0","19","5","14","1.0","3","33","31","4","0.0538","0.2042","0.3936","0.5694","0.716","6.5348"
"217.json","10.0","26","8","18","3.0","2","46","38","5","0.0138","0.0856","0.2232","0.3966","0.5636","7.542"
"218.json","10.0","23","7","16","2.0","3","39","35","5","0.027","0.1248","0.2784","0.4516","0.6052","7.2522"
"219.json","10.0","28","10","18","4.0","2","49","40","6","0.0196","0.0866","0.2136","0.3768","0.536","7.6896"
"22.json","10.0","18","4","14","1.0","3","35","30","3","0.0552","0.207","0.3956","0.5792","0.726","6.4662"
"220.json","10.0","23","7","16","2.0","2","42","35","5","0.0294","0.1366","0.2976","0.4764","0.6288","7.0822"
"221.json","10.0","27","9","18","3.0","2","48","39","6","0.0174","0.0886","0.2168","0.3814","0.5458","7.6312"
"222.json","10.0","27","9","18","3.0","2","48","39","6","0.0162","0.0928","0.2278","0.391","0.5584","7.5766"
"223.json","10.0","29","11","18","4.0","2","51","41","7","0.014","0.0772","0.1994","0.352","0.5124","7.8252"
"224.json","10.0","13","3","10","0.0","4","21","25","3","0.1288","0.3272","0.5446","0.7202","0.832","5.6552"
"225.json","10.0","19","5","14","1.0","3","33","31","4","0.0554","0.1994","0.3822","0.561","0.7004","6.5774"
"226.json","10.0","19","5","14","1.0","3","33","31","4","0.0554","0.2","0.3862","0.5658","0.7122","6.5496"
"227.json","10.0","23","7","16","2.0","2","42","35","5","0.0318","0.1372","0.3064","0.484","0.6448","6.9833724"
"228.json","10.0","21","6","15","2.0","3","35","33","4","0.0422","0.156","0.3322","0.5016","0.6498","6.924"
"229.json","10.0","23","7","16","2.0","3","39","35","5","0.0286","0.1234","0.2782","0.4494","0.6048","7.2074"
"23.json","10.0","21","6","15","2.0","3","41","33","4","0.038","0.157","0.3298","0.5116","0.6566","6.914815723128"
"230.json","10.0","26","8","18","3.0","2","46","38","5","0.0144","0.0932","0.2302","0.4126","0.5666","7.514089980836099"
"231.json","10.0","27","9","18","3.0","2","48","39","6","0.0166","0.0872","0.22","0.396","0.5642","7.53552084"
"232.json","10.0","21","6","15","2.0","3","35","33","4","0.043","0.1666","0.338","0.514","0.6578","6.874184359999999"
"233.json","10.0","26","8","18","3.0","2","46","38","5","0.0152","0.0902","0.2356","0.398","0.5662","7.5114"
"234.json","10.0","23","7","16","2.0","3","39","35","5","0.027","0.1204","0.2748","0.4542","0.6104","7.2074"
"235.json","10.0","27","9","18","3.0","2","48","39","6","0.018","0.093","0.2234","0.395","0.5486","7.54511592"
"236.json","10.0","26","9","17","4.0","2","45","38","5","0.0224","0.0994","0.2476","0.403","0.5672","7.48170468"
"237.json","10.0","28","10","18","4.0","2","49","40","6","0.014","0.0798","0.2066","0.3772","0.535","7.737"
"238.json","10.0","28","10","18","4.0","2","49","40","6","0.0166","0.0812","0.2014","0.3628","0.519","7.7704"
"239.json","10.0","29","11","18","4.0","2","51","41","7","0.0142","0.0742","0.1878","0.3412","0.4994","7.9522"
"24.json","10.0","12","2","10","0.0","4","23","24","2","0.1418","0.3592","0.5636","0.732","0.8404","5.5302"
"240.json","10.0","14","4","10","0.0","4","22","26","4","0.1222","0.3178","0.5272","0.698","0.811","5.767"
"241.json","10.0","22","7","15","2.0","3","36","34","5","0.0404","0.1556","0.325","0.4936","0.6446","7.0048"
"242.json","10.0","22","7","15","2.0","3","36","34","5","0.0424","0.1644","0.3368","0.5074","0.6596","6.8946"
"243.json","10.0","27","10","17","4.0","2","46","39","6","0.0224","0.1004","0.2394","0.4106","0.5736","7.4734"
"244.json","10.0","22","7","15","2.0","3","36","34","5","0.0394","0.1596","0.3232","0.504","0.6554","6.8996"
"245.json","10.0","24","8","16","2.0","3","40","36","6","0.0252","0.1116","0.2494","0.4094","0.5672","7.455"
"246.json","10.0","28","10","18","4.0","2","48","40","6","0.0156","0.0836","0.2122","0.369","0.5284","7.7262"
"247.json","10.0","29","11","18","4.0","2","50","41","7","0.0124","0.0734","0.192","0.3454","0.5114","7.901"
"248.json","10.0","22","7","15","2.0","3","36","34","5","0.0372","0.1534","0.3212","0.4972","0.653","6.960747988845688"
"249.json","10.0","28","10","18","4.0","2","48","40","6","0.0186","0.081","0.2048","0.3702","0.5334","7.7574"
"25.json","10.0","18","4","14","1.0","3","35","30","3","0.0574","0.2002","0.3888","0.57","0.7088","6.5582"
"250.json","10.0","24","8","16","2.0","3","40","36","6","0.0232","0.1136","0.2554","0.4246","0.582","7.3858"
"251.json","10.0","29","11","18","4.0","2","50","41","7","0.0156","0.074","0.1864","0.3412","0.505","7.883"
"252.json","10.0","27","10","17","4.0","2","46","39","6","0.024","0.1024","0.2422","0.412","0.5664","7.4982"
"253.json","10.0","29","11","18","4.0","2","50","41","7","0.015","0.073","0.19","0.3512","0.5156","7.8844"
"254.json","10.0","29","11","18","4.0","2","50","41","7","0.0184","0.0766","0.198","0.3492","0.5078","7.8476"
"255.json","10.0","30","12","18","4.0","2","52","42","8","0.0166","0.075","0.1866","0.3376","0.4832","7.9932"
"26.json","10.0","17","4","13","1.0","4","32","29","3","0.0642","0.2122","0.4008","0.5932","0.7248","6.4362"
"27.json","10.0","21","6","15","2.0","3","41","33","4","0.0402","0.1582","0.3308","0.5084","0.6646","6.879217114639999"
"28.json","10.0","14","3","11","0.0","3","28","26","3","0.1268","0.329","0.5294","0.7006","0.8216","5.7096"
"29.json","10.0","19","5","14","1.0","3","37","31","4","0.0548","0.1982","0.3902","0.572","0.7148","6.5116"
"3.json","10.0","11","2","9","0.0","4","24","23","2","0.0828","0.2736","0.4924","0.6758","0.8024","5.9504"
"30.json","10.0","19","5","14","1.0","3","37","31","4","0.0524","0.195","0.3806","0.5686","0.7068","6.5714"
"31.json","10.0","22","7","15","2.0","3","43","34","5","0.0362","0.1492","0.3118","0.4894","0.6506","6.9596"
"32.json","10.0","9","1","8","0.0","5","16","21","1","0.145","0.38","0.596","0.758","0.8654","5.3986"
"33.json","10.0","12","2","10","0.0","4","23","24","2","0.1364","0.3476","0.573","0.7344","0.8434","5.5342"
"34.json","10.0","12","2","10","0.0","4","23","24","2","0.1338","0.3642","0.5838","0.7362","0.8468","5.5194"
"35.json","10.0","14","3","11","0.0","3","28","26","3","0.132","0.3328","0.5394","0.7092","0.8266","5.679"
"36.json","10.0","15","3","12","1.0","4","28","27","2","0.0634","0.22","0.4258","0.6026","0.7374","6.3886"
"37.json","10.0","17","4","13","1.0","4","32","29","3","0.0578","0.217","0.409","0.5852","0.7336","6.4264"
"38.json","10.0","18","4","14","1.0","3","35","30","3","0.0556","0.207","0.392","0.5698","0.7244","6.4968"
"39.json","10.0","19","5","14","1.0","3","37","31","4","0.0596","0.204","0.3848","0.566","0.7098","6.5312"
"4.json","10.0","9","1","8","0.0","5","19","21","1","0.148","0.3774","0.5976","0.7608","0.87","5.3836"
"40.json","10.0","15","3","12","1.0","4","28","27","2","0.0622","0.2238","0.4198","0.5998","0.735","6.3712"
"41.json","10.0","18","4","14","1.0","3","35","30","3","0.0504","0.1968","0.3938","0.5718","0.7192","6.5044"
"42.json","10.0","17","4","13","1.0","4","32","29","3","0.0584","0.2104","0.4074","0.5864","0.7234","6.4304"
"43.json","10.0","19","5","14","1.0","3","37","31","4","0.056","0.1886","0.3802","0.5674","0.7134","6.5572"
"44.json","10.0","19","5","14","2.0","3","37","31","3","0.0472","0.1828","0.3612","0.5306","0.6732","6.7908"
"45.json","10.0","21","6","15","2.0","3","41","33","4","0.0396","0.158","0.3362","0.5124","0.6696","6.8544"
"46.json","10.0","21","6","15","2.0","3","41","33","4","0.0382","0.1564","0.3338","0.4952","0.6496","6.9334"
"47.json","10.0","22","7","15","2.0","3","43","34","5","0.0384","0.1478","0.324","0.5066","0.6552","6.9274"
"48.json","10.0","11","2","9","0.0","4","19","23","2","0.1442","0.363","0.5806","0.742","0.8548","5.4668"
"49.json","10.0","17","4","13","1.0","3","31","29","3","0.0684","0.228","0.4124","0.5958","0.7294","6.4038"
"5.json","10.0","11","2","9","0.0","5","23","23","2","0.0854","0.2898","0.5046","0.6866","0.8084","5.855"
"50.json","10.0","17","4","13","1.0","3","31","29","3","0.0658","0.2236","0.4222","0.6004","0.735","6.361"
"51.json","10.0","21","6","15","2.0","2","40","33","4","0.037","0.1622","0.3338","0.5096","0.6512","6.9254"
"52.json","10.0","17","4","13","1.0","3","31","29","3","0.0676","0.2274","0.4242","0.6008","0.7314","6.3616"
"53.json","10.0","19","5","14","1.0","3","35","31","4","0.0462","0.1574","0.3382","0.5092","0.658","6.9044"
"54.json","10.0","22","6","16","2.0","2","42","34","4","0.0292","0.138","0.2936","0.4732","0.6312","7.117775843422928"
"55.json","10.0","23","7","16","2.0","2","44","35","5","0.0246","0.1168","0.2846","0.462","0.6134","7.22675816"
"56.json","10.0","17","4","13","1.0","3","31","29","3","0.0684","0.2236","0.4182","0.6004","0.7356","6.3876"
"57.json","10.0","22","6","16","2.0","2","42","34","4","0.0284","0.1274","0.2912","0.467","0.626","7.098"
"58.json","10.0","19","5","14","1.0","3","35","31","4","0.0488","0.1788","0.3588","0.5268","0.6754","6.7696"
"59.json","10.0","23","7","16","2.0","2","44","35","5","0.0278","0.1178","0.2684","0.4442","0.5916","7.3038"
"6.json","10.0","12","2","10","0.0","4","26","24","2","0.0938","0.2776","0.484","0.6642","0.8","5.921"
"60.json","10.0","21","6","15","2.0","2","40","33","4","0.0378","0.1626","0.3346","0.5082","0.6642","6.8844"
"61.json","10.0","23","7","16","2.0","2","44","35","5","0.0268","0.1204","0.2746","0.4498","0.6124","7.2234"
"62.json","10.0","23","7","16","2.0","2","44","35","5","0.0284","0.126","0.2806","0.453","0.606","7.216"
"63.json","10.0","24","8","16","2.0","2","46","36","6","0.0224","0.1096","0.2616","0.4302","0.5812","7.443"
"64.json","10.0","9","1","8","0.0","5","16","21","1","0.1486","0.3874","0.615","0.7678","0.8698","5.3438"
"65.json","10.0","15","3","12","1.0","4","28","27","2","0.0652","0.2318","0.4286","0.6184","0.7498","6.2992"
"66.json","10.0","15","3","12","1.0","4","28","27","2","0.0708","0.242","0.4424","0.623","0.756","6.2378"
"67.json","10.0","19","5","14","2.0","3","37","31","3","0.0424","0.1612","0.3348","0.5114","0.667","6.857176879999999"
"68.json","10.0","12","2","10","0.0","4","23","24","2","0.1374","0.348","0.5824","0.7416","0.8494","5.517"
"69.json","10.0","17","4","13","1.0","4","32","29","3","0.0594","0.2072","0.4032","0.5904","0.7278","6.4656"
"7.json","10.0","13","3","10","0.0","4","28","25","3","0.0636","0.244","0.4538","0.6408","0.782","6.1078"
"70.json","10.0","18","4","14","1.0","3","35","30","3","0.0576","0.2032","0.3796","0.5568","0.7108","6.5424"
"71.json","10.0","21","6","15","2.0","3","41","33","4","0.0412","0.1664","0.3206","0.4924","0.6464","6.954"
"72.json","10.0","12","2","10","0.0","4","23","24","2","0.1392","0.3612","0.5742","0.7424","0.8474","5.5082"
"73.json","10.0","18","4","14","1.0","3","35","30","3","0.0516","0.2076","0.3932","0.5834","0.712","6.4868"
"74.json","10.0","17","4","13","1.0","4","32","29","3","0.056","0.2166","0.4178","0.586","0.7328","6.4088"
"75.json","10.0","21","6","15","2.0","3","41","33","4","0.0396","0.1548","0.3284","0.5132","0.6542","6.9472"
"76.json","10.0","14","3","11","0.0","3","28","26","3","0.1342","0.3288","0.5402","0.7076","0.8286","5.65533104"
"77.json","10.0","19","5","14","1.0","3","37","31","4","0.0568","0.2118","0.4046","0.5794","0.723","6.4762"
"78.json","10.0","19","5","14","1.0","3","37","31","4","0.053","0.2002","0.3992","0.5742","0.7198","6.4976"
"79.json","10.0","22","7","15","2.0","3","43","34","5","0.0412","0.156","0.3294","0.5012","0.6586","6.8812"
"8.json","10.0","9","1","8","0.0","5","19","21","1","0.1466","0.383","0.5958","0.763","0.8682","5.3698"
"80.json","10.0","11","2","9","0.0","5","18","23","2","0.1352","0.357","0.562","0.732","0.846","5.5294"
"81.json","10.0","19","5","14","2.0","4","32","31","3","0.0474","0.1702","0.3546","0.542","0.684","6.7382"
"82.json","10.0","19","5","14","2.0","4","32","31","3","0.043","0.1708","0.3406","0.5228","0.669","6.8424"
"83.json","10.0","24","8","16","4.0","3","42","36","4","0.0292","0.1214","0.2726","0.4334","0.5928","7.3322"
"84.json","10.0","14","3","11","0.0","4","25","26","3","0.1246","0.3232","0.5268","0.7","0.8222","5.7022"
"85.json","10.0","21","6","15","2.0","4","36","33","4","0.0342","0.153","0.3198","0.5032","0.6548","6.927"
"86.json","10.0","22","6","16","2.0","3","39","34","4","0.0314","0.1336","0.3","0.4756","0.643","7.014782963144625"
"87.json","10.0","26","9","17","4.0","3","46","38","5","0.025","0.1068","0.253","0.4188","0.5818","7.427"
"88.json","10.0","14","3","11","0.0","4","25","26","3","0.1264","0.3278","0.538","0.7058","0.823","5.6806"
"89.json","10.0","22","6","16","2.0","3","39","34","4","0.0292","0.1374","0.2984","0.484","0.6484","7.0094"
"9.json","10.0","12","2","10","0.0","4","26","24","2","0.0836","0.2738","0.4902","0.6808","0.8136","5.896"
"90.json","10.0","21","6","15","2.0","4","36","33","4","0.041","0.1524","0.3168","0.4982","0.6482","6.9692"
"91.json","10.0","26","9","17","4.0","3","46","38","5","0.0248","0.1062","0.2414","0.414","0.5686","7.503145240000001"
"92.json","10.0","16","4","12","0.0","3","30","28","4","0.1154","0.3004","0.5118","0.6938","0.8158","5.7952"
"93.json","10.0","23","7","16","2.0","3","41","35","5","0.0314","0.144","0.307","0.4878","0.6346","7.0474"
"94.json","10.0","23","7","16","2.0","3","41","35","5","0.0316","0.137","0.3044","0.4784","0.6288","7.0652"
"95.json","10.0","27","10","17","4.0","3","48","39","6","0.026","0.1018","0.2354","0.4012","0.5628","7.4884"
"96.json","10.0","12","2","10","0.0","4","20","24","2","0.1346","0.3488","0.5734","0.7334","0.8456","5.540331066207999"
"97.json","10.0","18","4","14","1.0","3","32","30","3","0.0606","0.1904","0.3888","0.566","0.7154","6.5618"
"98.json","10.0","18","4","14","1.0","3","32","30","3","0.0554","0.2","0.3984","0.5782","0.7266","6.4826"
"99.json","10.0","22","6","16","2.0","2","41","34","4","0.0342","0.1384","0.3134","0.4934","0.6414","6.979"
