"name","difficulty","complexity","blocking","delay","between","free","timeComp1","timeComp2","edges","gradRate3","gradRate4","gradRate5","gradRate6","gradRate7","averageTTD"
"1.json","90.0","9","1","8","0.0","5","19","21","1","0.0952","0.308","0.5382","0.715","0.8316","5.732"
"10.json","90.0","11","2","9","0.0","5","23","23","2","0.0916","0.2858","0.5104","0.6828","0.805","5.889"
"100.json","90.0","18","4","14","1.0","3","32","30","3","0.0602","0.204","0.3924","0.5854","0.7224","6.4988"
"101.json","90.0","22","6","16","2.0","3","38","34","4","0.0272","0.131","0.2976","0.476","0.6354","7.0722"
"102.json","90.0","24","6","18","2.0","2","44","36","4","0.0146","0.1026","0.2518","0.4324","0.6008","7.2902"
"103.json","90.0","26","8","18","3.0","2","47","38","5","0.0178","0.091","0.2388","0.4112","0.5652","7.4482"
"104.json","90.0","18","4","14","1.0","3","32","30","3","0.0524","0.203","0.3952","0.5756","0.7222","6.4778"
"105.json","90.0","24","6","18","2.0","2","44","36","4","0.0194","0.1056","0.2616","0.4518","0.6086","7.2106"
"106.json","90.0","22","6","16","2.0","3","38","34","4","0.0318","0.134","0.3","0.4768","0.638","7.06720212096"
"107.json","90.0","26","8","18","3.0","2","47","38","5","0.017","0.0898","0.2224","0.3948","0.5614","7.549"
"108.json","90.0","22","6","16","2.0","2","41","34","4","0.0316","0.1448","0.316","0.4958","0.6466","6.98"
"109.json","90.0","26","8","18","3.0","2","47","38","5","0.0162","0.0916","0.2366","0.4098","0.5666","7.4916"
"11.json","90.0","13","3","10","0.0","4","28","25","3","0.0606","0.2352","0.4464","0.6306","0.7684","6.1692"
"110.json","90.0","26","8","18","3.0","2","47","38","5","0.0134","0.0868","0.2328","0.4054","0.5782","7.445"
"111.json","90.0","28","10","18","4.0","2","50","40","6","0.0152","0.081","0.2052","0.3694","0.5298","7.74370009804"
"112.json","90.0","13","3","10","0.0","4","21","25","3","0.1412","0.335","0.5478","0.727","0.8398","5.6006"
"113.json","90.0","21","6","15","2.0","3","35","33","4","0.0464","0.1668","0.3386","0.5184","0.668","6.8394"
"114.json","90.0","21","6","15","2.0","3","35","33","4","0.0368","0.159","0.3276","0.5004","0.6572","6.9324"
"115.json","90.0","26","9","17","4.0","2","45","38","5","0.0218","0.108","0.2484","0.4092","0.5704","7.4614"
"116.json","90.0","19","5","14","1.0","3","33","31","4","0.054","0.2004","0.3884","0.5796","0.7272","6.51129256"
"117.json","90.0","23","7","16","2.0","3","39","35","5","0.0294","0.1306","0.2848","0.456","0.6124","7.2144"
"118.json","90.0","26","8","18","3.0","2","46","38","5","0.0156","0.09","0.236","0.4076","0.5644","7.4922"
"119.json","90.0","28","10","18","4.0","2","49","40","6","0.0166","0.0812","0.2076","0.368","0.5302","7.7542"
"12.json","90.0","11","2","9","0.0","4","24","23","2","0.1508","0.368","0.5886","0.7528","0.859","5.4458"
"120.json","90.0","19","5","14","1.0","3","33","31","4","0.0502","0.1832","0.376","0.549","0.6974","6.64"
"121.json","90.0","26","8","18","3.0","2","46","38","5","0.0164","0.0898","0.2282","0.4028","0.56","7.5086"
"122.json","90.0","23","7","16","2.0","3","39","35","5","0.0248","0.1284","0.2758","0.4534","0.6152","7.2194"
"123.json","90.0","28","10","18","4.0","2","49","40","6","0.0172","0.0858","0.2162","0.3754","0.5342","7.6712"
"124.json","90.0","23","7","16","2.0","2","42","35","5","0.034","0.1472","0.3082","0.4858","0.6356","7.0308"
"125.json","90.0","27","9","18","3.0","2","48","39","6","0.0132","0.0846","0.2172","0.3872","0.549","7.5878"
"126.json","90.0","27","9","18","3.0","2","48","39","6","0.0124","0.0816","0.2156","0.3814","0.5516","7.6168"
"127.json","90.0","29","11","18","4.0","2","51","41","7","0.0194","0.0832","0.2046","0.3602","0.5164","7.7964"
"128.json","90.0","9","1","8","0.0","5","16","21","1","0.145","0.3768","0.5962","0.7686","0.8694","5.373"
"129.json","90.0","12","2","10","0.0","4","23","24","2","0.143","0.359","0.5728","0.7376","0.8448","5.5108"
"13.json","90.0","13","3","10","0.0","4","28","25","3","0.0888","0.278","0.4858","0.6674","0.793","5.976"
"130.json","90.0","12","2","10","0.0","4","23","24","2","0.1444","0.3508","0.5744","0.732","0.8444","5.543"
"131.json","90.0","14","3","11","0.0","3","28","26","3","0.1316","0.3342","0.5478","0.7138","0.8276","5.6368"
"132.json","90.0","15","3","12","1.0","4","28","27","2","0.0628","0.2244","0.4312","0.6148","0.7554","6.3076"
"133.json","90.0","17","4","13","1.0","4","32","29","3","0.0586","0.2228","0.411","0.5904","0.731","6.4122"
"134.json","90.0","18","4","14","1.0","3","35","30","3","0.0572","0.211","0.4056","0.5848","0.7302","6.4308"
"135.json","90.0","19","5","14","1.0","3","37","31","4","0.0532","0.21","0.3958","0.569","0.7026","6.5636"
"136.json","90.0","15","3","12","1.0","4","28","27","2","0.0764","0.2286","0.4238","0.6024","0.7438","6.314"
"137.json","90.0","18","4","14","1.0","3","35","30","3","0.0536","0.1984","0.3954","0.5788","0.7224","6.48"
"138.json","90.0","17","4","13","1.0","4","32","29","3","0.0624","0.2196","0.4168","0.5846","0.7252","6.439502258512"
"139.json","90.0","19","5","14","1.0","3","37","31","4","0.058","0.2044","0.3878","0.5682","0.717","6.5346"
"14.json","90.0","13","3","10","0.0","4","28","25","3","0.0882","0.2822","0.5012","0.6744","0.8006","5.9076"
"140.json","90.0","19","5","14","2.0","3","37","31","3","0.0436","0.1742","0.3552","0.5336","0.6758","6.7756"
"141.json","90.0","21","6","15","2.0","3","41","33","4","0.0406","0.1604","0.343","0.5256","0.6742","6.782"
"142.json","90.0","21","6","15","2.0","3","41","33","4","0.0418","0.1578","0.3312","0.5048","0.661","6.8862"
"143.json","90.0","22","7","15","2.0","3","43","34","5","0.0406","0.146","0.3094","0.49","0.6416","6.985218837223999"
"144.json","90.0","12","2","10","0.0","4","20","24","2","0.1428","0.3556","0.5712","0.747","0.8524","5.4834"
"145.json","90.0","18","4","14","1.0","3","32","30","3","0.0562","0.2036","0.4072","0.5886","0.7226","6.435"
"146.json","90.0","18","4","14","1.0","3","32","30","3","0.0576","0.201","0.4022","0.585","0.7292","6.4458"
"147.json","90.0","22","6","16","2.0","2","41","34","4","0.03","0.1314","0.3008","0.4922","0.6582","6.9786"
"148.json","90.0","18","4","14","1.0","3","32","30","3","0.0596","0.2026","0.3918","0.5702","0.7198","6.5016"
"149.json","90.0","22","6","16","2.0","3","38","34","4","0.0352","0.1388","0.302","0.4816","0.6454","7.020442119999999"
"15.json","90.0","14","4","10","0.0","4","30","26","4","0.0656","0.2354","0.4266","0.6114","0.7548","6.2706"
"150.json","90.0","24","6","18","2.0","2","44","36","4","0.016","0.0978","0.2532","0.428","0.5992","7.3314"
"151.json","90.0","26","8","18","3.0","2","47","38","5","0.0164","0.0912","0.2392","0.4034","0.5656","7.4956"
"152.json","90.0","18","4","14","1.0","3","32","30","3","0.0562","0.2018","0.3902","0.5732","0.7122","6.5498"
"153.json","90.0","24","6","18","2.0","2","44","36","4","0.0154","0.0964","0.2448","0.4224","0.5922","7.3552"
"154.json","90.0","22","6","16","2.0","3","38","34","4","0.0296","0.1324","0.3062","0.483","0.6404","7.0342040884240005"
"155.json","90.0","26","8","18","3.0","2","47","38","5","0.0142","0.086","0.222","0.3892","0.5622","7.5704"
"156.json","90.0","22","6","16","2.0","2","41","34","4","0.0302","0.1386","0.3018","0.4804","0.6438","7.0428"
"157.json","90.0","26","8","18","3.0","2","47","38","5","0.016","0.0904","0.2278","0.3982","0.5726","7.5098"
"158.json","90.0","26","8","18","3.0","2","47","38","5","0.0136","0.0918","0.2354","0.4062","0.572","7.4728"
"159.json","90.0","28","10","18","4.0","2","50","40","6","0.0178","0.0752","0.2038","0.3636","0.5218","7.7572"
"16.json","90.0","9","1","8","0.0","5","16","21","1","0.1504","0.382","0.6066","0.762","0.8666","5.37269652"
"160.json","90.0","11","2","9","0.0","5","18","23","2","0.1362","0.3504","0.5788","0.7452","0.8466","5.5148"
"161.json","90.0","14","3","11","0.0","4","25","26","3","0.1266","0.332","0.5386","0.6952","0.8218","5.6934"
"162.json","90.0","14","3","11","0.0","4","25","26","3","0.1138","0.315","0.529","0.7018","0.8246","5.729"
"163.json","90.0","16","4","12","0.0","3","30","28","4","0.1212","0.3092","0.5068","0.676","0.804","5.8296"
"164.json","90.0","19","5","14","2.0","4","32","31","3","0.0428","0.165","0.3404","0.5146","0.66","6.8522"
"165.json","90.0","21","6","15","2.0","4","36","33","4","0.0342","0.1472","0.3172","0.5018","0.653","6.956597043767445"
"166.json","90.0","22","6","16","2.0","3","39","34","4","0.0292","0.1366","0.2956","0.473","0.631","7.0928"
"167.json","90.0","23","7","16","2.0","3","41","35","5","0.0272","0.1344","0.2958","0.4704","0.6382","7.052"
"168.json","90.0","19","5","14","2.0","4","32","31","3","0.0388","0.1704","0.3438","0.5196","0.6748","6.8334"
"169.json","90.0","22","6","16","2.0","3","39","34","4","0.0336","0.1388","0.3022","0.4812","0.6396","7.058"
"17.json","90.0","15","3","12","1.0","4","28","27","2","0.0686","0.2226","0.4204","0.594","0.7354","6.4004"
"170.json","90.0","21","6","15","2.0","4","36","33","4","0.0368","0.1496","0.3268","0.5056","0.6628","6.9152"
"171.json","90.0","23","7","16","2.0","3","41","35","5","0.0338","0.1438","0.3116","0.49","0.6456","6.996"
"172.json","90.0","24","8","16","4.0","3","42","36","4","0.028","0.12","0.2728","0.4306","0.5916","7.3368"
"173.json","90.0","26","9","17","4.0","3","46","38","5","0.0232","0.1014","0.2504","0.4196","0.5732","7.4638"
"174.json","90.0","26","9","17","4.0","3","46","38","5","0.024","0.1034","0.254","0.4228","0.5694","7.4536"
"175.json","90.0","27","10","17","4.0","3","48","39","6","0.0236","0.1034","0.248","0.4046","0.562","7.5016"
"176.json","90.0","13","3","10","0.0","4","21","25","3","0.1286","0.3284","0.5474","0.7162","0.8286","5.6704"
"177.json","90.0","19","5","14","1.0","3","33","31","4","0.0526","0.1978","0.3858","0.5696","0.7142","6.5518"
"178.json","90.0","19","5","14","1.0","3","33","31","4","0.0518","0.1932","0.383","0.5618","0.7044","6.5788"
"179.json","90.0","23","7","16","2.0","2","42","35","5","0.0314","0.1444","0.302","0.483","0.6378","7.0654"
"18.json","90.0","15","3","12","1.0","4","28","27","2","0.071","0.2246","0.4308","0.6078","0.7394","6.336"
"180.json","90.0","21","6","15","2.0","3","35","33","4","0.0432","0.1622","0.3426","0.512","0.665","6.855"
"181.json","90.0","23","7","16","2.0","3","39","35","5","0.0258","0.1158","0.2738","0.4404","0.5966","7.279289"
"182.json","90.0","26","8","18","3.0","2","46","38","5","0.0166","0.0896","0.2236","0.3994","0.565","7.558296141955454"
"183.json","90.0","27","9","18","3.0","2","48","39","6","0.0152","0.0852","0.2178","0.39","0.5542","7.5946"
"184.json","90.0","21","6","15","2.0","3","35","33","4","0.0412","0.1624","0.3304","0.5124","0.6598","6.9034"
"185.json","90.0","26","8","18","3.0","2","46","38","5","0.015","0.0834","0.2284","0.3944","0.5584","7.5422"
"186.json","90.0","23","7","16","2.0","3","39","35","5","0.0338","0.13","0.2894","0.4634","0.6202","7.1864"
"187.json","90.0","27","9","18","3.0","2","48","39","6","0.0156","0.0882","0.2234","0.3728","0.5476","7.612"
"188.json","90.0","26","9","17","4.0","2","45","38","5","0.022","0.1048","0.2568","0.4246","0.575","7.4479487400196085"
"189.json","90.0","28","10","18","4.0","2","49","40","6","0.0142","0.0814","0.2144","0.3794","0.5318","7.6988"
"19.json","90.0","19","5","14","2.0","3","37","31","3","0.0488","0.1872","0.3584","0.5386","0.687","6.72"
"190.json","90.0","28","10","18","4.0","2","49","40","6","0.0128","0.0766","0.21","0.367","0.5176","7.8032"
"191.json","90.0","29","11","18","4.0","2","51","41","7","0.0106","0.0698","0.18","0.3386","0.489","7.968"
"192.json","90.0","11","2","9","0.0","4","19","23","2","0.1428","0.3618","0.5858","0.7526","0.851","5.4756"
"193.json","90.0","17","4","13","1.0","3","31","29","3","0.0702","0.227","0.4162","0.5976","0.731","6.3854"
"194.json","90.0","17","4","13","1.0","3","31","29","3","0.068","0.2256","0.4142","0.5988","0.7268","6.4074"
"195.json","90.0","21","6","15","2.0","2","40","33","4","0.038","0.1608","0.324","0.5072","0.6562","6.914"
"196.json","90.0","17","4","13","1.0","3","31","29","3","0.0654","0.2248","0.4174","0.602","0.7398","6.3772"
"197.json","90.0","19","5","14","1.0","3","35","31","4","0.0432","0.1758","0.3526","0.5366","0.6898","6.759"
"198.json","90.0","22","6","16","2.0","2","42","34","4","0.0268","0.1278","0.2924","0.4712","0.624","7.136191319408754"
"199.json","90.0","23","7","16","2.0","2","44","35","5","0.0308","0.1202","0.2714","0.442","0.5996","7.2894"
"2.json","90.0","9","1","8","0.0","5","19","21","1","0.0994","0.3078","0.5368","0.7144","0.8342","5.7196"
"20.json","90.0","12","2","10","0.0","4","23","24","2","0.1334","0.3452","0.5736","0.7394","0.8468","5.5402"
"200.json","90.0","17","4","13","1.0","3","31","29","3","0.069","0.2296","0.4202","0.596","0.7352","6.373"
"201.json","90.0","22","6","16","2.0","2","42","34","4","0.0272","0.1316","0.2964","0.4826","0.6356","7.036"
"202.json","90.0","19","5","14","1.0","3","35","31","4","0.044","0.1726","0.342","0.5242","0.6706","6.8426"
"203.json","90.0","23","7","16","2.0","2","44","35","5","0.0266","0.1246","0.279","0.4472","0.6036","7.249143919999999"
"204.json","90.0","21","6","15","2.0","2","40","33","4","0.0416","0.1704","0.3398","0.518","0.662","6.8562"
"205.json","90.0","23","7","16","2.0","2","44","35","5","0.0272","0.1204","0.2798","0.4482","0.6086","7.256"
"206.json","90.0","23","7","16","2.0","2","44","35","5","0.0272","0.1246","0.2798","0.4538","0.6114","7.231"
"207.json","90.0","24","8","16","2.0","2","46","36","6","0.0284","0.118","0.2644","0.4334","0.588","7.3616"
"208.json","90.0","13","3","10","0.0","4","21","25","3","0.1294","0.3376","0.5548","0.7254","0.8368","5.61829512"
"209.json","90.0","21","6","15","2.0","3","35","33","4","0.0442","0.1674","0.336","0.511","0.6568","6.8944"
"21.json","90.0","17","4","13","1.0","4","32","29","3","0.0564","0.2012","0.3914","0.5724","0.7204","6.487"
"210.json","90.0","21","6","15","2.0","3","35","33","4","0.0384","0.1602","0.3306","0.5076","0.6676","6.8628"
"211.json","90.0","26","9","17","4.0","2","45","38","5","0.0232","0.1112","0.2486","0.4096","0.5802","7.4374"
"212.json","90.0","19","5","14","1.0","3","33","31","4","0.0564","0.1994","0.3872","0.5738","0.7188","6.5224"
"213.json","90.0","23","7","16","2.0","3","39","35","5","0.0302","0.1308","0.289","0.4522","0.6114","7.2270558578"
"214.json","90.0","26","8","18","3.0","2","46","38","5","0.0146","0.096","0.2312","0.4036","0.5664","7.514511659228392"
"215.json","90.0","28","10","18","4.0","2","49","40","6","0.0138","0.0822","0.2138","0.3668","0.5292","7.769"
"216.json","90.0","19","5","14","1.0","3","33","31","4","0.0586","0.2036","0.385","0.5672","0.709","6.558"
"217.json","90.0","26","8","18","3.0","2","46","38","5","0.017","0.095","0.2318","0.4056","0.5604","7.4958"
"218.json","90.0","23","7","16","2.0","3","39","35","5","0.0262","0.124","0.2706","0.4432","0.6","7.2678"
"219.json","90.0","28","10","18","4.0","2","49","40","6","0.0178","0.0828","0.2024","0.3624","0.5246","7.745"
"22.json","90.0","18","4","14","1.0","3","35","30","3","0.053","0.1966","0.3912","0.568","0.7116","6.5202"
"220.json","90.0","23","7","16","2.0","2","42","35","5","0.0326","0.1366","0.2998","0.481","0.6454","7.026"
"221.json","90.0","27","9","18","3.0","2","48","39","6","0.0148","0.0834","0.2176","0.386","0.5516","7.6182"
"222.json","90.0","27","9","18","3.0","2","48","39","6","0.017","0.084","0.2126","0.3842","0.539","7.6404"
"223.json","90.0","29","11","18","4.0","2","51","41","7","0.0142","0.075","0.1962","0.348","0.5066","7.9082"
"224.json","90.0","13","3","10","0.0","4","21","25","3","0.1322","0.3288","0.546","0.7116","0.8228","5.6826"
"225.json","90.0","19","5","14","1.0","3","33","31","4","0.0504","0.1944","0.3794","0.559","0.7078","6.58"
"226.json","90.0","19","5","14","1.0","3","33","31","4","0.0496","0.199","0.3858","0.5654","0.695","6.609"
"227.json","90.0","23","7","16","2.0","2","42","35","5","0.0342","0.1386","0.3148","0.4792","0.6424","7.0226"
"228.json","90.0","21","6","15","2.0","3","35","33","4","0.0408","0.1562","0.325","0.5036","0.6472","6.945"
"229.json","90.0","23","7","16","2.0","3","39","35","5","0.029","0.1288","0.2844","0.4626","0.6184","7.1804"
"23.json","90.0","21","6","15","2.0","3","41","33","4","0.04","0.1674","0.3386","0.512","0.6624","6.8598"
"230.json","90.0","26","8","18","3.0","2","46","38","5","0.0118","0.084","0.2104","0.3874","0.5424","7.5878"
"231.json","90.0","27","9","18","3.0","2","48","39","6","0.0156","0.084","0.2212","0.3838","0.5422","7.6597189199999995"
"232.json","90.0","21","6","15","2.0","3","35","33","4","0.04","0.1634","0.3336","0.5066","0.66","6.8802"
"233.json","90.0","26","8","18","3.0","2","46","38","5","0.0152","0.089","0.2326","0.4004","0.563","7.5024"
"234.json","90.0","23","7","16","2.0","3","39","35","5","0.0288","0.1286","0.2748","0.4434","0.5978","7.301"
"235.json","90.0","27","9","18","3.0","2","48","39","6","0.0188","0.0812","0.2082","0.3694","0.532","7.6882"
"236.json","90.0","26","9","17","4.0","2","45","38","5","0.0228","0.1042","0.2484","0.4152","0.5786","7.4454895897480045"
"237.json","90.0","28","10","18","4.0","2","49","40","6","0.013","0.0772","0.2048","0.3682","0.5244","7.79313976"
"238.json","90.0","28","10","18","4.0","2","49","40","6","0.0154","0.0764","0.1988","0.3636","0.5288","7.7242"
"239.json","90.0","29","11","18","4.0","2","51","41","7","0.0126","0.075","0.1884","0.3446","0.5044","7.8862"
"24.json","90.0","12","2","10","0.0","4","23","24","2","0.1452","0.354","0.5688","0.741","0.847","5.542"
"240.json","90.0","14","4","10","0.0","4","22","26","4","0.1282","0.3256","0.524","0.6852","0.8072","5.760523659024"
"241.json","90.0","22","7","15","2.0","3","36","34","5","0.044","0.1586","0.3224","0.495","0.6478","6.951978880000001"
"242.json","90.0","22","7","15","2.0","3","36","34","5","0.041","0.1646","0.3306","0.4966","0.6484","6.92777124"
"243.json","90.0","27","10","17","4.0","2","46","39","6","0.0168","0.0978","0.2442","0.4186","0.5754","7.4924"
"244.json","90.0","22","7","15","2.0","3","36","34","5","0.0406","0.1566","0.3202","0.5","0.6384","6.9628"
"245.json","90.0","24","8","16","2.0","3","40","36","6","0.0256","0.117","0.2644","0.4288","0.592","7.3552"
"246.json","90.0","28","10","18","4.0","2","48","40","6","0.016","0.0788","0.1962","0.3636","0.5186","7.77035890644"
"247.json","90.0","29","11","18","4.0","2","50","41","7","0.0138","0.0792","0.1988","0.3466","0.5106","7.8478"
"248.json","90.0","22","7","15","2.0","3","36","34","5","0.0432","0.16","0.3148","0.4886","0.6418","6.977585554248"
"249.json","90.0","28","10","18","4.0","2","48","40","6","0.0164","0.0814","0.2074","0.368","0.5208","7.727"
"25.json","90.0","18","4","14","1.0","3","35","30","3","0.0498","0.1916","0.385","0.5658","0.7224","6.5208"
"250.json","90.0","24","8","16","2.0","3","40","36","6","0.0278","0.1134","0.2562","0.4334","0.5864","7.412"
"251.json","90.0","29","11","18","4.0","2","50","41","7","0.0138","0.067","0.1916","0.3402","0.4994","7.93175928"
"252.json","90.0","27","10","17","4.0","2","46","39","6","0.021","0.1064","0.242","0.3988","0.5592","7.5596"
"253.json","90.0","29","11","18","4.0","2","50","41","7","0.0146","0.0716","0.1952","0.3498","0.5114","7.8466"
"254.json","90.0","29","11","18","4.0","2","50","41","7","0.015","0.0762","0.1896","0.3472","0.5006","7.8736"
"255.json","90.0","30","12","18","4.0","2","52","42","8","0.016","0.0682","0.1782","0.3252","0.4862","8.0538"
"26.json","90.0","17","4","13","1.0","4","32","29","3","0.0604","0.2246","0.4144","0.5904","0.7382","6.3856"
"27.json","90.0","21","6","15","2.0","3","41","33","4","0.0364","0.1618","0.3434","0.5108","0.668","6.8446"
"28.json","90.0","14","3","11","0.0","3","28","26","3","0.1288","0.3388","0.5514","0.7152","0.8362","5.6104"
"29.json","90.0","19","5","14","1.0","3","37","31","4","0.0568","0.1918","0.382","0.5628","0.7084","6.589"
"3.json","90.0","11","2","9","0.0","4","24","23","2","0.0702","0.2532","0.4772","0.6626","0.789","6.0332"
"30.json","90.0","19","5","14","1.0","3","37","31","4","0.0504","0.1876","0.3834","0.5586","0.7014","6.6136"
"31.json","90.0","22","7","15","2.0","3","43","34","5","0.0388","0.1564","0.3294","0.5042","0.658","6.9276"
"32.json","90.0","9","1","8","0.0","5","16","21","1","0.1444","0.3778","0.6002","0.7684","0.8674","5.379552104731805"
"33.json","90.0","12","2","10","0.0","4","23","24","2","0.1398","0.3524","0.5732","0.7326","0.8456","5.5378"
"34.json","90.0","12","2","10","0.0","4","23","24","2","0.1376","0.348","0.5766","0.7408","0.849","5.5262"
"35.json","90.0","14","3","11","0.0","3","28","26","3","0.1238","0.3286","0.5472","0.714","0.8306","5.6598"
"36.json","90.0","15","3","12","1.0","4","28","27","2","0.0672","0.2412","0.4356","0.6144","0.7474","6.2788"
"37.json","90.0","17","4","13","1.0","4","32","29","3","0.0598","0.208","0.4056","0.5974","0.7296","6.441"
"38.json","90.0","18","4","14","1.0","3","35","30","3","0.0552","0.2128","0.4046","0.5814","0.7258","6.4688"
"39.json","90.0","19","5","14","1.0","3","37","31","4","0.049","0.1996","0.3832","0.5672","0.7128","6.5356"
"4.json","90.0","9","1","8","0.0","5","19","21","1","0.1482","0.3738","0.595","0.7574","0.8632","5.4166"
"40.json","90.0","15","3","12","1.0","4","28","27","2","0.0722","0.2282","0.4318","0.6104","0.7542","6.2738"
"41.json","90.0","18","4","14","1.0","3","35","30","3","0.0558","0.202","0.3864","0.5662","0.7124","6.51"
"42.json","90.0","17","4","13","1.0","4","32","29","3","0.0572","0.2114","0.409","0.5828","0.73","6.4488"
"43.json","90.0","19","5","14","1.0","3","37","31","4","0.0562","0.2028","0.3826","0.5684","0.7088","6.53209376"
"44.json","90.0","19","5","14","2.0","3","37","31","3","0.047","0.1834","0.361","0.5438","0.6806","6.7264"
"45.json","90.0","21","6","15","2.0","3","41","33","4","0.0406","0.1632","0.3346","0.5152","0.671","6.8288"
"46.json","90.0","21","6","15","2.0","3","41","33","4","0.038","0.156","0.3286","0.5062","0.6554","6.9314"
"47.json","90.0","22","7","15","2.0","3","43","34","5","0.0412","0.1582","0.3174","0.4946","0.6496","6.9548"
"48.json","90.0","11","2","9","0.0","4","19","23","2","0.141","0.3544","0.5852","0.755","0.8616","5.4572"
"49.json","90.0","17","4","13","1.0","3","31","29","3","0.066","0.225","0.4216","0.5854","0.732","6.3888"
"5.json","90.0","11","2","9","0.0","5","23","23","2","0.0896","0.2962","0.5082","0.6946","0.816","5.8402"
"50.json","90.0","17","4","13","1.0","3","31","29","3","0.0664","0.2264","0.4174","0.5876","0.7242","6.4378"
"51.json","90.0","21","6","15","2.0","2","40","33","4","0.0354","0.153","0.3248","0.4986","0.652","6.9356"
"52.json","90.0","17","4","13","1.0","3","31","29","3","0.0708","0.2282","0.4154","0.592","0.7346","6.3792"
"53.json","90.0","19","5","14","1.0","3","35","31","4","0.0462","0.171","0.3526","0.5276","0.671","6.7954"
"54.json","90.0","22","6","16","2.0","2","42","34","4","0.028","0.1282","0.297","0.4798","0.6378","7.0654"
"55.json","90.0","23","7","16","2.0","2","44","35","5","0.0258","0.121","0.284","0.4564","0.625","7.1706"
"56.json","90.0","17","4","13","1.0","3","31","29","3","0.0654","0.2172","0.4164","0.5858","0.7286","6.4114"
"57.json","90.0","22","6","16","2.0","2","42","34","4","0.0246","0.1268","0.301","0.4846","0.6468","7.0502"
"58.json","90.0","19","5","14","1.0","3","35","31","4","0.0438","0.177","0.3482","0.525","0.6712","6.7822"
"59.json","90.0","23","7","16","2.0","2","44","35","5","0.0278","0.1262","0.2782","0.451","0.6112","7.2254"
"6.json","90.0","12","2","10","0.0","4","26","24","2","0.085","0.2702","0.4928","0.6794","0.811","5.9194"
"60.json","90.0","21","6","15","2.0","2","40","33","4","0.0416","0.1642","0.3374","0.51","0.6588","6.8698"
"61.json","90.0","23","7","16","2.0","2","44","35","5","0.0268","0.1264","0.287","0.456","0.611","7.2348"
"62.json","90.0","23","7","16","2.0","2","44","35","5","0.028","0.1262","0.286","0.4548","0.6078","7.2222"
"63.json","90.0","24","8","16","2.0","2","46","36","6","0.0298","0.1188","0.2614","0.4294","0.5888","7.3636"
"64.json","90.0","9","1","8","0.0","5","16","21","1","0.1378","0.378","0.602","0.7746","0.8698","5.361"
"65.json","90.0","15","3","12","1.0","4","28","27","2","0.0652","0.233","0.4324","0.6094","0.7444","6.3008"
"66.json","90.0","15","3","12","1.0","4","28","27","2","0.0694","0.233","0.4342","0.6064","0.7432","6.3324"
"67.json","90.0","19","5","14","2.0","3","37","31","3","0.0482","0.1746","0.352","0.5292","0.673","6.7992"
"68.json","90.0","12","2","10","0.0","4","23","24","2","0.1362","0.3456","0.5616","0.7376","0.848","5.5506"
"69.json","90.0","17","4","13","1.0","4","32","29","3","0.0596","0.2106","0.4078","0.5778","0.7212","6.4784"
"7.json","90.0","13","3","10","0.0","4","28","25","3","0.0712","0.2362","0.4444","0.6242","0.7648","6.17"
"70.json","90.0","18","4","14","1.0","3","35","30","3","0.0564","0.2012","0.3896","0.5774","0.717","6.5122"
"71.json","90.0","21","6","15","2.0","3","41","33","4","0.037","0.1664","0.326","0.5094","0.6618","6.88863412"
"72.json","90.0","12","2","10","0.0","4","23","24","2","0.1386","0.3484","0.5548","0.7278","0.843","5.5652"
"73.json","90.0","18","4","14","1.0","3","35","30","3","0.0496","0.201","0.394","0.5702","0.7118","6.5332"
"74.json","90.0","17","4","13","1.0","4","32","29","3","0.0574","0.215","0.4102","0.5824","0.7206","6.4312"
"75.json","90.0","21","6","15","2.0","3","41","33","4","0.0446","0.175","0.3392","0.514","0.6714","6.828"
"76.json","90.0","14","3","11","0.0","3","28","26","3","0.1358","0.342","0.5566","0.7114","0.8286","5.62693652"
"77.json","90.0","19","5","14","1.0","3","37","31","4","0.0552","0.1954","0.3944","0.575","0.7206","6.51490712"
"78.json","90.0","19","5","14","1.0","3","37","31","4","0.0558","0.2044","0.3928","0.5708","0.7146","6.5078"
"79.json","90.0","22","7","15","2.0","3","43","34","5","0.0398","0.152","0.3222","0.4964","0.6494","6.90618628"
"8.json","90.0","9","1","8","0.0","5","19","21","1","0.1484","0.3836","0.6118","0.7662","0.8694","5.3502"
"80.json","90.0","11","2","9","0.0","5","18","23","2","0.1408","0.348","0.5692","0.7328","0.8432","5.5286"
"81.json","90.0","19","5","14","2.0","4","32","31","3","0.0366","0.163","0.3416","0.525","0.6702","6.7992"
"82.json","90.0","19","5","14","2.0","4","32","31","3","0.0406","0.1634","0.3338","0.51","0.6554","6.8942"
"83.json","90.0","24","8","16","4.0","3","42","36","4","0.0292","0.11","0.257","0.4306","0.5908","7.3496"
"84.json","90.0","14","3","11","0.0","4","25","26","3","0.1194","0.3234","0.538","0.708","0.826","5.7098"
"85.json","90.0","21","6","15","2.0","4","36","33","4","0.0356","0.1622","0.33","0.506","0.6538","6.9526"
"86.json","90.0","22","6","16","2.0","3","39","34","4","0.0302","0.137","0.3054","0.4844","0.6358","7.0334"
"87.json","90.0","26","9","17","4.0","3","46","38","5","0.0226","0.1092","0.2514","0.4272","0.5934","7.3844"
"88.json","90.0","14","3","11","0.0","4","25","26","3","0.1248","0.3222","0.5354","0.7068","0.8202","5.7088"
