"combinations","n","pMax","pAvg","r2","rse1","rse2"
"inverseDelay,timeComp1","2","1.0452486872502214e-32","3.4841622908340715e-33","0.9626807917460339","0.13382205576682432","0.13408626541351304"
"inverseDelay,timeComp2","2","0.1247296734257579","0.04157655780858597","0.9672204706276583","0.12541885842996303","0.1256664773451262"
"centrality,free","2","1.3460135324422545e-11","4.486711774807515e-12","0.9283967500266873","0.18536505052773053","0.18573102334310637"
"centrality,timeComp1","2","3.58100306368482e-22","1.19366768789494e-22","0.9575180996175615","0.14277871026374106","0.14306060335212095"
"centrality,timeComp2","2","0.9083966823086314","0.30279889410287714","0.9669180290370251","0.12599612091821422","0.1262448795432495"
"free,timeComp1","2","3.8723141853084504e-7","1.2907713951028167e-7","0.9471932398636332","0.15918650508606144","0.15950079266762188"
"free,timeComp2","2","9.686619055724448e-5","3.228873018574816e-5","0.9687839608639259","0.12239125407234436","0.12263289548048854"
"timeComp1,timeComp2","2","0.0002080995936419614","6.936653121398713e-5","0.9686160424438723","0.12271999824517796","0.12296228870464075"
"complexity,blocking,delay","3","0.9999887663915537","0.7499900517745588","0.9678763863726222","0.1244028360123768","0.124649422648819"
"complexity,blocking,inverseDelay","3","0.6378860106081938","0.1645290551142342","0.9679044880354076","0.1243484104505541","0.12459488920668861"
"complexity,blocking,centrality","3","1.2117002000680305e-23","3.044051450990697e-24","0.9770061424468851","0.10525045997808244","0.10545908349296282"
"complexity,blocking,free","3","2.1726214059240653e-6","5.517463256250377e-7","0.9713267052983948","0.11753220485530497","0.11776517278431603"
"complexity,delay,inverseBlocking","3","0.9999860086542625","0.7499881875174603","0.9678763863726222","0.12440283601237669","0.12464942264881888"
"complexity,delay,inverseDelay","3","0.6378860106076356","0.16452905511409183","0.9679044880354076","0.12434841045055414","0.12459488920668865"
"complexity,delay,centrality","3","3.8720585128970584e-13","9.680146282547052e-14","0.9770061424468851","0.10525045997808241","0.10545908349296279"
"complexity,delay,free","3","2.1726214059230963e-6","5.517463256247981e-7","0.9713267052983948","0.11753220485530495","0.117765172784316"
"complexity,delay,timeComp1","3","0.0326304712155885","0.008434983812416584","0.969172289267186","0.12186773003200758","0.12210929167644187"
"complexity,inverseBlocking,inverseDelay","3","0.6378860106081938","0.1645290551142342","0.9679044880354076","0.1243484104505541","0.12459488920668861"
"complexity,inverseBlocking,centrality","3","1.2117002000680305e-23","3.044051450990697e-24","0.9770061424468851","0.10525045997808244","0.10545908349296282"
"complexity,inverseBlocking,free","3","2.1726214059240653e-6","5.517463256250377e-7","0.9713267052983948","0.11753220485530497","0.11776517278431603"
"complexity,inverseDelay,centrality","3","0.6025286879389992","0.17721335997648247","0.9672555704398356","0.1255991784661974","0.12584813644778875"
"complexity,inverseDelay,timeComp1","3","0.00022171629973834827","5.554000264286646e-5","0.9702212095742547","0.11977649793476182","0.12001391441735407"
"complexity,centrality,free","3","0.06353355911611515","0.01588707368058804","0.9692030253971329","0.12180696203436894","0.1220484032267571"
"complexity,centrality,timeComp1","3","0.5408883246000141","0.13526582067634615","0.9686623547563286","0.12287152943158786","0.12311508076954955"
