"combinations","n","pMax","pAvg","r2","rse1","rse2"
"complexity","1","0.0","0.0","0.9584848320738809","0.023478313137265897","0.023524484889114405"
"blocking","1","0.0","0.0","0.8859573844451685","0.03891321161287314","0.03898973717668659"
"delay","1","0.0","0.0","0.9589588100763644","0.023343902634162722","0.023389810058316182"
"inverseBlocking","1","0.0","0.0","0.8859573844451685","0.03891321161287314","0.03898973717668659"
"inverseDelay","1","9.859531122572732e-278","4.929765561286366e-278","0.8325741207243557","0.04714924962344834","0.04724197193449043"
"centrality","1","0.0","0.0","0.8794398882568563","0.04000970157608253","0.04008838346442363"
"free","1","0.04901017674579856","0.02450508837289928","0.7105321846561976","0.061995994759570634","0.062117914237724996"
"timeComp1","1","0.0","0.0","0.9410757054520594","0.027971173496462366","0.02802618077377567"
"timeComp2","1","0.0","0.0","0.9584848320738809","0.023478313137265897","0.023524484889114405"
"complexity,blocking","2","6.804648816956275e-15","2.2682162723187583e-15","0.9664874518591791","0.02113588554543817","0.02117761487638003"
"complexity,delay","2","4.224022239503844e-14","1.6348290404010322e-14","0.9664874518591792","0.021135885545438157","0.021177614876380018"
"complexity,inverseBlocking","2","6.804648816956275e-15","2.2682162723187583e-15","0.9664874518591791","0.02113588554543817","0.02117761487638003"
"complexity,inverseDelay","2","0.00028547842973948974","9.515947657982991e-5","0.9605303169358904","0.022937629980204082","0.02298291655929764"
"complexity,centrality","2","4.651219249083435e-8","1.550406416361145e-8","0.9628515280868118","0.02225292991019193","0.022296864661572564"
"complexity,free","2","0.06124647676934326","0.020415492256447752","0.9590496415558749","0.023363912809098667","0.02341004101355036"
"complexity,timeComp1","2","1.089358967048905e-6","3.6311965568296833e-7","0.9620365616344213","0.022495699030330815","0.022540113089424156"
"blocking,delay","2","4.2240222395390183e-14","1.4080074131796728e-14","0.9664874518591791","0.021135885545438174","0.021177614876380032"
"blocking,inverseDelay","2","1.0114798080617372e-31","3.371599360205791e-32","0.925982123683643","0.03141123654090916","0.0314732528629644"
"blocking,centrality","2","0.4550860957965422","0.1517292478213243","0.886207348921265","0.03894698387997826","0.03902387829616068"
"blocking,free","2","1.891006278250688e-10","6.303354260835627e-11","0.9016660914102691","0.036204985177835956","0.03627646596840813"
"blocking,timeComp1","2","2.8372407325300803e-5","9.457469108433601e-6","0.9448786173102387","0.02710670782085516","0.02716022555868398"
"blocking,timeComp2","2","6.804648816920837e-15","2.2682162723069455e-15","0.9664874518591791","0.021135885545438184","0.021177614876380042"
"delay,inverseBlocking","2","4.2240222395105285e-14","1.4080074131701762e-14","0.9664874518591791","0.021135885545438167","0.021177614876380025"
"delay,inverseDelay","2","0.4451067050692985","0.14836890168976616","0.9590528084259874","0.023363009374909663","0.02340913579567909"
"delay,centrality","2","4.7513555567036125e-18","1.5837851855678709e-18","0.9683129266201508","0.02055217493380438","0.02059275182411465"
"delay,free","2","7.127858783839198e-8","2.3759529279463993e-8","0.9631683044897404","0.02215784800207047","0.022201595029856462"
"delay,timeComp1","2","3.124039576783504e-13","1.0413465255945013e-13","0.9660583193984238","0.0212707789447131","0.02131277460049326"
"delay,timeComp2","2","4.224022239581896e-14","1.6348290404241774e-14","0.9664874518591792","0.021135885545438157","0.021177614876380018"
"inverseBlocking,inverseDelay","2","1.0114798080617372e-31","3.371599360205791e-32","0.925982123683643","0.03141123654090916","0.0314732528629644"
"inverseBlocking,centrality","2","0.4550860957965422","0.1517292478213243","0.886207348921265","0.03894698387997826","0.03902387829616068"
"inverseBlocking,free","2","1.891006278250688e-10","6.303354260835627e-11","0.9016660914102691","0.036204985177835956","0.03627646596840813"
"inverseBlocking,timeComp1","2","2.8372407325300803e-5","9.457469108433601e-6","0.9448786173102387","0.02710670782085516","0.02716022555868398"
"inverseBlocking,timeComp2","2","6.804648816920837e-15","2.2682162723069455e-15","0.9664874518591791","0.021135885545438184","0.021177614876380042"
"inverseDelay,centrality","2","8.406223077766982e-37","2.8020743592556605e-37","0.9261385447659292","0.03137802849406115","0.03143997925228781"
"inverseDelay,free","2","2.1340793267564113e-62","7.113597755854704e-63","0.9200513268243173","0.03264542698893851","0.03270988001711332"
"inverseDelay,timeComp1","2","1.0540928327481566e-43","3.513642775827189e-44","0.9664570025079977","0.02114548535083136","0.021187233635010606"
"inverseDelay,timeComp2","2","0.00028547842973922736","9.515947657974245e-5","0.9605303169358904","0.022937629980204093","0.02298291655929765"
"centrality,free","2","3.673077013077634e-14","1.2243590043592112e-14","0.901642482423094","0.03620933114426882","0.03628082051523718"
"centrality,timeComp1","2","2.172821665516499e-6","7.242738885054997e-7","0.9458580654117495","0.026864799768163736","0.026917839898315955"
"free,timeComp1","2","5.684513309636056e-5","1.8948377698786854e-5","0.9446095626669585","0.02717278297313835","0.027226431165491574"
"free,timeComp2","2","0.0612464767693397","0.020415492256446566","0.9590496415558749","0.023363912809098678","0.023410041013550372"
"timeComp1,timeComp2","2","1.0893589670502149e-6","3.63119655683405e-7","0.9620365616344213","0.02249569903033081","0.02254011308942415"
"complexity,blocking,delay","3","0.9999998545946626","0.7499985796023362","0.9664874518591791","0.021177614876380025","0.021219592350428248"
"complexity,blocking,inverseDelay","3","0.3989038181168396","0.09972595453246569","0.966581450208802","0.021147893789723336","0.021189812351748126"
"complexity,blocking,centrality","3","1.150604322998016e-9","2.876511121445662e-10","0.9707683641450661","0.019778797348879513","0.019818002139280328"
"complexity,blocking,free","3","1.9394413432147866e-8","4.848603358037022e-9","0.9702036631285226","0.019968928346553384","0.020008510007487885"
"complexity,blocking,timeComp1","3","0.00010388649925419402","2.5971625087143596e-5","0.968370793259663","0.02057394008554154","0.020614720978057142"
"complexity,delay,inverseBlocking","3","0.9999988878666148","0.7499979043183218","0.9664874518591791","0.02117761487638003","0.02121959235042825"
"complexity,delay,inverseDelay","3","0.3989038181175347","0.09972595453265037","0.9665814502088019","0.02114789378972334","0.02118981235174813"
"complexity,delay,centrality","3","4.027261408817207e-6","1.007103003316443e-6","0.9707683641450662","0.019778797348879506","0.01981800213928032"
"complexity,delay,free","3","1.9394413431965774e-8","4.848606068375054e-9","0.9702036631285226","0.01996892834655339","0.02000851000748789"
"complexity,delay,timeComp1","3","0.00010388649925469444","3.0225186376747378e-5","0.968370793259663","0.020573940085541545","0.02061472097805715"
"complexity,inverseBlocking,inverseDelay","3","0.3989038181168396","0.09972595453246569","0.966581450208802","0.021147893789723336","0.021189812351748126"
"complexity,inverseBlocking,centrality","3","1.150604322998016e-9","2.876511121445662e-10","0.9707683641450661","0.019778797348879513","0.019818002139280328"
"complexity,inverseBlocking,free","3","1.9394413432147866e-8","4.848603358037022e-9","0.9702036631285226","0.019968928346553384","0.020008510007487885"
"complexity,inverseBlocking,timeComp1","3","0.00010388649925419402","2.5971625087143596e-5","0.968370793259663","0.02057394008554154","0.020614720978057142"
"complexity,inverseDelay,centrality","3","0.07791632384225253","0.01948216481062235","0.9633023203537031","0.022161166841905406","0.022205093875776533"
"complexity,inverseDelay,free","3","0.935682967809697","0.23443502104441624","0.9605313328245407","0.02298262078501586","0.02302817607408853"
"complexity,inverseDelay,timeComp1","3","5.530681821151352e-5","1.3826704711551503e-5","0.968482229060212","0.020537665125332866","0.020578374114982652"
"complexity,centrality,timeComp1","3","4.8570198385741405e-5","1.269153661941514e-5","0.9651263274834196","0.021603402802150944","0.0216462242570586"
"complexity,free,timeComp1","3","5.484130855195937e-6","1.371053402658272e-6","0.964902655471156","0.021672571791374332","0.021715530350458593"
"blocking,delay,inverseDelay","3","0.3989038181174336","0.0997259545293693","0.9665814502088019","0.02114789378972334","0.021189812351748133"
"blocking,delay,centrality","3","4.027261408805138e-6","1.0071030032820317e-6","0.9707683641450662","0.019778797348879506","0.01981800213928032"
"blocking,delay,free","3","1.9394413431964857e-8","4.8486060683747695e-9","0.9702036631285226","0.01996892834655339","0.020008510007487892"
"blocking,delay,timeComp1","3","0.00010388649925474622","3.0225186103172812e-5","0.968370793259663","0.02057394008554155","0.020614720978057152"
"blocking,inverseDelay,centrality","3","0.27870877870473454","0.11736990940536957","0.9264795215167448","0.03136732496340644","0.031429500098675435"
"blocking,inverseDelay,free","3","1.627539367489136e-20","4.068852878435258e-21","0.9447918412556675","0.027181595943878128","0.027235474284049287"
"blocking,inverseDelay,timeComp1","3","0.20467537698030164","0.05116884424507541","0.9666689373126911","0.021120193897323225","0.021162057553660043"
"blocking,inverseDelay,timeComp2","3","0.39890381811750114","0.09972595453263107","0.966581450208802","0.021147893789723333","0.021189812351748123"
"blocking,centrality,free","3","0.21183494870905842","0.10373313475650468","0.9022682585264263","0.03616522234823111","0.03623690769577533"
"blocking,centrality,timeComp1","3","0.044975105957870874","0.012052879934157469","0.9467048003199411","0.026706524107272676","0.02675946077786449"
"blocking,centrality,timeComp2","3","1.150604323005343e-9","2.8765111214639795e-10","0.9707683641450662","0.019778797348879506","0.01981800213928032"
"blocking,free,timeComp1","3","0.001421895432727211","0.0005330792855132232","0.9470101858295306","0.02662989898500362","0.026682683772151515"
"blocking,free,timeComp2","3","1.9394413431812712e-8","4.8486033579532335e-9","0.9702036631285226","0.01996892834655338","0.02000851000748788"
"delay,inverseBlocking,inverseDelay","3","0.39890381811753167","0.09972595452939383","0.9665814502088019","0.021147893789723343","0.021189812351748136"
