"COUSE","TERM1","TERM2","TERM3","TERM4","TERM5","TERM6","TERM7","TERM8","TERM9","TERM10"
"ENGL 110","81.6","97.0","99.4","100.0","100.0","100.0","100.0","100.0","100.0","100.0"
"MATH 162","80.3","94.6","98.7","99.7","99.9","100.0","100.0","100.0","100.0","100.0"
"ME 160L","80.4","96.2","99.5","100.0","100.0","100.0","100.0","100.0","100.0","100.0"
"CHEM 121","78.7","95.5","99.4","99.9","100.0","100.0","100.0","100.0","100.0","100.0"
"CHEM 123L","80.0","96.9","99.5","99.8","100.0","100.0","100.0","100.0","100.0","100.0"
"Fine Arts","79.2","95.1","98.8","99.9","100.0","100.0","100.0","100.0","100.0","100.0"
"ENGL 120","0.0","65.6","89.8","96.9","99.0","99.5","100.0","100.0","100.0","100.0"
"MATH 163","0.0","64.3","86.3","95.9","99.0","99.8","100.0","100.0","100.0","100.0"
"CS 151L","78.7","95.6","98.9","99.7","99.9","100.0","100.0","100.0","100.0","100.0"
"PHYC 160","0.0","64.7","89.6","97.5","99.2","99.7","100.0","100.0","100.0","100.0"
"PHYC 160L","78.9","96.6","99.4","99.6","100.0","100.0","100.0","100.0","100.0","100.0"
"Humanities","77.8","95.2","99.3","99.9","100.0","100.0","100.0","100.0","100.0","100.0"
"CE 202","0.0","0.0","39.8","73.9","91.2","97.0","99.3","99.9","100.0","100.0"
"ME 260L","0.0","40.0","80.3","95.1","98.7","99.5","100.0","100.0","100.0","100.0"
"MATH 264","0.0","0.0","52.0","80.0","92.8","98.5","99.5","99.8","99.9","100.0"
"PHYC 161","0.0","0.0","40.0","72.9","90.4","97.5","99.5","100.0","100.0","100.0"
"ME 217","81.4","96.1","98.7","99.8","99.9","100.0","100.0","100.0","100.0","100.0"
"ME 306","0.0","0.0","0.0","24.3","59.6","81.5","93.8","97.9","99.6","99.9"
"MATH 316","0.0","0.0","50.3","79.7","91.7","97.8","99.5","100.0","100.0","100.0"
"ECE 203","0.0","0.0","0.0","32.5","64.3","85.0","95.1","98.8","99.6","99.9"
"ME 318L","0.0","0.0","0.0","25.5","58.4","83.4","93.7","98.1","99.1","99.7"
"Writing and Speaking Core","80.3","96.1","99.2","99.6","99.9","100.0","100.0","100.0","100.0","100.0"
"ME 317L","0.0","0.0","0.0","0.0","11.2","38.9","66.6","84.0","94.4","98.5"
"ME 301","0.0","0.0","0.0","25.3","59.0","83.7","94.6","98.2","99.3","99.7"
"CE 302","0.0","0.0","0.0","26.8","60.0","82.2","92.4","97.7","99.5","99.9"
"Math Elective","76.2","94.8","99.0","99.9","100.0","100.0","100.0","100.0","100.0","100.0"
"Humanities","79.1","95.3","99.4","99.7","100.0","100.0","100.0","100.0","100.0","100.0"
"ME 360L","0.0","0.0","0.0","0.0","19.5","52.5","75.3","89.3","95.9","98.6"
"ME 357","0.0","0.0","0.0","0.0","19.6","50.6","74.7","89.7","95.7","98.8"
"ME 370L","0.0","0.0","0.0","0.0","19.8","51.0","75.7","88.9","96.0","98.8"
"ME 352L","78.3","96.0","99.0","99.8","100.0","100.0","100.0","100.0","100.0","100.0"
"ECON 105","80.3","96.6","99.4","99.7","100.0","100.0","100.0","100.0","100.0","100.0"
"Second Language or ME 406L","79.2","95.8","98.7","99.9","99.9","100.0","100.0","100.0","100.0","100.0"
"ME 320L","0.0","0.0","0.0","0.0","0.0","8.1","33.4","60.2","78.5","90.6"
"ME 459","0.0","0.0","0.0","0.0","21.6","50.6","75.9","88.2","95.7","98.7"
"ME 380","0.0","0.0","0.0","0.0","0.0","15.8","43.3","69.6","86.4","94.1"
"ME Technical Elective or ME 407","0.0","0.0","0.0","0.0","0.0","14.6","43.5","68.9","84.8","93.5"
"ME 460 or ME 408","0.0","0.0","0.0","0.0","0.0","0.0","4.2","19.7","44.1","67.7"
"Technical Elective","79.9","95.6","98.9","99.8","99.9","100.0","100.0","100.0","100.0","100.0"
"ME Technical Elective","82.2","96.7","99.3","99.8","99.9","100.0","100.0","100.0","100.0","100.0"
"ME Technical Elective","79.3","95.7","99.1","99.9","100.0","100.0","100.0","100.0","100.0","100.0"
"GRAD RATE","0.0","0.0","0.0","0.0","0.0","0.0","4.0","18.8","43.2","66.7"
