"COUSE","TERM1","TERM2","TERM3","TERM4","TERM5","TERM6","TERM7","TERM8","TERM9","TERM10"
"HIST 1377","81.6","96.5","99.0","99.6","100.0","100.0","100.0","100.0","100.0","100.0"
"ENGL 1303","80.0","95.8","99.3","100.0","100.0","100.0","100.0","100.0","100.0","100.0"
"ENGI 1100","81.0","96.4","99.4","99.9","100.0","100.0","100.0","100.0","100.0","100.0"
"MATH 1431","80.1","95.9","99.5","99.9","100.0","100.0","100.0","100.0","100.0","100.0"
"CHEM 1331","79.6","95.9","98.8","99.6","100.0","100.0","100.0","100.0","100.0","100.0"
"CHEM 1111","79.8","97.0","99.1","99.9","99.9","100.0","100.0","100.0","100.0","100.0"
"HIST 1378","82.1","96.3","99.3","99.7","99.9","100.0","100.0","100.0","100.0","100.0"
"ENGL 1304","0.0","63.7","90.0","97.6","99.7","99.8","100.0","100.0","100.0","100.0"
"ENGI 1331","0.0","52.4","85.0","95.9","98.9","99.4","100.0","100.0","100.0","100.0"
"MATH 1432","0.0","61.4","88.3","97.2","99.4","99.9","100.0","100.0","100.0","100.0"
"PHYS 1121","0.0","63.1","88.9","96.5","99.2","100.0","100.0","100.0","100.0","100.0"
"PHYS 1121L","0.0","64.4","89.3","97.5","99.6","99.8","99.8","100.0","100.0","100.0"
"POLS 1336","81.3","96.4","99.2","99.8","100.0","100.0","100.0","100.0","100.0","100.0"
"ECE 2201","0.0","0.0","97.0","149.9","169.0","175.7","177.5","177.7","177.7","177.7"
"MATH 3321","0.0","0.0","47.2","80.7","94.0","98.3","99.6","100.0","100.0","100.0"
"MATH 2433","0.0","0.0","48.3","79.9","93.4","98.5","99.7","99.8","99.8","100.0"
"PHYS 1122","0.0","0.0","38.9","73.9","90.4","97.1","99.3","99.8","99.9","100.0"
"PHYS 1122L","0.0","0.0","36.8","73.4","89.7","97.5","99.2","99.9","100.0","100.0"
"ENGL 2304","0.0","0.0","0.0","42.1","74.8","90.9","96.9","99.4","99.8","100.0"
"ECE 3331","0.0","0.0","0.0","36.9","69.2","89.1","96.0","99.1","99.7","99.8"
"ECE 3337","0.0","0.0","0.0","47.5","79.3","92.3","97.3","99.5","99.9","100.0"
"ECE 2202","0.0","0.0","0.0","47.8","79.6","92.2","97.4","99.2","99.8","100.0"
"ECE 2100","0.0","0.0","0.0","28.6","63.4","84.7","95.2","98.2","99.4","100.0"
"ECE 3436","0.0","0.0","0.0","22.6","58.1","80.1","91.8","97.3","99.3","99.8"
"Art","78.4","95.8","99.3","99.8","100.0","100.0","100.0","100.0","100.0","100.0"
"ECE 3155","0.0","0.0","0.0","0.0","16.6","48.5","75.2","90.3","96.6","98.8"
"Concentration Elective 1","79.0","95.3","98.9","99.9","100.0","100.0","100.0","100.0","100.0","100.0"
"ECE 3355","0.0","0.0","0.0","0.0","13.0","41.8","72.5","88.2","95.3","98.2"
"ECE 3317","0.0","0.0","0.0","0.0","29.6","63.7","84.4","93.6","98.6","99.3"
"ECE Elective 1","81.8","95.9","99.3","99.9","100.0","100.0","100.0","100.0","100.0","100.0"
"POLS 1337","80.6","96.9","99.6","100.0","100.0","100.0","100.0","100.0","100.0","100.0"
"INDE 2333","0.0","0.0","0.0","33.4","69.1","87.9","95.7","98.8","99.8","100.0"
"ECE Elective 2","80.0","95.7","99.1","99.7","99.9","100.0","100.0","100.0","100.0","100.0"
"Elective Lab 1","79.8","95.6","98.4","99.5","99.9","100.0","100.0","100.0","100.0","100.0"
"Concentration Elective 2","81.7","96.3","99.5","99.6","99.9","100.0","100.0","100.0","100.0","100.0"
"ECE 3340","0.0","0.0","0.0","0.0","29.2","60.1","85.0","93.5","98.2","99.1"
"ECON 2304","80.6","96.0","98.8","99.7","100.0","100.0","100.0","100.0","100.0","100.0"
"ECE 4335","0.0","0.0","0.0","0.0","0.0","3.6","21.6","53.2","76.7","90.9"
"Tech Elective 1","80.7","95.6","99.4","99.9","100.0","100.0","100.0","100.0","100.0","100.0"
"Elective Lab 2","78.4","95.4","99.2","99.9","100.0","100.0","100.0","100.0","100.0","100.0"
"Concentration Elective 3","79.2","95.8","99.1","99.8","100.0","100.0","100.0","100.0","100.0","100.0"
"ECE 4336","0.0","0.0","0.0","0.0","0.0","0.0","2.8","17.4","45.7","70.2"
"Elective Lab 3","77.5","94.4","98.8","100.0","100.0","100.0","100.0","100.0","100.0","100.0"
"Elective Lab 4","77.4","94.8","98.3","99.7","100.0","100.0","100.0","100.0","100.0","100.0"
"Concentration Elective 4","79.1","94.8","99.1","100.0","100.0","100.0","100.0","100.0","100.0","100.0"
"Concentration Elective 5","78.2","96.8","99.4","99.9","99.9","100.0","100.0","100.0","100.0","100.0"
"Concentration Elective 6","81.4","96.2","98.8","99.8","100.0","100.0","100.0","100.0","100.0","100.0"
"GRAD RATE","0.0","0.0","0.0","0.0","0.0","0.0","2.8","17.4","45.5","70.2"
