"COUSE","TERM1","TERM2","TERM3","TERM4","TERM5","TERM6","TERM7","TERM8","TERM9","TERM10"
"ENGL 110","81.6","96.3","98.9","99.8","99.9","100.0","100.0","100.0","100.0","100.0"
"MATH 162","80.9","96.4","99.3","99.7","100.0","100.0","100.0","100.0","100.0","100.0"
"ECE 101","82.0","96.1","99.1","99.7","99.9","100.0","100.0","100.0","100.0","100.0"
"ECE 131","80.2","96.2","99.2","99.9","100.0","100.0","100.0","100.0","100.0","100.0"
"PHYC 160","79.8","95.7","99.0","99.6","100.0","100.0","100.0","100.0","100.0","100.0"
"ENGL 120","0.0","65.1","90.4","97.5","99.4","99.8","99.9","100.0","100.0","100.0"
"MATH 163","0.0","64.1","89.9","97.6","99.5","100.0","100.0","100.0","100.0","100.0"
"PHYC 161","0.0","52.1","84.9","96.0","98.8","99.8","99.9","100.0","100.0","100.0"
"PHYC 161L","0.0","64.6","89.8","97.4","99.2","99.9","100.0","100.0","100.0","100.0"
"ECON 105","82.2","96.4","98.9","99.9","100.0","100.0","100.0","100.0","100.0","100.0"
"ECE 203","0.0","0.0","22.8","62.1","85.7","95.6","99.1","99.6","99.9","100.0"
"MATH 264","0.0","0.0","50.8","82.1","94.3","98.5","99.7","100.0","100.0","100.0"
"PHYC 262","0.0","0.0","33.3","71.0","89.2","96.6","99.2","99.7","100.0","100.0"
"ECE 238L","0.0","65.1","89.1","97.1","99.0","99.8","100.0","100.0","100.0","100.0"
"ENGL 219","0.0","0.0","51.7","83.9","94.7","98.4","99.7","99.8","99.9","100.0"
"ECE 206L","0.0","0.0","0.0","18.2","54.2","79.7","92.5","97.4","99.0","99.6"
"ECE 213","0.0","0.0","51.2","76.2","89.5","95.7","98.7","99.6","99.8","99.9"
"ECE 300","0.0","0.0","51.1","82.2","94.5","98.2","99.8","100.0","100.0","100.0"
"Natural Science","79.6","96.1","99.2","100.0","100.0","100.0","100.0","100.0","100.0","100.0"
"Humanities 1","79.3","96.0","99.4","99.9","100.0","100.0","100.0","100.0","100.0","100.0"
"ECE 321L","0.0","0.0","0.0","41.6","69.0","84.4","93.3","97.5","99.2","99.6"
"ECE 314","0.0","0.0","0.0","32.5","62.8","82.3","93.3","97.0","98.9","99.7"
"ECE 371","0.0","0.0","0.0","26.8","63.0","82.1","93.7","97.9","99.3","100.0"
"ECE 340","0.0","0.0","0.0","41.3","73.3","90.3","96.1","99.2","99.9","100.0"
"Social Science","80.3","96.4","99.0","99.6","100.0","100.0","100.0","100.0","100.0","100.0"
"ECE 322L","0.0","0.0","0.0","0.0","31.0","61.2","79.0","91.4","96.7","98.7"
"ECE 381","0.0","0.0","0.0","40.6","70.0","86.1","93.9","97.9","99.3","99.8"
"ECE 344L","0.0","0.0","0.0","0.0","9.1","36.6","64.3","82.9","93.3","97.6"
"ECE 360","0.0","0.0","0.0","27.6","59.7","80.5","92.5","97.7","99.1","99.5"
"Humanities 2","80.1","96.7","99.4","99.8","100.0","100.0","100.0","100.0","100.0","100.0"
"ECE 419","78.5","94.5","98.8","99.6","100.0","100.0","100.0","100.0","100.0","100.0"
"ECE 345","0.0","0.0","0.0","0.0","26.4","56.0","77.1","90.0","95.8","98.1"
"ECE 341","0.0","0.0","0.0","0.0","17.3","44.4","69.8","86.1","94.9","97.9"
"EE Track Elective 1","78.5","96.5","99.6","99.8","99.9","100.0","100.0","100.0","100.0","100.0"
"Fine Arts","77.2","95.1","99.6","99.9","100.0","100.0","100.0","100.0","100.0","100.0"
"ECE 420","0.0","63.8","88.1","96.4","99.2","99.8","100.0","100.0","100.0","100.0"
"EE Track Elective 2","80.2","96.4","99.3","100.0","100.0","100.0","100.0","100.0","100.0","100.0"
"Senior Tech Elective 1","80.5","95.5","99.2","99.6","100.0","100.0","100.0","100.0","100.0","100.0"
"Second Language","82.5","95.2","99.1","99.9","100.0","100.0","100.0","100.0","100.0","100.0"
"GRAD RATE","0.0","0.0","0.0","0.0","1.5","17.4","45.7","70.8","88.6","95.2"
