"combinations","n","pMax","pAvg","r2"
"complexity","1","0.0","0.0","0.9641003997445634"
"blocking","1","0.0","0.0","0.9130583315005376"
"delay","1","0.0","0.0","0.9444919788621917"
"centrality","1","0.0","0.0","0.912375687463372"
"reachability","1","0.0","0.0","0.9130583315005376"
"term_complexity","1","0.0","0.0","0.9368663219379687"
"term_blocking","1","0.0","0.0","0.8779950455311936"
"term_delay","1","0.0","0.0","0.913229774906909"
"term_centrality","1","0.0","0.0","0.9110960636921406"
"term_reachability","1","0.0","0.0","0.8779950455311936"
"free","1","9.14026319860249e-130","4.570131599301245e-130","0.6972992107590188"
"edges","1","4.061688353264476e-237","2.030844176632238e-237","0.8091578626633485"
"complexity,centrality","2","0.8427221529429069","0.2809073843143023","0.9641059629831459"
"complexity,reachability","2","0.006078439779353653","0.0020261465931178846","0.9651336116871108"
"complexity,term_centrality","2","0.17283879358645482","0.05761293119548494","0.9643611174197134"
"complexity,term_reachability","2","0.8393578421492477","0.27978594738308254","0.9641062068160258"
"complexity,edges","2","8.608377366072152e-10","2.8694591220240504e-10","0.9687312693612434"
"blocking,delay","2","1.4366813367605452e-34","4.7889377892018175e-35","0.9651336116871108"
"blocking,centrality","2","0.11860380367791729","0.05117427688590781","0.9138841157515842"
"blocking,term_delay","2","3.877360430209315e-60","2.0630310807269666e-60","0.9577421732258475"
"blocking,term_centrality","2","0.004014675458517703","0.001393110213457802","0.9158021104704628"
"blocking,term_reachability","2","0.2780398081802975","0.09267993606009917","0.9134592286480303"
"blocking,free","2","2.1921770065882683e-7","7.307256688627561e-8","0.921371802369682"
"delay,centrality","2","4.768267255169612e-47","1.5894224183898709e-47","0.9694510414837337"
"delay,reachability","2","1.4366813367888336e-34","4.788937789296112e-35","0.9651336116871109"
"delay,term_blocking","2","3.3061863228385785e-30","1.1020621076128595e-30","0.9633244509134352"
"delay,term_reachability","2","3.3061863228385785e-30","1.1020621076128595e-30","0.9633244509134352"
"delay,free","2","1.7420459037322545e-6","5.806819679107514e-7","0.9490752826732647"
"delay,edges","2","9.160019218952211e-10","3.053339739650737e-10","0.9516321428066644"
"centrality,reachability","2","0.11860380367775614","0.051174276885881005","0.9138841157515841"
"centrality,term_blocking","2","0.05066145758861936","0.016887152529539786","0.9136737857610165"
"centrality,term_delay","2","2.856377011798249e-73","1.0059967979229404e-73","0.9621200250862659"
"centrality,term_reachability","2","0.05066145758861936","0.016887152529539786","0.9136737857610165"
"centrality,free","2","6.777737273581067e-11","2.2592457578603558e-11","0.9249564399663587"
"centrality,edges","2","0.012526162207121992","0.004175387402373997","0.9144750324537883"
"reachability,term_complexity","2","3.8980232400521886e-16","1.2993410800173962e-16","0.9499325621979866"
"reachability,term_blocking","2","0.2780398081802975","0.09267993606009917","0.9134592286480303"
"reachability,term_delay","2","3.877360430209315e-60","2.0630310807269666e-60","0.9577421732258475"
"reachability,term_centrality","2","0.004014675458517703","0.001393110213457802","0.9158021104704628"
"reachability,free","2","2.1921770065882683e-7","7.307256688627561e-8","0.921371802369682"
"term_complexity,term_centrality","2","1.2628092395253764e-11","4.209364131751255e-12","0.9465238825077474"
"term_complexity,term_reachability","2","0.4866521371210774","0.16221737904035913","0.9369863752562632"
"term_complexity,free","2","1.3880370332727692e-6","4.626790110909231e-7","0.9421705100026783"
"term_complexity,edges","2","0.03877000948717055","0.012923336495723517","0.9379103368177376"
"term_blocking,term_delay","2","1.2969829980075486e-22","4.3232766600251617e-23","0.9369863752562632"
"term_blocking,term_centrality","2","0.013317941637422349","0.004439313879140783","0.9131898888117306"
"term_blocking,free","2","3.1183428322465205e-11","1.0394476107488401e-11","0.8960444928933984"
"term_blocking,edges","2","0.624972035847993","0.208324011949331","0.8781097092585829"
"term_delay,term_centrality","2","6.547852152593296e-55","2.187311178631405e-55","0.9557055401975832"
"term_delay,term_reachability","2","1.2969829980076127e-22","4.3232766600253756e-23","0.9369863752562633"
