"combinations","n","pMax","pAvg","r2"
"centrality,reachability,term_blocking,free","4","0.30411633415928946","0.07510207641213561","0.7704285254855614"
"centrality,reachability,term_blocking,edges","4","0.22771674534891437","0.04637198359393147","0.7776337883790698"
"centrality,reachability,term_delay,free","4","0.02142822787184216","0.005571268224564075","0.8904062708397037"
"centrality,reachability,term_delay,edges","4","0.1706162562393226","0.038142800399571804","0.8668480328182271"
"centrality,reachability,free,edges","4","0.9689965195164821","0.19820188674101435","0.784388468750306"
"centrality,term_complexity,term_reachability,free","4","2.6479730599488214e-5","5.299511370061646e-6","0.8972565603819406"
"centrality,term_complexity,term_reachability,edges","4","0.0005128595551849038","0.0001385007856936405","0.8660441002289367"
"centrality,term_complexity,free,edges","4","0.059430201653134715","0.011971660470072781","0.8652961157785642"
"centrality,term_blocking,term_delay,free","4","2.6479730599402098e-5","5.73173227388375e-6","0.8972565603819405"
"centrality,term_blocking,term_delay,edges","4","0.5519241453875214","0.11048763928655832","0.8660441002289367"
"centrality,term_blocking,free,edges","4","1.3854579190641458e-5","2.8554764816820052e-6","0.7952482917386248"
"centrality,term_delay,term_reachability,free","4","2.6479730599409884e-5","5.731732273885348e-6","0.8972565603819405"
"centrality,term_delay,term_reachability,edges","4","0.5519241453874792","0.11048763928654988","0.8660441002289369"
"centrality,term_delay,free,edges","4","0.2416694576432083","0.05040310370307771","0.8887103592659535"
"centrality,term_reachability,free,edges","4","1.3854579190641458e-5","2.8554764816820052e-6","0.7952482917386248"
"reachability,term_complexity,term_centrality,free","4","0.005065543655763518","0.0010325832221874966","0.8655394324259718"
"reachability,term_complexity,term_centrality,edges","4","0.1682661606123248","0.03484975117626331","0.8581798756947233"
"reachability,term_complexity,free,edges","4","0.13489896115159045","0.027069568490169442","0.86459778054741"
"reachability,term_blocking,term_delay,term_centrality","4","0.029626334443782893","0.005930689805965214","0.8665366617387189"
"reachability,term_blocking,term_delay,free","4","0.000203393395251901","4.329087077096284e-5","0.8951079400524178"
"reachability,term_blocking,term_delay,edges","4","0.8327607662537531","0.16661084172680063","0.8631656330218413"
"reachability,term_blocking,term_centrality,edges","4","0.22771674534906355","0.0461005250750945","0.7776337883790699"
"reachability,term_blocking,free,edges","4","7.087950145876206e-5","1.4273272291010452e-5","0.797098492256398"
"reachability,term_delay,term_centrality,free","4","0.055631858428425975","0.013434091696245718","0.8887931412184353"
"reachability,term_delay,free,edges","4","0.40154633632545295","0.09073574965705236","0.8874908233016991"
"reachability,term_centrality,free,edges","4","0.21963619126401623","0.044063450294595255","0.7938412950651856"
"term_complexity,term_centrality,term_reachability,free","4","2.953221220028609e-7","9.344743070931446e-8","0.8956409402389823"
"term_complexity,term_centrality,term_reachability,edges","4","0.022796530338355","0.004559580501530756","0.8667717933555255"
"term_complexity,term_centrality,free,edges","4","0.3687823578834891","0.08015503625950421","0.8638332533211083"
"term_complexity,term_reachability,free,edges","4","0.2649650322451048","0.053032030084709046","0.8903624390617548"
"term_blocking,term_delay,term_centrality,edges","4","0.022796530338401674","0.006058531619378902","0.8667717933555255"
"term_blocking,term_delay,free,edges","4","0.2649650322450702","0.053274599702968085","0.8903624390617547"
"term_blocking,term_centrality,free,edges","4","0.4316311959148411","0.08632767590121114","0.7931163513318892"
"term_delay,term_centrality,term_reachability,free","4","1.3257329205562733e-6","3.5859401482048486e-7","0.8956409402389823"
"term_delay,term_centrality,term_reachability,edges","4","0.02279653033832521","0.006058531619366182","0.8667717933555255"
"term_delay,term_centrality,free,edges","4","0.6993250635563376","0.2375911770198757","0.886023925806704"
"term_delay,term_reachability,free,edges","4","0.26496503224506307","0.05327459970296666","0.8903624390617549"
"term_centrality,term_reachability,free,edges","4","0.43163119591483706","0.08632767590121034","0.7931163513318892"
"complexity,centrality,reachability,free,edges","5","0.4389798278167637","0.0733408932283093","0.876212747419866"
"complexity,centrality,term_reachability,free,edges","5","0.0041476285414830194","0.0007044105181043245","0.8744621611520756"
"complexity,reachability,term_centrality,free,edges","5","0.3156833295760217","0.05263684638795529","0.888860093978121"
"complexity,term_centrality,term_reachability,free,edges","5","0.01662832678246805","0.0030740985330850574","0.8712412562549777"
"blocking,delay,centrality,term_reachability,free","5","4.561775936512666e-6","1.4658212046757992e-6","0.8871827784356963"
"blocking,delay,centrality,term_reachability,edges","5","0.001350705608469098","0.00034909077643021204","0.8825447774537077"
"blocking,delay,centrality,free,edges","5","0.4389798278167547","0.07457739800614983","0.876212747419866"
"blocking,delay,term_centrality,term_reachability,free","5","0.3497099582854403","0.05829397837800566","0.8888017437846395"
"blocking,delay,term_centrality,term_reachability,edges","5","0.613185793759123","0.12723626155126486","0.8825447774537076"
"blocking,delay,term_reachability,free,edges","5","0.23310389106237006","0.03894173397304117","0.8833076305406773"
"blocking,centrality,term_delay,term_reachability,free","5","0.3889352616520979","0.0672056815811244","0.8975595019104443"
"blocking,centrality,term_delay,term_reachability,edges","5","0.5832256597455668","0.13275180028535882","0.8670075436554514"
"blocking,centrality,term_delay,free,edges","5","0.8757029110508858","0.15556024265266785","0.8904169527176028"
"blocking,centrality,term_reachability,free,edges","5","0.9681040610324992","0.183058960188431","0.7970997847573953"
"blocking,term_delay,term_centrality,term_reachability,edges","5","0.5047489320195475","0.14545850572659771","0.8670075436554513"
"blocking,term_delay,term_centrality,free,edges","5","0.38603059839369175","0.07480168710831021","0.8891250630938733"
"blocking,term_delay,term_reachability,free,edges","5","0.13875548157004208","0.03240039879046621","0.8960159186175319"
"blocking,term_centrality,term_reachability,free,edges","5","0.9681040610346413","0.17320130756679375","0.7970997847573948"
"delay,centrality,reachability,term_blocking,free","5","4.561775936512405e-6","1.465821204675816e-6","0.8871827784356963"
"delay,centrality,reachability,term_blocking,edges","5","0.0013507056084682226","0.00034909077642999786","0.8825447774537076"
"delay,centrality,term_blocking,free,edges","5","0.9727985513972184","0.16220207007310175","0.8826471555376438"
"delay,centrality,term_reachability,free,edges","5","0.9727985513972184","0.16220207007310175","0.8826471555376438"
"delay,reachability,term_blocking,term_centrality,free","5","0.34970995828540213","0.05829397837799929","0.8888017437846394"
"delay,reachability,term_blocking,term_centrality,edges","5","0.6131857937609977","0.12723626155144607","0.8825447774537076"
"delay,reachability,term_blocking,free,edges","5","0.23310389106231022","0.03894173397303163","0.8833076305406771"
"delay,reachability,term_centrality,free,edges","5","0.3156833295760791","0.05263774764453438","0.8888600939781209"
"delay,term_blocking,term_centrality,free,edges","5","0.6280309270202814","0.10653308872372853","0.8827562607132199"
"delay,term_centrality,term_reachability,free,edges","5","0.6280309270210594","0.1065330887238597","0.8827562607132198"
"centrality,reachability,term_complexity,free,edges","5","0.27424757068325145","0.06537903790833254","0.8659345968073346"
"centrality,reachability,term_blocking,term_delay,free","5","0.38893526165482506","0.06720568158161182","0.8975595019104442"
"centrality,reachability,term_blocking,term_delay,edges","5","0.5832256597452918","0.13275180028549483","0.8670075436554513"
"centrality,reachability,term_blocking,free,edges","5","0.9681040610346573","0.18305896018868076","0.7970997847573951"
"centrality,term_complexity,term_reachability,free,edges","5","0.06466582503674727","0.01773358281448494","0.8986350760768393"
"centrality,term_blocking,term_delay,free,edges","5","0.06466582503643876","0.01773370189898296","0.8986350760768392"
"centrality,term_delay,term_reachability,free,edges","5","0.06466582503644053","0.01773370189898355","0.8986350760768395"
"reachability,term_complexity,term_centrality,free,edges","5","6.092114739073831e-5","1.5659938277365563e-5","0.8736319223695798"
"reachability,term_blocking,term_delay,term_centrality,free","5","0.21956952528573154","0.052347614829296014","0.8962638458552155"
"reachability,term_blocking,term_delay,term_centrality,edges","5","0.5047489320195844","0.1454585057266107","0.8670075436554512"
"reachability,term_blocking,term_delay,free,edges","5","0.1387554815705263","0.03240039879049856","0.896015918617532"
"reachability,term_blocking,term_centrality,free,edges","5","0.9681040610336359","0.17320130756665186","0.7970997847573953"
"reachability,term_delay,term_centrality,free,edges","5","0.38603059839369175","0.07480168710831021","0.8891250630938733"
"term_complexity,term_centrality,term_reachability,free,edges","5","0.04248920940574597","0.007387763187981642","0.8995265861324518"
"term_blocking,term_delay,term_centrality,free,edges","5","0.042489209405735896","0.007387764242181092","0.899526586132452"
