"combinations","r2"
"delay,inverseBlocking,inverseDelay,creditHours,free","0.91299136350733"
"delay,inverseBlocking,inverseDelay,creditHours,timeComp1","0.9143817460135152"
"delay,inverseBlocking,inverseDelay,creditHours,timeComp2","0.919095939588212"
"delay,inverseBlocking,inverseDelay,free,timeComp2","0.8177399435232402"
"delay,inverseBlocking,inverseDelay,timeComp1,timeComp2","0.8308370887803052"
"delay,inverseBlocking,centrality,creditHours,free","0.9192138373088076"
"delay,inverseBlocking,centrality,creditHours,timeComp1","0.9214322042708407"
"delay,inverseBlocking,centrality,creditHours,timeComp2","0.9242377258413258"
"delay,inverseBlocking,centrality,free,timeComp1","0.8051405027107716"
"delay,inverseBlocking,centrality,free,timeComp2","0.8240299480044142"
"delay,inverseBlocking,centrality,timeComp1,timeComp2","0.8334382152932617"
"delay,inverseBlocking,creditHours,free,timeComp1","0.9139068048486582"
"delay,inverseBlocking,creditHours,free,timeComp2","0.9200542917509639"
"delay,inverseBlocking,creditHours,timeComp1,timeComp2","0.9185820512654645"
"delay,inverseBlocking,free,timeComp1,timeComp2","0.8308173090441493"
"delay,inverseDelay,centrality,creditHours,free","0.9191932836052231"
"delay,inverseDelay,centrality,creditHours,timeComp1","0.9217595239892885"
"delay,inverseDelay,centrality,free,timeComp1","0.8052622462298407"
"delay,inverseDelay,centrality,free,timeComp2","0.8219022822770055"
"delay,inverseDelay,centrality,timeComp1,timeComp2","0.8324946405707697"
"delay,inverseDelay,creditHours,free,timeComp1","0.8968113992094541"
"delay,inverseDelay,creditHours,free,timeComp2","0.9004492561319104"
"delay,inverseDelay,creditHours,timeComp1,timeComp2","0.9020223950315414"
"delay,inverseDelay,free,timeComp1,timeComp2","0.8301020668729384"
"delay,centrality,creditHours,free,timeComp1","0.9216809821843688"
"delay,centrality,creditHours,free,timeComp2","0.925027949955355"
"delay,centrality,creditHours,timeComp1,timeComp2","0.9252640144307314"
"delay,centrality,free,timeComp1,timeComp2","0.8323929169538072"
"delay,creditHours,free,timeComp1,timeComp2","0.900734941137074"
"inverseBlocking,inverseDelay,centrality,creditHours,free","0.918938301246063"
"inverseBlocking,inverseDelay,centrality,creditHours,timeComp1","0.9216954609281947"
"inverseBlocking,inverseDelay,centrality,creditHours,timeComp2","0.9243942423096985"
"inverseBlocking,inverseDelay,centrality,free,timeComp1","0.7956337817197578"
"inverseBlocking,inverseDelay,centrality,free,timeComp2","0.8048154539221057"
"inverseBlocking,inverseDelay,centrality,timeComp1,timeComp2","0.817265903516522"
"inverseBlocking,inverseDelay,creditHours,free,timeComp1","0.9112598793720599"
"inverseBlocking,inverseDelay,creditHours,free,timeComp2","0.921360248030874"
"inverseBlocking,inverseDelay,creditHours,timeComp1,timeComp2","0.9196727786114769"
"inverseBlocking,inverseDelay,free,timeComp1,timeComp2","0.8058479705840702"
"inverseBlocking,centrality,creditHours,free,timeComp1","0.9216785659604896"
"inverseBlocking,centrality,creditHours,free,timeComp2","0.9234270084504749"
"inverseBlocking,centrality,creditHours,timeComp1,timeComp2","0.9234869439709511"
"inverseBlocking,centrality,free,timeComp1,timeComp2","0.806261180528595"
"inverseBlocking,creditHours,free,timeComp1,timeComp2","0.9197682734844508"
"inverseDelay,centrality,creditHours,free,timeComp1","0.9219034698673244"
"inverseDelay,centrality,creditHours,free,timeComp2","0.925007163392176"
"inverseDelay,centrality,creditHours,timeComp1,timeComp2","0.9253857029353557"
"inverseDelay,centrality,free,timeComp1,timeComp2","0.8001064019370788"
"inverseDelay,creditHours,free,timeComp1,timeComp2","0.9003554988409121"
"centrality,creditHours,free,timeComp1,timeComp2","0.9228755658908837"
"complexity,blocking,delay,inverseDelay,centrality,creditHours","0.9192986718185211"
"complexity,blocking,delay,inverseDelay,centrality,free","0.5453067839597081"
"complexity,blocking,delay,inverseDelay,centrality,timeComp1","0.7923043636676455"
"complexity,blocking,delay,inverseDelay,centrality,timeComp2","0.8187699386790369"
"complexity,blocking,delay,inverseDelay,creditHours,timeComp1","0.9143817460135151"
"complexity,blocking,delay,inverseDelay,creditHours,timeComp2","0.9190959395882119"
"complexity,blocking,delay,inverseDelay,free,timeComp1","0.8052470247869403"
"complexity,blocking,delay,inverseDelay,free,timeComp2","0.8177399435232401"
"complexity,blocking,delay,inverseDelay,timeComp1,timeComp2","0.8308370887803053"
"complexity,blocking,delay,centrality,creditHours,free","0.9192138373088077"
"complexity,blocking,delay,centrality,creditHours,timeComp1","0.9214322042708406"
"complexity,blocking,delay,centrality,free,timeComp1","0.8051405027107715"
"complexity,blocking,delay,centrality,free,timeComp2","0.8240299480044142"
"complexity,blocking,delay,centrality,timeComp1,timeComp2","0.8334382152932616"
"complexity,blocking,delay,creditHours,free,timeComp1","0.9139068048486582"
"complexity,blocking,delay,creditHours,free,timeComp2","0.9200542917509638"
"complexity,blocking,delay,creditHours,timeComp1,timeComp2","0.9185820512654645"
"complexity,blocking,delay,free,timeComp1,timeComp2","0.8308173090441494"
"complexity,blocking,inverseDelay,centrality,creditHours,free","0.919301415095735"
"complexity,blocking,inverseDelay,centrality,creditHours,timeComp1","0.9217752904596282"
"complexity,blocking,inverseDelay,centrality,free,timeComp1","0.8052665692717647"
"complexity,blocking,inverseDelay,centrality,free,timeComp2","0.8240936172083515"
"complexity,blocking,inverseDelay,centrality,timeComp1,timeComp2","0.8335581800333085"
"complexity,blocking,inverseDelay,creditHours,free,timeComp1","0.9143817627060015"
"complexity,blocking,inverseDelay,creditHours,free,timeComp2","0.921362696639811"
"complexity,blocking,inverseDelay,creditHours,timeComp1,timeComp2","0.9197157921303719"
"complexity,blocking,inverseDelay,free,timeComp1,timeComp2","0.8308698665160026"
"complexity,blocking,centrality,creditHours,free,timeComp1","0.9217702527560636"
"complexity,blocking,centrality,creditHours,free,timeComp2","0.9250627790263856"
"complexity,blocking,centrality,creditHours,timeComp1,timeComp2","0.9252655008270207"
"complexity,blocking,centrality,free,timeComp1,timeComp2","0.8335272290610016"
"complexity,blocking,creditHours,free,timeComp1,timeComp2","0.9200580093807109"
"complexity,delay,inverseBlocking,inverseDelay,centrality,free","0.5453067839597084"
"complexity,delay,inverseBlocking,inverseDelay,centrality,timeComp1","0.7923043636676455"
"complexity,delay,inverseBlocking,inverseDelay,centrality,timeComp2","0.8187699386790367"
"complexity,delay,inverseBlocking,inverseDelay,creditHours,free","0.9129913635073301"
"complexity,delay,inverseBlocking,inverseDelay,creditHours,timeComp1","0.9143817460135151"
"complexity,delay,inverseBlocking,inverseDelay,creditHours,timeComp2","0.919095939588212"
"complexity,delay,inverseBlocking,inverseDelay,free,timeComp1","0.8052470247869403"
"complexity,delay,inverseBlocking,inverseDelay,free,timeComp2","0.8177399435232401"
"complexity,delay,inverseBlocking,inverseDelay,timeComp1,timeComp2","0.8308370887803053"
"complexity,delay,inverseBlocking,centrality,creditHours,free","0.9192138373088077"
"complexity,delay,inverseBlocking,centrality,creditHours,timeComp1","0.9214322042708406"
"complexity,delay,inverseBlocking,centrality,creditHours,timeComp2","0.9242377258413259"
"complexity,delay,inverseBlocking,centrality,free,timeComp1","0.8051405027107714"
"complexity,delay,inverseBlocking,centrality,free,timeComp2","0.8240299480044142"
"complexity,delay,inverseBlocking,centrality,timeComp1,timeComp2","0.8334382152932616"
"complexity,delay,inverseBlocking,creditHours,free,timeComp1","0.9139068048486582"
"complexity,delay,inverseBlocking,creditHours,free,timeComp2","0.9200542917509639"
"complexity,delay,inverseBlocking,creditHours,timeComp1,timeComp2","0.9185820512654645"
"complexity,delay,inverseDelay,centrality,creditHours,free","0.919301415095735"
"complexity,delay,inverseDelay,centrality,creditHours,timeComp1","0.9217752904596284"
"complexity,delay,inverseDelay,centrality,creditHours,timeComp2","0.9248373176667434"
"complexity,delay,inverseDelay,centrality,free,timeComp1","0.8052665692717649"
"complexity,delay,inverseDelay,creditHours,free,timeComp1","0.9143817627060015"
"complexity,delay,inverseDelay,creditHours,free,timeComp2","0.9213626966398111"
"complexity,delay,inverseDelay,creditHours,timeComp1,timeComp2","0.919715792130372"
"complexity,delay,inverseDelay,free,timeComp1,timeComp2","0.8308698665160026"
"complexity,delay,centrality,creditHours,free,timeComp1","0.9217702527560636"
"complexity,delay,centrality,creditHours,free,timeComp2","0.9250627790263856"
"complexity,delay,centrality,creditHours,timeComp1,timeComp2","0.9252655008270207"
"complexity,delay,centrality,free,timeComp1,timeComp2","0.8335272290610016"
"complexity,delay,creditHours,free,timeComp1,timeComp2","0.9200580093807109"
"complexity,inverseBlocking,inverseDelay,centrality,creditHours,free","0.919301415095735"
"complexity,inverseBlocking,inverseDelay,centrality,creditHours,timeComp1","0.9217752904596282"
"complexity,inverseBlocking,inverseDelay,centrality,free,timeComp1","0.8052665692717647"
"complexity,inverseBlocking,inverseDelay,centrality,free,timeComp2","0.8240936172083515"
"complexity,inverseBlocking,inverseDelay,centrality,timeComp1,timeComp2","0.8335581800333085"
"complexity,inverseBlocking,inverseDelay,creditHours,free,timeComp1","0.9143817627060015"
"complexity,inverseBlocking,inverseDelay,creditHours,free,timeComp2","0.921362696639811"
"complexity,inverseBlocking,inverseDelay,creditHours,timeComp1,timeComp2","0.9197157921303719"
"complexity,inverseBlocking,inverseDelay,free,timeComp1,timeComp2","0.8308698665160026"
"complexity,inverseBlocking,centrality,creditHours,free,timeComp1","0.9217702527560636"
"complexity,inverseBlocking,centrality,creditHours,free,timeComp2","0.9250627790263856"
"complexity,inverseBlocking,centrality,creditHours,timeComp1,timeComp2","0.9252655008270207"
"complexity,inverseBlocking,centrality,free,timeComp1,timeComp2","0.8335272290610016"
"complexity,inverseBlocking,creditHours,free,timeComp1,timeComp2","0.9200580093807109"
"complexity,inverseDelay,centrality,free,timeComp1,timeComp2","0.8326536340937545"
"complexity,inverseDelay,creditHours,free,timeComp1,timeComp2","0.9158735892587498"
"complexity,centrality,creditHours,free,timeComp1,timeComp2","0.9252538069288543"
"blocking,delay,inverseDelay,centrality,creditHours,free","0.9193014150957352"
"blocking,delay,inverseDelay,centrality,creditHours,timeComp1","0.9217752904596282"
"blocking,delay,inverseDelay,centrality,creditHours,timeComp2","0.9248373176667433"
"blocking,delay,inverseDelay,centrality,free,timeComp2","0.8240936172083515"
"blocking,delay,inverseDelay,centrality,timeComp1,timeComp2","0.8335581800333085"
"blocking,delay,inverseDelay,creditHours,free,timeComp1","0.9143817627060015"
"blocking,delay,inverseDelay,creditHours,free,timeComp2","0.921362696639811"
"blocking,delay,inverseDelay,creditHours,timeComp1,timeComp2","0.919715792130372"
"blocking,delay,inverseDelay,free,timeComp1,timeComp2","0.8308698665160026"
"blocking,delay,centrality,creditHours,free,timeComp1","0.9217702527560635"
"blocking,delay,centrality,creditHours,free,timeComp2","0.9250627790263857"
"blocking,delay,centrality,creditHours,timeComp1,timeComp2","0.9252655008270207"
"blocking,delay,centrality,free,timeComp1,timeComp2","0.8335272290610017"
"blocking,delay,creditHours,free,timeComp1,timeComp2","0.9200580093807109"
"blocking,inverseDelay,centrality,creditHours,free,timeComp1","0.9221074390755969"
"blocking,inverseDelay,centrality,creditHours,free,timeComp2","0.9254104588224717"
"blocking,inverseDelay,centrality,creditHours,timeComp1,timeComp2","0.9255552520016734"
"blocking,inverseDelay,centrality,free,timeComp1,timeComp2","0.8175336841769759"
"blocking,inverseDelay,creditHours,free,timeComp1,timeComp2","0.9213958506997768"
"blocking,centrality,creditHours,free,timeComp1,timeComp2","0.9236718895135976"
"delay,inverseBlocking,inverseDelay,centrality,creditHours,free","0.9193014150957349"
"delay,inverseBlocking,inverseDelay,centrality,creditHours,timeComp1","0.9217752904596284"
"delay,inverseBlocking,inverseDelay,centrality,creditHours,timeComp2","0.9248373176667435"
"delay,inverseBlocking,inverseDelay,centrality,free,timeComp1","0.8052665692717649"
"delay,inverseBlocking,inverseDelay,centrality,free,timeComp2","0.8240936172083517"
"delay,inverseBlocking,inverseDelay,centrality,timeComp1,timeComp2","0.8335581800333086"
"delay,inverseBlocking,inverseDelay,creditHours,free,timeComp1","0.9143817627060015"
"delay,inverseBlocking,inverseDelay,creditHours,free,timeComp2","0.9213626966398111"
"delay,inverseBlocking,inverseDelay,creditHours,timeComp1,timeComp2","0.919715792130372"
"delay,inverseBlocking,inverseDelay,free,timeComp1,timeComp2","0.8308698665160028"
"delay,inverseBlocking,centrality,creditHours,free,timeComp1","0.9217702527560635"
"delay,inverseBlocking,centrality,creditHours,free,timeComp2","0.9250627790263857"
"delay,inverseBlocking,centrality,creditHours,timeComp1,timeComp2","0.9252655008270207"
"delay,inverseBlocking,centrality,free,timeComp1,timeComp2","0.8335272290610016"
"delay,inverseBlocking,creditHours,free,timeComp1,timeComp2","0.9200580093807109"
"delay,inverseDelay,centrality,creditHours,free,timeComp1","0.9220370408130465"
"delay,inverseDelay,centrality,creditHours,free,timeComp2","0.9258469581497397"
"delay,inverseDelay,centrality,creditHours,timeComp1,timeComp2","0.9261353682234386"
"delay,inverseDelay,centrality,free,timeComp1,timeComp2","0.8324973429344895"
"delay,inverseDelay,creditHours,free,timeComp1,timeComp2","0.9021477485600313"
"delay,centrality,creditHours,free,timeComp1,timeComp2","0.9254913664443309"
"inverseBlocking,inverseDelay,centrality,creditHours,free,timeComp1","0.9221074390755969"
"inverseBlocking,inverseDelay,centrality,creditHours,free,timeComp2","0.9254104588224717"
"inverseBlocking,inverseDelay,centrality,creditHours,timeComp1,timeComp2","0.9255552520016734"
"inverseBlocking,inverseDelay,centrality,free,timeComp1,timeComp2","0.8175336841769759"
"inverseBlocking,inverseDelay,creditHours,free,timeComp1,timeComp2","0.9213958506997768"
"inverseBlocking,centrality,creditHours,free,timeComp1,timeComp2","0.9236718895135976"
"inverseDelay,centrality,creditHours,free,timeComp1,timeComp2","0.9255229553830667"
"complexity,blocking,delay,inverseDelay,centrality,creditHours,free","0.919301415095735"
"complexity,blocking,delay,inverseDelay,centrality,creditHours,timeComp1","0.9217752904596284"
"complexity,blocking,delay,inverseDelay,centrality,creditHours,timeComp2","0.9248373176667434"
"complexity,blocking,delay,inverseDelay,centrality,free,timeComp1","0.8052665692717649"
"complexity,blocking,delay,inverseDelay,centrality,free,timeComp2","0.8240936172083514"
"complexity,blocking,delay,inverseDelay,centrality,timeComp1,timeComp2","0.8335581800333085"
"complexity,blocking,delay,inverseDelay,creditHours,free,timeComp1","0.9143817627060016"
"complexity,blocking,delay,inverseDelay,creditHours,free,timeComp2","0.921362696639811"
"complexity,blocking,delay,inverseDelay,creditHours,timeComp1,timeComp2","0.919715792130372"
"complexity,blocking,delay,inverseDelay,free,timeComp1,timeComp2","0.8308698665160026"
"complexity,blocking,delay,centrality,creditHours,free,timeComp2","0.9250627790263856"
"complexity,blocking,delay,centrality,creditHours,timeComp1,timeComp2","0.9252655008270207"
"complexity,blocking,delay,centrality,free,timeComp1,timeComp2","0.8335272290610017"
"complexity,blocking,delay,creditHours,free,timeComp1,timeComp2","0.920058009380711"
"complexity,blocking,inverseDelay,centrality,creditHours,free,timeComp1","0.9221195667976771"
"complexity,blocking,inverseDelay,centrality,free,timeComp1,timeComp2","0.8336653476761735"
"complexity,blocking,inverseDelay,creditHours,free,timeComp1,timeComp2","0.9213986009065366"
"complexity,blocking,centrality,creditHours,free,timeComp1,timeComp2","0.9255104856544594"
"complexity,delay,inverseBlocking,inverseDelay,centrality,creditHours,free","0.9193014150957352"
"complexity,delay,inverseBlocking,inverseDelay,centrality,creditHours,timeComp1","0.9217752904596282"
"complexity,delay,inverseBlocking,inverseDelay,centrality,creditHours,timeComp2","0.9248373176667435"
"complexity,delay,inverseBlocking,inverseDelay,centrality,free,timeComp2","0.8240936172083516"
"complexity,delay,inverseBlocking,inverseDelay,centrality,timeComp1,timeComp2","0.8335581800333085"
"complexity,delay,inverseBlocking,inverseDelay,creditHours,free,timeComp1","0.9143817627060015"
"complexity,delay,inverseBlocking,inverseDelay,creditHours,free,timeComp2","0.921362696639811"
"complexity,delay,inverseBlocking,inverseDelay,creditHours,timeComp1,timeComp2","0.919715792130372"
"complexity,delay,inverseBlocking,inverseDelay,free,timeComp1,timeComp2","0.8308698665160027"
"complexity,delay,inverseBlocking,centrality,creditHours,free,timeComp1","0.9217702527560635"
"complexity,delay,inverseBlocking,centrality,creditHours,free,timeComp2","0.9250627790263856"
"complexity,delay,inverseBlocking,centrality,creditHours,timeComp1,timeComp2","0.9252655008270207"
"complexity,delay,inverseBlocking,centrality,free,timeComp1,timeComp2","0.8335272290610016"
"complexity,delay,inverseBlocking,creditHours,free,timeComp1,timeComp2","0.9200580093807109"
"complexity,delay,inverseDelay,centrality,creditHours,free,timeComp1","0.9221195667976773"
"complexity,delay,inverseDelay,centrality,creditHours,free,timeComp2","0.925909307076743"
"complexity,delay,inverseDelay,centrality,creditHours,timeComp1,timeComp2","0.9261354428979898"
"complexity,delay,inverseDelay,centrality,free,timeComp1,timeComp2","0.8336653476761735"
"complexity,delay,inverseDelay,creditHours,free,timeComp1,timeComp2","0.9213986009065367"
"complexity,delay,centrality,creditHours,free,timeComp1,timeComp2","0.9255104856544594"
"complexity,inverseBlocking,inverseDelay,centrality,creditHours,free,timeComp1","0.9221195667976771"
"complexity,inverseBlocking,inverseDelay,centrality,free,timeComp1,timeComp2","0.8336653476761735"
"complexity,inverseBlocking,inverseDelay,creditHours,free,timeComp1,timeComp2","0.9213986009065366"
"complexity,inverseBlocking,centrality,creditHours,free,timeComp1,timeComp2","0.9255104856544594"
"blocking,delay,inverseDelay,centrality,creditHours,free,timeComp1","0.9221195667976773"
"blocking,delay,inverseDelay,centrality,creditHours,timeComp1,timeComp2","0.9261354428979897"
"blocking,delay,inverseDelay,centrality,free,timeComp1,timeComp2","0.8336653476761734"
"blocking,delay,inverseDelay,creditHours,free,timeComp1,timeComp2","0.9213986009065366"
"blocking,delay,centrality,creditHours,free,timeComp1,timeComp2","0.9255104856544594"
"blocking,inverseDelay,centrality,creditHours,free,timeComp1,timeComp2","0.9258957065639202"
"delay,inverseBlocking,inverseDelay,centrality,creditHours,free,timeComp1","0.9221195667976773"
"delay,inverseBlocking,inverseDelay,centrality,creditHours,free,timeComp2","0.925909307076743"
"delay,inverseBlocking,inverseDelay,centrality,creditHours,timeComp1,timeComp2","0.9261354428979898"
"delay,inverseBlocking,inverseDelay,centrality,free,timeComp1,timeComp2","0.8336653476761734"
"delay,inverseBlocking,inverseDelay,creditHours,free,timeComp1,timeComp2","0.9213986009065367"
"delay,inverseBlocking,centrality,creditHours,free,timeComp1,timeComp2","0.9255104856544594"
"delay,inverseDelay,centrality,creditHours,free,timeComp1,timeComp2","0.9264366044980289"
"inverseBlocking,inverseDelay,centrality,creditHours,free,timeComp1,timeComp2","0.9258957065639202"
"complexity,blocking,delay,inverseDelay,centrality,creditHours,free,timeComp1","0.9221195667976774"
"complexity,blocking,delay,inverseDelay,centrality,creditHours,free,timeComp2","0.925909307076743"
"complexity,blocking,delay,inverseDelay,centrality,creditHours,timeComp1,timeComp2","0.9261354428979897"
"complexity,blocking,delay,inverseDelay,centrality,free,timeComp1,timeComp2","0.8336653476761735"
"complexity,blocking,delay,inverseDelay,creditHours,free,timeComp1,timeComp2","0.9213986009065367"
"complexity,blocking,delay,centrality,creditHours,free,timeComp1,timeComp2","0.9255104856544594"
"complexity,blocking,inverseDelay,centrality,creditHours,free,timeComp1,timeComp2","0.9264765085852827"
"complexity,delay,inverseBlocking,inverseDelay,centrality,creditHours,free,timeComp1","0.9221195667976771"
"complexity,delay,inverseBlocking,inverseDelay,centrality,creditHours,free,timeComp2","0.925909307076743"
"complexity,delay,inverseBlocking,inverseDelay,centrality,creditHours,timeComp1,timeComp2","0.9261354428979898"
"complexity,delay,inverseBlocking,inverseDelay,centrality,free,timeComp1,timeComp2","0.8336653476761735"
"complexity,delay,inverseBlocking,inverseDelay,creditHours,free,timeComp1,timeComp2","0.9213986009065367"
"complexity,delay,inverseBlocking,centrality,creditHours,free,timeComp1,timeComp2","0.9255104856544594"
"complexity,delay,inverseDelay,centrality,creditHours,free,timeComp1,timeComp2","0.9264765085852829"
"complexity,inverseBlocking,inverseDelay,centrality,creditHours,free,timeComp1,timeComp2","0.9264765085852827"
"delay,inverseBlocking,inverseDelay,centrality,creditHours,free,timeComp1,timeComp2","0.9264765085852829"
"complexity,blocking,delay,inverseDelay,centrality,creditHours,free,timeComp1,timeComp2","0.926476508585283"
"complexity,delay,inverseBlocking,inverseDelay,centrality,creditHours,free,timeComp1,timeComp2","0.9264765085852829"
