"combinations","n","pMax","pAvg","r2"
"credits","1","0.402935629205772","0.20146781460288726","0.6412685563979735"
"complexity","1","0.0006634798071033257","0.00033173990355166285","0.24874748885090658"
"blocking","1","6.634822348538967e-5","3.3174111742694834e-5","0.3125425343759233"
"delay","1","0.0037158206420458786","0.0018579103210229393","0.193877469000295"
"centrality","1","4.8092728489325056e-5","2.4046364244662528e-5","0.3206765327676625"
"reachability","1","6.634822348538967e-5","3.3174111742694834e-5","0.3125425343759233"
"term_complexity","1","0.0005038959343718516","0.0002519479671859258","0.2569190216421452"
"term_blocking","1","3.879704053973997e-5","1.9398520269869985e-5","0.3260073638389712"
"term_delay","1","0.002544021064108244","0.001272010532054122","0.20650503463315406"
"term_centrality","1","1.887970014184961e-5","9.439850070924805e-6","0.3433284170302623"
"term_reachability","1","3.879704053973997e-5","1.9398520269869985e-5","0.3260073638389712"
"free","1","0.008196960810967263","0.004098480405483632","0.16646679605506243"
"edges","1","0.00027714981568138005","0.00013857490784069003","0.2741425644733827"
"credits,complexity","2","0.12818905461393104","0.04277897834586592","0.7479933922243334"
"credits,blocking","2","0.05603587088121162","0.018681340609456736","0.77372194500378"
"credits,delay","2","0.21252329551790314","0.07123985171699847","0.7258891083627333"
"credits,centrality","2","0.045287635372445026","0.015095938263961148","0.8008448267175321"
"credits,reachability","2","0.05603587088121162","0.018681340609456736","0.77372194500378"
"credits,term_complexity","2","0.13050527116851654","0.043513295561945366","0.7615279372289834"
"credits,term_blocking","2","0.04874346092127343","0.016247847427766103","0.8056999588526439"
"credits,term_delay","2","0.19928093609655312","0.06664086736429717","0.73282385944805"
"credits,term_centrality","2","0.03212696716410669","0.010708989532558263","0.8272952049391284"
"credits,term_reachability","2","0.04874346092127343","0.016247847427766103","0.8056999588526439"
"credits,free","2","0.07269551433787294","0.02806898554133749","0.6979822063333525"
"credits,edges","2","0.10964389655944473","0.03881595604814871","0.7048478283401793"
"complexity,centrality","2","0.42288563545880253","0.15358913526239662","0.3332714673857462"
"complexity,reachability","2","0.002792766522745993","0.0010391270321358618","0.45564589568759173"
"complexity,term_centrality","2","0.7633580269471244","0.2628981299027566","0.34507447899800947"
"complexity,term_reachability","2","0.6323409110119557","0.2246374847111362","0.3305145695077869"
"complexity,free","2","0.29273293502694303","0.10626400933457929","0.2724363105847972"
"complexity,edges","2","0.42979104995728534","0.2017868698564056","0.2872115004415189"
"blocking,delay","2","0.002792766522746866","0.0009484753019379376","0.4556458956875914"
"blocking,centrality","2","0.7930534160931529","0.4276497043615193","0.32204891111180955"
"blocking,term_delay","2","0.023374914138930572","0.008067596021515439","0.4028283202809114"
"blocking,term_centrality","2","0.7853361991075999","0.3271249694351139","0.3447581233000412"
"blocking,term_reachability","2","0.7460519697233817","0.3737662627460377","0.3280800098605945"
"blocking,free","2","0.4822998882644719","0.16248604080001844","0.3223811303517893"
"blocking,edges","2","0.5559024372271404","0.22939834666357597","0.3194847649019166"
"delay,centrality","2","0.20109546920351823","0.06836374619235698","0.3518342520674179"
"delay,reachability","2","0.0027927665227466996","0.00094847530193788","0.45564589568759106"
"delay,term_blocking","2","0.37993970130444366","0.12860581896652554","0.3409502886926804"
