"combinations","n","r2"
"blocking,delay,centrality,free,timeComp2","5","0.9067250370203279"
"blocking,delay,centrality,timeComp1,timeComp2","5","0.92094062065051"
"blocking,delay,creditHours,free,timeComp1","5","0.9798287729450355"
"blocking,delay,creditHours,free,timeComp2","5","0.9797622812194423"
"blocking,delay,creditHours,timeComp1,timeComp2","5","0.9798891423761418"
"blocking,delay,free,timeComp1,timeComp2","5","0.9209197358056024"
"blocking,inverseDelay,centrality,creditHours,free","5","0.9802440808545847"
"blocking,inverseDelay,centrality,creditHours,timeComp1","5","0.9802588254808006"
"blocking,inverseDelay,centrality,creditHours,timeComp2","5","0.9815244512136224"
"blocking,inverseDelay,centrality,free,timeComp1","5","0.8772340315637893"
"blocking,inverseDelay,centrality,free,timeComp2","5","0.8795176766466097"
"blocking,inverseDelay,centrality,timeComp1,timeComp2","5","0.8980947990879103"
"blocking,inverseDelay,creditHours,free,timeComp1","5","0.9785848590190227"
"blocking,inverseDelay,creditHours,free,timeComp2","5","0.9812843037725896"
"blocking,inverseDelay,creditHours,timeComp1,timeComp2","5","0.9808379889392977"
"blocking,centrality,creditHours,free,timeComp1","5","0.9798022090313414"
"blocking,centrality,creditHours,free,timeComp2","5","0.9801096235023685"
"blocking,centrality,creditHours,timeComp1,timeComp2","5","0.9802133378580418"
"blocking,centrality,free,timeComp1,timeComp2","5","0.8888711465183898"
"blocking,creditHours,free,timeComp1,timeComp2","5","0.9803234236028547"
"delay,inverseBlocking,inverseDelay,centrality,creditHours","5","0.9816613329022004"
"delay,inverseBlocking,inverseDelay,centrality,free","5","0.5837859786043222"
"delay,inverseBlocking,inverseDelay,centrality,timeComp1","5","0.8764385104205593"
"delay,inverseBlocking,inverseDelay,centrality,timeComp2","5","0.9012438292699428"
"delay,inverseBlocking,inverseDelay,creditHours,timeComp1","5","0.9813547278301596"
"delay,inverseBlocking,inverseDelay,creditHours,timeComp2","5","0.9817273985899153"
"delay,inverseBlocking,inverseDelay,free,timeComp1","5","0.887724108603262"
"delay,inverseBlocking,inverseDelay,free,timeComp2","5","0.9063578107260892"
"delay,inverseBlocking,inverseDelay,timeComp1,timeComp2","5","0.9210053622400588"
"delay,inverseBlocking,centrality,creditHours,free","5","0.9799374006803547"
"delay,inverseBlocking,centrality,creditHours,timeComp1","5","0.9800530871465875"
"delay,inverseBlocking,centrality,creditHours,timeComp2","5","0.9800248821220098"
"delay,inverseBlocking,centrality,free,timeComp1","5","0.8911310026879556"
"delay,inverseBlocking,centrality,free,timeComp2","5","0.9067250370203279"
"delay,inverseBlocking,centrality,timeComp1,timeComp2","5","0.92094062065051"
"delay,inverseBlocking,creditHours,free,timeComp1","5","0.9798287729450355"
"delay,inverseBlocking,creditHours,free,timeComp2","5","0.9797622812194423"
"delay,inverseBlocking,creditHours,timeComp1,timeComp2","5","0.9798891423761419"
"delay,inverseBlocking,free,timeComp1,timeComp2","5","0.9209197358056024"
"delay,inverseDelay,centrality,creditHours,timeComp1","5","0.9815514097131344"
"delay,inverseDelay,centrality,free,timeComp1","5","0.8918984409652491"
"delay,inverseDelay,centrality,free,timeComp2","5","0.9061280594119127"
"delay,inverseDelay,centrality,timeComp1,timeComp2","5","0.9208583984289288"
"delay,inverseDelay,creditHours,free,timeComp1","5","0.9786941927188841"
"delay,inverseDelay,creditHours,free,timeComp2","5","0.977853415408778"
"delay,inverseDelay,creditHours,timeComp1,timeComp2","5","0.9792434108755126"
"delay,inverseDelay,free,timeComp1,timeComp2","5","0.9193409354333936"
"delay,centrality,creditHours,free,timeComp1","5","0.9799750128134367"
"delay,centrality,creditHours,free,timeComp2","5","0.9798828067253471"
"delay,centrality,creditHours,timeComp1,timeComp2","5","0.9801086073881152"
"delay,centrality,free,timeComp1,timeComp2","5","0.9207498064247416"
"delay,creditHours,free,timeComp1,timeComp2","5","0.9773031283136955"
"inverseBlocking,inverseDelay,centrality,creditHours,free","5","0.9802440808545847"
"inverseBlocking,inverseDelay,centrality,creditHours,timeComp1","5","0.9802588254808006"
"inverseBlocking,inverseDelay,centrality,creditHours,timeComp2","5","0.9815244512136224"
"inverseBlocking,inverseDelay,centrality,free,timeComp1","5","0.8772340315637893"
"inverseBlocking,inverseDelay,centrality,free,timeComp2","5","0.8795176766466097"
"inverseBlocking,inverseDelay,centrality,timeComp1,timeComp2","5","0.8980947990879103"
"inverseBlocking,inverseDelay,creditHours,free,timeComp1","5","0.9785848590190227"
"inverseBlocking,inverseDelay,creditHours,free,timeComp2","5","0.9812843037725896"
"inverseBlocking,inverseDelay,creditHours,timeComp1,timeComp2","5","0.9808379889392977"
"inverseBlocking,centrality,creditHours,free,timeComp1","5","0.9798022090313414"
"inverseBlocking,centrality,creditHours,free,timeComp2","5","0.9801096235023685"
"inverseBlocking,centrality,creditHours,timeComp1,timeComp2","5","0.9802133378580418"
"inverseBlocking,centrality,free,timeComp1,timeComp2","5","0.8888711465183898"
"inverseBlocking,creditHours,free,timeComp1,timeComp2","5","0.9803234236028547"
"inverseDelay,centrality,creditHours,free,timeComp1","5","0.9800805759051322"
"inverseDelay,centrality,creditHours,free,timeComp2","5","0.981722971044475"
"inverseDelay,centrality,creditHours,timeComp1,timeComp2","5","0.9815565619229537"
"inverseDelay,centrality,free,timeComp1,timeComp2","5","0.8828161052747069"
"inverseDelay,creditHours,free,timeComp1,timeComp2","5","0.9792947004763366"
"centrality,creditHours,free,timeComp1,timeComp2","5","0.9802427972513336"
"complexity,blocking,delay,inverseDelay,centrality,creditHours","6","0.9816613329022003"
"complexity,blocking,delay,inverseDelay,centrality,free","6","0.5837859786043222"
"complexity,blocking,delay,inverseDelay,centrality,timeComp1","6","0.8764385104205593"
"complexity,blocking,delay,inverseDelay,centrality,timeComp2","6","0.901243829269943"
"complexity,blocking,delay,inverseDelay,creditHours,free","6","0.9814042515032382"
"complexity,blocking,delay,inverseDelay,creditHours,timeComp1","6","0.9813547278301596"
"complexity,blocking,delay,inverseDelay,creditHours,timeComp2","6","0.9817273985899153"
"complexity,blocking,delay,inverseDelay,free,timeComp2","6","0.9063578107260892"
"complexity,blocking,delay,inverseDelay,timeComp1,timeComp2","6","0.9210053622400588"
"complexity,blocking,delay,centrality,creditHours,free","6","0.9799374006803547"
"complexity,blocking,delay,centrality,creditHours,timeComp1","6","0.9800530871465875"
"complexity,blocking,delay,centrality,creditHours,timeComp2","6","0.9800248821220098"
"complexity,blocking,delay,centrality,free,timeComp1","6","0.8911310026879558"
"complexity,blocking,delay,centrality,free,timeComp2","6","0.9067250370203279"
"complexity,blocking,delay,centrality,timeComp1,timeComp2","6","0.9209406206505101"
"complexity,blocking,delay,creditHours,free,timeComp1","6","0.9798287729450356"
"complexity,blocking,delay,creditHours,free,timeComp2","6","0.9797622812194423"
"complexity,blocking,delay,creditHours,timeComp1,timeComp2","6","0.9798891423761419"
"complexity,blocking,delay,free,timeComp1,timeComp2","6","0.9209197358056025"
"complexity,blocking,inverseDelay,centrality,creditHours,free","6","0.9817031388090638"
"complexity,blocking,inverseDelay,centrality,creditHours,timeComp1","6","0.9816766243142774"
"complexity,blocking,inverseDelay,centrality,free,timeComp1","6","0.892266269062274"
"complexity,blocking,inverseDelay,centrality,timeComp1,timeComp2","6","0.92105095376094"
"complexity,blocking,inverseDelay,creditHours,free,timeComp1","6","0.9814932493098697"
"complexity,blocking,inverseDelay,creditHours,free,timeComp2","6","0.9821002665862867"
"complexity,blocking,inverseDelay,creditHours,timeComp1,timeComp2","6","0.9818311655554419"
"complexity,blocking,inverseDelay,free,timeComp1,timeComp2","6","0.9210171944140993"
"complexity,blocking,centrality,creditHours,free,timeComp2","6","0.9801096783937041"
"complexity,blocking,centrality,creditHours,timeComp1,timeComp2","6","0.9802281615959163"
"complexity,delay,inverseBlocking,inverseDelay,centrality,creditHours","6","0.9816613329022003"
"complexity,delay,inverseBlocking,inverseDelay,centrality,free","6","0.5837859786043222"
"complexity,delay,inverseBlocking,inverseDelay,centrality,timeComp1","6","0.8764385104205594"
"complexity,delay,inverseBlocking,inverseDelay,centrality,timeComp2","6","0.901243829269943"
"complexity,delay,inverseBlocking,inverseDelay,creditHours,free","6","0.9814042515032382"
"complexity,delay,inverseBlocking,inverseDelay,creditHours,timeComp1","6","0.9813547278301596"
"complexity,delay,inverseBlocking,inverseDelay,free,timeComp1","6","0.887724108603262"
"complexity,delay,inverseBlocking,inverseDelay,free,timeComp2","6","0.9063578107260892"
"complexity,delay,inverseBlocking,inverseDelay,timeComp1,timeComp2","6","0.9210053622400588"
"complexity,delay,inverseBlocking,centrality,creditHours,free","6","0.9799374006803547"
"complexity,delay,inverseBlocking,centrality,creditHours,timeComp1","6","0.9800530871465875"
"complexity,delay,inverseBlocking,centrality,creditHours,timeComp2","6","0.9800248821220098"
"complexity,delay,inverseBlocking,centrality,free,timeComp1","6","0.8911310026879556"
"complexity,delay,inverseBlocking,centrality,free,timeComp2","6","0.9067250370203279"
"complexity,delay,inverseBlocking,centrality,timeComp1,timeComp2","6","0.92094062065051"
"complexity,delay,inverseBlocking,creditHours,free,timeComp1","6","0.9798287729450355"
"complexity,delay,inverseBlocking,creditHours,free,timeComp2","6","0.9797622812194423"
"complexity,delay,inverseBlocking,creditHours,timeComp1,timeComp2","6","0.9798891423761419"
"complexity,delay,inverseBlocking,free,timeComp1,timeComp2","6","0.9209197358056024"
"complexity,delay,inverseDelay,centrality,creditHours,free","6","0.9817031388090639"
"complexity,delay,inverseDelay,centrality,creditHours,timeComp1","6","0.9816766243142774"
"complexity,delay,inverseDelay,centrality,creditHours,timeComp2","6","0.9820317303762153"
"complexity,delay,inverseDelay,centrality,free,timeComp1","6","0.892266269062274"
"complexity,delay,inverseDelay,centrality,free,timeComp2","6","0.9069484860055961"
"complexity,delay,inverseDelay,centrality,timeComp1,timeComp2","6","0.92105095376094"
"complexity,delay,inverseDelay,creditHours,free,timeComp1","6","0.9814932493098697"
"complexity,delay,inverseDelay,creditHours,free,timeComp2","6","0.9821002665862867"
"complexity,delay,inverseDelay,creditHours,timeComp1,timeComp2","6","0.9818311655554419"
"complexity,delay,inverseDelay,free,timeComp1,timeComp2","6","0.9210171944140995"
"complexity,delay,centrality,creditHours,free,timeComp1","6","0.9801255048252472"
"complexity,delay,centrality,creditHours,free,timeComp2","6","0.9801096783937041"
"complexity,delay,centrality,creditHours,timeComp1,timeComp2","6","0.9802281615959163"
"complexity,delay,centrality,free,timeComp1,timeComp2","6","0.9209460535945597"
"complexity,delay,creditHours,free,timeComp1,timeComp2","6","0.9803896460800282"
"complexity,inverseBlocking,inverseDelay,centrality,creditHours,free","6","0.9817031388090638"
"complexity,inverseBlocking,inverseDelay,centrality,creditHours,timeComp1","6","0.9816766243142774"
"complexity,inverseBlocking,inverseDelay,centrality,free,timeComp1","6","0.892266269062274"
"complexity,inverseBlocking,inverseDelay,centrality,timeComp1,timeComp2","6","0.92105095376094"
"complexity,inverseBlocking,inverseDelay,creditHours,free,timeComp1","6","0.9814932493098697"
"complexity,inverseBlocking,inverseDelay,creditHours,free,timeComp2","6","0.9821002665862867"
"complexity,inverseBlocking,inverseDelay,creditHours,timeComp1,timeComp2","6","0.9818311655554419"
"complexity,inverseBlocking,inverseDelay,free,timeComp1,timeComp2","6","0.9210171944140993"
"complexity,inverseBlocking,centrality,creditHours,free,timeComp2","6","0.9801096783937041"
"complexity,inverseBlocking,centrality,creditHours,timeComp1,timeComp2","6","0.9802281615959163"
"complexity,inverseDelay,centrality,creditHours,free,timeComp1","6","0.9810870802284432"
"complexity,inverseDelay,centrality,creditHours,free,timeComp2","6","0.9817580613731369"
"complexity,inverseDelay,centrality,creditHours,timeComp1,timeComp2","6","0.9817074459280294"
"complexity,inverseDelay,centrality,free,timeComp1,timeComp2","6","0.917864649267583"
"complexity,centrality,creditHours,free,timeComp1,timeComp2","6","0.9803771091323326"
"blocking,delay,inverseDelay,centrality,creditHours,free","6","0.9817031388090638"
"blocking,delay,inverseDelay,centrality,creditHours,timeComp1","6","0.9816766243142774"
"blocking,delay,inverseDelay,centrality,creditHours,timeComp2","6","0.9820317303762152"
"blocking,delay,inverseDelay,centrality,free,timeComp1","6","0.892266269062274"
"blocking,delay,inverseDelay,centrality,free,timeComp2","6","0.9069484860055961"
"blocking,delay,inverseDelay,centrality,timeComp1,timeComp2","6","0.9210509537609401"
"blocking,delay,inverseDelay,creditHours,free,timeComp1","6","0.9814932493098698"
"blocking,delay,inverseDelay,creditHours,free,timeComp2","6","0.9821002665862867"
"blocking,delay,inverseDelay,creditHours,timeComp1,timeComp2","6","0.9818311655554419"
"blocking,delay,inverseDelay,free,timeComp1,timeComp2","6","0.9210171944140993"
"blocking,delay,centrality,creditHours,free,timeComp1","6","0.9801255048252472"
"blocking,delay,centrality,creditHours,free,timeComp2","6","0.9801096783937041"
"blocking,delay,centrality,creditHours,timeComp1,timeComp2","6","0.9802281615959163"
"blocking,delay,centrality,free,timeComp1,timeComp2","6","0.9209460535945597"
"blocking,delay,creditHours,free,timeComp1,timeComp2","6","0.9803896460800282"
"blocking,inverseDelay,centrality,creditHours,free,timeComp1","6","0.9802652445620724"
"blocking,inverseDelay,centrality,creditHours,free,timeComp2","6","0.9818118040227457"
"blocking,inverseDelay,centrality,creditHours,timeComp1,timeComp2","6","0.981558197935692"
"blocking,inverseDelay,centrality,free,timeComp1,timeComp2","6","0.8981693867850602"
"blocking,inverseDelay,creditHours,free,timeComp1,timeComp2","6","0.9816936446023765"
"blocking,centrality,creditHours,free,timeComp1,timeComp2","6","0.9805376876633654"
"delay,inverseBlocking,inverseDelay,centrality,creditHours,free","6","0.9817031388090638"
"delay,inverseBlocking,inverseDelay,centrality,creditHours,timeComp1","6","0.9816766243142774"
"delay,inverseBlocking,inverseDelay,centrality,creditHours,timeComp2","6","0.9820317303762153"
"delay,inverseBlocking,inverseDelay,centrality,free,timeComp1","6","0.8922662690622741"
"delay,inverseBlocking,inverseDelay,centrality,timeComp1,timeComp2","6","0.92105095376094"
"delay,inverseBlocking,inverseDelay,creditHours,free,timeComp1","6","0.9814932493098697"
"delay,inverseBlocking,inverseDelay,creditHours,timeComp1,timeComp2","6","0.9818311655554419"
"delay,inverseBlocking,inverseDelay,free,timeComp1,timeComp2","6","0.9210171944140993"
"delay,inverseBlocking,centrality,creditHours,free,timeComp1","6","0.9801255048252472"
"delay,inverseBlocking,centrality,creditHours,free,timeComp2","6","0.9801096783937041"
"delay,inverseBlocking,centrality,creditHours,timeComp1,timeComp2","6","0.9802281615959163"
"delay,inverseBlocking,centrality,free,timeComp1,timeComp2","6","0.9209460535945597"
"delay,inverseBlocking,creditHours,free,timeComp1,timeComp2","6","0.9803896460800282"
"delay,inverseDelay,centrality,creditHours,free,timeComp1","6","0.9815728077268006"
"delay,inverseDelay,centrality,creditHours,free,timeComp2","6","0.981956868525631"
"delay,inverseDelay,centrality,creditHours,timeComp1,timeComp2","6","0.9819407718592877"
"delay,inverseDelay,centrality,free,timeComp1,timeComp2","6","0.9208701895279178"
"delay,inverseDelay,creditHours,free,timeComp1,timeComp2","6","0.9794410468914772"
"delay,centrality,creditHours,free,timeComp1,timeComp2","6","0.9802737119094852"
"inverseBlocking,inverseDelay,centrality,creditHours,free,timeComp1","6","0.9802652445620724"
"inverseBlocking,inverseDelay,centrality,creditHours,free,timeComp2","6","0.9818118040227457"
"inverseBlocking,inverseDelay,centrality,creditHours,timeComp1,timeComp2","6","0.981558197935692"
"inverseBlocking,inverseDelay,centrality,free,timeComp1,timeComp2","6","0.8981693867850602"
"inverseBlocking,inverseDelay,creditHours,free,timeComp1,timeComp2","6","0.9816936446023765"
"inverseBlocking,centrality,creditHours,free,timeComp1,timeComp2","6","0.9805376876633654"
"inverseDelay,centrality,creditHours,free,timeComp1,timeComp2","6","0.9819416053990249"
"complexity,blocking,delay,inverseDelay,centrality,creditHours,free","7","0.9817031388090638"
"complexity,blocking,delay,inverseDelay,centrality,creditHours,timeComp1","7","0.9816766243142774"
"complexity,blocking,delay,inverseDelay,centrality,creditHours,timeComp2","7","0.9820317303762153"
"complexity,blocking,delay,inverseDelay,centrality,free,timeComp1","7","0.892266269062274"
"complexity,blocking,delay,inverseDelay,centrality,free,timeComp2","7","0.9069484860055961"
"complexity,blocking,delay,inverseDelay,centrality,timeComp1,timeComp2","7","0.9210509537609401"
"complexity,blocking,delay,inverseDelay,creditHours,free,timeComp1","7","0.9814932493098697"
"complexity,blocking,delay,inverseDelay,creditHours,free,timeComp2","7","0.9821002665862867"
"complexity,blocking,delay,inverseDelay,creditHours,timeComp1,timeComp2","7","0.9818311655554419"
"complexity,blocking,delay,inverseDelay,free,timeComp1,timeComp2","7","0.9210171944140995"
"complexity,blocking,delay,centrality,creditHours,free,timeComp1","7","0.9801255048252472"
"complexity,blocking,delay,centrality,creditHours,free,timeComp2","7","0.9801096783937041"
"complexity,blocking,delay,centrality,creditHours,timeComp1,timeComp2","7","0.9802281615959163"
"complexity,blocking,delay,centrality,free,timeComp1,timeComp2","7","0.9209460535945598"
"complexity,blocking,delay,creditHours,free,timeComp1,timeComp2","7","0.9803896460800283"
"complexity,blocking,inverseDelay,centrality,creditHours,free,timeComp1","7","0.9817429670661666"
"complexity,blocking,inverseDelay,centrality,creditHours,free,timeComp2","7","0.9822899238856526"
"complexity,blocking,inverseDelay,centrality,creditHours,timeComp1,timeComp2","7","0.9820923630945552"
"complexity,blocking,inverseDelay,centrality,free,timeComp1,timeComp2","7","0.9210531685553804"
"complexity,blocking,inverseDelay,creditHours,free,timeComp1,timeComp2","7","0.982491816071637"
"complexity,blocking,centrality,creditHours,free,timeComp1,timeComp2","7","0.9805465972804943"
"complexity,delay,inverseBlocking,inverseDelay,centrality,creditHours,free","7","0.9817031388090639"
"complexity,delay,inverseBlocking,inverseDelay,centrality,creditHours,timeComp2","7","0.9820317303762153"
"complexity,delay,inverseBlocking,inverseDelay,centrality,free,timeComp2","7","0.9069484860055962"
"complexity,delay,inverseBlocking,inverseDelay,centrality,timeComp1,timeComp2","7","0.9210509537609401"
"complexity,delay,inverseBlocking,inverseDelay,creditHours,free,timeComp1","7","0.9814932493098697"
"complexity,delay,inverseBlocking,inverseDelay,creditHours,free,timeComp2","7","0.9821002665862867"
"complexity,delay,inverseBlocking,inverseDelay,creditHours,timeComp1,timeComp2","7","0.9818311655554418"
"complexity,delay,inverseBlocking,inverseDelay,free,timeComp1,timeComp2","7","0.9210171944140995"
"complexity,delay,inverseBlocking,centrality,creditHours,free,timeComp1","7","0.9801255048252473"
"complexity,delay,inverseBlocking,centrality,creditHours,free,timeComp2","7","0.9801096783937041"
"complexity,delay,inverseBlocking,centrality,creditHours,timeComp1,timeComp2","7","0.9802281615959162"
"complexity,delay,inverseBlocking,centrality,free,timeComp1,timeComp2","7","0.9209460535945597"
"complexity,delay,inverseDelay,centrality,creditHours,free,timeComp1","7","0.9817429670661667"
"complexity,delay,inverseDelay,centrality,creditHours,free,timeComp2","7","0.9822899238856526"
"complexity,delay,inverseDelay,centrality,creditHours,timeComp1,timeComp2","7","0.9820923630945552"
"complexity,delay,inverseDelay,centrality,free,timeComp1,timeComp2","7","0.9210531685553806"
"complexity,delay,inverseDelay,creditHours,free,timeComp1,timeComp2","7","0.982491816071637"
"complexity,delay,centrality,creditHours,free,timeComp1,timeComp2","7","0.9805465972804943"
"complexity,inverseBlocking,inverseDelay,centrality,creditHours,free,timeComp1","7","0.9817429670661666"
"complexity,inverseBlocking,inverseDelay,centrality,creditHours,free,timeComp2","7","0.9822899238856526"
"complexity,inverseBlocking,inverseDelay,centrality,creditHours,timeComp1,timeComp2","7","0.9820923630945552"
"complexity,inverseBlocking,inverseDelay,centrality,free,timeComp1,timeComp2","7","0.9210531685553804"
"complexity,inverseBlocking,inverseDelay,creditHours,free,timeComp1,timeComp2","7","0.982491816071637"
"complexity,inverseBlocking,centrality,creditHours,free,timeComp1,timeComp2","7","0.9805465972804943"
"complexity,inverseDelay,centrality,creditHours,free,timeComp1,timeComp2","7","0.9819802283211463"
"blocking,delay,inverseDelay,centrality,creditHours,free,timeComp1","7","0.9817429670661666"
"blocking,delay,inverseDelay,centrality,creditHours,free,timeComp2","7","0.9822899238856526"
"blocking,delay,inverseDelay,centrality,creditHours,timeComp1,timeComp2","7","0.9820923630945552"
"blocking,delay,inverseDelay,centrality,free,timeComp1,timeComp2","7","0.9210531685553806"
"blocking,delay,inverseDelay,creditHours,free,timeComp1,timeComp2","7","0.982491816071637"
"blocking,delay,centrality,creditHours,free,timeComp1,timeComp2","7","0.9805465972804943"
"blocking,inverseDelay,centrality,creditHours,free,timeComp1,timeComp2","7","0.9820404788757434"
"delay,inverseBlocking,inverseDelay,centrality,creditHours,free,timeComp1","7","0.9817429670661666"
"delay,inverseBlocking,inverseDelay,centrality,creditHours,free,timeComp2","7","0.9822899238856526"
"delay,inverseBlocking,inverseDelay,centrality,creditHours,timeComp1,timeComp2","7","0.9820923630945552"
"delay,inverseBlocking,inverseDelay,centrality,free,timeComp1,timeComp2","7","0.9210531685553806"
"delay,inverseBlocking,inverseDelay,creditHours,free,timeComp1,timeComp2","7","0.982491816071637"
"delay,inverseBlocking,centrality,creditHours,free,timeComp1,timeComp2","7","0.9805465972804943"
"delay,inverseDelay,centrality,creditHours,free,timeComp1,timeComp2","7","0.9822008415668911"
"inverseBlocking,inverseDelay,centrality,creditHours,free,timeComp1,timeComp2","7","0.9820404788757434"
"complexity,blocking,delay,inverseDelay,centrality,creditHours,free,timeComp1","8","0.9817429670661667"
"complexity,blocking,delay,inverseDelay,centrality,creditHours,free,timeComp2","8","0.9822899238856526"
"complexity,blocking,delay,inverseDelay,centrality,creditHours,timeComp1,timeComp2","8","0.9820923630945552"
"complexity,blocking,delay,inverseDelay,centrality,free,timeComp1,timeComp2","8","0.9210531685553806"
"complexity,blocking,delay,inverseDelay,creditHours,free,timeComp1,timeComp2","8","0.982491816071637"
"complexity,blocking,delay,centrality,creditHours,free,timeComp1,timeComp2","8","0.9805465972804943"
"complexity,blocking,inverseDelay,centrality,creditHours,free,timeComp1,timeComp2","8","0.9825739470950956"
"complexity,delay,inverseBlocking,inverseDelay,centrality,creditHours,free,timeComp1","8","0.9817429670661666"
"complexity,delay,inverseBlocking,inverseDelay,centrality,creditHours,free,timeComp2","8","0.9822899238856526"
"complexity,delay,inverseBlocking,inverseDelay,creditHours,free,timeComp1,timeComp2","8","0.982491816071637"
"complexity,delay,inverseBlocking,centrality,creditHours,free,timeComp1,timeComp2","8","0.9805465972804943"
"complexity,inverseBlocking,inverseDelay,centrality,creditHours,free,timeComp1,timeComp2","8","0.9825739470950956"
"blocking,delay,inverseDelay,centrality,creditHours,free,timeComp1,timeComp2","8","0.9825739470950956"
"delay,inverseBlocking,inverseDelay,centrality,creditHours,free,timeComp1,timeComp2","8","0.9825739470950956"
"complexity,delay,inverseBlocking,inverseDelay,centrality,creditHours,free,timeComp1,timeComp2","9","0.9825739470950956"
